SourceID,SourceItemKey,NoteID,Decision,Status
rj_start1,collecting erasers,KV000492,baseline-confirmed,confirmed
rj_start1,different,KV000493,baseline-confirmed,confirmed
rj_start1,hobby,KV000494,baseline-confirmed,confirmed
rj_start1,stamp,KV000495,baseline-confirmed,confirmed
rj_start1,catch,KV000496,baseline-confirmed,confirmed
rj_start1,go for a picnic,KV000497,baseline-confirmed,confirmed
rj_start1,play the violin,KV000498,baseline-confirmed,confirmed
rj_start1,go skating,KV000499,baseline-confirmed,confirmed
rj_start1,go camping,KV000500,baseline-confirmed,confirmed
rj_start1,do the housework,KV000501,baseline-confirmed,confirmed
rj_start1,free,KV000502,baseline-confirmed,confirmed
rj_start1,never,KV000503,baseline-confirmed,confirmed
rj_start1,once a week,KV000504,baseline-confirmed,confirmed
rj_start1,twice a week,KV000505,baseline-confirmed,confirmed
rj_start1,three times a week,KV000506,baseline-confirmed,confirmed
rj_start1,canada,KV000507,baseline-confirmed,confirmed
rj_start1,australia,KV000508,baseline-confirmed,confirmed
rj_start1,the uk,KV000509,baseline-confirmed,confirmed
rj_start1,the usa,KV000510,baseline-confirmed,confirmed
rj_start1,china,KV000511,baseline-confirmed,confirmed
rj_start1,koala,KV000512,baseline-confirmed,confirmed
rj_start1,maple leaves,KV000513,baseline-confirmed,confirmed
rj_start1,big ben,KV000514,baseline-confirmed,confirmed
rj_start1,disneyland,KV000515,baseline-confirmed,confirmed
rj_start1,campfire,KV000516,baseline-confirmed,confirmed
rj_start1,cute,KV000517,baseline-confirmed,confirmed
rj_start1,country,KV000518,baseline-confirmed,confirmed
rj_start1,clever,KV000519,baseline-confirmed,confirmed
rj_start1,careless,KV000520,baseline-confirmed,confirmed
rj_start1,polite,KV000521,baseline-confirmed,confirmed
rj_start1,quiet,KV000522,baseline-confirmed,confirmed
rj_start1,friendly,KV000523,baseline-confirmed,confirmed
rj_start1,helpful,KV000524,baseline-confirmed,confirmed
rj_start1,active,KV000525,baseline-confirmed,confirmed
rj_start1,popular,KV000526,baseline-confirmed,confirmed
rj_start1,talk,KV000527,baseline-confirmed,confirmed
rj_start1,all,KV000528,baseline-confirmed,confirmed
rj_start1,but,KV000529,baseline-confirmed,confirmed
rj_start1,sometimes,KV000530,baseline-confirmed,confirmed
rj_start1,bark,KV000531,baseline-confirmed,confirmed
rj_start1,forget,KV000532,baseline-confirmed,confirmed
rj_start1,with,KV000533,baseline-confirmed,confirmed
rj_start1,wear glasses,KV000534,baseline-confirmed,confirmed
rj_start1,slim,KV000535,baseline-confirmed,confirmed
rj_start1,curly,KV000536,baseline-confirmed,confirmed
rj_start1,straight,KV000537,baseline-confirmed,confirmed
rj_start1,nice,KV000538,baseline-confirmed,confirmed
rj_start1,young,KV000539,baseline-confirmed,confirmed
rj_start1,guess,KV000540,baseline-confirmed,confirmed
rj_start1,has,KV000541,baseline-confirmed,confirmed
rj_start1,animal,KV000542,baseline-confirmed,confirmed
rj_start1,elephant,KV000543,baseline-confirmed,confirmed
rj_start1,panda,KV000544,baseline-confirmed,confirmed
rj_start1,horse,KV000545,baseline-confirmed,confirmed
rj_start1,cow,KV000546,baseline-confirmed,confirmed
rj_start1,pig,KV000547,baseline-confirmed,confirmed
rj_start1,sheep,KV000548,baseline-confirmed,confirmed
rj_start1,bee,KV000549,baseline-confirmed,confirmed
rj_start1,farm,KV000550,baseline-confirmed,confirmed
rj_start1,fast,KV000551,baseline-confirmed,confirmed
rj_start1,why,KV000552,baseline-confirmed,confirmed
rj_start1,lovely,KV000553,baseline-confirmed,confirmed
rj_start1,butterfly,KV000554,baseline-confirmed,confirmed
rj_start1,exercise book,KV000555,baseline-confirmed,confirmed
rj_start1,pencil sharpener,KV000556,baseline-confirmed,confirmed
rj_start1,a pair of scissors,KV000557,baseline-confirmed,confirmed
rj_start1,pencil box,KV000558,baseline-confirmed,confirmed
rj_start1,a box of crayons,KV000559,baseline-confirmed,confirmed
rj_start1,only,KV000560,baseline-confirmed,confirmed
rj_start1,also,KV000561,baseline-confirmed,confirmed
rj_start1,saleswoman,KV000562,baseline-confirmed,confirmed
rj_start1,love,KV000563,baseline-confirmed,confirmed
rj_start1,how much,KV000564,baseline-confirmed,confirmed
rj_start1,a lot,KV000565,baseline-confirmed,confirmed
rj_start1,wonderful,KV000566,baseline-confirmed,confirmed
rj_start1,fantastic,KV000567,baseline-confirmed,confirmed
rj_start1,cartoons,KV000568,baseline-confirmed,confirmed
rj_start1,news shows,KV000569,baseline-confirmed,confirmed
rj_start1,nature shows,KV000570,baseline-confirmed,confirmed
rj_start1,chore,KV000571,baseline-confirmed,confirmed
rj_start1,clean the room,KV000572,baseline-confirmed,confirmed
rj_start1,make the bed,KV000573,baseline-confirmed,confirmed
rj_start1,take out the rubbish,KV000574,baseline-confirmed,confirmed
rj_start1,wash clothes,KV000575,baseline-confirmed,confirmed
rj_start1,tidy the desk,KV000576,baseline-confirmed,confirmed
rj_start1,sweep the floor,KV000577,baseline-confirmed,confirmed
rj_start1,call,KV000578,baseline-confirmed,confirmed
rj_start1,too much,KV000579,baseline-confirmed,confirmed
rj_start1,candy,KV000580,baseline-confirmed,confirmed
rj_start1,early,KV000581,baseline-confirmed,confirmed
rj_start1,exercise,KV000582,baseline-confirmed,confirmed
rj_start1,tired,KV000583,baseline-confirmed,confirmed
rj_start1,drink,KV000584,baseline-confirmed,confirmed
rj_start1,stomachache,KV000585,baseline-confirmed,confirmed
rj_start1,headache,KV000586,baseline-confirmed,confirmed
rj_start1,toothache,KV000587,baseline-confirmed,confirmed
rj_start1,a lot of,KV000588,baseline-confirmed,confirmed
rj_start1,sleepy,KV000589,baseline-confirmed,confirmed
rj_start1,subject,KV000590,baseline-confirmed,confirmed
rj_start1,mark,KV000591,baseline-confirmed,confirmed
rj_start1,advice,KV000592,baseline-confirmed,confirmed
rj_start1,more,KV000593,baseline-confirmed,confirmed
rj_start1,new year's day,KV000594,baseline-confirmed,confirmed
rj_start1,tree planting day,KV000595,baseline-confirmed,confirmed
rj_start1,mother's day,KV000596,baseline-confirmed,confirmed
rj_start1,children's day,KV000597,baseline-confirmed,confirmed
rj_start1,father's day,KV000598,baseline-confirmed,confirmed
rj_start1,teachers' day,KV000599,baseline-confirmed,confirmed
rj_start1,national day,KV000600,baseline-confirmed,confirmed
rj_start1,christmas day,KV000601,baseline-confirmed,confirmed
rj_start1,fifth,KV000602,baseline-confirmed,confirmed
rj_start1,5th,KV000603,baseline-confirmed,confirmed
rj_start1,tenth,KV000604,baseline-confirmed,confirmed
rj_start1,10th,KV000605,baseline-confirmed,confirmed
rj_start1,twelfth,KV000606,baseline-confirmed,confirmed
rj_start1,12th,KV000607,baseline-confirmed,confirmed
rj_start1,twenty-fifth,KV000608,baseline-confirmed,confirmed
rj_start1,25th,KV000609,baseline-confirmed,confirmed
rj_start1,plant,KV000610,baseline-confirmed,confirmed
rj_start1,make a poster,KV000611,baseline-confirmed,confirmed
rj_start1,celebrate,KV000612,baseline-confirmed,confirmed
rj_start1,have a picnic,KV000613,baseline-confirmed,confirmed
rj_start1,office,KV000614,baseline-confirmed,confirmed
rj_start1,together,KV000615,baseline-confirmed,confirmed
rj_start1,special,KV000616,baseline-confirmed,confirmed
rj_start1,send an email,KV000617,baseline-confirmed,confirmed
rj_start1,write a letter,KV000618,baseline-confirmed,confirmed
rj_start1,make a phone call,KV000619,baseline-confirmed,confirmed
rj_start1,send a short message,KV000620,baseline-confirmed,confirmed
rj_start1,mail a present,KV000621,baseline-confirmed,confirmed
rj_start1,make a video call,KV000622,baseline-confirmed,confirmed
rj_start1,say,KV000623,baseline-confirmed,confirmed
rj_start1,make a card,KV000624,baseline-confirmed,confirmed
rj_start1,everywhere,KV000625,baseline-confirmed,confirmed
rj_start1,flower show,KV000626,baseline-confirmed,confirmed
rj_start1,cleaned the window,KV000627,baseline-confirmed,confirmed
rj_start1,watched tv,KV000628,baseline-confirmed,confirmed
rj_start1,climbed a hill,KV000629,baseline-confirmed,confirmed
rj_start1,visited grandparents,KV000630,baseline-confirmed,confirmed
rj_start1,danced,KV000631,baseline-confirmed,confirmed
rj_start1,jumped rope,KV000632,baseline-confirmed,confirmed
rj_start1,listened to music,KV000633,baseline-confirmed,confirmed
rj_start1,rowed a boat,KV000634,baseline-confirmed,confirmed
rj_start1,played computer games,KV000635,baseline-confirmed,confirmed
rj_start1,stayed at home,KV000636,baseline-confirmed,confirmed
rj_start1,played the piano,KV000637,baseline-confirmed,confirmed
rj_start1,played chess,KV000638,baseline-confirmed,confirmed
rj_start1,washed clothes,KV000639,baseline-confirmed,confirmed
rj_start1,boring,KV000640,baseline-confirmed,confirmed
rj_start1,badminton,KV000641,baseline-confirmed,confirmed
rj_start1,won,KV000642,baseline-confirmed,confirmed
rj_start1,went to the beach,KV000643,baseline-confirmed,confirmed
rj_start1,drank cold drinks,KV000644,baseline-confirmed,confirmed
rj_start1,swam,KV000645,baseline-confirmed,confirmed
rj_start1,ate ice-cream,KV000646,baseline-confirmed,confirmed
rj_start1,the stone forest,KV000647,baseline-confirmed,confirmed
rj_start1,bought some gifts,KV000648,baseline-confirmed,confirmed
rj_start1,took photos,KV000649,baseline-confirmed,confirmed
rj_start1,saw flowers,KV000650,baseline-confirmed,confirmed
rj_start1,slept,KV000651,baseline-confirmed,confirmed
rj_start1,felt happy,KV000652,baseline-confirmed,confirmed
rj_start1,sad,KV000653,baseline-confirmed,confirmed
rj_start1,left,KV000654,baseline-confirmed,confirmed
rj_start1,french fries,KV000655,baseline-confirmed,confirmed
rj_start1,were,KV000656,baseline-confirmed,confirmed
rj_start1,was born,KV000657,baseline-confirmed,confirmed
rj_start1,started to speak,KV000658,baseline-confirmed,confirmed
rj_start1,learned to walk,KV000659,baseline-confirmed,confirmed
rj_start1,learned to ride a bike,KV000660,baseline-confirmed,confirmed
rj_start1,went to kindergarten,KV000661,baseline-confirmed,confirmed
rj_start1,went to school,KV000662,baseline-confirmed,confirmed
rj_start1,learned to swim,KV000663,baseline-confirmed,confirmed
rj_start1,fifteenth,KV000664,baseline-confirmed,confirmed
rj_start1,15th,KV000665,baseline-confirmed,confirmed
rj_start1,started to buy things,KV000666,baseline-confirmed,confirmed
rj_start1,started to study english,KV000667,baseline-confirmed,confirmed
rj_start1,started to use a computer,KV000668,baseline-confirmed,confirmed
rj_start1,all over,KV000669,baseline-confirmed,confirmed
rj_start1,out of,KV000670,baseline-confirmed,confirmed
rj_start1,into,KV000671,baseline-confirmed,confirmed
rj_start1,chopsticks,KV000672,baseline-confirmed,confirmed
rj_start1,wet,KV000673,baseline-confirmed,confirmed
rj_start1,morning tea,KV000674,baseline-confirmed,confirmed
rj_start1,soup,KV000675,baseline-confirmed,confirmed
rj_start1,the potala palace,KV000676,baseline-confirmed,confirmed
rj_start1,the summer palace,KV000677,baseline-confirmed,confirmed
rj_start1,the terracotta army,KV000678,baseline-confirmed,confirmed
rj_start1,vacation,KV000679,baseline-confirmed,confirmed
rj_start1,taste,KV000680,baseline-confirmed,confirmed
rj_start1,map,KV000681,baseline-confirmed,confirmed
rj_start1,north,KV000682,baseline-confirmed,confirmed
rj_start1,south,KV000683,baseline-confirmed,confirmed
rj_start1,east,KV000684,baseline-confirmed,confirmed
rj_start1,west,KV000685,baseline-confirmed,confirmed
rj_start1,famous,KV000686,baseline-confirmed,confirmed
rj_start1,temple,KV000687,baseline-confirmed,confirmed
rj_start1,around,KV000688,baseline-confirmed,confirmed
rj_start1,the yangtze river,KV000689,baseline-confirmed,confirmed
rj_start1,foggy,KV000690,baseline-confirmed,confirmed
rj_start1,spicy,KV000691,baseline-confirmed,confirmed
rj_start1,silk,KV000692,baseline-confirmed,confirmed
rj_start1,forest,KV000693,baseline-confirmed,confirmed
rj_start1,stone,KV000694,baseline-confirmed,confirmed
rj_start1,london,KV000695,baseline-confirmed,confirmed
rj_start1,toronto,KV000696,baseline-confirmed,confirmed
rj_start1,sydney,KV000697,baseline-confirmed,confirmed
rj_start1,washington d.c.,KV000698,baseline-confirmed,confirmed
rj_start1,the british museum,KV000699,baseline-confirmed,confirmed
rj_start1,the cn tower,KV000700,baseline-confirmed,confirmed
rj_start1,kangaroo,KV000701,baseline-confirmed,confirmed
rj_start1,the opera house,KV000702,baseline-confirmed,confirmed
rj_start1,the white house,KV000703,baseline-confirmed,confirmed
rj_start1,clock,KV000704,baseline-confirmed,confirmed
rj_start1,speak,KV000705,baseline-confirmed,confirmed
rj_start1,french,KV000706,baseline-confirmed,confirmed
rj_start1,tower bridge,KV000707,baseline-confirmed,confirmed
rj_start1,the london eye,KV000708,baseline-confirmed,confirmed
rj_start1,hiking,KV000709,baseline-confirmed,confirmed
rj_start1,sunrise,KV000710,baseline-confirmed,confirmed
rj_start1,president,KV000711,baseline-confirmed,confirmed
rj_start1,reptile,KV000712,baseline-confirmed,confirmed
rj_start1,mammal,KV000713,baseline-confirmed,confirmed
rj_start1,insect,KV000714,baseline-confirmed,confirmed
rj_start1,penguin,KV000715,baseline-confirmed,confirmed
rj_start1,shark,KV000716,baseline-confirmed,confirmed
rj_start1,whale,KV000717,baseline-confirmed,confirmed
rj_start1,kind,KV000718,baseline-confirmed,confirmed
rj_start1,metre,KV000719,baseline-confirmed,confirmed
rj_start1,spend,KV000720,baseline-confirmed,confirmed
rj_start1,trunk,KV000721,baseline-confirmed,confirmed
rj_start1,peanut,KV000722,baseline-confirmed,confirmed
rj_start1,fan,KV000723,baseline-confirmed,confirmed
rj_start1,tusk,KV000724,baseline-confirmed,confirmed
rj_start1,africa,KV000725,baseline-confirmed,confirmed
rj_start1,asia,KV000726,baseline-confirmed,confirmed
rj_start1,smart,KV000727,baseline-confirmed,confirmed
rj_start1,scared,KV000728,baseline-confirmed,confirmed
rj_start1,worried,KV000729,baseline-confirmed,confirmed
rj_start1,angry,KV000730,baseline-confirmed,confirmed
rj_start1,proud,KV000731,baseline-confirmed,confirmed
rj_start1,excited,KV000732,baseline-confirmed,confirmed
rj_start1,ill,KV000733,baseline-confirmed,confirmed
rj_start1,win,KV000734,baseline-confirmed,confirmed
rj_start1,race,KV000735,baseline-confirmed,confirmed
rj_start1,cry,KV000736,baseline-confirmed,confirmed
rj_start1,because,KV000737,baseline-confirmed,confirmed
rj_start1,test,KV000738,baseline-confirmed,confirmed
rj_start1,competition,KV000739,baseline-confirmed,confirmed
rj_start1,inventor,KV000740,baseline-confirmed,confirmed
rj_start1,artist,KV000741,baseline-confirmed,confirmed
rj_start1,scientist,KV000742,baseline-confirmed,confirmed
rj_start1,poet,KV000743,baseline-confirmed,confirmed
rj_start1,writer,KV000744,baseline-confirmed,confirmed
rj_start1,american,KV000745,baseline-confirmed,confirmed
rj_start1,danish,KV000746,baseline-confirmed,confirmed
rj_start1,poem,KV000747,baseline-confirmed,confirmed
rj_start1,invention,KV000748,baseline-confirmed,confirmed
rj_start1,invent,KV000749,baseline-confirmed,confirmed
rj_start1,story,KV000750,baseline-confirmed,confirmed
rj_start1,university,KV000751,baseline-confirmed,confirmed
rj_start1,deaf,KV000752,baseline-confirmed,confirmed
rj_start1,blind,KV000753,baseline-confirmed,confirmed
rj_start1,fall,KV000754,baseline-confirmed,confirmed
rj_start1,dumpling,KV000755,baseline-confirmed,confirmed
rj_start1,ice lantern,KV000756,baseline-confirmed,confirmed
rj_start1,bring,KV000757,baseline-confirmed,confirmed
rj_start1,be afraid of,KV000758,baseline-confirmed,confirmed
rj_start1,hear,KV000759,baseline-confirmed,confirmed
rj_start1,pen pal,KV000760,baseline-confirmed,confirmed
rj_start1,broken,KV000761,baseline-confirmed,confirmed
rj_start1,pity,KV000762,baseline-confirmed,confirmed
rj_start1,prize,KV000763,baseline-confirmed,confirmed
rj_start1,live,KV000764,baseline-confirmed,confirmed
rj_start1,quite,KV000765,baseline-confirmed,confirmed
rj_start1,scarf,KV000766,baseline-confirmed,confirmed
rj_start1,airport,KV000767,baseline-confirmed,confirmed
rj_start1,pupil,KV000768,baseline-confirmed,confirmed
rj_start1,arrive,KV000769,baseline-confirmed,confirmed
rj_start1,meet,KV000770,baseline-confirmed,confirmed
rj_start1,wardrobe,KV000771,baseline-confirmed,confirmed
rj_start1,show ... around,KV000772,baseline-confirmed,confirmed
rj_start1,queen's park,KV000773,baseline-confirmed,confirmed
rj_start1,art gallery,KV000774,baseline-confirmed,confirmed
rj_start1,public library,KV000775,baseline-confirmed,confirmed
rj_start1,downtown,KV000776,baseline-confirmed,confirmed
rj_start1,lake ontario,KV000777,baseline-confirmed,confirmed
rj_start1,stadium,KV000778,baseline-confirmed,confirmed
rj_start1,volunteer,KV000779,baseline-confirmed,confirmed
rj_start1,sandwich,KV000780,baseline-confirmed,confirmed
rj_start1,top,KV000781,baseline-confirmed,confirmed
rj_start1,habit,KV000782,baseline-confirmed,confirmed
rj_start1,idea,KV000783,baseline-confirmed,confirmed
rj_start1,less,KV000784,baseline-confirmed,confirmed
rj_start1,at least,KV000785,baseline-confirmed,confirmed
rj_start1,talk about,KV000786,baseline-confirmed,confirmed
rj_start1,hockey,KV000787,baseline-confirmed,confirmed
rj_start1,beaver,KV000788,baseline-confirmed,confirmed
rj_start1,raccoon,KV000789,baseline-confirmed,confirmed
rj_start1,moose,KV000790,baseline-confirmed,confirmed
rj_start1,countryside,KV000791,baseline-confirmed,confirmed
rj_start1,thanksgiving,KV000792,baseline-confirmed,confirmed
rj_start1,roast turkey,KV000793,baseline-confirmed,confirmed
rj_start1,squirrel,KV000794,baseline-confirmed,confirmed
rj_start1,swan,KV000795,baseline-confirmed,confirmed
rj_start1,wild goose,KV000796,baseline-confirmed,confirmed
rj_start1,frog,KV000797,baseline-confirmed,confirmed
rj_start1,english-chinese dictionary,KV000798,baseline-confirmed,confirmed
rj_start1,shopping centre,KV000799,baseline-confirmed,confirmed
rj_start1,shopping mall,KV000800,baseline-confirmed,confirmed
rj_start1,amazing,KV000801,baseline-confirmed,confirmed
rj_start1,hot pot,KV000802,baseline-confirmed,confirmed
