NoteID,ReleasedAt,ReleaseReason
KV000411,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000412,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000413,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000414,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000415,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000416,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000417,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000418,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000419,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000420,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000421,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000422,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000423,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000424,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000425,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000426,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000427,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000428,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000429,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000430,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000431,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000432,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000433,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000434,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000435,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000436,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000437,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000438,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000439,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000440,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000441,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000442,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000443,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000444,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000445,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000446,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000447,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000448,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000449,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000450,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000451,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000452,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000453,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000454,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000455,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000456,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000457,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000458,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000459,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000460,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000461,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000462,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000463,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000464,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000465,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000466,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000467,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000468,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000469,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000470,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000471,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000472,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000473,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000474,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000475,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000476,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000477,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000478,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000479,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000480,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000481,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000482,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000483,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000484,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000485,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000486,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000487,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000488,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000489,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000490,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000491,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000492,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000493,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000494,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000495,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000496,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000497,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000498,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000499,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000500,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000501,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000502,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000503,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000504,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000505,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000506,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000507,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000508,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000509,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000510,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000511,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000512,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000513,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000514,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000515,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000516,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000517,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
KV000518,2026-09-04,"scope:rj_start1:grades=1,2,3,4"
