NoteID,CanonicalWord,MatchKey,SenseLabel,PrimaryOriginKey,CreatedSource,CreatedSourceBook,Status
KV000001,book,book,书；书本,rj_start1|book,rj_start1,1年级上,active
KV000354,visit one's grandparents,visit one's grandparents,看望祖父母或外祖父母,rj_start1|visit one's grandparents,rj_start1,4年级上,active
KV000355,go to a drawing club,go to a drawing club,参加绘画俱乐部,rj_start1|go to a drawing club,rj_start1,4年级上,active
KV000356,climb a hill,climb a hill,爬山；爬小山,rj_start1|climb a hill,rj_start1,4年级上,active
KV000357,pick fruit,pick fruit,摘水果,rj_start1|pick fruit,rj_start1,4年级上,active
KV000358,play computer games,play computer games,玩电脑游戏,rj_start1|play computer games,rj_start1,4年级上,active
KV000359,go fishing,go fishing,去钓鱼,rj_start1|go fishing,rj_start1,4年级上,active
KV000360,go to the cinema,go to the cinema,去电影院；看电影,rj_start1|go to the cinema,rj_start1,4年级上,active
KV000361,on the weekend,on the weekend,在周末,rj_start1|on the weekend,rj_start1,4年级上,active
KV000362,fun,fun,乐趣；有趣,rj_start1|fun,rj_start1,4年级上,active
KV000363,always,always,总是,rj_start1|always,rj_start1,4年级上,active
KV000364,step,step,步；台阶,rj_start1|step,rj_start1,4年级上,active
KV000365,paint,paint,油漆；给……刷漆,rj_start1|paint,rj_start1,4年级上,active
KV000366,evening,evening,晚上,rj_start1|evening,rj_start1,4年级上,active
KV000367,dirty,dirty,脏的,rj_start1|dirty,rj_start1,4年级上,active
KV000368,their,their,他们的；她们的；它们的,rj_start1|their,rj_start1,4年级上,active
KV000369,house,house,房子；住宅,rj_start1|house,rj_start1,4年级上,active
KV000370,poor,poor,贫穷的；可怜的,rj_start1|poor,rj_start1,4年级上,active
KV000371,hope,hope,希望,rj_start1|hope,rj_start1,4年级上,active
KV000372,so,so,所以；因此,rj_start1|so,rj_start1,4年级上,active
KV000373,day,day,天；一天,rj_start1|day,rj_start1,4年级上,active
KV000374,usually,usually,通常,rj_start1|usually,rj_start1,4年级上,active
KV000375,by bus,by bus,乘公交车,rj_start1|by bus,rj_start1,4年级上,active
KV000376,by boat,by boat,乘小船；乘船,rj_start1|by boat,rj_start1,4年级上,active
KV000377,by ship,by ship,乘轮船；乘船,rj_start1|by ship,rj_start1,4年级上,active
KV000378,by car,by car,乘汽车,rj_start1|by car,rj_start1,4年级上,active
KV000379,by taxi,by taxi,乘出租车,rj_start1|by taxi,rj_start1,4年级上,active
KV000380,by bike,by bike,骑自行车,rj_start1|by bike,rj_start1,4年级上,active
KV000381,on foot,on foot,步行,rj_start1|on foot,rj_start1,4年级上,active
KV000382,by school bus,by school bus,乘校车,rj_start1|by school bus,rj_start1,4年级上,active
KV000383,by subway,by subway,乘地铁,rj_start1|by subway,rj_start1,4年级上,active
KV000384,by plane,by plane,乘飞机,rj_start1|by plane,rj_start1,4年级上,active
KV000385,by train,by train,乘火车,rj_start1|by train,rj_start1,4年级上,active
KV000386,garden,garden,花园,rj_start1|garden,rj_start1,4年级上,active
KV000387,meeting place,meeting place,集合地点,rj_start1|meeting place,rj_start1,4年级上,active
KV000388,gate,gate,大门,rj_start1|gate,rj_start1,4年级上,active
KV000389,transportation,transportation,交通；交通方式,rj_start1|transportation,rj_start1,4年级上,active
KV000390,film,film,电影,rj_start1|film,rj_start1,4年级上,active
KV000391,earth,earth,地球,rj_start1|earth,rj_start1,4年级上,active
KV000392,snow,snow,雪,rj_start1|snow,rj_start1,4年级上,active
KV000393,theatre,theatre,剧院,rj_start1|theatre,rj_start1,4年级上,active
KV000394,come,come,来,rj_start1|come,rj_start1,4年级上,active
KV000395,enjoy,enjoy,喜欢；享受,rj_start1|enjoy,rj_start1,4年级上,active
KV000396,pen,pen,钢笔,rj_start1|pen,rj_start1,4年级上,active
KV000397,knife,knife,刀,rj_start1|knife,rj_start1,4年级上,active
KV000398,eraser,eraser,橡皮,rj_start1|eraser,rj_start1,4年级上,active
KV000399,crayon,crayon,蜡笔,rj_start1|crayon,rj_start1,4年级上,active
KV000400,scissors,scissors,剪刀,rj_start1|scissors,rj_start1,4年级上,active
KV000401,glue stick,glue stick,胶棒,rj_start1|glue stick,rj_start1,4年级上,active
KV000402,paper,paper,纸,rj_start1|paper,rj_start1,4年级上,active
KV000403,use,use,使用,rj_start1|use,rj_start1,4年级上,active
KV000404,please,please,请,rj_start1|please,rj_start1,4年级上,active
KV000405,find,find,找到；发现,rj_start1|find,rj_start1,4年级上,active
KV000406,Information Centre,information centre,信息中心,rj_start1|information centre,rj_start1,4年级上,active
KV000407,Excuse me,excuse me,劳驾；对不起,rj_start1|excuse me,rj_start1,4年级上,active
KV000408,phone,phone,电话；打电话,rj_start1|phone,rj_start1,4年级上,active
KV000409,dad,dad,爸爸,rj_start1|dad,rj_start1,4年级上,active
KV000410,hamburger,hamburger,汉堡包,rj_start1|hamburger,rj_start1,4年级上,active
KV000411,shop,shop,商店；购物,rj_start1|shop,rj_start1,4年级上,active
KV000412,climb on the window ledge,climb on the window ledge,爬上窗台,rj_start1|climb on the window ledge,rj_start1,4年级上,active
KV000413,dangerous,dangerous,危险的,rj_start1|dangerous,rj_start1,4年级上,active
KV000414,play with fire,play with fire,玩火,rj_start1|play with fire,rj_start1,4年级上,active
KV000415,Be careful!,be careful!,小心！,rj_start1|be careful!,rj_start1,4年级上,active
KV000416,run down the stairs,run down the stairs,跑下楼梯,rj_start1|run down the stairs,rj_start1,4年级上,active
KV000417,sidewalk,sidewalk,人行道,rj_start1|sidewalk,rj_start1,4年级上,active
KV000418,wait for,wait for,等待,rj_start1|wait for,rj_start1,4年级上,active
KV000419,safe,safe,安全的,rj_start1|safe,rj_start1,4年级上,active
KV000420,stop,stop,停；停止,rj_start1|stop,rj_start1,4年级上,active
KV000421,street,street,街道,rj_start1|street,rj_start1,4年级上,active
KV000422,safety rule,safety rule,安全规则,rj_start1|safety rule,rj_start1,4年级上,active
KV000423,nurse,nurse,护士,rj_start1|nurse,rj_start1,4年级上,active
KV000424,cook,cook,厨师；做饭,rj_start1|cook,rj_start1,4年级上,active
KV000425,doctor,doctor,医生,rj_start1|doctor,rj_start1,4年级上,active
KV000426,bus driver,bus driver,公交车司机,rj_start1|bus driver,rj_start1,4年级上,active
KV000427,police officer,police officer,警察；警官,rj_start1|police officer,rj_start1,4年级上,active
KV000428,taxi driver,taxi driver,出租车司机,rj_start1|taxi driver,rj_start1,4年级上,active
KV000429,farmer,farmer,农民,rj_start1|farmer,rj_start1,4年级上,active
KV000430,worker,worker,工人,rj_start1|worker,rj_start1,4年级上,active
KV000431,in the future,in the future,将来；未来,rj_start1|in the future,rj_start1,4年级上,active
KV000432,great,great,很棒的；伟大的,rj_start1|great,rj_start1,4年级上,active
KV000433,job,job,工作；职业,rj_start1|job,rj_start1,4年级上,active
KV000434,sick,sick,生病的,rj_start1|sick,rj_start1,4年级上,active
KV000435,people,people,人们,rj_start1|people,rj_start1,4年级上,active
KV000436,teach,teach,教,rj_start1|teach,rj_start1,4年级上,active
KV000437,just,just,只是；仅仅,rj_start1|just,rj_start1,4年级上,active
KV000438,myself,myself,我自己,rj_start1|myself,rj_start1,4年级上,active
KV000439,sound,sound,听起来；声音,rj_start1|sound,rj_start1,4年级上,active
KV000440,across from,across from,在……对面,rj_start1|across from,rj_start1,4年级下,active
KV000441,next to,next to,紧挨着；在……旁边,rj_start1|next to,rj_start1,4年级下,active
KV000442,between,between,在……之间,rj_start1|between,rj_start1,4年级下,active
KV000443,restaurant,restaurant,餐馆；饭店,rj_start1|restaurant,rj_start1,4年级下,active
KV000444,post office,post office,邮局,rj_start1|post office,rj_start1,4年级下,active
KV000445,bank,bank,银行,rj_start1|bank,rj_start1,4年级下,active
KV000446,grocery,grocery,食品杂货店；杂货店,rj_start1|grocery,rj_start1,4年级下,active
KV000447,turn left,turn left,向左转,rj_start1|turn left,rj_start1,4年级下,active
KV000448,turn right,turn right,向右转,rj_start1|turn right,rj_start1,4年级下,active
KV000449,go straight,go straight,直走,rj_start1|go straight,rj_start1,4年级下,active
KV000450,crossroads,crossroads,十字路口,rj_start1|crossroads,rj_start1,4年级下,active
KV000451,neighbourhood,neighbourhood,街区；社区,rj_start1|neighbourhood,rj_start1,4年级下,active
KV000452,send,send,发送；寄,rj_start1|send,rj_start1,4年级下,active
KV000453,get,get,得到；取得,rj_start1|get,rj_start1,4年级下,active
KV000454,money,money,钱,rj_start1|money,rj_start1,4年级下,active
KV000455,get to,get to,到达,rj_start1|get to,rj_start1,4年级下,active
KV000456,before,before,在……之前,rj_start1|before,rj_start1,4年级下,active
KV000457,leave,leave,离开,rj_start1|leave,rj_start1,4年级下,active
KV000458,toy,toy,玩具,rj_start1|toy,rj_start1,4年级下,active
KV000459,city,city,城市,rj_start1|city,rj_start1,4年级下,active
KV000460,sports centre,sports centre,体育中心,rj_start1|sports centre,rj_start1,4年级下,active
KV000461,hotel,hotel,酒店；旅馆,rj_start1|hotel,rj_start1,4年级下,active
KV000462,square,square,广场,rj_start1|square,rj_start1,4年级下,active
KV000463,buy toys,buy toys,买玩具,rj_start1|buy toys,rj_start1,4年级下,active
KV000464,see a film,see a film,看电影,rj_start1|see a film,rj_start1,4年级下,active
KV000465,go boating,go boating,去划船,rj_start1|go boating,rj_start1,4年级下,active
KV000466,busy,busy,忙的,rj_start1|busy,rj_start1,4年级下,active
KV000467,station,station,车站,rj_start1|station,rj_start1,4年级下,active
KV000468,place,place,地方,rj_start1|place,rj_start1,4年级下,active
KV000469,thing,thing,东西；事情,rj_start1|thing,rj_start1,4年级下,active
KV000470,stay,stay,停留；待,rj_start1|stay,rj_start1,4年级下,active
KV000471,star,star,星星,rj_start1|star,rj_start1,4年级下,active
KV000472,king,king,国王,rj_start1|king,rj_start1,4年级下,active
KV000473,central,central,中心的；中央的,rj_start1|central,rj_start1,4年级下,active
KV000474,take photos,take photos,拍照,rj_start1|take photos,rj_start1,4年级下,active
KV000475,museum,museum,博物馆,rj_start1|museum,rj_start1,4年级下,active
KV000476,dream,dream,梦想,rj_start1|dream,rj_start1,4年级下,active
KV000477,sea,sea,海,rj_start1|sea,rj_start1,4年级下,active
KV000478,ski,ski,滑雪,rj_start1|ski,rj_start1,4年级下,active
KV000479,eat seafood,eat seafood,吃海鲜,rj_start1|eat seafood,rj_start1,4年级下,active
KV000480,visit the Mogao Caves,visit the mogao caves,参观莫高窟,rj_start1|visit the mogao caves,rj_start1,4年级下,active
KV000481,West Lake,west lake,西湖,rj_start1|west lake,rj_start1,4年级下,active
KV000482,row a boat,row a boat,划船,rj_start1|row a boat,rj_start1,4年级下,active
KV000483,the Great Wall,the great wall,长城,rj_start1|the great wall,rj_start1,4年级下,active
KV000484,summer vacation,summer vacation,暑假,rj_start1|summer vacation,rj_start1,4年级下,active
KV000485,travel,travel,旅行；旅游,rj_start1|travel,rj_start1,4年级下,active
KV000486,reading,reading,阅读；读书,rj_start1|reading,rj_start1,4年级下,active
KV000487,skateboarding,skateboarding,滑板运动,rj_start1|skateboarding,rj_start1,4年级下,active
KV000488,singing,singing,唱歌,rj_start1|singing,rj_start1,4年级下,active
KV000489,dancing,dancing,跳舞,rj_start1|dancing,rj_start1,4年级下,active
KV000490,doing jigsaw puzzles,doing jigsaw puzzles,拼拼图,rj_start1|doing jigsaw puzzles,rj_start1,4年级下,active
KV000491,making models,making models,做模型,rj_start1|making models,rj_start1,4年级下,active
KV000492,collecting erasers,collecting erasers,收集橡皮,rj_start1|collecting erasers,rj_start1,4年级下,active
KV000493,different,different,不同的,rj_start1|different,rj_start1,4年级下,active
KV000494,hobby,hobby,爱好,rj_start1|hobby,rj_start1,4年级下,active
KV000495,stamp,stamp,邮票,rj_start1|stamp,rj_start1,4年级下,active
KV000496,catch,catch,抓住；捕捉,rj_start1|catch,rj_start1,4年级下,active
KV000497,go for a picnic,go for a picnic,去野餐,rj_start1|go for a picnic,rj_start1,4年级下,active
KV000498,play the violin,play the violin,拉小提琴,rj_start1|play the violin,rj_start1,4年级下,active
KV000499,go skating,go skating,去滑冰,rj_start1|go skating,rj_start1,4年级下,active
KV000500,go camping,go camping,去露营,rj_start1|go camping,rj_start1,4年级下,active
KV000501,do the housework,do the housework,做家务,rj_start1|do the housework,rj_start1,4年级下,active
KV000502,free,free,空闲的,rj_start1|free,rj_start1,4年级下,active
KV000503,never,never,从不；从未,rj_start1|never,rj_start1,4年级下,active
KV000504,once a week,once a week,每周一次,rj_start1|once a week,rj_start1,4年级下,active
KV000505,twice a week,twice a week,每周两次,rj_start1|twice a week,rj_start1,4年级下,active
KV000506,three times a week,three times a week,每周三次,rj_start1|three times a week,rj_start1,4年级下,active
KV000507,Canada,canada,加拿大,rj_start1|canada,rj_start1,4年级下,active
KV000508,Australia,australia,澳大利亚,rj_start1|australia,rj_start1,4年级下,active
KV000509,the UK,the uk,英国,rj_start1|the uk,rj_start1,4年级下,active
KV000510,the USA,the usa,美国,rj_start1|the usa,rj_start1,4年级下,active
KV000511,China,china,中国,rj_start1|china,rj_start1,4年级下,active
KV000512,koala,koala,考拉；树袋熊,rj_start1|koala,rj_start1,4年级下,active
KV000513,maple leaves,maple leaves,枫叶,rj_start1|maple leaves,rj_start1,4年级下,active
KV000514,Big Ben,big ben,大本钟,rj_start1|big ben,rj_start1,4年级下,active
KV000515,Disneyland,disneyland,迪士尼乐园,rj_start1|disneyland,rj_start1,4年级下,active
KV000516,campfire,campfire,篝火；营火,rj_start1|campfire,rj_start1,4年级下,active
KV000517,cute,cute,可爱的,rj_start1|cute,rj_start1,4年级下,active
KV000518,country,country,国家,rj_start1|country,rj_start1,4年级下,active
KV000519,clever,clever,聪明的,rj_start1|clever,rj_start1,5年级上,active
KV000520,careless,careless,粗心的,rj_start1|careless,rj_start1,5年级上,active
KV000521,polite,polite,有礼貌的,rj_start1|polite,rj_start1,5年级上,active
KV000522,quiet,quiet,安静的；文静的,rj_start1|quiet,rj_start1,5年级上,active
KV000523,friendly,friendly,友好的,rj_start1|friendly,rj_start1,5年级上,active
KV000524,helpful,helpful,乐于助人的；有帮助的,rj_start1|helpful,rj_start1,5年级上,active
KV000525,active,active,活跃的；积极的,rj_start1|active,rj_start1,5年级上,active
KV000526,popular,popular,受欢迎的,rj_start1|popular,rj_start1,5年级上,active
KV000527,talk,talk,交谈；说话,rj_start1|talk,rj_start1,5年级上,active
KV000528,all,all,全部；所有,rj_start1|all,rj_start1,5年级上,active
KV000529,but,but,但是,rj_start1|but,rj_start1,5年级上,active
KV000530,sometimes,sometimes,有时,rj_start1|sometimes,rj_start1,5年级上,active
KV000531,bark,bark,狗叫；吠,rj_start1|bark,rj_start1,5年级上,active
KV000532,forget,forget,忘记,rj_start1|forget,rj_start1,5年级上,active
KV000533,with,with,和；跟；带有,rj_start1|with,rj_start1,5年级上,active
KV000534,wear glasses,wear glasses,戴眼镜,rj_start1|wear glasses,rj_start1,5年级上,active
KV000535,slim,slim,苗条的,rj_start1|slim,rj_start1,5年级上,active
KV000536,curly,curly,卷曲的,rj_start1|curly,rj_start1,5年级上,active
KV000537,straight,straight,直的,rj_start1|straight,rj_start1,5年级上,active
KV000538,nice,nice,友好的；好的,rj_start1|nice,rj_start1,5年级上,active
KV000539,young,young,年轻的,rj_start1|young,rj_start1,5年级上,active
KV000540,guess,guess,猜；猜测,rj_start1|guess,rj_start1,5年级上,active
KV000541,has,has,有（have的第三人称单数）,rj_start1|has,rj_start1,5年级上,active
KV000542,animal,animal,动物,rj_start1|animal,rj_start1,5年级上,active
KV000543,elephant,elephant,大象,rj_start1|elephant,rj_start1,5年级上,active
KV000544,panda,panda,熊猫,rj_start1|panda,rj_start1,5年级上,active
KV000545,horse,horse,马,rj_start1|horse,rj_start1,5年级上,active
KV000546,cow,cow,奶牛；母牛,rj_start1|cow,rj_start1,5年级上,active
KV000547,pig,pig,猪,rj_start1|pig,rj_start1,5年级上,active
KV000548,sheep,sheep,绵羊；羊,rj_start1|sheep,rj_start1,5年级上,active
KV000549,bee,bee,蜜蜂,rj_start1|bee,rj_start1,5年级上,active
KV000550,farm,farm,农场,rj_start1|farm,rj_start1,5年级上,active
KV000551,fast,fast,快的；快速地,rj_start1|fast,rj_start1,5年级上,active
KV000552,why,why,为什么,rj_start1|why,rj_start1,5年级上,active
KV000553,lovely,lovely,可爱的；讨人喜欢的,rj_start1|lovely,rj_start1,5年级上,active
KV000554,butterfly,butterfly,蝴蝶,rj_start1|butterfly,rj_start1,5年级上,active
KV000555,exercise book,exercise book,练习本,rj_start1|exercise book,rj_start1,5年级上,active
KV000556,pencil sharpener,pencil sharpener,卷笔刀,rj_start1|pencil sharpener,rj_start1,5年级上,active
KV000557,a pair of scissors,a pair of scissors,一把剪刀,rj_start1|a pair of scissors,rj_start1,5年级上,active
KV000558,pencil box,pencil box,铅笔盒,rj_start1|pencil box,rj_start1,5年级上,active
KV000559,a box of crayons,a box of crayons,一盒蜡笔,rj_start1|a box of crayons,rj_start1,5年级上,active
KV000560,only,only,只；仅仅,rj_start1|only,rj_start1,5年级上,active
KV000561,also,also,也；还,rj_start1|also,rj_start1,5年级上,active
KV000562,saleswoman,saleswoman,女售货员,rj_start1|saleswoman,rj_start1,5年级上,active
KV000563,love,love,喜爱；爱,rj_start1|love,rj_start1,5年级上,active
KV000564,how much,how much,多少钱,rj_start1|how much,rj_start1,5年级上,active
KV000565,a lot,a lot,很多；非常,rj_start1|a lot,rj_start1,5年级上,active
KV000566,wonderful,wonderful,精彩的；极好的,rj_start1|wonderful,rj_start1,5年级上,active
KV000567,fantastic,fantastic,极好的；非常棒的,rj_start1|fantastic,rj_start1,5年级上,active
KV000568,cartoons,cartoons,动画片；卡通片,rj_start1|cartoons,rj_start1,5年级上,active
KV000569,news shows,news shows,新闻节目,rj_start1|news shows,rj_start1,5年级上,active
KV000570,nature shows,nature shows,自然节目,rj_start1|nature shows,rj_start1,5年级上,active
KV000571,chore,chore,家务；杂务,rj_start1|chore,rj_start1,5年级上,active
KV000572,clean the room,clean the room,打扫房间,rj_start1|clean the room,rj_start1,5年级上,active
KV000573,make the bed,make the bed,整理床铺；铺床,rj_start1|make the bed,rj_start1,5年级上,active
KV000574,take out the rubbish,take out the rubbish,倒垃圾；把垃圾拿出去,rj_start1|take out the rubbish,rj_start1,5年级上,active
KV000575,wash clothes,wash clothes,洗衣服,rj_start1|wash clothes,rj_start1,5年级上,active
KV000576,tidy the desk,tidy the desk,整理书桌,rj_start1|tidy the desk,rj_start1,5年级上,active
KV000577,sweep the floor,sweep the floor,扫地,rj_start1|sweep the floor,rj_start1,5年级上,active
KV000578,call,call,打电话；呼叫,rj_start1|call,rj_start1,5年级上,active
KV000579,too much,too much,太多,rj_start1|too much,rj_start1,5年级下,active
KV000580,candy,candy,糖果,rj_start1|candy,rj_start1,5年级下,active
KV000581,early,early,早；早地,rj_start1|early,rj_start1,5年级下,active
KV000582,exercise,exercise,锻炼；运动,rj_start1|exercise,rj_start1,5年级下,active
KV000583,tired,tired,疲倦的；累的,rj_start1|tired,rj_start1,5年级下,active
KV000584,drink,drink,喝；饮料,rj_start1|drink,rj_start1,5年级下,active
KV000585,stomachache,stomachache,胃痛；肚子痛,rj_start1|stomachache,rj_start1,5年级下,active
KV000586,headache,headache,头痛,rj_start1|headache,rj_start1,5年级下,active
KV000587,toothache,toothache,牙痛,rj_start1|toothache,rj_start1,5年级下,active
KV000588,a lot of,a lot of,许多；大量,rj_start1|a lot of,rj_start1,5年级下,active
KV000589,sleepy,sleepy,困倦的；想睡的,rj_start1|sleepy,rj_start1,5年级下,active
KV000590,subject,subject,学科；科目,rj_start1|subject,rj_start1,5年级下,active
KV000591,mark,mark,分数；成绩,rj_start1|mark,rj_start1,5年级下,active
KV000592,advice,advice,建议,rj_start1|advice,rj_start1,5年级下,active
KV000593,more,more,更多的；更多,rj_start1|more,rj_start1,5年级下,active
KV000594,New Year's Day,new year's day,元旦,rj_start1|new year's day,rj_start1,5年级下,active
KV000595,Tree Planting Day,tree planting day,植树节,rj_start1|tree planting day,rj_start1,5年级下,active
KV000596,Mother's Day,mother's day,母亲节,rj_start1|mother's day,rj_start1,5年级下,active
KV000597,Children's Day,children's day,儿童节,rj_start1|children's day,rj_start1,5年级下,active
KV000598,Father's Day,father's day,父亲节,rj_start1|father's day,rj_start1,5年级下,active
KV000599,Teachers' Day,teachers' day,教师节,rj_start1|teachers' day,rj_start1,5年级下,active
KV000600,National Day,national day,国庆节,rj_start1|national day,rj_start1,5年级下,active
KV000601,Christmas Day,christmas day,圣诞节,rj_start1|christmas day,rj_start1,5年级下,active
KV000602,fifth,fifth,第五,rj_start1|fifth,rj_start1,5年级下,active
KV000603,5th,5th,第五（fifth的缩写）,rj_start1|5th,rj_start1,5年级下,active
KV000604,tenth,tenth,第十,rj_start1|tenth,rj_start1,5年级下,active
KV000605,10th,10th,第十（tenth的缩写）,rj_start1|10th,rj_start1,5年级下,active
KV000606,twelfth,twelfth,第十二,rj_start1|twelfth,rj_start1,5年级下,active
KV000607,12th,12th,第十二（twelfth的缩写）,rj_start1|12th,rj_start1,5年级下,active
KV000608,twenty-fifth,twenty-fifth,第二十五,rj_start1|twenty-fifth,rj_start1,5年级下,active
KV000609,25th,25th,第二十五（twenty-fifth的缩写）,rj_start1|25th,rj_start1,5年级下,active
KV000610,plant,plant,种植；植物,rj_start1|plant,rj_start1,5年级下,active
KV000611,make a poster,make a poster,制作海报,rj_start1|make a poster,rj_start1,5年级下,active
KV000612,celebrate,celebrate,庆祝,rj_start1|celebrate,rj_start1,5年级下,active
KV000613,have a picnic,have a picnic,去野餐；举行野餐,rj_start1|have a picnic,rj_start1,5年级下,active
KV000614,office,office,办公室,rj_start1|office,rj_start1,5年级下,active
KV000615,together,together,一起,rj_start1|together,rj_start1,5年级下,active
KV000616,special,special,特别的；特殊的,rj_start1|special,rj_start1,5年级下,active
KV000617,send an email,send an email,发送电子邮件,rj_start1|send an email,rj_start1,5年级下,active
KV000618,write a letter,write a letter,写信,rj_start1|write a letter,rj_start1,5年级下,active
KV000619,make a phone call,make a phone call,打电话,rj_start1|make a phone call,rj_start1,5年级下,active
KV000620,send a short message,send a short message,发送短信,rj_start1|send a short message,rj_start1,5年级下,active
KV000621,mail a present,mail a present,邮寄礼物,rj_start1|mail a present,rj_start1,5年级下,active
KV000622,make a video call,make a video call,视频通话,rj_start1|make a video call,rj_start1,5年级下,active
KV000623,say,say,说；讲,rj_start1|say,rj_start1,5年级下,active
KV000624,make a card,make a card,制作卡片,rj_start1|make a card,rj_start1,5年级下,active
KV000625,everywhere,everywhere,到处；各处,rj_start1|everywhere,rj_start1,5年级下,active
KV000626,flower show,flower show,花展,rj_start1|flower show,rj_start1,5年级下,active
KV000627,cleaned the window,cleaned the window,擦了窗户,rj_start1|cleaned the window,rj_start1,5年级下,active
KV000628,watched TV,watched tv,看了电视,rj_start1|watched tv,rj_start1,5年级下,active
KV000629,climbed a hill,climbed a hill,爬了山,rj_start1|climbed a hill,rj_start1,5年级下,active
KV000630,visited grandparents,visited grandparents,看望了祖父母或外祖父母,rj_start1|visited grandparents,rj_start1,5年级下,active
KV000631,danced,danced,跳了舞,rj_start1|danced,rj_start1,5年级下,active
KV000632,jumped rope,jumped rope,跳了绳,rj_start1|jumped rope,rj_start1,5年级下,active
KV000633,listened to music,listened to music,听了音乐,rj_start1|listened to music,rj_start1,5年级下,active
KV000634,rowed a boat,rowed a boat,划了船,rj_start1|rowed a boat,rj_start1,5年级下,active
KV000635,played computer games,played computer games,玩了电脑游戏,rj_start1|played computer games,rj_start1,5年级下,active
KV000636,stayed at home,stayed at home,待在家里,rj_start1|stayed at home,rj_start1,5年级下,active
KV000637,played the piano,played the piano,弹了钢琴,rj_start1|played the piano,rj_start1,5年级下,active
KV000638,played chess,played chess,下了棋,rj_start1|played chess,rj_start1,5年级下,active
KV000639,washed clothes,washed clothes,洗了衣服,rj_start1|washed clothes,rj_start1,5年级下,active
KV000640,boring,boring,无聊的；乏味的,rj_start1|boring,rj_start1,5年级下,active
KV000641,badminton,badminton,羽毛球,rj_start1|badminton,rj_start1,5年级下,active
KV000642,won,won,赢了；获胜（win的过去式）,rj_start1|won,rj_start1,5年级下,active
KV000643,went to the beach,went to the beach,去了海滩,rj_start1|went to the beach,rj_start1,5年级下,active
KV000644,drank cold drinks,drank cold drinks,喝了冷饮,rj_start1|drank cold drinks,rj_start1,5年级下,active
KV000645,swam,swam,游了泳（swim的过去式）,rj_start1|swam,rj_start1,5年级下,active
KV000646,ate ice-cream,ate ice-cream,吃了冰淇淋,rj_start1|ate ice-cream,rj_start1,5年级下,active
KV000647,the Stone Forest,the stone forest,石林,rj_start1|the stone forest,rj_start1,5年级下,active
KV000648,bought some gifts,bought some gifts,买了一些礼物,rj_start1|bought some gifts,rj_start1,5年级下,active
KV000649,took photos,took photos,拍了照片,rj_start1|took photos,rj_start1,5年级下,active
KV000650,saw flowers,saw flowers,看到了花,rj_start1|saw flowers,rj_start1,5年级下,active
KV000651,slept,slept,睡了；睡觉（sleep的过去式）,rj_start1|slept,rj_start1,5年级下,active
KV000652,felt happy,felt happy,感到高兴,rj_start1|felt happy,rj_start1,5年级下,active
KV000653,sad,sad,难过的；伤心的,rj_start1|sad,rj_start1,5年级下,active
KV000654,left,left,离开（leave的过去式）,rj_start1|left,rj_start1,5年级下,active
KV000655,French fries,french fries,炸薯条,rj_start1|french fries,rj_start1,5年级下,active
KV000656,were,were,是（are的过去式）,rj_start1|were,rj_start1,5年级下,active
KV000657,was born,was born,出生,rj_start1|was born,rj_start1,5年级下,active
KV000658,started to speak,started to speak,开始说话,rj_start1|started to speak,rj_start1,5年级下,active
KV000659,learned to walk,learned to walk,学会走路,rj_start1|learned to walk,rj_start1,5年级下,active
KV000660,learned to ride a bike,learned to ride a bike,学会骑自行车,rj_start1|learned to ride a bike,rj_start1,5年级下,active
KV000661,went to kindergarten,went to kindergarten,上幼儿园；去了幼儿园,rj_start1|went to kindergarten,rj_start1,5年级下,active
KV000662,went to school,went to school,上学；开始上学,rj_start1|went to school,rj_start1,5年级下,active
KV000663,learned to swim,learned to swim,学会游泳,rj_start1|learned to swim,rj_start1,5年级下,active
KV000664,fifteenth,fifteenth,第十五,rj_start1|fifteenth,rj_start1,5年级下,active
KV000665,15th,15th,第十五（fifteenth的缩写）,rj_start1|15th,rj_start1,5年级下,active
KV000666,started to buy things,started to buy things,开始买东西,rj_start1|started to buy things,rj_start1,5年级下,active
KV000667,started to study English,started to study english,开始学习英语,rj_start1|started to study english,rj_start1,5年级下,active
KV000668,started to use a computer,started to use a computer,开始使用电脑,rj_start1|started to use a computer,rj_start1,5年级下,active
KV000669,all over,all over,到处；遍及,rj_start1|all over,rj_start1,5年级下,active
KV000670,out of,out of,从……出来,rj_start1|out of,rj_start1,5年级下,active
KV000671,into,into,进入；到……里面,rj_start1|into,rj_start1,5年级下,active
KV000672,chopsticks,chopsticks,筷子,rj_start1|chopsticks,rj_start1,5年级下,active
KV000673,wet,wet,湿的,rj_start1|wet,rj_start1,5年级下,active
KV000674,morning tea,morning tea,早茶,rj_start1|morning tea,rj_start1,6年级上,active
KV000675,soup,soup,汤,rj_start1|soup,rj_start1,6年级上,active
KV000676,the Potala Palace,the potala palace,布达拉宫,rj_start1|the potala palace,rj_start1,6年级上,active
KV000677,the Summer Palace,the summer palace,颐和园,rj_start1|the summer palace,rj_start1,6年级上,active
KV000678,the Terracotta Army,the terracotta army,兵马俑,rj_start1|the terracotta army,rj_start1,6年级上,active
KV000679,vacation,vacation,假期,rj_start1|vacation,rj_start1,6年级上,active
KV000680,taste,taste,味道；尝起来,rj_start1|taste,rj_start1,6年级上,active
KV000681,map,map,地图,rj_start1|map,rj_start1,6年级上,active
KV000682,north,north,北；北方,rj_start1|north,rj_start1,6年级上,active
