NoteID,British,American,FactStatus,FactSource
KV000993,[best],[best],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV000994,[pɪŋk],[pɪŋk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging
KV000995,[peɪnt],[peɪnt],repo-exact-unanimous,grade5_6_lexical_facts:auto|legacy:rj_start1-master|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV000996,[fjuː],[fjuː],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging
KV000997,[ə ˈfjuː],[ə ˈfjuː],model-curated,grade5_6_lexical_facts:manual-model-review
KV000998,[ˈspɔːts miːt],[ˈspɔːrts miːt],model-curated,grade5_6_lexical_facts:manual-model-review
KV000999,[ˈkɒntest],[ˈkɑːntest],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging
KV001000,[ˈleɪbə(r)],[ˈleɪbər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging
KV001001,[ˈleɪbə deɪ],[ˈleɪbər deɪ],model-curated,grade5_6_lexical_facts:manual-model-review
KV001002,[ˈnæʃ(ə)nəl],[ˈnæʃnəl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001003,[ˈrɪdəl],[ˈrɪdəl],model-curated,grade5_6_lexical_facts:manual-model-review
KV001004,[ækt],[ækt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging
KV001005,[ˌækt ˈaʊt],[ˌækt ˈaʊt],model-curated,grade5_6_lexical_facts:manual-model-review
KV001006,[ˌɑːr es viː ˈpiː],[ˌɑːr es viː ˈpiː],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
KV001007,[baɪ],[baɪ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV001008,[fɔːθ],[fɔːrθ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001009,[ˈtwentiəθ],[ˈtwentiəθ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
KV001010,[ˌtwenti ˈfɜːst],[ˌtwenti ˈfɜːrst],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
KV001011,[ˌtwenti ˈθɜːd],[ˌtwenti ˈθɜːrd],model-curated,grade5_6_lexical_facts:manual-model-review
KV001012,[ˈθɜːtiəθ],[ˈθɜːrtiəθ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging
KV001013,[ˈʌðə(r)],[ˈʌðər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:yilin_start3_staging
KV001014,[ʃəʊ],[ʃoʊ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001015,[ˈfestɪv(ə)l],[ˈfestɪvl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV001016,[ˈkɪt(ə)n],[ˈkɪt(ə)n],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:guangdong_start3_staging|staging:renjiao_start3_staging
KV001017,[ˈdaɪəri],[ˈdaɪəri],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:renjiao_start3_staging
KV001018,[stɪl],[stɪl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV001019,[nɔɪz],[nɔɪz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangdong_start3_staging|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:xiangshao_start3_staging
KV001020,[fɜː(r)],[fɜːr],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging
KV001021,[ˈəʊpən],[ˈoʊpən],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV001022,[jɔːz],[jərz; jɔːrz; jʊrz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging
KV001023,[hɜːz],[hɜːrz; ɜːrz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging
KV001024,[ðeəz],[ðerz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:hujiao_start3_staging|staging:renjiao_start3_staging
KV001025,[ˈaʊəz],[ˈaʊərz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:renjiao_start3_staging
KV001026,[iːtʃ],[iːtʃ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:yilin_start3_staging
KV001027,[ˌiːtʃ ˈʌðə(r)],[ˌiːtʃ ˈʌðər],model-curated,grade5_6_lexical_facts:manual-model-review
KV001028,[laɪk],[laɪk],repo-exact-unanimous,grade5_6_lexical_facts:auto|legacy:rj_start1-master|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001031,[kiːp],[kiːp],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001032,[ˌkiːp tə ðə ˈraɪt],[ˌkiːp tə ðə ˈraɪt],model-curated,grade5_6_lexical_facts:manual-model-review
KV001033,[ˌkiːp jə(r) desk ˈkliːn],[ˌkiːp jʊr desk ˈkliːn],model-curated,grade5_6_lexical_facts:manual-model-review
KV001034,[ˌtɔːk ˈkwaɪətli],[ˌtɔːk ˈkwaɪətli],model-curated,grade5_6_lexical_facts:manual-model-review
KV001035,[tɜːn],[tɜːrn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001036,[ˌteɪk ˈtɜːnz],[ˌteɪk ˈtɜːrnz],model-curated,grade5_6_lexical_facts:manual-model-review
KV001037,[ˌbæmˈbuː],[ˌbæmˈbuː],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV001038,[ɪts],[ɪts],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV001039,[ʃəʊ],[ʃoʊ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001040,[ˈeniθɪŋ],[ˈeniθɪŋ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:yilin_start3_staging
KV001041,[ˌeksɪˈbɪʃ(ə)n],[ˌeksɪˈbɪʃn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging
KV001042,[ˌhæv ə ˈlʊk],[ˌhæv ə ˈlʊk],model-curated,grade5_6_lexical_facts:manual-model-review
KV001043,[ˈsuːʃi],[ˈsuːʃi],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:hujiao_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging
KV001044,[kəˈneɪdiən],[kəˈneɪdiən],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
KV001045,[ˈspænɪʃ],[ˈspænɪʃ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
KV001046,[klaɪm],[klaɪm],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001047,[kɪˈlɒmɪtə(r)],[kɪˈlɑːmɪtər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001048,[ˈdʒɪndʒəbred haʊs],[ˈdʒɪndʒərbred haʊs],model-curated,grade5_6_lexical_facts:manual-model-review
KV001049,[ˈθaʊznd],[ˈθaʊz(ə)nd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001050,[kleɪ],[kleɪ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging|staging:xiangshao_start3_staging
KV001051,[siː],[siː],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001052,[ˈvɪlɪdʒ],[ˈvɪlɪdʒ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging
KV001053,[iːt],[iːt],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001054,[draɪ],[draɪ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001055,[teɪk],[teɪk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001056,[vjuː],[vjuː],model-curated,grade5_6_lexical_facts:manual-model-review
KV001057,[ɪnˈspaɪərɪŋ],[ɪnˈspaɪrɪŋ],model-curated,grade5_6_lexical_facts:manual-model-review
KV001058,[ˈpʌmpkɪn],[ˈpʌmpkɪn],model-curated,grade5_6_lexical_facts:manual-model-review
KV001059,[ˌnjuː ˈziːlənd],[ˌnuː ˈziːlənd],model-curated,grade5_6_lexical_facts:manual-model-review
KV001060,[ˌhɒŋ ˈkɒŋ dʒuːˈhaɪ məˈkaʊ brɪdʒ],[ˌhɑːŋ ˈkɑːŋ dʒuːˈhaɪ məˈkaʊ brɪdʒ],model-curated,grade5_6_lexical_facts:manual-model-review
KV001061,[ˈpærɪs],[ˈpærɪs],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging
KV001062,[ˈaɪfəl ˌtaʊə(r)],[ˈaɪfəl ˌtaʊər],model-curated,grade5_6_lexical_facts:manual-model-review
KV001063,[ˌterəˈkɒtə ˈwɒriəz],[ˌterəˈkɑːtə ˈwɔːriərz],model-curated,grade5_6_lexical_facts:manual-model-review
KV001064,[ˌdʒɪŋɡɑːŋˈʃɑːn ˌrevəˈluːʃən mjuˈziːəm],[ˌdʒɪŋɡɑːŋˈʃɑːn ˌrevəˈluːʃən mjuˈziːəm],model-curated,grade5_6_lexical_facts:manual-model-review
KV001065,[ðə ˌred ˈɑːmi],[ðə ˌred ˈɑːrmi],model-curated,grade5_6_lexical_facts:manual-model-review
KV001066,[peɪst],[peɪst],model-curated,grade5_6_lexical_facts:manual-model-review
KV001067,[dres],[dres],repo-exact-unanimous,grade5_6_lexical_facts:auto|legacy:rj_start1-master|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001068,[ˈɡɑːlə],[ˈɡeɪlə],model-curated,grade5_6_lexical_facts:manual-model-review
KV001069,[ˌkaʊnt ˈdaʊn],[ˌkaʊnt ˈdaʊn],model-curated,grade5_6_lexical_facts:manual-model-review
KV001070,[ˈmærəθən],[ˈmærəθɑːn],model-curated,grade5_6_lexical_facts:manual-model-review
KV001071,[əz],[əz; æz],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:waiyan_start3_staging
KV001072,[tʃɪə(r)],[tʃɪr],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:yilin_start3_staging
KV001073,[ˈbʊk feə(r)],[ˈbʊk fer],model-curated,grade5_6_lexical_facts:manual-model-review
KV001074,[meɪk],[meɪk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001075,[sɪŋ],[sɪŋ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001076,[ˈjestədeɪ],[ˈjestərdeɪ; ˈjestərdi],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001077,[ˈnəʊtɪs],[ˈnoʊtɪs],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging
KV001078,[weɪk],[weɪk],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging
KV001079,[ˈleɪtə(r)],[ˈleɪtər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001080,[dʒʌdʒ],[dʒʌdʒ],model-curated,grade5_6_lexical_facts:manual-model-review
KV001081,[bɪˈɡɪn],[bɪˈɡɪn],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:yilin_start3_staging
KV001082,[ˈwɪnə(r)],[ˈwɪnər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:jiaoke_eec_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001083,[ˈevə(r)],[ˈevər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:waiyan_start1_staging
KV001084,[ɪkˈsaɪtɪŋ],[ɪkˈsaɪtɪŋ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:yilin_start3_staging
KV001085,[kəʊld],[kəʊld],repo-exact-unanimous,grade5_6_lexical_facts:auto|legacy:rj_start1-master|staging:beijing_start1_staging|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001086,[ˌrʌni ˈnəʊz],[ˌrʌni ˈnoʊz],model-curated,grade5_6_lexical_facts:manual-model-review
KV001087,[ˈfiːvə(r)],[ˈfiːvər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001088,[kɒf],[kɔːf],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging|staging:beishida_start3_staging|staging:jiaoke_eec_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001089,[dɪˈskʌs],[dɪˈskʌs],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:niujin_shanghai_start1_staging
KV001090,[ˈdaɪət],[ˈdaɪət],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:yilin_start3_staging
KV001091,[ˌsteɪ ˈʌp],[ˌsteɪ ˈʌp],model-curated,grade5_6_lexical_facts:manual-model-review
KV001092,[əˈnʌðə(r)],[əˈnʌðər],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001093,[ˈiːmeɪl],[ˈiːmeɪl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001094,[ʌnˈhæpi],[ʌnˈhæpi],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:cambridge_join_start3_staging|staging:hujiao_start3_staging|staging:xiangshao_start3_staging
KV001095,[meɪ],[meɪ],repo-exact-unanimous,grade5_6_lexical_facts:auto|legacy:rj_start1-master|staging:beijing_start1_staging|staging:beishida_start3_staging|staging:cambridge_join_start3_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:niujin_shanghai_start1_staging|staging:renjiao_start1_staging|staging:renjiao_start3_staging|staging:xiangshao_start3_staging|staging:yilin_start3_staging
KV001096,[æd],[æd],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beishida_start1_staging
KV001097,[ˈvɪdiəʊ],[ˈvɪdioʊ],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001098,[ˈpɒkɪt ˌmʌni],[ˈpɑːkɪt ˌmʌni],model-curated,grade5_6_lexical_facts:manual-model-review
KV001099,[ɡʊdz],[ɡʊdz],model-curated,grade5_6_lexical_facts:manual-model-review
KV001100,[ˈsɜːvɪs],[ˈsɜːrvɪs],model-curated,grade5_6_lexical_facts:manual-model-review
KV001101,[ˈheəkʌt],[ˈherkʌt],model-curated,grade5_6_lexical_facts:manual-model-review
KV001102,[ˈmaɪkrəskəʊp],[ˈmaɪkrəskoʊp],model-curated,grade5_6_lexical_facts:manual-model-review
KV001103,[ˈlʌki],[ˈlʌki],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:guangdong_start3_staging|staging:guangzhou_start3_staging|staging:niujin_shanghai_start1_staging|staging:waiyan_start3_staging
KV001104,[hɑːf],[hæf],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:beijing_start1_staging|staging:cambridge_join_start3_staging|staging:guangzhou_start3_staging|staging:hujiao_start3_staging|staging:jiaoke_eec_start3_staging|staging:jijiao_start3_staging|staging:kepu_start3_staging|staging:renjiao_start3_staging|staging:waiyan_start1_staging|staging:waiyan_start3_staging
KV001105,[ˌseɪv ˈʌp],[ˌseɪv ˈʌp],model-curated,grade5_6_lexical_facts:manual-model-review
KV001106,[seɪl],[seɪl],repo-exact-unanimous,grade5_6_lexical_facts:auto|staging:renjiao_start3_staging
