NoteID,CanonicalWord,MatchKey,SenseLabel,PrimaryOriginKey,CreatedSource,CreatedSourceBook,Status
KV001298,badly,badly,严重地；很差地,third-party-vocabulary|candidate:badly,third-party-vocabulary,external-evidence-corpus,active
KV001299,bag,bag,袋子；包,third-party-vocabulary|candidate:bag,third-party-vocabulary,external-evidence-corpus,active
KV001300,bake,bake,烘烤；烘焙,third-party-vocabulary|candidate:bake,third-party-vocabulary,external-evidence-corpus,active
KV001301,baker,baker,面包师；面包工人,third-party-vocabulary|candidate:baker,third-party-vocabulary,external-evidence-corpus,active
KV001302,bakery,bakery,面包店,third-party-vocabulary|candidate:bakery,third-party-vocabulary,external-evidence-corpus,active
KV001303,balloon,balloon,气球,third-party-vocabulary|candidate:balloon,third-party-vocabulary,external-evidence-corpus,active
KV001304,band,band,乐队,third-party-vocabulary|candidate:band,third-party-vocabulary,external-evidence-corpus,active
KV001305,bandage,bandage,绷带；用绷带包扎,third-party-vocabulary|candidate:bandage,third-party-vocabulary,external-evidence-corpus,active
KV001306,Bangkok,bangkok,曼谷,third-party-vocabulary|candidate:bangkok,third-party-vocabulary,external-evidence-corpus,active
KV001307,bar,bar,条；棒；块（食品）,third-party-vocabulary|candidate:bar,third-party-vocabulary,external-evidence-corpus,active
KV001308,barbecue,barbecue,烧烤；烧烤野餐,third-party-vocabulary|candidate:barbecue,third-party-vocabulary,external-evidence-corpus,active
KV001309,baseball,baseball,棒球；棒球运动,third-party-vocabulary|candidate:baseball,third-party-vocabulary,external-evidence-corpus,active
KV001310,bath,bath,洗澡；沐浴,third-party-vocabulary|candidate:bath,third-party-vocabulary,external-evidence-corpus,active
KV001311,battle,battle,战斗；战役,third-party-vocabulary|candidate:battle,third-party-vocabulary,external-evidence-corpus,active
KV001312,bay,bay,海湾,third-party-vocabulary|candidate:bay,third-party-vocabulary,external-evidence-corpus,active
KV001313,be,be,是；成为（be 的原形）,third-party-vocabulary|candidate:be,third-party-vocabulary,external-evidence-corpus,active
KV001314,be able to,be able to,能够；可以,third-party-vocabulary|candidate:be able to,third-party-vocabulary,external-evidence-corpus,active
KV001315,be born,be born,出生,third-party-vocabulary|candidate:be born,third-party-vocabulary,external-evidence-corpus,active
KV001316,be careful with,be careful with,小心……；注意……,third-party-vocabulary|candidate:be careful with,third-party-vocabulary,external-evidence-corpus,active
KV001317,be full of,be full of,充满……,third-party-vocabulary|candidate:be full of,third-party-vocabulary,external-evidence-corpus,active
KV001318,be interested in,be interested in,对……感兴趣,third-party-vocabulary|candidate:be interested in,third-party-vocabulary,external-evidence-corpus,active
KV001319,be late for,be late for,……迟到；迟到,third-party-vocabulary|candidate:be late for,third-party-vocabulary,external-evidence-corpus,active
KV001320,be weak in,be weak in,不擅长……；在……方面较弱,third-party-vocabulary|candidate:be weak in,third-party-vocabulary,external-evidence-corpus,active
KV001321,bean,bean,豆；豆子,third-party-vocabulary|candidate:bean,third-party-vocabulary,external-evidence-corpus,active
KV001322,beans,beans,豆子；豆类,third-party-vocabulary|candidate:beans,third-party-vocabulary,external-evidence-corpus,active
KV001323,beautifully,beautifully,漂亮地；优美地,third-party-vocabulary|candidate:beautifully,third-party-vocabulary,external-evidence-corpus,active
KV001324,beauty,beauty,美；美丽；美景,third-party-vocabulary|candidate:beauty,third-party-vocabulary,external-evidence-corpus,active
KV001325,bedtime,bedtime,就寝时间；睡觉时间,third-party-vocabulary|candidate:bedtime,third-party-vocabulary,external-evidence-corpus,active
KV001326,beep,beep,哔哔声；发出哔哔声,third-party-vocabulary|candidate:beep,third-party-vocabulary,external-evidence-corpus,active
KV001327,Beijing Opera,beijing opera,京剧,third-party-vocabulary|candidate:beijing opera,third-party-vocabulary,external-evidence-corpus,active
KV001328,believe,believe,相信；认为,third-party-vocabulary|candidate:believe,third-party-vocabulary,external-evidence-corpus,active
KV001329,bell,bell,铃；钟,third-party-vocabulary|candidate:bell,third-party-vocabulary,external-evidence-corpus,active
KV001330,belt,belt,腰带；皮带,third-party-vocabulary|candidate:belt,third-party-vocabulary,external-evidence-corpus,active
KV001331,bench,bench,长凳,third-party-vocabulary|candidate:bench,third-party-vocabulary,external-evidence-corpus,active
KV001332,bend,bend,弯曲；弯下,third-party-vocabulary|candidate:bend,third-party-vocabulary,external-evidence-corpus,active
KV001333,beside,beside,在……旁边,third-party-vocabulary|candidate:beside,third-party-vocabulary,external-evidence-corpus,active
KV001334,better and better,better and better,越来越好,third-party-vocabulary|candidate:better and better,third-party-vocabulary,external-evidence-corpus,active
KV001335,bicycle,bicycle,自行车,third-party-vocabulary|candidate:bicycle,third-party-vocabulary,external-evidence-corpus,active
KV001336,biggest,biggest,最大的,third-party-vocabulary|candidate:biggest,third-party-vocabulary,external-evidence-corpus,active
KV001337,bike,bike,自行车,third-party-vocabulary|candidate:bike,third-party-vocabulary,external-evidence-corpus,active
KV001338,bike ride,bike ride,骑自行车出行；骑车兜风,third-party-vocabulary|candidate:bike ride,third-party-vocabulary,external-evidence-corpus,active
KV001339,bin,bin,垃圾箱；垃圾桶,third-party-vocabulary|candidate:bin,third-party-vocabulary,external-evidence-corpus,active
KV001340,biscuit,biscuit,饼干,third-party-vocabulary|candidate:biscuit,third-party-vocabulary,external-evidence-corpus,active
KV001341,bitter,bitter,苦的；苦味的,third-party-vocabulary|candidate:bitter,third-party-vocabulary,external-evidence-corpus,active
KV001342,black rhino,black rhino,黑犀牛,third-party-vocabulary|candidate:black rhino,third-party-vocabulary,external-evidence-corpus,active
KV001343,blazer,blazer,运动夹克；西装外套,third-party-vocabulary|candidate:blazer,third-party-vocabulary,external-evidence-corpus,active
KV001344,blink,blink,眨眼,third-party-vocabulary|candidate:blink,third-party-vocabulary,external-evidence-corpus,active
KV001345,block,block,街区,third-party-vocabulary|candidate:block,third-party-vocabulary,external-evidence-corpus,active
KV001346,blond,blond,金发的,third-party-vocabulary|candidate:blond,third-party-vocabulary,external-evidence-corpus,active
KV001347,blood,blood,血；血液,third-party-vocabulary|candidate:blood,third-party-vocabulary,external-evidence-corpus,active
KV001348,blouse,blouse,女衬衫；女式上衣,third-party-vocabulary|candidate:blouse,third-party-vocabulary,external-evidence-corpus,active
KV001349,blow,blow,吹；刮,third-party-vocabulary|candidate:blow,third-party-vocabulary,external-evidence-corpus,active
KV001350,blow off,blow off,吹掉；刮掉,third-party-vocabulary|candidate:blow off,third-party-vocabulary,external-evidence-corpus,active
KV001351,blue whale,blue whale,蓝鲸,third-party-vocabulary|candidate:blue whale,third-party-vocabulary,external-evidence-corpus,active
KV001352,blunt,blunt,钝的；不锋利的,third-party-vocabulary|candidate:blunt,third-party-vocabulary,external-evidence-corpus,active
KV001353,blush,blush,脸红,third-party-vocabulary|candidate:blush,third-party-vocabulary,external-evidence-corpus,active
KV001354,board,board,上车；登上（交通工具）,third-party-vocabulary|candidate:board,third-party-vocabulary,external-evidence-corpus,active
KV001355,boarding card,boarding card,登机卡；登船卡,third-party-vocabulary|candidate:boarding card,third-party-vocabulary,external-evidence-corpus,active
KV001356,boarding pass,boarding pass,登机牌,third-party-vocabulary|candidate:boarding pass,third-party-vocabulary,external-evidence-corpus,active
KV001357,boating,boating,划船；划船活动,third-party-vocabulary|candidate:boating,third-party-vocabulary,external-evidence-corpus,active
KV001358,boil,boil,煮沸；烧开,third-party-vocabulary|candidate:boil,third-party-vocabulary,external-evidence-corpus,active
KV001359,bone,bone,骨头；骨骼,third-party-vocabulary|candidate:bone,third-party-vocabulary,external-evidence-corpus,active
KV001360,bookshelf,bookshelf,书架,third-party-vocabulary|candidate:bookshelf,third-party-vocabulary,external-evidence-corpus,active
KV001361,bookstore,bookstore,书店,third-party-vocabulary|candidate:bookstore,third-party-vocabulary,external-evidence-corpus,active
KV001362,bookworm,bookworm,书虫；爱读书的人,third-party-vocabulary|candidate:bookworm,third-party-vocabulary,external-evidence-corpus,active
KV001363,boot,boot,靴子,third-party-vocabulary|candidate:boot,third-party-vocabulary,external-evidence-corpus,active
KV001364,bored,bored,感到无聊的；厌倦的,third-party-vocabulary|candidate:bored,third-party-vocabulary,external-evidence-corpus,active
KV001365,borrow,borrow,借；借入,third-party-vocabulary|candidate:borrow,third-party-vocabulary,external-evidence-corpus,active
KV001366,boss,boss,老板；上司,third-party-vocabulary|candidate:boss,third-party-vocabulary,external-evidence-corpus,active
KV001367,bottom,bottom,底部；底端,third-party-vocabulary|candidate:bottom,third-party-vocabulary,external-evidence-corpus,active
KV001368,bow and arrow,bow and arrow,弓箭,third-party-vocabulary|candidate:bow and arrow,third-party-vocabulary,external-evidence-corpus,active
KV001369,bowling,bowling,保龄球；保龄球运动,third-party-vocabulary|candidate:bowling,third-party-vocabulary,external-evidence-corpus,active
KV001370,brake,brake,刹车；制动,third-party-vocabulary|candidate:brake,third-party-vocabulary,external-evidence-corpus,active
KV001371,branch,branch,树枝,third-party-vocabulary|candidate:branch,third-party-vocabulary,external-evidence-corpus,active
KV001372,brave,brave,勇敢的,third-party-vocabulary|candidate:brave,third-party-vocabulary,external-evidence-corpus,active
KV001373,Brazil,brazil,巴西,third-party-vocabulary|candidate:brazil,third-party-vocabulary,external-evidence-corpus,active
KV001374,breakfast,breakfast,早餐；早饭,third-party-vocabulary|candidate:breakfast,third-party-vocabulary,external-evidence-corpus,active
KV001375,breath,breath,呼吸；气息,third-party-vocabulary|candidate:breath,third-party-vocabulary,external-evidence-corpus,active
KV001376,bridge,bridge,桥,third-party-vocabulary|candidate:bridge,third-party-vocabulary,external-evidence-corpus,active
KV001377,bright,bright,明亮的；光亮的,third-party-vocabulary|candidate:bright,third-party-vocabulary,external-evidence-corpus,active
KV001378,brightly,brightly,明亮地；鲜明地,third-party-vocabulary|candidate:brightly,third-party-vocabulary,external-evidence-corpus,active
KV001379,bring back,bring back,带回；拿回,third-party-vocabulary|candidate:bring back,third-party-vocabulary,external-evidence-corpus,active
KV001380,Britain,britain,英国；大不列颠,third-party-vocabulary|candidate:britain,third-party-vocabulary,external-evidence-corpus,active
KV001381,British,british,英国的；英国人,third-party-vocabulary|candidate:british,third-party-vocabulary,external-evidence-corpus,active
KV001382,broom,broom,扫帚,third-party-vocabulary|candidate:broom,third-party-vocabulary,external-evidence-corpus,active
KV001383,brown,brown,棕色；棕色的,third-party-vocabulary|candidate:brown,third-party-vocabulary,external-evidence-corpus,active
KV001384,brush,brush,画笔；毛笔,third-party-vocabulary|candidate:brush,third-party-vocabulary,external-evidence-corpus,active
KV001385,bucket,bucket,水桶；桶,third-party-vocabulary|candidate:bucket,third-party-vocabulary,external-evidence-corpus,active
KV001386,budgie,budgie,虎皮鹦鹉,third-party-vocabulary|candidate:budgie,third-party-vocabulary,external-evidence-corpus,active
KV001387,build,build,建造；建设,third-party-vocabulary|candidate:build,third-party-vocabulary,external-evidence-corpus,active
KV001388,builder,builder,建筑工人；建造者,third-party-vocabulary|candidate:builder,third-party-vocabulary,external-evidence-corpus,active
KV001389,building,building,建筑物；大楼,third-party-vocabulary|candidate:building,third-party-vocabulary,external-evidence-corpus,active
KV001390,bulb,bulb,灯泡,third-party-vocabulary|candidate:bulb,third-party-vocabulary,external-evidence-corpus,active
KV001391,bullet,bullet,子弹,third-party-vocabulary|candidate:bullet,third-party-vocabulary,external-evidence-corpus,active
KV001392,bump,bump,碰；撞,third-party-vocabulary|candidate:bump,third-party-vocabulary,external-evidence-corpus,active
KV001393,bumper car,bumper car,碰碰车,third-party-vocabulary|candidate:bumper car,third-party-vocabulary,external-evidence-corpus,active
KV001394,bun,bun,小圆面包；小面包,third-party-vocabulary|candidate:bun,third-party-vocabulary,external-evidence-corpus,active
KV001395,Bund,bund,外滩,third-party-vocabulary|candidate:bund,third-party-vocabulary,external-evidence-corpus,active
KV001396,bunny,bunny,小兔子；兔子,third-party-vocabulary|candidate:bunny,third-party-vocabulary,external-evidence-corpus,active
KV001397,burn,burn,燃烧；烧伤；烧毁,third-party-vocabulary|candidate:burn,third-party-vocabulary,external-evidence-corpus,active
KV001398,burn down,burn down,烧毁；烧成平地,third-party-vocabulary|candidate:burn down,third-party-vocabulary,external-evidence-corpus,active
KV001399,bus,bus,公共汽车；公交车,third-party-vocabulary|candidate:bus,third-party-vocabulary,external-evidence-corpus,active
KV001400,bush,bush,灌木；灌木丛,third-party-vocabulary|candidate:bush,third-party-vocabulary,external-evidence-corpus,active
KV001401,businessman,businessman,商人；商人男性,third-party-vocabulary|candidate:businessman,third-party-vocabulary,external-evidence-corpus,active
KV001402,butter,butter,黄油,third-party-vocabulary|candidate:butter,third-party-vocabulary,external-evidence-corpus,active
KV001403,button,button,纽扣,third-party-vocabulary|candidate:button#clothing,third-party-vocabulary,external-evidence-corpus,active
KV001404,button,button,按钮,third-party-vocabulary|candidate:button#control,third-party-vocabulary,external-evidence-corpus,active
KV001405,by,by,用；乘（表示方式或手段）,third-party-vocabulary|candidate:by,third-party-vocabulary,external-evidence-corpus,active
KV001406,by hand,by hand,用手；手工,third-party-vocabulary|candidate:by hand,third-party-vocabulary,external-evidence-corpus,active
KV001407,bye,bye,再见,third-party-vocabulary|candidate:bye,third-party-vocabulary,external-evidence-corpus,active
KV001408,cabbage,cabbage,卷心菜；洋白菜,third-party-vocabulary|candidate:cabbage,third-party-vocabulary,external-evidence-corpus,active
KV001409,cabbages,cabbages,卷心菜；洋白菜,third-party-vocabulary|candidate:cabbages,third-party-vocabulary,external-evidence-corpus,active
KV001410,cactus,cactus,仙人掌,third-party-vocabulary|candidate:cactus,third-party-vocabulary,external-evidence-corpus,active
KV001411,cage,cage,笼子；兽笼,third-party-vocabulary|candidate:cage,third-party-vocabulary,external-evidence-corpus,active
KV001412,calculate,calculate,计算,third-party-vocabulary|candidate:calculate,third-party-vocabulary,external-evidence-corpus,active
KV001413,calendar,calendar,日历,third-party-vocabulary|candidate:calendar,third-party-vocabulary,external-evidence-corpus,active
KV001414,California,california,加利福尼亚州,third-party-vocabulary|candidate:california,third-party-vocabulary,external-evidence-corpus,active
KV001415,camera,camera,照相机；相机,third-party-vocabulary|candidate:camera,third-party-vocabulary,external-evidence-corpus,active
KV001416,campsite,campsite,露营地；营地,third-party-vocabulary|candidate:campsite,third-party-vocabulary,external-evidence-corpus,active
KV001417,Canberra,canberra,堪培拉,third-party-vocabulary|candidate:canberra,third-party-vocabulary,external-evidence-corpus,active
KV001418,candle,candle,蜡烛,third-party-vocabulary|candidate:candle,third-party-vocabulary,external-evidence-corpus,active
KV001419,candy bar,candy bar,糖果棒；条状糖果,third-party-vocabulary|candidate:candy bar,third-party-vocabulary,external-evidence-corpus,active
KV001420,canteen,canteen,食堂,third-party-vocabulary|candidate:canteen,third-party-vocabulary,external-evidence-corpus,active
KV001421,capital,capital,首都,third-party-vocabulary|candidate:capital,third-party-vocabulary,external-evidence-corpus,active
KV001422,captain,captain,队长,third-party-vocabulary|candidate:captain,third-party-vocabulary,external-evidence-corpus,active
KV001423,car museum,car museum,汽车博物馆,third-party-vocabulary|candidate:car museum,third-party-vocabulary,external-evidence-corpus,active
KV001424,cardboard,cardboard,硬纸板；卡纸,third-party-vocabulary|candidate:cardboard,third-party-vocabulary,external-evidence-corpus,active
KV001425,cardigan,cardigan,开襟毛衣；羊毛衫,third-party-vocabulary|candidate:cardigan,third-party-vocabulary,external-evidence-corpus,active
KV001426,care,care,关心；照顾,third-party-vocabulary|candidate:care,third-party-vocabulary,external-evidence-corpus,active
KV001427,careful,careful,小心的；仔细的,third-party-vocabulary|candidate:careful,third-party-vocabulary,external-evidence-corpus,active
KV001428,carefully,carefully,小心地；仔细地,third-party-vocabulary|candidate:carefully,third-party-vocabulary,external-evidence-corpus,active
KV001429,carnation,carnation,康乃馨,third-party-vocabulary|candidate:carnation,third-party-vocabulary,external-evidence-corpus,active
KV001430,carry,carry,拿；携带；搬运,third-party-vocabulary|candidate:carry,third-party-vocabulary,external-evidence-corpus,active
KV001431,cartoon,cartoon,卡通；动画片,third-party-vocabulary|candidate:cartoon,third-party-vocabulary,external-evidence-corpus,active
KV001432,cashier,cashier,收银员,third-party-vocabulary|candidate:cashier,third-party-vocabulary,external-evidence-corpus,active
KV001433,cassette,cassette,盒式磁带；磁带盒,third-party-vocabulary|candidate:cassette,third-party-vocabulary,external-evidence-corpus,active
KV001434,castle,castle,城堡,third-party-vocabulary|candidate:castle,third-party-vocabulary,external-evidence-corpus,active
KV001435,cat food,cat food,猫粮,third-party-vocabulary|candidate:cat food,third-party-vocabulary,external-evidence-corpus,active
KV001436,caterpillar,caterpillar,毛毛虫,third-party-vocabulary|candidate:caterpillar,third-party-vocabulary,external-evidence-corpus,active
KV001437,CD,cd,光盘；激光唱片,third-party-vocabulary|candidate:cd,third-party-vocabulary,external-evidence-corpus,active
KV001438,CD player,cd player,CD 播放器,third-party-vocabulary|candidate:cd player,third-party-vocabulary,external-evidence-corpus,active
KV001439,CD-ROM,cd-rom,只读光盘（CD-ROM）,third-party-vocabulary|candidate:cd-rom,third-party-vocabulary,external-evidence-corpus,active
KV001440,celebration,celebration,庆祝；庆祝活动,third-party-vocabulary|candidate:celebration,third-party-vocabulary,external-evidence-corpus,active
KV001441,celery,celery,芹菜,third-party-vocabulary|candidate:celery,third-party-vocabulary,external-evidence-corpus,active
KV001442,cent,cent,分（货币单位）,third-party-vocabulary|candidate:cent,third-party-vocabulary,external-evidence-corpus,active
KV001443,centimetre,centimetre,厘米；公分,third-party-vocabulary|candidate:centimetre,third-party-vocabulary,external-evidence-corpus,active
KV001444,certainly,certainly,当然；肯定地,third-party-vocabulary|candidate:certainly,third-party-vocabulary,external-evidence-corpus,active
KV001445,chain,chain,链条；链子,third-party-vocabulary|candidate:chain,third-party-vocabulary,external-evidence-corpus,active
KV001446,chameleon,chameleon,变色龙,third-party-vocabulary|candidate:chameleon,third-party-vocabulary,external-evidence-corpus,active
KV001447,champion,champion,冠军,third-party-vocabulary|candidate:champion,third-party-vocabulary,external-evidence-corpus,active
KV001448,chance,chance,机会,third-party-vocabulary|candidate:chance,third-party-vocabulary,external-evidence-corpus,active
KV001449,chant,chant,吟唱；反复地唱,third-party-vocabulary|candidate:chant,third-party-vocabulary,external-evidence-corpus,active
KV001450,chase,chase,追逐；追赶,third-party-vocabulary|candidate:chase,third-party-vocabulary,external-evidence-corpus,active
KV001451,chat,chat,聊天；闲聊,third-party-vocabulary|candidate:chat,third-party-vocabulary,external-evidence-corpus,active
KV001452,cheaper,cheaper,更便宜的；价格更低的,third-party-vocabulary|candidate:cheaper,third-party-vocabulary,external-evidence-corpus,active
KV001453,check-up,check-up,检查；体检,third-party-vocabulary|candidate:check-up,third-party-vocabulary,external-evidence-corpus,active
KV001454,checklist,checklist,清单；检查表,third-party-vocabulary|candidate:checklist,third-party-vocabulary,external-evidence-corpus,active
KV001455,cheer for,cheer for,为……加油；为……喝彩,third-party-vocabulary|candidate:cheer for,third-party-vocabulary,external-evidence-corpus,active
KV001456,cheese,cheese,奶酪；干酪,third-party-vocabulary|candidate:cheese,third-party-vocabulary,external-evidence-corpus,active
KV001457,chemistry,chemistry,化学,third-party-vocabulary|candidate:chemistry,third-party-vocabulary,external-evidence-corpus,active
KV001458,cherry,cherry,樱桃,third-party-vocabulary|candidate:cherry,third-party-vocabulary,external-evidence-corpus,active
KV001459,chewing gum,chewing gum,口香糖,third-party-vocabulary|candidate:chewing gum,third-party-vocabulary,external-evidence-corpus,active
KV001460,chick,chick,小鸡；雏鸡,third-party-vocabulary|candidate:chick,third-party-vocabulary,external-evidence-corpus,active
KV001461,child,child,孩子；儿童,third-party-vocabulary|candidate:child,third-party-vocabulary,external-evidence-corpus,active
KV001462,childish,childish,孩子气的；幼稚的,third-party-vocabulary|candidate:childish,third-party-vocabulary,external-evidence-corpus,active
KV001463,Children's Palace,children's palace,少年宫,third-party-vocabulary|candidate:children's palace,third-party-vocabulary,external-evidence-corpus,active
KV001464,Children's Park,children's park,儿童公园,third-party-vocabulary|candidate:children's park,third-party-vocabulary,external-evidence-corpus,active
KV001465,chilli,chilli,辣椒,third-party-vocabulary|candidate:chilli,third-party-vocabulary,external-evidence-corpus,active
KV001466,chimney,chimney,烟囱,third-party-vocabulary|candidate:chimney,third-party-vocabulary,external-evidence-corpus,active
KV001467,chin,chin,下巴,third-party-vocabulary|candidate:chin,third-party-vocabulary,external-evidence-corpus,active
KV001468,Chinatown,chinatown,唐人街；中国城,third-party-vocabulary|candidate:chinatown,third-party-vocabulary,external-evidence-corpus,active
KV001469,Chinese book,chinese book,语文书；中文书,third-party-vocabulary|candidate:chinese book,third-party-vocabulary,external-evidence-corpus,active
KV001470,Chinese chess,chinese chess,中国象棋；象棋,third-party-vocabulary|candidate:chinese chess,third-party-vocabulary,external-evidence-corpus,active
KV001471,Chinese ink painting,chinese ink painting,中国水墨画,third-party-vocabulary|candidate:chinese ink painting,third-party-vocabulary,external-evidence-corpus,active
KV001472,Chinese leaves,chinese leaves,大白菜,third-party-vocabulary|candidate:chinese leaves,third-party-vocabulary,external-evidence-corpus,active
KV001473,Chinese New Year,chinese new year,中国新年；春节,third-party-vocabulary|candidate:chinese new year,third-party-vocabulary,external-evidence-corpus,active
KV001474,Chinese New Year's Day,chinese new year's day,中国新年第一天；大年初一,third-party-vocabulary|candidate:chinese new year's day,third-party-vocabulary,external-evidence-corpus,active
KV001475,Chinese New Year's Eve,chinese new year's eve,除夕夜,third-party-vocabulary|candidate:chinese new year's eve,third-party-vocabulary,external-evidence-corpus,active
KV001476,chips,chips,[食品] 炸土豆条,third-party-vocabulary|candidate:chips,third-party-vocabulary,external-evidence-corpus,active
KV001477,chocolate,chocolate,巧克力,third-party-vocabulary|candidate:chocolate,third-party-vocabulary,external-evidence-corpus,active
KV001478,choir,choir,合唱团；合唱队,third-party-vocabulary|candidate:choir,third-party-vocabulary,external-evidence-corpus,active
KV001479,Chongyang Festival,chongyang festival,重阳节,third-party-vocabulary|candidate:chongyang festival,third-party-vocabulary,external-evidence-corpus,active
KV001480,choose,choose,选择,third-party-vocabulary|candidate:choose,third-party-vocabulary,external-evidence-corpus,active
KV001481,chopstick,chopstick,筷子,third-party-vocabulary|candidate:chopstick,third-party-vocabulary,external-evidence-corpus,active
KV001482,chorus,chorus,合唱；齐声,third-party-vocabulary|candidate:chorus,third-party-vocabulary,external-evidence-corpus,active
KV001483,Christmas Eve,christmas eve,圣诞前夜,third-party-vocabulary|candidate:christmas eve,third-party-vocabulary,external-evidence-corpus,active
KV001484,chug,chug,轧轧声；发出轧轧声,third-party-vocabulary|candidate:chug,third-party-vocabulary,external-evidence-corpus,active
KV001485,church,church,教堂,third-party-vocabulary|candidate:church,third-party-vocabulary,external-evidence-corpus,active
KV001486,cinema,cinema,电影院,third-party-vocabulary|candidate:cinema,third-party-vocabulary,external-evidence-corpus,active
KV001487,circle,circle,圆；圆形,third-party-vocabulary|candidate:circle,third-party-vocabulary,external-evidence-corpus,active
KV001488,circus,circus,马戏团；马戏表演,third-party-vocabulary|candidate:circus,third-party-vocabulary,external-evidence-corpus,active
KV001489,clap,clap,拍手；鼓掌,third-party-vocabulary|candidate:clap,third-party-vocabulary,external-evidence-corpus,active
KV001490,clapping game,clapping game,拍手游戏,third-party-vocabulary|candidate:clapping game,third-party-vocabulary,external-evidence-corpus,active
KV001491,clean my room,clean my room,打扫我的房间,third-party-vocabulary|candidate:clean my room,third-party-vocabulary,external-evidence-corpus,active
KV001492,clear,clear,清楚的；清晰的,third-party-vocabulary|candidate:clear,third-party-vocabulary,external-evidence-corpus,active
KV001493,clerk,clerk,职员；办事员,third-party-vocabulary|candidate:clerk,third-party-vocabulary,external-evidence-corpus,active
KV001494,climb trees,climb trees,爬树,third-party-vocabulary|candidate:climb trees,third-party-vocabulary,external-evidence-corpus,active
KV001495,clown,clown,小丑,third-party-vocabulary|candidate:clown,third-party-vocabulary,external-evidence-corpus,active
KV001496,club,club,俱乐部；社团,third-party-vocabulary|candidate:club,third-party-vocabulary,external-evidence-corpus,active
KV001497,coach,coach,教练,third-party-vocabulary|candidate:coach,third-party-vocabulary,external-evidence-corpus,active
KV001498,coal,coal,煤；煤炭,third-party-vocabulary|candidate:coal,third-party-vocabulary,external-evidence-corpus,active
KV001499,cocoon,cocoon,茧,third-party-vocabulary|candidate:cocoon,third-party-vocabulary,external-evidence-corpus,active
KV001500,coffee,coffee,咖啡,third-party-vocabulary|candidate:coffee,third-party-vocabulary,external-evidence-corpus,active
KV001501,coin,coin,硬币,third-party-vocabulary|candidate:coin,third-party-vocabulary,external-evidence-corpus,active
KV001502,coke,coke,可口可乐,third-party-vocabulary|candidate:coke,third-party-vocabulary,external-evidence-corpus,active
KV001503,collar,collar,衣领,third-party-vocabulary|candidate:collar,third-party-vocabulary,external-evidence-corpus,active
KV001504,collect,collect,收集；收集起来,third-party-vocabulary|candidate:collect,third-party-vocabulary,external-evidence-corpus,active
KV001505,college,college,大学；学院,third-party-vocabulary|candidate:college,third-party-vocabulary,external-evidence-corpus,active
KV001506,colorful,colorful,色彩鲜艳的；丰富多彩的,third-party-vocabulary|candidate:colorful,third-party-vocabulary,external-evidence-corpus,active
KV001507,coloured,coloured,彩色的；有颜色的,third-party-vocabulary|candidate:coloured,third-party-vocabulary,external-evidence-corpus,active
KV001508,colourful,colourful,多彩的；色彩丰富的,third-party-vocabulary|candidate:colourful,third-party-vocabulary,external-evidence-corpus,active
KV001509,comb,comb,梳子；梳头,third-party-vocabulary|candidate:comb,third-party-vocabulary,external-evidence-corpus,active
KV001510,come back,come back,回来；返回,third-party-vocabulary|candidate:come back,third-party-vocabulary,external-evidence-corpus,active
KV001511,come out,come out,出来；出去,third-party-vocabulary|candidate:come out,third-party-vocabulary,external-evidence-corpus,active
KV001512,come out of,come out of,从……出来；出自,third-party-vocabulary|candidate:come out of,third-party-vocabulary,external-evidence-corpus,active
KV001513,comfortable,comfortable,舒适的；舒服的,third-party-vocabulary|candidate:comfortable,third-party-vocabulary,external-evidence-corpus,active
KV001514,comic,comic,漫画；连环漫画,third-party-vocabulary|candidate:comic,third-party-vocabulary,external-evidence-corpus,active
KV001515,comic book,comic book,漫画书,third-party-vocabulary|candidate:comic book,third-party-vocabulary,external-evidence-corpus,active
KV001516,company,company,公司,third-party-vocabulary|candidate:company,third-party-vocabulary,external-evidence-corpus,active
KV001517,competitor,competitor,参赛者；竞争者,third-party-vocabulary|candidate:competitor,third-party-vocabulary,external-evidence-corpus,active
KV001518,computer,computer,电脑；计算机,third-party-vocabulary|candidate:computer,third-party-vocabulary,external-evidence-corpus,active
KV001519,computer game,computer game,电脑游戏,third-party-vocabulary|candidate:computer game,third-party-vocabulary,external-evidence-corpus,active
KV001520,computer lab,computer lab,电脑教室；机房,third-party-vocabulary|candidate:computer lab,third-party-vocabulary,external-evidence-corpus,active
KV001521,computer room,computer room,计算机教室；电脑室,third-party-vocabulary|candidate:computer room,third-party-vocabulary,external-evidence-corpus,active
KV001522,computer studies,computer studies,计算机课程,third-party-vocabulary|candidate:computer studies,third-party-vocabulary,external-evidence-corpus,active
KV001523,concert,concert,音乐会,third-party-vocabulary|candidate:concert,third-party-vocabulary,external-evidence-corpus,active
KV001524,conductor,conductor,售票员,third-party-vocabulary|candidate:conductor,third-party-vocabulary,external-evidence-corpus,active
KV001525,confident,confident,自信的；有信心的,third-party-vocabulary|candidate:confident,third-party-vocabulary,external-evidence-corpus,active
KV001526,cookbook,cookbook,食谱；烹饪书,third-party-vocabulary|candidate:cookbook,third-party-vocabulary,external-evidence-corpus,active
KV001527,cookie,cookie,饼干,third-party-vocabulary|candidate:cookie,third-party-vocabulary,external-evidence-corpus,active
KV001528,corn,corn,玉米,third-party-vocabulary|candidate:corn,third-party-vocabulary,external-evidence-corpus,active
