NoteID,ProvisionalIdentityKeys,StageBActions,CanonicalWord,MatchKey,SenseLabel,ThirdPartyIdentityCount,SourceOccurrenceCount,DistinctSourceIDs,ExistingLearnerPresentation,ExistingPresentationStatus,PresentationAction
KV000513,candidate:maple leaves,reuse-existing,maple leaves,maple leaves,枫叶,1,1,1,yes,grade4-reviewed,preserve-existing
KV000514,candidate:big ben,reuse-existing,Big Ben,big ben,大本钟,1,5,5,yes,migrated-curated,preserve-existing
KV000515,candidate:disneyland,reuse-existing,Disneyland,disneyland,迪士尼乐园,1,3,3,yes,migrated-curated,preserve-existing
KV000516,candidate:campfire,reuse-existing,campfire,campfire,篝火；营火,1,2,2,yes,migrated-curated,preserve-existing
KV000517,candidate:cute,reuse-existing,cute,cute,可爱的,1,13,12,yes,migrated-curated,preserve-existing
KV000518,candidate:country,reuse-existing,country,country,国家,1,17,15,yes,migrated-curated,preserve-existing
KV000519,candidate:clever,reuse-existing,clever,clever,聪明的,1,16,16,yes,migrated-curated,preserve-existing
KV000520,candidate:careless,reuse-existing,careless,careless,粗心的,1,2,2,yes,migrated-curated,preserve-existing
KV000521,candidate:polite,reuse-existing,polite,polite,有礼貌的,1,3,3,yes,migrated-curated,preserve-existing
KV000522,candidate:quiet,reuse-existing,quiet,quiet,安静的；文静的,1,12,11,yes,migrated-curated,preserve-existing
KV000523,candidate:friendly,reuse-existing,friendly,friendly,友好的,1,9,9,yes,migrated-curated,preserve-existing
KV000525,candidate:active,reuse-existing,active,active,活跃的；积极的,1,5,5,yes,migrated-curated,preserve-existing
KV000526,candidate:popular,reuse-existing,popular,popular,受欢迎的,1,2,2,yes,migrated-curated,preserve-existing
KV000527,candidate:talk,reuse-existing,talk,talk,交谈；说话,1,16,15,yes,migrated-curated,preserve-existing
KV000528,candidate:all,reuse-existing,all,all,全部；所有,1,21,19,yes,migrated-curated,preserve-existing
KV000529,candidate:but,reuse-existing,but,but,但是,1,19,18,yes,migrated-curated,preserve-existing
KV000530,candidate:sometimes,reuse-existing,sometimes,sometimes,有时,1,21,20,yes,migrated-curated,preserve-existing
KV000531,candidate:bark,reuse-existing,bark,bark,狗叫；吠,1,3,3,yes,migrated-curated,preserve-existing
KV000532,candidate:forget,reuse-existing,forget,forget,忘记,1,12,10,yes,migrated-curated,preserve-existing
KV000534,candidate:wear glasses,reuse-existing,wear glasses,wear glasses,戴眼镜,1,2,2,yes,migrated-curated,preserve-existing
KV000535,candidate:slim,reuse-existing,slim,slim,苗条的,1,2,2,yes,migrated-curated,preserve-existing
KV000536,candidate:curly,reuse-existing,curly,curly,卷曲的,1,1,1,yes,migrated-curated,preserve-existing
KV000537,candidate:straight,reuse-existing,straight,straight,直的,1,9,9,yes,migrated-curated,preserve-existing
KV000538,candidate:nice,reuse-existing,nice,nice,友好的；好的,1,22,18,yes,migrated-curated,preserve-existing
KV000539,candidate:young,reuse-existing,young,young,年轻的,1,24,19,yes,migrated-curated,preserve-existing
KV000540,candidate:guess,reuse-existing,guess,guess,猜；猜测,1,10,10,yes,migrated-curated,preserve-existing
KV000541,candidate:has,reuse-existing,has,has,有（have的第三人称单数）,1,11,10,yes,migrated-curated,preserve-existing
KV000542,candidate:animal,reuse-existing,animal,animal,动物,1,17,17,yes,migrated-curated,preserve-existing
KV000543,candidate:elephant,reuse-existing,elephant,elephant,大象,1,20,19,yes,migrated-curated,preserve-existing
KV000544,candidate:panda,reuse-existing,panda,panda,熊猫,1,23,20,yes,migrated-curated,preserve-existing
KV000545,candidate:horse,reuse-existing,horse,horse,马,1,16,16,yes,grade4-reviewed,preserve-existing
KV000546,candidate:cow,reuse-existing,cow,cow,奶牛；母牛,1,19,18,yes,grade4-reviewed,preserve-existing
KV000547,candidate:pig,reuse-existing,pig,pig,猪,1,16,15,yes,grade4-reviewed,preserve-existing
KV000548,candidate:sheep,reuse-existing,sheep,sheep,绵羊；羊,1,17,16,yes,grade4-reviewed,preserve-existing
KV000549,candidate:bee,reuse-existing,bee,bee,蜜蜂,1,8,7,yes,migrated-curated,preserve-existing
KV000550,candidate:farm,reuse-existing,farm,farm,农场,1,16,16,yes,migrated-curated,preserve-existing
KV000551,candidate:fast,reuse-existing,fast,fast,快的；快速地,1,20,19,yes,migrated-curated,preserve-existing
KV000552,candidate:why,reuse-existing,why,why,为什么,1,16,16,yes,grade4-reviewed,preserve-existing
KV000553,candidate:lovely,reuse-existing,lovely,lovely,可爱的；讨人喜欢的,1,15,15,yes,grade5-6-content-ready,preserve-existing
KV000554,candidate:butterfly,reuse-existing,butterfly,butterfly,蝴蝶,1,5,5,yes,migrated-curated,preserve-existing
KV000555,candidate:exercise book,reuse-existing,exercise book,exercise book,练习本,1,1,1,yes,migrated-curated,preserve-existing
KV000556,candidate:pencil sharpener,reuse-existing,pencil sharpener,pencil sharpener,卷笔刀,1,1,1,yes,migrated-curated,preserve-existing
KV000557,candidate:a pair of scissors,reuse-existing,a pair of scissors,a pair of scissors,一把剪刀,1,1,1,yes,migrated-curated,preserve-existing
KV000558,candidate:pencil box|candidate:pencil-box,reuse-existing,pencil box,pencil box,铅笔盒,2,9,8,yes,migrated-curated,preserve-existing
KV000559,candidate:a box of crayons,reuse-existing,a box of crayons,a box of crayons,一盒蜡笔,1,1,1,yes,migrated-curated,preserve-existing
KV000561,candidate:also,reuse-existing,also,also,也；还,1,16,16,yes,migrated-curated,preserve-existing
KV000562,candidate:saleswoman,reuse-existing,saleswoman,saleswoman,女售货员,1,1,1,yes,migrated-curated,preserve-existing
KV000563,candidate:love,reuse-existing,love,love,喜爱；爱,1,20,18,yes,migrated-curated,preserve-existing
KV000565,candidate:a lot,reuse-existing,a lot,a lot,很多；非常,1,9,8,yes,migrated-curated,preserve-existing
KV000566,candidate:wonderful,reuse-existing,wonderful,wonderful,精彩的；极好的,1,16,16,yes,grade5-6-content-ready,preserve-existing
KV000567,candidate:fantastic,reuse-existing,fantastic,fantastic,极好的；非常棒的,1,7,6,yes,migrated-curated,preserve-existing
KV000569,candidate:news shows,reuse-existing,news shows,news shows,新闻节目,1,1,1,yes,migrated-curated,preserve-existing
KV000570,candidate:nature shows,reuse-existing,nature shows,nature shows,自然节目,1,1,1,yes,migrated-curated,preserve-existing
KV000571,candidate:chore,reuse-existing,chore,chore,家务；杂务,1,2,2,yes,migrated-curated,preserve-existing
KV000572,candidate:clean the room,reuse-existing,clean the room,clean the room,打扫房间,1,1,1,yes,migrated-curated,preserve-existing
KV000573,candidate:make the bed,reuse-existing,make the bed,make the bed,整理床铺；铺床,1,4,4,yes,migrated-curated,preserve-existing
KV000574,candidate:take out the rubbish,reuse-existing,take out the rubbish,take out the rubbish,倒垃圾；把垃圾拿出去,1,1,1,yes,migrated-curated,preserve-existing
KV000575,candidate:wash clothes,reuse-existing,wash clothes,wash clothes,洗衣服,1,3,2,yes,migrated-curated,preserve-existing
KV000576,candidate:tidy the desk,reuse-existing,tidy the desk,tidy the desk,整理书桌,1,1,1,yes,migrated-curated,preserve-existing
KV000577,candidate:sweep the floor,reuse-existing,sweep the floor,sweep the floor,扫地,1,3,3,yes,migrated-curated,preserve-existing
KV000578,candidate:call,reuse-existing,call,call,打电话；呼叫,1,24,18,yes,migrated-curated,preserve-existing
KV000579,candidate:too much,reuse-existing,too much,too much,太多,1,5,5,yes,migrated-curated,preserve-existing
KV000580,candidate:candy,reuse-existing,candy,candy,糖果,1,15,14,yes,migrated-curated,preserve-existing
KV000581,candidate:early,reuse-existing,early,early,早；早地,1,17,17,yes,migrated-curated,preserve-existing
KV000582,candidate:exercise,reuse-existing,exercise,exercise,锻炼；运动,1,18,18,yes,migrated-curated,preserve-existing
KV000583,candidate:tired,reuse-existing,tired,tired,疲倦的；累的,1,20,19,yes,grade4-reviewed,preserve-existing
KV000585,candidate:stomach ache|candidate:stomachache,reuse-existing,stomachache,stomachache,胃痛；肚子痛,2,8,8,yes,migrated-curated,preserve-existing
KV000586,candidate:headache,reuse-existing,headache,headache,头痛,1,15,15,yes,migrated-curated,preserve-existing
KV000587,candidate:toothache,reuse-existing,toothache,toothache,牙痛,1,11,10,yes,migrated-curated,preserve-existing
KV000588,candidate:a lot of,reuse-existing,a lot of,a lot of,许多；大量,1,11,10,yes,grade4-reviewed,preserve-existing
KV000589,candidate:sleepy,reuse-existing,sleepy,sleepy,困倦的；想睡的,1,3,3,yes,migrated-curated,preserve-existing
KV000590,candidate:subject,reuse-existing,subject,subject,学科；科目,1,20,18,yes,migrated-curated,preserve-existing
KV000591,candidate:mark,reuse-existing,mark,mark,分数；成绩,1,1,1,yes,migrated-curated,preserve-existing
KV000592,candidate:advice,reuse-existing,advice,advice,建议,1,3,3,yes,migrated-curated,preserve-existing
KV000593,candidate:more,reuse-existing,more,more,更多的；更多,1,16,13,yes,migrated-curated,preserve-existing
KV000594,candidate:new year's day,reuse-existing,New Year's Day,new year's day,元旦,1,3,3,yes,migrated-curated,preserve-existing
KV000595,candidate:tree planting day,reuse-existing,Tree Planting Day,tree planting day,植树节,1,3,3,yes,migrated-curated,preserve-existing
KV000596,candidate:mother's day,reuse-existing,Mother's Day,mother's day,母亲节,1,6,6,yes,migrated-curated,preserve-existing
KV000597,candidate:children's day,reuse-existing,Children's Day,children's day,儿童节,1,8,8,yes,migrated-curated,preserve-existing
KV000598,candidate:father's day,reuse-existing,Father's Day,father's day,父亲节,1,3,3,yes,migrated-curated,preserve-existing
KV000599,candidate:teachers' day,reuse-existing,Teachers' Day,teachers' day,教师节,1,4,4,yes,migrated-curated,preserve-existing
KV000600,candidate:national day,reuse-existing,National Day,national day,国庆节,1,6,6,yes,migrated-curated,preserve-existing
KV000601,candidate:christmas day,reuse-existing,Christmas Day,christmas day,圣诞节,1,2,2,yes,migrated-curated,preserve-existing
KV000602,candidate:fifth,reuse-existing,fifth,fifth,第五,1,11,10,yes,migrated-curated,preserve-existing
KV000604,candidate:tenth,reuse-existing,tenth,tenth,第十,1,6,5,yes,migrated-curated,preserve-existing
KV000606,candidate:twelfth,reuse-existing,twelfth,twelfth,第十二,1,7,6,yes,migrated-curated,preserve-existing
KV000608,candidate:twenty-fifth,reuse-existing,twenty-fifth,twenty-fifth,第二十五,1,3,2,yes,migrated-curated,preserve-existing
KV000611,candidate:make a poster,reuse-existing,make a poster,make a poster,制作海报,1,1,1,yes,migrated-curated,preserve-existing
KV000612,candidate:celebrate,reuse-existing,celebrate,celebrate,庆祝,1,4,4,yes,migrated-curated,preserve-existing
KV000613,candidate:have a picnic,reuse-existing,have a picnic,have a picnic,去野餐；举行野餐,1,4,4,yes,migrated-curated,preserve-existing
KV000614,candidate:office,reuse-existing,office,office,办公室,1,11,10,yes,migrated-curated,preserve-existing
KV000615,candidate:together,reuse-existing,together,together,一起,1,17,16,yes,grade4-reviewed,preserve-existing
KV000616,candidate:special,reuse-existing,special,special,特别的；特殊的,1,9,8,yes,migrated-curated,preserve-existing
KV000617,candidate:send an email,reuse-existing,send an email,send an email,发送电子邮件,1,1,1,yes,migrated-curated,preserve-existing
KV000618,candidate:write a letter,reuse-existing,write a letter,write a letter,写信,1,2,2,yes,migrated-curated,preserve-existing
KV000619,candidate:make a phone call,reuse-existing,make a phone call,make a phone call,打电话,1,2,2,yes,migrated-curated,preserve-existing
KV000620,candidate:send a short message,reuse-existing,send a short message,send a short message,发送短信,1,1,1,yes,migrated-curated,preserve-existing
KV000621,candidate:mail a present,reuse-existing,mail a present,mail a present,邮寄礼物,1,1,1,yes,migrated-curated,preserve-existing
KV000622,candidate:make a video call,reuse-existing,make a video call,make a video call,视频通话,1,1,1,yes,migrated-curated,preserve-existing
KV000623,candidate:say,reuse-existing,say,say,说；讲,1,24,17,yes,migrated-curated,preserve-existing
KV000624,candidate:make a card,reuse-existing,make a card,make a card,制作卡片,1,2,2,yes,migrated-curated,preserve-existing
KV000625,candidate:everywhere,reuse-existing,everywhere,everywhere,到处；各处,1,8,8,yes,migrated-curated,preserve-existing
KV000626,candidate:flower show,reuse-existing,flower show,flower show,花展,1,1,1,yes,migrated-curated,preserve-existing
KV000640,candidate:boring,reuse-existing,boring,boring,无聊的；乏味的,1,7,6,yes,migrated-curated,preserve-existing
KV000641,candidate:badminton,reuse-existing,badminton,badminton,羽毛球,1,5,5,yes,migrated-curated,preserve-existing
KV000647,candidate:the stone forest,reuse-existing,the Stone Forest,the stone forest,石林,1,1,1,yes,migrated-curated,preserve-existing
KV000653,candidate:sad,reuse-existing,sad,sad,难过的；伤心的,1,23,19,yes,migrated-curated,preserve-existing
KV000655,candidate:french fries,reuse-existing,French fries,french fries,炸薯条,1,4,4,yes,migrated-curated,preserve-existing
KV000664,candidate:fifteenth,reuse-existing,fifteenth,fifteenth,第十五,1,5,4,yes,migrated-curated,preserve-existing
KV000669,candidate:all over,reuse-existing,all over,all over,到处；遍及,1,2,2,yes,migrated-curated,preserve-existing
KV000670,candidate:out of,reuse-existing,out of,out of,从……出来,1,1,1,yes,migrated-curated,preserve-existing
KV000671,candidate:into,reuse-existing,into,into,进入；到……里面,1,10,10,yes,migrated-curated,preserve-existing
KV000672,candidate:chopsticks,reuse-existing,chopsticks,chopsticks,筷子,1,7,7,yes,grade4-reviewed,preserve-existing
KV000673,candidate:wet,reuse-existing,wet,wet,湿的,1,8,8,yes,migrated-curated,preserve-existing
KV000674,candidate:morning tea,reuse-existing,morning tea,morning tea,早茶,1,1,1,yes,migrated-curated,preserve-existing
KV000675,candidate:soup,reuse-existing,soup,soup,汤,1,19,19,yes,migrated-curated,preserve-existing
KV000676,candidate:the potala palace,reuse-existing,the Potala Palace,the potala palace,布达拉宫,1,1,1,yes,migrated-curated,preserve-existing
KV000677,candidate:the summer palace,reuse-existing,the Summer Palace,the summer palace,颐和园,1,2,2,yes,migrated-curated,preserve-existing
KV000678,candidate:the terracotta army,reuse-existing,the Terracotta Army,the terracotta army,兵马俑,1,1,1,yes,migrated-curated,preserve-existing
KV000679,candidate:vacation,reuse-existing,vacation,vacation,假期,1,8,8,yes,migrated-curated,preserve-existing
KV000681,candidate:map,reuse-existing,map,map,地图,1,17,16,yes,migrated-curated,preserve-existing
KV000682,candidate:north,reuse-existing,north,north,北；北方,1,9,8,yes,migrated-curated,preserve-existing
KV000683,candidate:south,reuse-existing,south,south,南；南方,1,9,8,yes,migrated-curated,preserve-existing
KV000684,candidate:east,reuse-existing,east,east,东；东方,1,9,9,yes,migrated-curated,preserve-existing
KV000685,candidate:west,reuse-existing,west,west,西；西方,1,10,10,yes,migrated-curated,preserve-existing
KV000686,candidate:famous,reuse-existing,famous,famous,著名的,1,12,12,yes,migrated-curated,preserve-existing
KV000687,candidate:temple,reuse-existing,temple,temple,寺庙；庙宇,1,3,3,yes,migrated-curated,preserve-existing
KV000689,candidate:the yangtze river,reuse-existing,the Yangtze River,the yangtze river,长江,1,2,2,yes,migrated-curated,preserve-existing
KV000690,candidate:foggy,reuse-existing,foggy,foggy,有雾的,1,2,2,yes,migrated-curated,preserve-existing
KV000691,candidate:spicy,reuse-existing,spicy,spicy,辣的；辛辣的,1,3,3,yes,migrated-curated,preserve-existing
KV000693,candidate:forest,reuse-existing,forest,forest,森林,1,11,10,yes,grade5-6-content-ready,preserve-existing
KV000694,candidate:stone,reuse-existing,stone,stone,石头；石料,1,3,3,yes,migrated-curated,preserve-existing
KV000695,candidate:london,reuse-existing,London,london,伦敦,1,10,10,yes,migrated-curated,preserve-existing
KV000696,candidate:toronto,reuse-existing,Toronto,toronto,多伦多,1,2,2,yes,migrated-curated,preserve-existing
KV000697,candidate:sydney,reuse-existing,Sydney,sydney,悉尼,1,4,4,yes,migrated-curated,preserve-existing
KV000698,candidate:washington d.c.,reuse-existing,Washington D.C.,washington d.c.,华盛顿特区,1,3,3,yes,migrated-curated,preserve-existing
KV000699,candidate:the british museum,reuse-existing,the British Museum,the british museum,大英博物馆,1,2,2,yes,migrated-curated,preserve-existing
KV000700,candidate:the cn tower,reuse-existing,the CN Tower,the cn tower,加拿大国家电视塔；CN塔,1,1,1,yes,migrated-curated,preserve-existing
KV000701,candidate:kangaroo,reuse-existing,kangaroo,kangaroo,袋鼠,1,6,6,yes,migrated-curated,preserve-existing
KV000703,candidate:the white house,reuse-existing,the White House,the white house,白宫,1,1,1,yes,migrated-curated,preserve-existing
KV000704,candidate:clock,reuse-existing,clock,clock,时钟；钟,1,18,18,yes,migrated-curated,preserve-existing
KV000707,candidate:tower bridge,reuse-existing,Tower Bridge,tower bridge,伦敦塔桥,1,3,3,yes,migrated-curated,preserve-existing
KV000708,candidate:the london eye,reuse-existing,the London Eye,the london eye,伦敦眼,1,2,2,yes,migrated-curated,preserve-existing
KV000709,candidate:hiking,reuse-existing,hiking,hiking,徒步旅行,1,4,3,yes,migrated-curated,preserve-existing
KV000710,candidate:sunrise,reuse-existing,sunrise,sunrise,日出,1,2,2,yes,migrated-curated,preserve-existing
KV000712,candidate:reptile,reuse-existing,reptile,reptile,爬行动物,1,1,1,yes,migrated-curated,preserve-existing
KV000713,candidate:mammal,reuse-existing,mammal,mammal,哺乳动物,1,1,1,yes,migrated-curated,preserve-existing
KV000714,candidate:insect,reuse-existing,insect,insect,昆虫,1,5,5,yes,migrated-curated,preserve-existing
KV000715,candidate:penguin,reuse-existing,penguin,penguin,企鹅,1,1,1,yes,migrated-curated,preserve-existing
KV000716,candidate:shark,reuse-existing,shark,shark,鲨鱼,1,2,2,yes,migrated-curated,preserve-existing
KV000717,candidate:whale,reuse-existing,whale,whale,鲸,1,3,3,yes,migrated-curated,preserve-existing
KV000719,candidate:metre,reuse-existing,metre,metre,米,1,9,8,yes,grade5-6-content-ready,preserve-existing
KV000720,candidate:spend,reuse-existing,spend,spend,花费；度过,1,8,8,yes,migrated-curated,preserve-existing
KV000722,candidate:peanut,reuse-existing,peanut,peanut,花生,1,4,4,yes,migrated-curated,preserve-existing
KV000724,candidate:tusk,reuse-existing,tusk,tusk,象牙；长牙,1,1,1,yes,migrated-curated,preserve-existing
KV000725,candidate:africa,reuse-existing,Africa,africa,非洲,1,3,3,yes,migrated-curated,preserve-existing
KV000726,candidate:asia,reuse-existing,Asia,asia,亚洲,1,3,3,yes,migrated-curated,preserve-existing
KV000727,candidate:smart,reuse-existing,smart,smart,聪明的；机灵的,1,6,6,yes,migrated-curated,preserve-existing
KV000728,candidate:scared,reuse-existing,scared,scared,害怕的,1,7,7,yes,migrated-curated,preserve-existing
KV000729,candidate:worried,reuse-existing,worried,worried,担心的,1,6,6,yes,migrated-curated,preserve-existing
KV000730,candidate:angry,reuse-existing,angry,angry,生气的,1,18,18,yes,migrated-curated,preserve-existing
KV000731,candidate:proud,reuse-existing,proud,proud,自豪的,1,8,8,yes,migrated-curated,preserve-existing
KV000732,candidate:excited,reuse-existing,excited,excited,兴奋的；激动的,1,14,14,yes,migrated-curated,preserve-existing
KV000733,candidate:ill,reuse-existing,ill,ill,生病的,1,13,13,yes,migrated-curated,preserve-existing
KV000734,candidate:win,reuse-existing,win,win,赢；获胜,1,23,14,yes,migrated-curated,preserve-existing
KV000736,candidate:cry,reuse-existing,cry,cry,哭；哭泣,1,15,14,yes,migrated-curated,preserve-existing
KV000737,candidate:because,reuse-existing,because,because,因为,1,14,14,yes,grade5-6-content-ready,preserve-existing
KV000738,candidate:test,reuse-existing,test,test,考试；测试,1,5,5,yes,migrated-curated,preserve-existing
KV000739,candidate:competition,reuse-existing,competition,competition,比赛；竞赛,1,4,4,yes,migrated-curated,preserve-existing
KV000740,candidate:inventor,reuse-existing,inventor,inventor,发明家,1,3,3,yes,migrated-curated,preserve-existing
KV000741,candidate:artist,reuse-existing,artist,artist,艺术家,1,5,4,yes,migrated-curated,preserve-existing
KV000742,candidate:scientist,reuse-existing,scientist,scientist,科学家,1,6,6,yes,migrated-curated,preserve-existing
KV000743,candidate:poet,reuse-existing,poet,poet,诗人,1,1,1,yes,migrated-curated,preserve-existing
KV000744,candidate:writer,reuse-existing,writer,writer,作家,1,8,7,yes,grade5-6-content-ready,preserve-existing
KV000745,candidate:american,reuse-existing,American,american,美国的；美国人,1,10,10,yes,grade5-6-content-ready,preserve-existing
KV000747,candidate:poem,reuse-existing,poem,poem,诗,1,3,3,yes,migrated-curated,preserve-existing
KV000748,candidate:invention,reuse-existing,invention,invention,发明；发明物,1,2,2,yes,migrated-curated,preserve-existing
KV000749,candidate:invent,reuse-existing,invent,invent,发明,1,4,4,yes,migrated-curated,preserve-existing
KV000750,candidate:story,reuse-existing,story,story,故事,1,16,16,yes,migrated-curated,preserve-existing
KV000751,candidate:university,reuse-existing,university,university,大学,1,2,2,yes,migrated-curated,preserve-existing
KV000752,candidate:deaf,reuse-existing,deaf,deaf,聋的；失聪的,1,4,4,yes,migrated-curated,preserve-existing
KV000753,candidate:blind,reuse-existing,blind,blind,盲的；失明的,1,5,5,yes,migrated-curated,preserve-existing
KV000755,candidate:dumpling,reuse-existing,dumpling,dumpling,饺子,1,12,12,yes,migrated-curated,preserve-existing
KV000756,candidate:ice lantern,reuse-existing,ice lantern,ice lantern,冰灯,1,1,1,yes,migrated-curated,preserve-existing
KV000757,candidate:bring,reuse-existing,bring,bring,带来,1,26,17,yes,migrated-curated,preserve-existing
KV000759,candidate:hear,reuse-existing,hear,hear,听见；听到,1,20,18,yes,migrated-curated,preserve-existing
KV000760,candidate:pen pal,reuse-existing,pen pal,pen pal,笔友,1,3,3,yes,migrated-curated,preserve-existing
KV000761,candidate:broken,reuse-existing,broken,broken,坏的；破损的,1,6,6,yes,migrated-curated,preserve-existing
KV000762,candidate:pity,reuse-existing,pity,pity,遗憾；可惜,1,1,1,yes,migrated-curated,preserve-existing
KV000763,candidate:prize,reuse-existing,prize,prize,奖品；奖项,1,6,6,yes,migrated-curated,preserve-existing
KV000764,candidate:live,reuse-existing,live,live,居住；生活,1,22,18,yes,migrated-curated,preserve-existing
KV000765,candidate:quite,reuse-existing,quite,quite,很；相当,1,4,4,yes,migrated-curated,preserve-existing
KV000766,candidate:scarf,reuse-existing,scarf,scarf,围巾,1,7,7,yes,migrated-curated,preserve-existing
KV000767,candidate:airport,reuse-existing,airport,airport,机场,1,7,7,yes,grade5-6-content-ready,preserve-existing
KV000768,candidate:pupil,reuse-existing,pupil,pupil,小学生；学生,1,16,15,yes,migrated-curated,preserve-existing
KV000769,candidate:arrive,reuse-existing,arrive,arrive,到达,1,7,6,yes,migrated-curated,preserve-existing
KV000770,candidate:meet,reuse-existing,meet,meet,见面；遇见,1,24,19,yes,grade5-6-content-ready,preserve-existing
KV000771,candidate:wardrobe,reuse-existing,wardrobe,wardrobe,衣柜,1,3,3,yes,migrated-curated,preserve-existing
KV000772,candidate:show ... around,reuse-existing,show ... around,show ... around,带……参观,1,2,2,yes,migrated-curated,preserve-existing
KV000773,candidate:queen's park,reuse-existing,Queen's Park,queen's park,皇后公园,1,1,1,yes,migrated-curated,preserve-existing
KV000774,candidate:art gallery,reuse-existing,art gallery,art gallery,美术馆,1,1,1,yes,migrated-curated,preserve-existing
KV000775,candidate:public library,reuse-existing,public library,public library,公共图书馆,1,1,1,yes,migrated-curated,preserve-existing
KV000776,candidate:downtown,reuse-existing,downtown,downtown,市中心；在市中心,1,1,1,yes,migrated-curated,preserve-existing
KV000777,candidate:lake ontario,reuse-existing,Lake Ontario,lake ontario,安大略湖,1,1,1,yes,migrated-curated,preserve-existing
KV000778,candidate:stadium,reuse-existing,stadium,stadium,体育场,1,1,1,yes,migrated-curated,preserve-existing
KV000780,candidate:sandwich,reuse-existing,sandwich,sandwich,三明治,1,12,12,yes,migrated-curated,preserve-existing
KV000781,candidate:top,reuse-existing,top,top,顶部；顶端,1,5,5,yes,migrated-curated,preserve-existing
KV000782,candidate:habit,reuse-existing,habit,habit,习惯,1,7,7,yes,migrated-curated,preserve-existing
KV000783,candidate:idea,reuse-existing,idea,idea,想法；主意,1,20,19,yes,migrated-curated,preserve-existing
KV000784,candidate:less,reuse-existing,less,less,更少的；较少,1,2,2,yes,grade5-6-content-ready,preserve-existing
KV000785,candidate:at least,reuse-existing,at least,at least,至少,1,2,2,yes,migrated-curated,preserve-existing
KV000786,candidate:talk about,reuse-existing,talk about,talk about,谈论；讨论,1,3,3,yes,migrated-curated,preserve-existing
KV000787,candidate:hockey,reuse-existing,hockey,hockey,冰球；曲棍球,1,1,1,yes,migrated-curated,preserve-existing
KV000788,candidate:beaver,reuse-existing,beaver,beaver,海狸,1,1,1,yes,migrated-curated,preserve-existing
KV000789,candidate:raccoon,reuse-existing,raccoon,raccoon,浣熊,1,1,1,yes,migrated-curated,preserve-existing
KV000790,candidate:moose,reuse-existing,moose,moose,驼鹿,1,1,1,yes,migrated-curated,preserve-existing
KV000791,candidate:countryside,reuse-existing,countryside,countryside,乡村；农村,1,7,7,yes,migrated-curated,preserve-existing
KV000792,candidate:thanksgiving,reuse-existing,Thanksgiving,thanksgiving,感恩节,1,7,7,yes,migrated-curated,preserve-existing
KV000793,candidate:roast turkey,reuse-existing,roast turkey,roast turkey,烤火鸡,1,1,1,yes,migrated-curated,preserve-existing
KV000794,candidate:squirrel,reuse-existing,squirrel,squirrel,松鼠,1,4,4,yes,migrated-curated,preserve-existing
KV000795,candidate:swan,reuse-existing,swan,swan,天鹅,1,3,3,yes,migrated-curated,preserve-existing
KV000796,candidate:wild goose,reuse-existing,wild goose,wild goose,大雁；野雁,1,2,2,yes,migrated-curated,preserve-existing
KV000797,candidate:frog,reuse-existing,frog,frog,青蛙,1,6,6,yes,migrated-curated,preserve-existing
KV000798,candidate:english-chinese dictionary,reuse-existing,English-Chinese dictionary,english-chinese dictionary,英汉词典,1,1,1,yes,migrated-curated,preserve-existing
KV000799,candidate:shopping centre,reuse-existing,shopping centre,shopping centre,购物中心,1,3,3,yes,migrated-curated,preserve-existing
KV000800,candidate:shopping mall,reuse-existing,shopping mall,shopping mall,购物中心；商场,1,3,3,yes,migrated-curated,preserve-existing
KV000801,candidate:amazing,reuse-existing,amazing,amazing,令人惊叹的；了不起的,1,3,3,yes,migrated-curated,preserve-existing
KV000802,candidate:hot pot,reuse-existing,hot pot,hot pot,火锅,1,1,1,yes,migrated-curated,preserve-existing
KV000806,candidate:clean,reuse-existing,clean,clean,打扫；干净的,1,27,18,yes,grade4-reviewed,preserve-existing
KV000807,candidate:look after,reuse-existing,look after,look after,照顾,1,4,4,yes,grade4-reviewed,preserve-existing
KV000808,candidate:sweep,reuse-existing,sweep,sweep,扫,1,3,3,yes,grade4-reviewed,preserve-existing
KV000812,candidate:read,reuse-existing,read,read,阅读,1,31,19,yes,grade4-reviewed,preserve-existing
KV000815,candidate:football,reuse-existing,football,football,足球运动,1,18,16,yes,grade4-reviewed,preserve-existing
KV000817,candidate:bus stop,reuse-existing,bus stop,bus stop,公共汽车站,1,8,8,yes,grade4-reviewed,preserve-existing
KV000818,candidate:sport,reuse-existing,sport,sport,体育运动,1,15,14,yes,grade4-reviewed,preserve-existing
KV000819,candidate:walk,reuse-existing,walk,walk,散步；行走,1,20,18,yes,grade4-reviewed,preserve-existing
KV000821,candidate:photo,reuse-existing,photo,photo,照片,1,19,17,yes,grade4-reviewed,preserve-existing
KV000822,candidate:firefighter,reuse-existing,firefighter,firefighter,消防队员,1,4,4,yes,grade4-reviewed,preserve-existing
KV000823,candidate:driver,reuse-existing,driver,driver,司机,1,16,15,yes,grade4-reviewed,preserve-existing
KV000824,candidate:cleaner,reuse-existing,cleaner,cleaner,清洁工,1,2,2,yes,grade4-reviewed,preserve-existing
KV000826,candidate:now,reuse-existing,now,now,现在,1,18,17,yes,grade4-reviewed,preserve-existing
KV000827,candidate:tell,reuse-existing,tell,tell,讲述；告诉,1,22,15,yes,grade4-reviewed,preserve-existing
KV000828,candidate:ms,reuse-existing,Ms,ms,女士,1,12,12,yes,grade4-reviewed,preserve-existing
