NoteID,ProvisionalIdentityKey,CanonicalWord,MatchKey,SenseLabel,MeaningPrimary,BritishCandidate,AmericanCandidate,BritishEvidenceStatus,AmericanEvidenceStatus,SourceOccurrenceCount,DistinctSourceIDs,DefinitionEvidence,ExampleSentence,ExampleTranslation,PresentationStatus,PresentationSource
KV001511,candidate:come out,come out,come out,出来；出去,出来；出去,,,missing,missing,3,3,na. 出来,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001512,candidate:come out of,come out of,come out of,从……出来；出自,从……出来；出自,,,missing,missing,1,1,na. 出自;(冲破...)出来,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001513,candidate:comfortable,comfortable,comfortable,舒适的；舒服的,舒适的；舒服的,[ˈkʌmftəbl; ˈkʌmfətəbl],[ˈkʌmftəbl; ˈkʌmfərtəbl],consistent,consistent,1,1,"n. 盖被 adj. 舒适的,舒服的",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001514,candidate:comic,comic,comic,漫画；连环漫画,漫画；连环漫画,[ˈkɒmɪk],[ˈkɑːmɪk],consistent,consistent,2,2,n. 连环漫画;喜剧演员;滑稽人物 adj. 喜剧的;滑稽的;有趣的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001515,candidate:comic book,comic book,comic book,漫画书,漫画书,,,missing,missing,1,1,n. 漫画书,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001516,candidate:company,company,company,公司,公司,[ˈkʌmpəni],[ˈkʌmpəni],consistent,consistent,1,1,"n. 公司;陪伴,同伴;连队 vt. 陪伴 vi. 交往",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001517,candidate:competitor,competitor,competitor,参赛者；竞争者,参赛者；竞争者,[kəmˈpetɪtə(r)],[kəmˈpetɪtər],consistent,consistent,1,1,"n. 竞争者,对手",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001518,candidate:computer,computer,computer,电脑；计算机,电脑；计算机,[kəmˈpjuːtə(r)],[kəmˈpjuːtər],consistent,consistent,17,16,n. 计算机;电脑;电子计算机,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001519,candidate:computer game,computer game,computer game,电脑游戏,电脑游戏,[kəmˈpjuːtə ɡeɪm],[kəm'pju:tə geim],consistent,consistent,2,2,n. 电脑游戏,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001520,candidate:computer lab,computer lab,computer lab,电脑教室；机房,电脑教室；机房,,,missing,missing,1,1,微机室;电脑教室;机房,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001521,candidate:computer room,computer room,computer room,计算机教室；电脑室,计算机教室；电脑室,,,missing,missing,1,1,un. 计算机机房;计算机室,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001522,candidate:computer studies,computer studies,computer studies,计算机课程,计算机课程,,,missing,missing,1,1,计算机课程;电脑;电脑学习,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001523,candidate:concert,concert,concert,音乐会,音乐会,[ˈkɒnsət],[ˈkɑːnsərt],consistent,consistent,6,6,n. 音乐会;一致;和谐 adj. 音乐会用的;在音乐会上演出的 vt. 使协调;协同安排 vi. 协调;协力,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001524,candidate:conductor,conductor,conductor,售票员,售票员,[kənˈdʌktə(r)],[kənˈdʌktər],consistent,consistent,1,1,n. 导体;售票员;领导者;管理人,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001525,candidate:confident,confident,confident,自信的；有信心的,自信的；有信心的,[ˈkɒnfɪdənt],[ˈkɑːnfɪdənt],consistent,consistent,1,1,adj. 自信的;确信的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001526,candidate:cookbook,cookbook,cookbook,食谱；烹饪书,食谱；烹饪书,[ˈkʊkbʊk],[ˈkʊkbʊk],consistent,consistent,1,1,n. 食谱,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001527,candidate:cookie,cookie,cookie,饼干,饼干,[ˈkʊki],[ˈkʊki],conflicting-evidence,conflicting-evidence,5,5,n. 饼干 | n. 饼干;小甜点,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001528,candidate:corn,corn,corn,玉米,玉米,[kɔːn],[kɔːrn],consistent,consistent,4,4,n. (美)玉米;(英)谷物;[皮肤] 鸡眼 vt. 腌;使成颗粒,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001529,candidate:corn-on-the-cob,corn-on-the-cob,corn-on-the-cob,玉米棒；玉米棒子,玉米棒；玉米棒子,[ˌkɔːn ɒn ðə ˈkɒb],[ˌkɔːrn ɑːn ðə ˈkɑːb],consistent,consistent,1,1,n. 玉米棒子,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001530,candidate:corner,corner,corner,拐角；街角,拐角；街角,[ˈkɔːnə(r)],[ˈkɔːrnər],consistent,consistent,2,2,"n. 角落,拐角处;地区,偏僻处;困境,窘境 vt. 垄断;迫至一隅;使陷入绝境;把...难住 vi. 囤积;相交成角",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001531,candidate:corner kick,corner kick,corner kick,角球,角球,,,missing,missing,1,1,n. 【足】角球,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001532,candidate:cornflakes,cornflakes,cornflakes,玉米片,玉米片,[ˈkɔːnfleɪks],[ˈkɔːrnfleɪks],consistent,consistent,1,1,n. 玉米片(cornflake的复数),,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001533,candidate:correct,correct,correct,正确的；对的,正确的；对的,[kəˈrekt],[kəˈrekt],consistent,consistent,1,1,adj. 正确的;恰当的;端正的 vt. 改正;告诫 vi. 调整;纠正错误,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001534,candidate:cost,cost,cost,费用；花费,费用；花费,[kɒst],[kɔːst],consistent,consistent,4,4,"n. 费用,代价,成本;损失 vt. 花费;使付出;使花许多钱 vi. 花费",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001535,candidate:cotton,cotton,cotton,棉；棉花,棉；棉花,[ˈkɒtn],[ˈkɑːtn],consistent,consistent,1,1,n. 棉花;棉布;棉线 adj. 棉的;棉制的 vi. 一致;理解;和谐;亲近,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001536,candidate:count,count,count,数；计数,数；计数,[kaʊnt],[kaʊnt],consistent,consistent,8,8,n. 计数;计算;伯爵 vt. 计算;认为 vi. 计数;有价值,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001537,candidate:count to ten,count to ten,count to ten,数到十,数到十,[kaʊnt tu ten],[kaʊnt tu ten],consistent,consistent,1,1,数到十;十;沉静下来,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001538,candidate:cover,cover,cover,覆盖；遮盖,覆盖；遮盖,[ˈkʌvə(r)],[ˈkʌvər],consistent,consistent,1,1,"n. 封面,封皮;盖子;掩蔽物;幌子,借口 vt. 包括;采访,报导;涉及 vi. 覆盖;代替",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001539,candidate:cowboy,cowboy,cowboy,牛仔,牛仔,[ˈkaʊbɔɪ],[ˈkaʊbɔɪ],consistent,consistent,1,1,n. 牛仔;牧童;莽撞的人,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001540,candidate:cowboy hat,cowboy hat,cowboy hat,牛仔帽,牛仔帽,[ˈkaʊbɔɪ hæt],[ˈkaʊbɔɪ hæt],consistent,consistent,1,1,n. (美国牛仔戴的)牛仔帽,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001541,candidate:craft,craft,craft,工艺；手艺,工艺；手艺,[krɑːft],[kræft],consistent,consistent,2,2,n. 工艺;手艺;太空船 vt. 精巧地制作,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001542,candidate:craftsman,craftsman,craftsman,工匠；手艺人,工匠；手艺人,[ˈkrɑːftsmən],[ˈkræftsmən],consistent,consistent,1,1,n. 工匠;手艺人;技工,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001543,candidate:crash,crash,crash,碰撞；撞车,碰撞；撞车,[kræʃ],[kræʃ],consistent,consistent,2,2,n. 撞碎;坠毁;破产;轰隆声;睡觉 vi. 摔碎;坠落;发出隆隆声;(金融企业等)破产 vt. 打碎;使坠毁、撞坏;擅自闯入,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001544,candidate:crazy,crazy,crazy,疯狂的；着迷的,疯狂的；着迷的,[ˈkreɪzi],[ˈkreɪzi],consistent,consistent,1,1,"adj. 疯狂的;狂热的,着迷的",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001545,candidate:crisp,crisp,crisp,薯片；炸薯片,薯片；炸薯片,[krɪsp],[krɪsp],consistent,consistent,1,1,adj. 脆的;新鲜的;易碎的 vt. 使卷曲;使发脆 vi. 卷曲;发脆 n. 松脆物;油炸马铃薯片,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001546,candidate:croak,croak,croak,呱呱叫；呱呱叫声,呱呱叫；呱呱叫声,[krəʊk],[kroʊk],consistent,consistent,1,1,n. 呱呱叫声;低沉沙哑的说话声 vt. 用嘶哑的声音说;死亡 vi. 呱呱地叫;发牢骚;死,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001547,candidate:crocodile,crocodile,crocodile,鳄鱼,鳄鱼,[ˈkrɒkədaɪl],[ˈkrɑːkədaɪl],consistent,consistent,4,3,n. 鳄鱼,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001548,candidate:crop,crop,crop,农作物；庄稼,农作物；庄稼,[krɒp],[krɑːp],consistent,consistent,1,1,n. 产量;农作物;庄稼;平头 vt. 种植;收割;修剪;剪短 vi. 收获,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001549,candidate:cross,cross,cross,穿过；横过,穿过；横过,[krɒs],[krɔːs],consistent,consistent,13,13,"n. 交叉,十字;十字架,十字形物 adj. 交叉的,相反的;乖戾的;生气的 vt. 杂交;渡过;使相交 vi. 交叉;杂交;横过",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001550,candidate:crossing,crossing,crossing,十字路口；交叉路口,十字路口；交叉路口,[ˈkrɒsɪŋ],[ˈkrɔːsɪŋ],consistent,consistent,5,4,n. 十字路口;杂交;横渡;横道 v. 横越(cross的现在分词),,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001551,candidate:crowd,crowd,crowd,人群,人群,[kraʊd],[kraʊd],consistent,consistent,1,1,"n. 群众,一伙;一堆,许多,大众 v. 拥挤,挤满,挤进 vt. 挤满,将...塞进;催促,催逼 vi. 挤,拥挤,聚集",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001552,candidate:crowded,crowded,crowded,拥挤的,拥挤的,[ˈkraʊdɪd],[ˈkraʊdɪd],consistent,consistent,1,1,adj. 拥挤的;塞满的 v. 拥挤(crowd的过去分词),,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001553,candidate:crown,crown,crown,王冠,王冠,[kraʊn],[kraʊn],consistent,consistent,1,1,n. 王冠;花冠;王权;顶点 vt. 加冕;居...之顶;表彰;使圆满完成,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001554,candidate:crutch,crutch,crutch,拐杖,拐杖,[krʌtʃ],[krʌtʃ],consistent,consistent,1,1,n. 拐杖;支柱;依靠;胯部 vt. 用拐杖支撑;支持,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001555,candidate:cucumber,cucumber,cucumber,黄瓜,黄瓜,[ˈkjuːkʌmbə(r)],[ˈkjuːkʌmbər],consistent,consistent,2,2,n. 黄瓜;胡瓜,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001556,candidate:culture,culture,culture,文化,文化,[ˈkʌltʃə(r)],[ˈkʌltʃər],consistent,consistent,1,1,"n. 文化,文明;修养;栽培 vt. [细胞][微] 培养(等于cultivate)",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001557,candidate:cup,cup,cup,杯子,杯子,[kʌp],[kʌp],consistent,consistent,11,9,n. 杯子;奖杯;酒杯 vt. 使成杯状;为...拔火罐,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001558,candidate:cupboard,cupboard,cupboard,碗柜；食橱,碗柜；食橱,[ˈkʌbəd],[ˈkʌbərd],consistent,consistent,1,1,n. 碗柜;食橱,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001559,candidate:curtain,curtain,curtain,窗帘,窗帘,[ˈkɜːt(ə)n],[ˈkɜːrtn],consistent,consistent,1,1,n. 幕;窗帘 vt. 遮蔽;装上门帘,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001560,candidate:cushion,cushion,cushion,垫子；靠垫,垫子；靠垫,[ˈkʊʃn],[ˈkʊʃn],consistent,consistent,1,1,n. 垫子;起缓解作用之物;(猪等的)臀肉;银行储蓄 vt. 给...安上垫子;把...安置在垫子上;缓和...的冲击,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001561,candidate:cut#injury,cut,cut,伤口；割伤,伤口；割伤,[kʌt],[kʌt],consistent,consistent,2,2,n. 伤口;切口;削减;(服装等的)式样;削球;切入 adj. 割下的;雕过的;缩减的 vt. [机] 切割;削减;缩短;刺痛 vi. [机] 切割;相交;切牌;停拍;不出席,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001562,candidate:cut#verb,cut,cut,切；割,切；割,[kʌt],[kʌt],consistent,consistent,8,7,n. 伤口;切口;削减;(服装等的)式样;削球;切入 adj. 割下的;雕过的;缩减的 vt. [机] 切割;削减;缩短;刺痛 vi. [机] 切割;相交;切牌;停拍;不出席,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001563,candidate:cycle,cycle,cycle,骑自行车,骑自行车,[ˈsaɪk(ə)l],[ˈsaɪkl],consistent,consistent,1,1,n. 循环;周期;自行车;整套;一段时间 vt. 使循环;使轮转 vi. 循环;骑自行车;轮转,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001564,candidate:cycle helmet,cycle helmet,cycle helmet,骑行头盔,骑行头盔,,,missing,missing,1,1,骑行头盔,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001565,candidate:cycling shoes,cycling shoes,cycling shoes,骑行鞋；自行车运动鞋,骑行鞋；自行车运动鞋,,,missing,missing,1,1,自行车运动鞋,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001566,candidate:cyclist,cyclist,cyclist,骑自行车的人,骑自行车的人,[ˈsaɪklɪst],[ˈsaɪklɪst],consistent,consistent,1,1,n. 骑自行车的人,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001567,candidate:daddy,daddy,daddy,爸爸,爸爸,[ˈdædi],[ˈdædi],consistent,consistent,1,1,n. 爸爸,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001568,candidate:daily,daily,daily,每日的；日常的,每日的；日常的,[ˈdeɪli],[ˈdeɪli],consistent,consistent,1,1,n. 日报;朝来夜去的女佣 adj. 日常的;每日的 adv. 日常地;每日;天天,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001569,candidate:dancer,dancer,dancer,舞者；舞蹈演员,舞者；舞蹈演员,[ˈdɑːnsə(r)],[ˈdænsər],consistent,consistent,6,6,n. 舞蹈家;舞蹈演员;舞女;跳舞者,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001570,candidate:danger,danger,danger,危险,危险,[ˈdeɪndʒə(r)],[ˈdeɪndʒər],consistent,consistent,3,3,"n. 危险;危险物,威胁",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001571,candidate:dare,dare,dare,敢；胆敢,敢；胆敢,[deə(r)],[der],consistent,consistent,1,1,n. 挑战;挑动 vt. 敢冒;不惧 vi. 敢;胆敢,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001572,candidate:dark,dark,dark,黑暗的；昏暗的,黑暗的；昏暗的,[dɑːk],[dɑːrk],consistent,consistent,7,6,"n. 黑暗;夜;黄昏;模糊 adj. 黑暗的,深色的;模糊的;无知的;忧郁的",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001573,candidate:darling,darling,darling,亲爱的；心爱的人,亲爱的；心爱的人,[ˈdɑːlɪŋ],[ˈdɑːrlɪŋ],consistent,consistent,1,1,n. 心爱的人;亲爱的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001574,candidate:date,date,date,日期；日子,日期；日子,[deɪt],[deɪt],consistent,consistent,8,8,n. 日期;约会;年代;枣椰子 vt. 确定...年代;和...约会 vi. 过时;注明日期;始于(某一历史时期),,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001575,candidate:daughter,daughter,daughter,女儿,女儿,[ˈdɔːtə(r)],[ˈdɔːtər],consistent,consistent,6,6,n. 女儿;[遗][农学] 子代 adj. 女儿的;子代的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001576,candidate:dead,dead,dead,死的；无生命的,死的；无生命的,[ded],[ded],consistent,consistent,3,3,n. 死者 adj. 无生命的;呆板的;废弃了的 adv. 完全地,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001577,candidate:decide,decide,decide,决定,决定,[dɪˈsaɪd],[dɪˈsaɪd],conflicting-evidence,conflicting-evidence,4,3,"vi. 决定,下决心 vt. 决定;解决;判决 | vt. 决定(decide的过去式) adj. 明确的;显然的;坚决的,果断的",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001578,candidate:decorate,decorate,decorate,装饰；布置,装饰；布置,[ˈdekəreɪt],[ˈdekəreɪt],consistent,consistent,2,2,vt. 装饰;布置;授勋给 vi. 装饰;布置,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001579,candidate:deep,deep,deep,深的；深处的,深的；深处的,[diːp],[diːp],consistent,consistent,5,5,n. 深处;深渊 adj. 深的;低沉的;深奥的 adv. 深入地;深深地;迟,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001580,candidate:deer,deer,deer,鹿,鹿,[dɪə(r)],[dɪr],consistent,consistent,7,7,n. 鹿,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001581,candidate:degree,degree,degree,度；度数,度；度数,[dɪˈɡriː],[dɪˈɡriː],consistent,consistent,3,3,"n. 程度,等级;度;学位;阶层",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001582,candidate:dentist,dentist,dentist,牙医；牙科医生,牙医；牙科医生,[ˈdentɪst],[ˈdentɪst],consistent,consistent,4,4,n. 牙科医生 牙医诊所,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001583,candidate:department store,department store,department store,百货商店；百货公司,百货商店；百货公司,,,missing,missing,3,3,n. 百货公司;大百货商店,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001584,candidate:departure,departure,departure,出发；离开,出发；离开,[dɪˈpɑːtʃə(r)],[dɪˈpɑːrtʃər],consistent,consistent,1,1,n. 离开;出发;违背,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001585,candidate:desert,desert,desert,沙漠,沙漠,[ˈdezət],[ˈdezərt; dɪˈzɜːrt],consistent,consistent,1,1,n. 沙漠;荒原;应得的赏罚 vt. 遗弃;放弃;逃跑 adj. 沙漠的;荒凉的;不毛的 vi. 遗弃;开小差;逃掉,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001586,candidate:design,design,design,设计；构思,设计；构思,[dɪˈzaɪn],[dɪˈzaɪn],consistent,consistent,2,1,n. 设计;图案 vt. 设计;计划;构思 vi. 设计,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001587,candidate:dessert,dessert,dessert,甜点；餐后甜点,甜点；餐后甜点,[dɪˈzɜːt],[dɪˈzɜːrt],consistent,consistent,2,2,n. 餐后甜点;甜点心,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001588,candidate:detective,detective,detective,侦探,侦探,[dɪˈtektɪv],[dɪˈtektɪv],consistent,consistent,1,1,n. 侦探 adj. 侦探的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001589,candidate:dialogue,dialogue,dialogue,对话,对话,[ˈdaɪəlɒɡ],[ˈdaɪəlɔːɡ],consistent,consistent,1,1,n. 对话;意见交换 vt. 用对话表达 vi. 对话,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001590,candidate:diamond,diamond,diamond,钻石；金刚石,钻石；金刚石,[ˈdaɪmənd],[ˈdaɪmənd],consistent,consistent,1,1,"n. 钻石,金刚石;菱形;方块牌 adj. 菱形的;金刚钻的",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001591,candidate:dice,dice,dice,骰子,骰子,[daɪs],[daɪs],consistent,consistent,1,1,vt. 切成方块 n. 骰子 vi. 掷骰子,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001592,candidate:dictionary,dictionary,dictionary,字典；词典,字典；词典,[ˈdɪkʃən(ə)ri],[ˈdɪkʃəneri],consistent,consistent,5,5,n. 字典;词典,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001593,candidate:die,die,die,死；死亡,死；死亡,[daɪ],[daɪ],consistent,consistent,5,5,"n. 冲模,钢模;骰子 vi. 死亡;凋零;熄灭 vt. 死,死于...",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001594,candidate:difficult,difficult,difficult,困难的；难的,困难的；难的,[ˈdɪfɪkəlt],[ˈdɪfɪkəlt],consistent,consistent,14,14,adj. 困难的;不随和的;执拗的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001595,candidate:dig,dig,dig,挖；掘,挖；掘,[dɪɡ],[dɪɡ],consistent,consistent,3,3,"n. 戳,刺;挖苦 vi. 挖掘 vt. 挖,掘;探究",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001596,candidate:digital,digital,digital,数字的,数字的,[ˈdɪdʒɪt(ə)l],[ˈdɪdʒɪtl],consistent,consistent,1,1,n. 数字;键 adj. 数字的;手指的,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001597,candidate:dimsum,dimsum,dimsum,中式点心；点心,中式点心；点心,[dɪmˈsʌm],[dim'sʌm],consistent,consistent,1,1,n. [复数][汉语]【烹饪】(中国)点心(如春卷、饺子、小笼包、锅贴、油煎馅饼等),,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001598,candidate:direction,direction,direction,方向,方向,[dəˈrekʃn; daɪˈrekʃn],[dəˈrekʃn; daɪˈrekʃn],consistent,consistent,2,2,n. 方向;指导;趋势;用法说明,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001599,candidate:disappear,disappear,disappear,消失,消失,[ˌdɪsəˈpɪə(r)],[ˌdɪsəˈpɪr],consistent,consistent,1,1,vi. 消失;失踪;不复存在 vt. 使...不存在;使...消失,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001600,candidate:display,display,display,展示；陈列,展示；陈列,[dɪˈspleɪ],[dɪˈspleɪ],consistent,consistent,1,1,n. 显示;炫耀 vt. 显示;表现;陈列 adj. 展览的;陈列用的 vi. [动] 作炫耀行为,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001601,candidate:dizzy,dizzy,dizzy,头晕的；眩晕的,头晕的；眩晕的,[ˈdɪzi],[ˈdɪzi],consistent,consistent,1,1,adj. 晕眩的;使人头晕的;昏乱的;心不在焉的;愚蠢的 vt. 使头晕眼花;使混乱;使茫然,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001602,candidate:do,do,do,做；干,做；干,[duː; də; du; dəʊ],[duː; də; du; doʊ],conflicting-evidence,conflicting-evidence,41,18,"v. 做(do的过去式) | v. 做;工作;有用(do的第三人称单数形式) | vi. 行,足够;生长 n. 要求;规定;C大调音阶中的第一音 v. 做;干;学习;研究;进行;完成;解答;整理;算出;引起;行过 aux. 助动词(构成疑问句和否定句);(代替动词);(用于加强语气) n. (口语)事件;(主英国口语)诈骗;(主英国、新西兰口语 | vi. 行,足够;生长 n. 要求;规定;C大调音阶中的第一音 v. 做;干;学习;研究;进行;完成;解答;整理;算出;引起;行过 aux. 助动词(构成疑问句和否定句);(代替动词);(用于加强语气) n. (口语)事件;(主英国口语)诈骗;(主英国、新西兰口语)宴会;(口语)必须做到的事情",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001603,candidate:do a survey,do a survey,do a survey,做调查；进行调查,做调查；进行调查,,,missing,missing,1,1,做调查;做一个调查;调查活动,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001604,candidate:do exercise,do exercise,do exercise,锻炼；做运动,锻炼；做运动,,,missing,missing,2,2,锻炼;做运动;做练习,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001605,candidate:do homework,do homework,do homework,做作业,做作业,,,missing,missing,3,3,做作业;做家庭作业;做功课,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001606,candidate:do jigsaw puzzles,do jigsaw puzzles,do jigsaw puzzles,拼拼图；做拼图,拼拼图；做拼图,,,missing,missing,1,1,无,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001607,candidate:do kung fu,do kung fu,do kung fu,练功夫；做中国功夫,练功夫；做中国功夫,,,missing,missing,1,1,无,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001608,candidate:dog food,dog food,dog food,狗粮,狗粮,,,missing,missing,1,1,狗粮;狗食;分文不值,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001609,candidate:dog sledding,dog sledding,dog sledding,狗拉雪橇活动,狗拉雪橇活动,,,missing,missing,1,1,狗拉雪橇;狗雪橇;狗拉雪橇活动,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001610,candidate:doggie,doggie,doggie,小狗；狗,小狗；狗,[ˈdɒɡi],['dɔɡi],consistent,consistent,1,1,"n. 小狗,狗",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001611,candidate:dollar,dollar,dollar,美元,美元,[ˈdɒlə(r)],[ˈdɑːlər],consistent,consistent,7,7,n. 美元,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001612,candidate:dolphin,dolphin,dolphin,海豚,海豚,[ˈdɒlfɪn],[ˈdɑːlfɪn],consistent,consistent,1,1,n. 海豚,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001613,candidate:donald duck,Donald Duck,donald duck,唐老鸭,唐老鸭,,,missing,missing,1,1,唐老鸭;唐老鸦;唐老鸭与黛丝姑娘,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001614,candidate:donkey,donkey,donkey,驴；驴子,驴；驴子,[ˈdɒŋki],[ˈdɑːŋki],consistent,consistent,1,1,n. 驴子;傻瓜;顽固的人,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001615,candidate:doorbell,doorbell,doorbell,门铃,门铃,[ˈdɔːbel],[ˈdɔːrbel],consistent,consistent,1,1,n. 门铃,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001616,candidate:dot,dot,dot,点；圆点,点；圆点,[dɒt],[dɑːt],consistent,consistent,1,1,"n. 点,圆点;嫁妆 vt. 加小点于 vi. 打上点",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001617,candidate:dotted line,dotted line,dotted line,虚线,虚线,,,missing,missing,1,1,n. 虚线;点线,,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001618,candidate:double ninth festival,Double Ninth Festival,double ninth festival,重阳节,重阳节,,,missing,missing,1,1,"重阳节(农历九月初九,二九相重,称为重九,九是阳数,固重九亦叫重阳。重阳这天所有亲人都要一起登高避灾,插茱萸、赏菊花)",,,third-party-content-pending,third-party-external-evidence-prep-v1
KV001619,candidate:double-decker,double-decker,double-decker,双层公共汽车；双层巴士,双层公共汽车；双层巴士,[ˌdʌb(ə)l ˈdekə(r)],[ˌdʌbl ˈdekər],consistent,consistent,1,1,n. 双层甲板船;双层公共汽车;双层床;双层夹心三明治,,,third-party-content-pending,third-party-external-evidence-prep-v1
