MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
have a picnic,have a picnic,举行野餐;去野餐;吃野餐,5年级下,1,5年级下@r41: [make a poster / celebrate / <have a picnic> / office / together],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
here,here,n. 这里 adv. 在这里;此时 int. 嘿!;喂!,2年级上,1,2年级上@r52: [merry / too / <here> / for / thank],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The list neighborhood is too weak to determine the exact deictic/interjection use of here.,no
hope,hope,n. 希望;期望;信心 vi. 希望;期待;信赖 vt. 希望;期望,4年级上,1,4年级上@r33: [house / poor / <hope> / so / Saturday],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun 'hope' versus verb 'hope'.,no
hot pot,hot pot,na. 〈英〉马铃薯炖牛[羊]肉,6年级下,1,6年级下@r42: [shopping mall / amazing / <hot pot>],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
ice lantern,ice lantern,无,6年级上,1,6年级上@r95: [dumpling / fan / <ice lantern> / bring / be afraid of],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
in one hour,in one hour,无,3年级下,1,3年级下@r69: [feeding the fish / play with / <in one hour> / everyone / children],missing-or-empty-gloss|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
in the future,in the future,adv. 今后,4年级上,1,4年级上@r103: [farmer / worker / <in the future> / great / job],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
information centre,Information Centre,信息中心;资讯中心;情报中心,4年级上,1,4年级上@r72: [please / find / <Information Centre> / Excuse me / phone],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
jumped rope,jumped rope,跳绳游戏;跨越横线,5年级下,1,5年级下@r60: [visited grandparents / danced / <jumped rope> / listened to music / rowed a boat],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
jumping rope,jumping rope,跳绳;正在跳绳;跳跳绳,4年级上,1,4年级上@r5: [basketball / roller skating / <jumping rope> / ping-pong / What about ...?],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
just,just,"adv. 只是,仅仅;刚才,刚刚;正好,恰好;实在;刚要 adj. 公正的,合理的;正直的,正义的;正确的;公平的;应得的",4年级上,1,4年级上@r109: [people / teach / <just> / myself / sound],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,"The source neighborhood is insufficient to choose among elementary adverb senses such as 'just/only', 'just now', or 'exactly'.",no
lake ontario,Lake Ontario,n. 安大略湖,6年级下,1,6年级下@r15: [public library / downtown / <Lake Ontario> / stadium / volunteer],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
listened to music,listened to music,无,5年级下,1,5年级下@r61: [danced / jumped rope / <listened to music> / rowed a boat / played computer games],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
listening to music,listening to music,无,3年级下,1,3年级下@r65: [watering the plants / cleaning the room / <listening to music> / watching TV / feeding the fish],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
living room,living room,n. 客厅;起居室,3年级下,1,3年级下@r75: [home / bedroom / <living room> / bathroom / dining room],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
look forward to,look forward to,na. 盼望,3年级上|6年级上,2,3年级上@r83: [week / soon / <look forward to> / T-shirt / shorts] || 6年级上@r103: [pity / prize / <look forward to>],multiple-occurrences|multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
mail a present,mail a present,无,5年级下,1,5年级下@r49: [make a phone call / send a short message / <mail a present> / make a video call / say],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make a card,make a card,na. (牌戏)打成一墩,5年级下,1,5年级下@r52: [make a video call / say / <make a card> / everywhere / flower show],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make a model plane,make a model plane,无,2年级下|3年级下,2,2年级下@r5: [fly a kite / ride a bike / <make a model plane> / swim / make a snowman] || 3年级下@r41: [ride a bike / swim / <make a model plane> / make a snowman / family],multiple-occurrences|missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make a phone call,make a phone call,打电话;打个电话;打电话号码,5年级下,1,5年级下@r47: [send an email / write a letter / <make a phone call> / send a short message / mail a present],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make a poster,make a poster,制作海报;做海报;作一个海报,5年级下,1,5年级下@r39: [25th / plant / <make a poster> / celebrate / have a picnic],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make a snowman,make a snowman,堆雪人;做雪人;堆一个雪人,2年级下|3年级下,2,2年级下@r7: [make a model plane / swim / <make a snowman> / can't / rainy] || 3年级下@r42: [swim / make a model plane / <make a snowman> / family / uncle],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make a video call,make a video call,无,5年级下,1,5年级下@r50: [send a short message / mail a present / <make a video call> / say / make a card],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
make the bed,make the bed,铺床;整理床铺;整理被物,5年级上,1,5年级上@r62: [chore / clean the room / <make the bed> / take out the rubbish / wash clothes],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
maple leaves,maple leaves,枫叶;枫树叶子;枫树留下,4年级下,1,4年级下@r82: [China / koala / <maple leaves> / Big Ben / Disneyland],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
meeting place,meeting place,n. 会场;聚集的地方,4年级上,1,4年级上@r51: [by train / garden / <meeting place> / gate / transportation],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
morning tea,morning tea,n. 早茶,6年级上,1,6年级上@r2: [<morning tea> / soup / garden],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
mother's day,Mother's Day,na. (美国和加拿大的)母亲节,5年级下,1,5年级下@r23: [New Year's Day / Tree Planting Day / <Mother's Day> / Children's Day / Father's Day],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
national day,National Day,na. 国庆日,5年级下,1,5年级下@r27: [Father's Day / Teachers' Day / <National Day> / Christmas Day / birthday],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
nature shows,nature shows,无,5年级上,1,5年级上@r59: [cartoons / news shows / <nature shows> / chore / clean the room],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
new year,New Year,n. 新年,2年级上,1,2年级上@r49: [card / present / <New Year> / merry / too],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
new year's day,New Year's Day,na. 元旦,5年级下,1,5年级下@r21: [advice / more / <New Year's Day> / Tree Planting Day / Mother's Day],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
news shows,news shows,新闻节目,5年级上,1,5年级上@r58: [fantastic / cartoons / <news shows> / nature shows / chore],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
next to,next to,prep. 紧邻;在...近旁;仅次于;紧接,4年级下,1,4年级下@r3: [across from / <next to> / between / restaurant],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
on foot,on foot,na. 步行;在进行中;徒步,4年级上,1,4年级上@r45: [by taxi / by bike / <on foot> / by school bus / by subway],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
on the weekend,on the weekend,在周末;在这个周末;美式英语,4年级上,1,4年级上@r23: [go fishing / go to the cinema / <on the weekend> / fun / always],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
once a week,once a week,一周一次;每周一次;一星期一次,4年级下,1,4年级下@r73: [free / never / <once a week> / twice a week / three times a week],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
out of,out of,prep. 来自;离开,5年级下,1,5年级下@r99: [started to use a computer / all over / <out of> / into / chopsticks],multiword-surface|function-or-construction-phrase,multiword-routing-review,vocabulary-vs-expression-review,pending-vocabulary-vs-expression-review,pending,,,multiword-object-type-review,Phrase can be lexical Vocabulary or a communicative/grammatical Expression; route by learning objective before identity minting.,no
pen pal,pen pal,abbr. (=pen-friend) n. 笔友,6年级上,1,6年级上@r99: [be afraid of / hear / <pen pal> / broken / pity],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
pencil box,pencil box,铅笔盒;文具盒;你的铅笔盒,5年级上,1,5年级上@r44: [pencil sharpener / a pair of scissors / <pencil box> / a box of crayons / please],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
pencil sharpener,pencil sharpener,n. 卷笔刀,5年级上,1,5年级上@r42: [butterfly / exercise book / <pencil sharpener> / a pair of scissors / pencil box],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
pick fruit,pick fruit,无,4年级上,1,4年级上@r19: [go to a drawing club / climb a hill / <pick fruit> / play computer games / go fishing],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play chess,play chess,na. 下象棋,3年级下,1,3年级下@r29: [play sports / draw pictures / <play chess> / dance / sing songs],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play computer games,play computer games,玩电脑游戏;打电脑游戏;玩电子游戏,4年级上,1,4年级上@r20: [climb a hill / pick fruit / <play computer games> / go fishing / go to the cinema],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play football,play football,na. 踢足球;对难办的事采取踢皮球的态度,2年级下|3年级下|4年级上,3,2年级下@r2: [<play football> / fly a kite / ride a bike] || 3年级下@r37: [wake up / be back / <play football> / fly a kite / ride a bike] || 4年级上@r94: [green / red / <play football> / nurse / cook],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play sports,play sports,做运动;进行体育运动;进行体育活动,3年级下,1,3年级下@r27: [blackboard / after school / <play sports> / draw pictures / play chess],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play the violin,play the violin,拉小提琴;弹小提琴;演奏小提琴,4年级下,1,4年级下@r67: [catch / go for a picnic / <play the violin> / go skating / go camping],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play with,play with,na. 玩弄(火等);以...自娱,3年级下,1,3年级下@r68: [watching TV / feeding the fish / <play with> / in one hour / everyone],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
play with fire,play with fire,na. 轻举妄动,4年级上,1,4年级上@r83: [climb on the window ledge / dangerous / <play with fire> / Be careful! / run down the stairs],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
police officer,police officer,n. 警官;警察;警务人员,4年级上,1,4年级上@r99: [doctor / bus driver / <police officer> / taxi driver / farmer],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
post office,post office,n. 邮局;邮政部门;邮政系统;邮差敲门游戏(儿童用假托的信件换取亲吻),4年级下,1,4年级下@r6: [between / restaurant / <post office> / bank / grocery],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
public library,public library,na. 公立[公共]图书馆,6年级下,1,6年级下@r13: [Queen's Park / art gallery / <public library> / downtown / Lake Ontario],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
queen's park,Queen's Park,皇后公园;女王公园;女王公园酒店,6年级下,1,6年级下@r11: [wardrobe / show ... around / <Queen's Park> / art gallery / public library],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
read books,read books,读书;看书;阅读,3年级下,1,3年级下@r32: [dance / sing songs / <read books> / really / tomorrow],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
ride a bike,ride a bike,骑自行车;骑车;骑单车,2年级下|3年级下,2,2年级下@r4: [play football / fly a kite / <ride a bike> / make a model plane / swim] || 3年级下@r39: [play football / fly a kite / <ride a bike> / swim / make a model plane],multiple-occurrences|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
roast turkey,roast turkey,n. 【食】烤火鸡,6年级下,1,6年级下@r33: [countryside / Thanksgiving / <roast turkey> / squirrel / swan],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
roller skating,roller skating,un. 滑旱冰,4年级上,1,4年级上@r4: [running / basketball / <roller skating> / jumping rope / ping-pong],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
row a boat,row a boat,划船;摇船;划船最好用,4年级下,1,4年级下@r50: [visit the Mogao Caves / West Lake / <row a boat> / the Great Wall / take photos],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
rowed a boat,rowed a boat,无,5年级下,1,5年级下@r62: [jumped rope / listened to music / <rowed a boat> / played computer games / stayed at home],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
run down the stairs,run down the stairs,无,4年级上,1,4年级上@r85: [play with fire / Be careful! / <run down the stairs> / sidewalk / wait for],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
safety rule,safety rule,安全规程,4年级上,1,4年级上@r91: [stop / street / <safety rule> / green / red],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
saw flowers,saw flowers,无,5年级下,1,5年级下@r78: [bought some gifts / took photos / <saw flowers> / slept / delicious],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
see a film,see a film,看电影;去看电影;去电影院看电影,4年级下,1,4年级下@r32: [square / buy toys / <see a film> / go boating / busy],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
send,send,"n. 上升运动 vi. 派人;寄信 vt. 发送,寄;派遣;使进入;发射",4年级下,1,4年级下@r14: [crossroads / neighbourhood / <send> / get / money],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,"The neighborhood lacks an object or sentence, so the intended communication/transfer construction cannot be source-confirmed.",no
send a short message,send a short message,无,5年级下,1,5年级下@r48: [write a letter / make a phone call / <send a short message> / mail a present / make a video call],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
send an email,send an email,无,5年级下,1,5年级下@r45: [together / special / <send an email> / write a letter / make a phone call],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
shopping centre,shopping centre,"n. 购物中心(集中一批商店,有时在同一建筑物内)",6年级下,1,6年级下@r39: [frog / English-Chinese dictionary / <shopping centre> / shopping mall / amazing],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
shopping list,shopping list,n. 购物单;采购单,3年级上,1,3年级上@r44: [meat / for / <shopping list> / cola / buy],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
shopping mall,shopping mall,un. 商业区林荫路,6年级下,1,6年级下@r40: [English-Chinese dictionary / shopping centre / <shopping mall> / amazing / hot pot],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
show ... around,show ... around,v. 带...参观,6年级下,1,6年级下@r10: [meet / wardrobe / <show ... around> / Queen's Park / art gallery],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
sing songs,sing songs,n. 歌咏,3年级下,1,3年级下@r31: [play chess / dance / <sing songs> / read books / really],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
so,so,"conj. 所以;因此 adv. 如此,这么;确是如此 pron. 这样",4年级上,1,4年级上@r34: [poor / hope / <so> / Saturday / near],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not distinguish conjunction 'so=所以' from adverbial 'so=如此/这么'.,no
sports centre,sports centre,"体育运动中心, 运动场",4年级下,1,4年级下@r28: [city / street / <sports centre> / hotel / square],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
