MatchKey,DisplayForms,Definitions,SourceIDs,SourceBooks,OccurrenceCount,SurfaceState,IdentityResolutionStatus,MergeAuthorized
flower,flower,"n. 花;精华;开花植物 vt. 使开花;用花装饰 vi. 成熟,发育;开花;繁荣;旺盛",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
foot,foot,n. 脚;英尺;步调;末尾 vt. 支付;给......换底 vi. 步行;跳舞;总计,beijing_start1|renjiao_start1,beijing_start1:1年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
for,for,"prep. 为,为了;因为;给;对于;至于;适合于 conj. 因为",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
forest,forest,"n. 森林 vt. 植树于,使成为森林",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
forget,forget,vi. 忘记 vt. 忘记;忽略,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
forty,forty,n. 四十 adj. 四十的;四十个的,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
four,four,num. 四;四个 adj. 四的;四个的,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
friday,Friday,n. 星期五,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:2年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
friend,friend,n. 朋友;助手;赞助者,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:2年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
friendly,friendly,"adj. 友好的;亲切的;支持的;融洽的,和睦的 adv. 友善地;温和地",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
fruit,fruit,n. 水果;产物 vt. 使......结果实 vi. 结果实,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
fun,fun,n. 乐趣;玩笑;有趣的人或事 adj. 供娱乐用的 vi. 开玩笑,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
garden,garden,n. 花园;菜园 vt. 栽培花木 vi. 从事园艺;在园中种植,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:4年级上|renjiao_start1:6年级上,3,cross-source-exact-overlap,pending,no
gate,gate,n. 大门;出入口;门道 vt. 给...装大门,beijing_start1|renjiao_start1,beijing_start1:1年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
get,get,n. 生殖;幼兽 vi. 成为;变得;到达 vt. 使得|n. 生殖;幼兽 vi. 成为;变得;到达 vt. 使得;获得;受到;变成,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
girl,girl,"n. 女孩;姑娘,未婚女子;女职员,女演员;(男人的)女朋友 n. (捷)吉尔",beijing_start1|renjiao_start1,beijing_start1:1年级上|beijing_start1:3年级上|renjiao_start1:2年级上,3,cross-source-exact-overlap,pending,no
go,go,n. 去;进行;尝试 vi. 走;达到;运转;趋于 vt. 忍受;出产;以...打赌 [复数 goes 第三人称单数 goes 过去式 went 过去分词 gone 现在分词 going],beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
grandfather,grandfather,n. 祖父;始祖 vt. 不受新规定限制,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上|renjiao_start1:3年级下,3,cross-source-exact-overlap,pending,no
grandmother,grandmother,n. 祖母;女祖先 vt. 当...的祖母 vi. 当祖母,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上|renjiao_start1:3年级下,3,cross-source-exact-overlap,pending,no
grass,grass,"n. 草;草地,草坪 vt. 放牧;使......长满草;使......吃草 vi. 长草",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
great,great,"n. 大师;大人物;伟人们 adj. 伟大的,重大的;极好的,好的;主要的",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:4年级上|renjiao_start1:5年级上,3,cross-source-exact-overlap,pending,no
green,green,n. 绿色;青春 adj. 绿色的;青春的 vt. 使...变绿色 vi. 变绿色,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
hair,hair,n. 头发;毛发;些微 adj. 毛发的;护理毛发的;用毛发制成的 vt. 除去...的毛发 vi. 生长毛发;形成毛状纤维,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:2年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
hamburger,hamburger,"n. 汉堡包,火腿汉堡;牛肉饼,肉饼;碎牛肉",beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
hand,hand,"n. 手,手艺;帮助;指针;插手 vt. 传递,交给;支持;搀扶",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
has,has,"v. 有,吃,得到,从事,允许,雇用,享有(have的第三人称单数);(亲属关系中)接受;拿;买到",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
have,have,aux. 已经 vt. 有;让;拿;从事;允许,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
he,he,"n. 男孩,男人;它(雄性动物) pron. 他",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
head,head,n. 头;头痛;上端;最前的部分;理解力 adj. 头的;主要的;在顶端的 vt. 前进;用头顶;作为...的首领;站在...的前头;给...加标题 vi. 出发;成头状物;船驶往,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:6年级下|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
headache,headache,n. 头痛;麻烦;令人头痛之事,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
hear,hear,"vi. 听;听见 vt. 听到,听;听说;审理",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
her,her,pron. 她(she的宾格);她的(she的所有格);她(指某个国家;一艘船),beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
hill,hill,n. 小山;丘陵;斜坡;山冈,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
his,his,pron. 他的,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
hobby,hobby,n. 嗜好;业余爱好,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
home,home,"n. 家,住宅;产地;家乡;避难所 adj. 国内的,家庭的;有效的 vt. 归巢,回家 adv. 在家,回家;深入地",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
horse,horse,n. 马;骑兵;脚架;海洛因 vt. 使骑马;系马于;捉弄 vi. 骑马;作弄人,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
hospital,hospital,n. 医院,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:2年级上|renjiao_start1:4年级下,3,cross-source-exact-overlap,pending,no
hot,hot,adj. 热的;辣的;热情的;激动的;紧迫的 vt. 增加;给...加温 adv. 热;紧迫地 vi. 变热,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级下,2,cross-source-exact-overlap,pending,no
hotel,hotel,"n. 旅馆,饭店;客栈 vt. 使...在饭店下榻 vi. 进行旅馆式办公",beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
house,house,n. 住宅;家庭;机构;议会;某种用途的建筑物 vt. 覆盖;给...房子住;把...储藏在房内 vi. 住,beijing_start1|renjiao_start1,beijing_start1:1年级上|beijing_start1:3年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
how,how,adv. 如何;多少;多么 n. 方法;方式 conj. 如何,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
how much,how much,conj. 多少,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
hungry,hungry,adj. 饥饿的;渴望的;荒年的;不毛的,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
hurt,hurt,n. 痛苦;危害;痛苦的原因 vt. 使受伤;损害;使疼痛;使痛心 adj. 受伤的;痛苦的;受损的 vi. 感到疼痛;有坏处;带来痛苦,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:3年级上|renjiao_start1:6年级上,3,cross-source-exact-overlap,pending,no
i,I,n. 碘元素;英语字母I pron. 我,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
idea,idea,n. 想法;主意;概念,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:6年级下,2,cross-source-exact-overlap,pending,no
ill,ill,n. 疾病;不幸 adj. 生病的;坏的;邪恶的;不吉利的 adv. 不利地;恶劣地;几乎不,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:6年级上,2,cross-source-exact-overlap,pending,no
in,in,prep. 按照(表示方式);从事于;在...之内 n. 执政者;门路;知情者 adj. 在里面的;时髦的 adv. 进入;当选;(服装等)时髦;在屋里,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
interesting,interesting,"adj. 有趣的;引起兴趣的,令人关注的",beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
is,is,v. 是(be的三单形式) n. 存在,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
it,it,abbr. 信息技术information technology abbr. 意大利Italy;意大利的Italian,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
jacket,jacket,"n. 羽绒滑雪衫;西装短外套;短上衣,夹克;土豆皮;书籍的护封;文件套,公文夹 vt. 给...穿夹克;给...装护套;给...包上护封;〈口〉打",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
january,January,n. 一月,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
job,job,n. 工作;职业 vt. 承包;代客买卖 vi. 做零工,beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
juice,juice,"n. (水果)汁,液;果汁",beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:5年级上|renjiao_start1:1年级下,3,cross-source-exact-overlap,pending,no
july,July,n. 七月,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
june,June,"n. 六月;琼(人名,来源于拉丁语,含义是“年轻气盛的六月”)",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
kind,kind,n. 种类;性质 adj. 和蔼的;宽容的;令人感激的,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:6年级上,3,cross-source-exact-overlap,pending,no
king,king,"n. 国王;最有势力者;王棋 vi. 统治;做国王 vt. 立...为王 adj. 主要的,最重要的,最大的",beijing_start1|renjiao_start1,beijing_start1:1年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
kitchen,kitchen,n. 厨房;炊具;炊事人员,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
know,know,vt. 知道;认识;懂得 vi. 了解;熟悉;确信,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
lake,lake,n. 湖;深红色颜料;胭脂红 vt. (使)血球溶解 vi. (使)血球溶解,beijing_start1|renjiao_start1,beijing_start1:1年级上|beijing_start1:4年级上|renjiao_start1:2年级上,3,cross-source-exact-overlap,pending,no
late,late,adj. 晚的;迟的;已故的;最近的 adv. 晚;迟;最近;在晚期,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
left,left,adj. 左边的;左派的;剩下的 adv. 在左面 n. 左边;左派;激进分子 v. 离开(leave的过去式),beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:5年级下,2,cross-source-exact-overlap,pending,no
leg,leg,n. 腿;支柱,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
library,library,"n. 图书馆,藏书室;文库",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
light,light,n. 光;光线;灯;打火机;领悟;浅色;天窗 adj. 轻的;浅色的;明亮的;轻松的;容易的;清淡的 vi. 点着;变亮;着火 vt. 照亮;点燃;着火 adv. 轻地;清楚地;轻便地,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:1年级下|renjiao_start1:3年级下,3,cross-source-exact-overlap,pending,no
like,like,vt. 喜欢;想;愿意 vi. 喜欢;希望 prep. 像;如同 adj. 同样的;相似的 n. 爱好;同样的人或物 adv. 可能 conj. 好像,beijing_start1|renjiao_start1,beijing_start1:3年级上|beijing_start1:6年级上|renjiao_start1:1年级上,3,cross-source-exact-overlap,pending,no
live,live,adj. 活的;生动的;实况转播的;精力充沛的 vt. 经历;度过 vi. 活;居住;生存,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:6年级下,2,cross-source-exact-overlap,pending,no
long,long,"n. 长时间;[语] 长音节;(服装的)长尺寸;长裤 adj. 长的;过长的;做多头的;长时间的;冗长的,长音 vi. 渴望;热望 adv. 长期地;始终",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
look,look,vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,beijing_start1|renjiao_start1,beijing_start1:2年级上|beijing_start1:3年级下|renjiao_start1:2年级上,3,cross-source-exact-overlap,pending,no
look for,look for,v. 寻找;探索;渴望;盼望,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
lost,lost,adj. 失去的;丧失的;迷惑的 v. 遗失(lose的过去分词);失败,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
love,love,"n. 恋爱;亲爱的;酷爱;喜爱的事物;爱情,爱意;疼爱;热爱;爱人,所爱之物 v. 爱,热爱;爱戴;赞美,称赞;喜爱;喜好;喜欢;爱慕",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
lovely,lovely,"adj. 可爱的;令人愉快的;爱恋的;秀丽的,优美的 n. 美女;可爱的东西",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
man,man,n. 人;男人;人类;丈夫;雇工 vt. 操纵;给...配置人员;使增强勇气;在...就位,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
many,many,pron. 许多;许多人 adj. 许多的,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
map,map,vt. 映射;计划;绘制地图;确定基因在染色体中的位置 n. 地图;示意图;染色体图 vi. 基因被安置,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:5年级上|renjiao_start1:6年级上,3,cross-source-exact-overlap,pending,no
march,March,n. 三月,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
maths,maths,n. 数学(等于mathematics),beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
may,May|may,"aux. 可以,能够;可能,也许;祝,愿;会,能",beijing_start1|renjiao_start1,beijing_start1:3年级上|beijing_start1:3年级下|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
meat,meat,"n. 肉,肉类(食用)",beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
meet,meet,vt. 满足;遇见;对付 vi. 相遇;接触 n. 集会 adj. 合适的;适宜的,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:6年级下,2,cross-source-exact-overlap,pending,no
milk,milk,n. 牛奶;乳状物 vt. 榨取;挤...的奶 vi. 挤奶,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
monday,Monday,n. 星期一,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:2年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
money,money,n. 钱;货币;财富,beijing_start1|renjiao_start1,beijing_start1:4年级上|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
monkey,monkey,n. 猴子;顽童 vi. 胡闹;捣蛋 vt. 嘲弄,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:2年级上|renjiao_start1:1年级上|renjiao_start1:3年级上,4,cross-source-exact-overlap,pending,no
morning,morning,n. 早晨;黎明;初期,beijing_start1|renjiao_start1,beijing_start1:5年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
mother,mother,n. 母亲;大娘;女修道院院长 vt. 生下;养育;像母亲般关怀或照管 adj. 母亲的;出生地的,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:2年级上|renjiao_start1:3年级下,3,cross-source-exact-overlap,pending,no
mouth,mouth,"n. 口,嘴;河口 vt. 做作地说,装腔作势地说;喃喃地说出 vi. 装腔作势说话",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:1年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
much,much,"adv. 非常,很 adj. 大量的 n. 许多,大量 pron. 许多,大量",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
museum,museum,n. 博物馆,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
music,music,"n. 音乐,乐曲",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
my,my,pron. 我的 int. 哎呀(表示惊奇等);喔唷,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
myself,myself,pron. 我自己;我亲自;我的正常的健康状况和正常情绪,beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
name,name,"n. 名称,名字;姓名;名誉 vt. 命名,任命;指定;称呼;提名;叫出 adj. 姓名的;据以取名的",beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:2年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
near,near,adj. 近的;亲近的;近似的 adv. 近;接近 prep. 靠近;近似于,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:1年级下|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
never,never,adv. 从未;决不,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:4年级下,2,cross-source-exact-overlap,pending,no
new,new,"adj. 新的,新鲜的;更新的;初见的 adv. 新近",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
nice,nice,adj. 精密的;美好的;细微的;和蔼的,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
nine,nine,"n. 九,九个 num. 九;九个 adj. 九的,九个的",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
no,no,adv. 不 adj. 没有;不是 n. 不;否决票 abbr. 数字(number);元素锘(nobelium)的符号,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
nose,nose,n. 鼻子;嗅觉;突出的部分;探问 vt. 嗅;用鼻子触 vi. 小心探索着前进;探问,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:6年级下|renjiao_start1:1年级上|renjiao_start1:3年级上,4,cross-source-exact-overlap,pending,no
november,November,n. 十一月,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
nurse,nurse,"vt. 看护,护理;照顾;培养;给...喂奶 vi. 照料,护理;喂奶;当保姆 n. 护士;奶妈,保姆",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
october,October,n. [天] 十月,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
often,often,"adv. 常常,时常",beijing_start1|renjiao_start1,beijing_start1:5年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
ok,OK|ok,adj. 好的;不错的 adv. 行;很好 int. 好;可以 vt. 对...表示同意 n. 同意,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
old,old,"adj. 陈旧的,古老的;年老的 n. 古时",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
on,on,"adv. 向前地;作用中,行动中;继续着 prep. 向,朝......;关于;在......之上;在......时候 adj. 开着的;发生着的,正在进行中",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
one,one,pron. 一个人;任何人 adj. 一的;唯一的 n. 一 num. 一;一个,beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:1年级上,2,cross-source-exact-overlap,pending,no
only,only,"adv. 只,仅仅;不料 adj. 唯一的,仅有的;最合适的 conj. 但是;不过;可是",beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
or,or,"conj. 或,或者;还是",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:2年级上,2,cross-source-exact-overlap,pending,no
orange,orange,adj. 橙色的;橘色的 n. 橙;橙色;桔子,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:2年级下|renjiao_start1:1年级上,3,cross-source-exact-overlap,pending,no
our,our,pron. 我们的,beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
panda,panda,n. 熊猫;猫熊,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:5年级上|renjiao_start1:5年级上,3,cross-source-exact-overlap,pending,no
paper,paper,n. 纸;论文;文件;报纸 adj. 纸做的 vt. 用纸糊;用纸包装 vi. 贴糊墙纸;发交通违章传票,beijing_start1|renjiao_start1,beijing_start1:6年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
park,park,n. 公园;[交] 停车场 vt. 停放;放置;寄存 vi. 停放车辆,beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:2年级上|renjiao_start1:2年级上|renjiao_start1:4年级上,4,cross-source-exact-overlap,pending,no
pe,PE,"abbr. 体育课,体能训练(physical education)",beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
pen,pen,n. 钢笔;作家;围栏 vt. 写;关入栏中,beijing_start1|renjiao_start1,beijing_start1:1年级上|beijing_start1:4年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
pencil,pencil,n. 铅笔;笔状物 vt. 用铅笔写;用眉笔涂 vi. 成铅笔状,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:1年级上|renjiao_start1:4年级上,3,cross-source-exact-overlap,pending,no
people,people,n. 人;人类;民族;公民 vt. 居住于;使住满人,beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
phone,phone,"n. 电话;耳机,听筒 vt. 打电话 vi. 打电话",beijing_start1|renjiao_start1,beijing_start1:2年级下|renjiao_start1:4年级上,2,cross-source-exact-overlap,pending,no
pig,pig,"n. 猪;猪肉 vi. 生小猪;像猪一样过活 n. 警察(俚语,带有攻击性)",beijing_start1|renjiao_start1,beijing_start1:2年级上|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
plane,plane,"n. 飞机;平面;程度,水平 adj. 平的;平面的 vt. 刨平;用刨子刨;掠过水面 vi. 刨;乘飞机旅行;翱翔",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:1年级下,2,cross-source-exact-overlap,pending,no
plant,plant,"n. 工厂,车间;植物;设备;庄稼 vt. 种植;培养;栽培;安置 vi. 种植",beijing_start1|renjiao_start1,beijing_start1:3年级下|beijing_start1:5年级下|renjiao_start1:5年级下,3,cross-source-exact-overlap,pending,no
playground,playground,"n. 运动场,操场;游乐场",beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:3年级下,2,cross-source-exact-overlap,pending,no
please,please,"int. 请(礼貌用语) vt. 使喜欢;使高兴,使满意 vi. 讨人喜欢;令人高兴",beijing_start1|renjiao_start1,beijing_start1:6年级上|renjiao_start1:4年级上|renjiao_start1:5年级上,3,cross-source-exact-overlap,pending,no
potato,potato,"n. [作物] 土豆,[作物] 马铃薯",beijing_start1|renjiao_start1,beijing_start1:3年级下|renjiao_start1:3年级上,2,cross-source-exact-overlap,pending,no
pupil,pupil,n. 学生;[解剖] 瞳孔;未成年人,beijing_start1|renjiao_start1,beijing_start1:3年级上|renjiao_start1:6年级下,2,cross-source-exact-overlap,pending,no
quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,beijing_start1|renjiao_start1,beijing_start1:4年级下|renjiao_start1:5年级上,2,cross-source-exact-overlap,pending,no
rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",beijing_start1|renjiao_start1,beijing_start1:1年级下|beijing_start1:6年级上|renjiao_start1:3年级上,3,cross-source-exact-overlap,pending,no
