NoteID,Word,UnassessedVocabulary,SupportStatus,AdmissionIsMastery
KV000785,at least,minutes read twenty,unassessed,false
KV000786,talk about,habits healthy,unassessed,false
KV000787,hockey,canada popular,unassessed,false
KV000788,beaver,lives water,unassessed,false
KV000789,raccoon,black mask,unassessed,false
KV000790,moose,animal large,unassessed,false
KV000791,countryside,grandparents live,unassessed,false
KV000792,Thanksgiving,eat families together,unassessed,false
KV000793,roast turkey,dinner,unassessed,false
KV000794,squirrel,climb trees,unassessed,false
KV000795,swan,lake swimming,unassessed,false
KV000796,wild goose,autumn fly geese south,unassessed,false
KV000797,frog,jump swim,unassessed,false
KV000798,English-Chinese dictionary,use,unassessed,false
KV000800,shopping mall,went,unassessed,false
KV000801,amazing,cn tower,unassessed,false
KV000802,hot pot,ate together,unassessed,false
KV000803,office worker,mum,unassessed,false
KV000804,factory worker,dad,unassessed,false
KV000805,cook,dinner family,unassessed,false
KV000806,clean,room week,unassessed,false
KV000807,look after,brother little,unassessed,false
KV000808,sweep,dinner floor,unassessed,false
KV000809,strong,brother,unassessed,false
KV000810,kind,new teacher,unassessed,false
KV000811,best,friend,unassessed,false
KV000812,read,books school,unassessed,false
KV000813,play,children park,unassessed,false
KV000814,game,fun,unassessed,false
KV000815,football,play school,unassessed,false
KV000816,over,park,unassessed,false
KV000817,bus stop,school,unassessed,false
KV000818,sport,favourite football,unassessed,false
KV000819,walk,day school,unassessed,false
KV000820,community,park,unassessed,false
KV000821,photo,family,unassessed,false
KV000822,firefighter,helps people,unassessed,false
KV000823,driver,uncle,unassessed,false
KV000824,cleaner,school,unassessed,false
KV000825,delivery worker,door,unassessed,false
KV000826,now,doing homework,unassessed,false
KV000827,tell,name please,unassessed,false
KV000828,Ms,li teacher,unassessed,false
KV000829,rain,lot today,unassessed,false
KV000830,closed,shop today,unassessed,false
KV000831,fly,kite,unassessed,false
KV000832,kite,red,unassessed,false
KV000833,snowman,make winter,unassessed,false
KV000834,whose,book,unassessed,false
KV000835,mine,book,unassessed,false
KV000836,which,book like,unassessed,false
KV000837,get together,family sunday,unassessed,false
KV000838,leaf,red,unassessed,false
KV000839,then,homework play,unassessed,false
KV000840,hurry up,late,unassessed,false
KV000841,ready,school,unassessed,false
KV000842,rule,school,unassessed,false
KV000843,turn off,light please,unassessed,false
KV000844,tidy,desk,unassessed,false
KV000845,window,open please,unassessed,false
KV000846,understand,word,unassessed,false
KV000847,wall,picture,unassessed,false
KV000848,newspaper,grandpa reads,unassessed,false
KV000849,hand out,books please,unassessed,false
KV000850,workbook,open please,unassessed,false
KV000851,watch,school tv,unassessed,false
KV000852,TV,living room watch,unassessed,false
KV000853,homework,school,unassessed,false
KV000854,word,know,unassessed,false
KV000855,wash,dinner hands,unassessed,false
KV000856,loud,music,unassessed,false
KV000857,sleep,bedroom,unassessed,false
KV000858,think,book good,unassessed,false
KV000859,work,hard parents,unassessed,false
KV000860,hard,day works,unassessed,false
KV000861,follow,please rule,unassessed,false
KV000862,feel,tired today,unassessed,false
KV000863,over,class,unassessed,false
KV000864,kid,friend,unassessed,false
KV000865,dinner,six,unassessed,false
KV000866,lunch,school,unassessed,false
KV000867,minute,please wait,unassessed,false
KV000868,pair,new trousers,unassessed,false
KV000869,clothes,mine,unassessed,false
KV000870,those,shoes,unassessed,false
KV000871,expensive,jacket,unassessed,false
KV000872,take,jacket,unassessed,false
KV000873,cheap,shoes,unassessed,false
KV000874,hat,big,unassessed,false
KV000875,sunglasses,summer wear,unassessed,false
KV000876,free,water,unassessed,false
KV000877,large,shirt t,unassessed,false
KV000878,size,wear,unassessed,false
KV000879,list,shopping,unassessed,false
KV000880,try on,coat,unassessed,false
KV000881,any,colour ok,unassessed,false
KV000882,mouse,kitchen,unassessed,false
KV000883,carrot,rabbit,unassessed,false
KV000884,green bean,like,unassessed,false
KV000885,can,table,unassessed,false
KV000886,a box of,crayons,unassessed,false
KV000887,feed,day sheep,unassessed,false
KV000888,pass,bowl please,unassessed,false
KV000889,pick,apples tree,unassessed,false
KV000890,milk,cow morning,unassessed,false
KV000891,fork,eat,unassessed,false
KV000892,waste,food,unassessed,false
KV000893,food,like,unassessed,false
KV000894,clear the table,dinner,unassessed,false
KV000895,set the table,dinner,unassessed,false
KV000896,bowl,rice,unassessed,false
KV000897,spoon,table,unassessed,false
KV000899,salad,like vegetable,unassessed,false
KV000900,fan,please turn,unassessed,false
KV000901,speak,class want,unassessed,false
KV000903,player,good,unassessed,false
KV000904,him,see,unassessed,false
KV000907,jump,high,unassessed,false
KV000908,rope,long,unassessed,false
KV000909,piano,play,unassessed,false
KV000910,chess,play school,unassessed,false
KV000911,front,bus red,unassessed,false
KV000912,easy,game,unassessed,false
KV000913,star,tv,unassessed,false
KV000915,project,school,unassessed,false
KV000916,centre,ball,unassessed,false
KV000918,finish,work,unassessed,false
KV000919,both,good,unassessed,false
KV000921,afraid,dogs,unassessed,false
KV000922,parent,school,unassessed,false
KV000923,ask,please teacher,unassessed,false
KV000925,move,chair please,unassessed,false
KV000926,start,class eight,unassessed,false
KV000927,weekend,football play,unassessed,false
KV000928,lesson,eight,unassessed,false
KV000930,night,sleep,unassessed,false
KV000931,visit,grandma sunday,unassessed,false
KV000932,grandparent,live,unassessed,false
KV000934,else,want,unassessed,false
KV000935,enough,food,unassessed,false
KV000936,if,home rains stay,unassessed,false
KV000937,show,funny tv,unassessed,false
KV000938,then,home rains stay,unassessed,false
KV000939,rest,now,unassessed,false
KV000940,take care of,dog,unassessed,false
KV000941,check,please work,unassessed,false
KV000942,brush,teeth,unassessed,false
KV000943,tooth,bad,unassessed,false
KV000944,twice,brush day teeth,unassessed,false
KV000945,hour,one walk,unassessed,false
KV000946,beef,like,unassessed,false
KV000947,little,water,unassessed,false
KV000948,Mrs,li teacher,unassessed,false
KV000949,coconut,big,unassessed,false
KV000950,seed,small,unassessed,false
KV000951,pull,carrot,unassessed,false
KV000952,stem,flower long,unassessed,false
KV000953,root,ground,unassessed,false
KV000954,lotus,pink,unassessed,false
KV000955,world,big,unassessed,false
KV000956,round,ball,unassessed,false
KV000957,way,good,unassessed,false
KV000958,river,long,unassessed,false
KV000960,waterfall,beautiful,unassessed,false
KV000961,mountain,high,unassessed,false
KV000962,wind,strong,unassessed,false
KV000963,trip,good,unassessed,false
KV000964,heavy,rain,unassessed,false
KV000965,close,door please,unassessed,false
KV000966,raincoat,wear,unassessed,false
KV000968,fine,today,unassessed,false
KV000969,fog,morning,unassessed,false
KV000970,flood,town,unassessed,false
KV000971,fire,big,unassessed,false
KV000972,go hiking,sunday,unassessed,false
KV000973,do morning exercises,day,unassessed,false
KV000975,go for a walk,dinner,unassessed,false
KV000976,go shopping,mum,unassessed,false
KV000977,take,class english monday,unassessed,false
KV000978,take a dancing class,sunday,unassessed,false
KV000979,after,play school,unassessed,false
KV000980,Spain,friend,unassessed,false
KV000982,p.m.,go home,unassessed,false
KV000983,last,saw week,unassessed,false
KV000984,need,water,unassessed,false
KV000985,play,read short,unassessed,false
KV000987,island,live small,unassessed,false
KV000988,cave,bear,unassessed,false
KV000989,go swimming,summer,unassessed,false
KV000990,picnic,sunday,unassessed,false
KV000991,go on a picnic,spring,unassessed,false
KV000992,pick apples,autumn,unassessed,false
KV000993,best,like spring,unassessed,false
KV000994,pink,bag,unassessed,false
KV000995,paint,tree,unassessed,false
KV000996,few,birds,unassessed,false
KV000997,a few,books,unassessed,false
KV000998,sports meet,friday,unassessed,false
KV000999,contest,singing,unassessed,false
KV001000,labour,important,unassessed,false
KV001002,national,flag,unassessed,false
KV001003,riddle,answer,unassessed,false
KV001004,act,doctor,unassessed,false
KV001006,RSVP,friday please,unassessed,false
KV001007,by,finish five,unassessed,false
KV001008,fourth (4th),day today,unassessed,false
KV001009,twentieth (20th),day today,unassessed,false
KV001010,twenty-first (21st),day today,unassessed,false
KV001011,twenty-third (23rd),day today,unassessed,false
KV001012,thirtieth (30th),day today,unassessed,false
KV001013,other,shoe,unassessed,false
KV001014,show,art school,unassessed,false
KV001015,festival,fun,unassessed,false
KV001016,kitten,small,unassessed,false
KV001018,still,school,unassessed,false
KV001020,fur,cat soft,unassessed,false
KV001021,open,door,unassessed,false
KV001022,yours,book,unassessed,false
KV001023,hers,bag red,unassessed,false
KV001024,theirs,bikes,unassessed,false
KV001025,ours,classroom,unassessed,false
KV001026,each,book child,unassessed,false
KV001027,each other,help,unassessed,false
KV001028,like,cat looks,unassessed,false
KV001031,keep,door open,unassessed,false
KV001032,keep to the right,please,unassessed,false
KV001033,keep your desk clean,please,unassessed,false
KV001034,talk quietly,please,unassessed,false
KV001036,take turns,read,unassessed,false
KV001038,its,dog moves tail,unassessed,false
KV001039,show,picture,unassessed,false
KV001040,anything,need,unassessed,false
KV001041,exhibition,art school,unassessed,false
KV001042,have a look,let,unassessed,false
KV001043,sushi,like,unassessed,false
KV001044,Canadian,student,unassessed,false
KV001045,Spanish,song,unassessed,false
KV001046,climb,hill,unassessed,false
KV001047,kilometre,away one school,unassessed,false
KV001048,gingerbread house,small,unassessed,false
KV001049,thousand,big number one,unassessed,false
KV001050,clay,cup make,unassessed,false
KV001051,see,bird,unassessed,false
KV001052,village,grandpa lives,unassessed,false
KV001053,eat,lunch school,unassessed,false
KV001054,dry,now,unassessed,false
KV001055,take,dinner walk,unassessed,false
KV001056,view,beautiful,unassessed,false
KV001058,pumpkin,orange,unassessed,false
KV001059,New Zealand,friend,unassessed,false
KV001060,Hong Kong-Zhuhai-Macao Bridge,visited,unassessed,false
KV001061,Paris,beautiful city,unassessed,false
KV001062,Eiffel Tower,paris,unassessed,false
KV001063,Terracotta Warriors,saw,unassessed,false
KV001064,Jinggangshan Revolution Museum,visited,unassessed,false
KV001066,paste,picture,unassessed,false
KV001067,dress,myself,unassessed,false
KV001068,gala,school watched,unassessed,false
KV001069,count down,ten,unassessed,false
KV001070,marathon,ran,unassessed,false
KV001071,as,teacher works,unassessed,false
KV001072,cheer,team,unassessed,false
KV001073,book fair,buy,unassessed,false
KV001074,make,kite,unassessed,false
KV001075,sing,song,unassessed,false
KV001076,yesterday,home,unassessed,false
KV001077,notice,read wall,unassessed,false
KV001078,wake,seven,unassessed,false
KV001080,judge,game watches,unassessed,false
KV001081,begin,class eight,unassessed,false
KV001083,ever,best day,unassessed,false
KV001084,exciting,game,unassessed,false
KV001090,diet,good grow helps,unassessed,false
KV001091,stay up,late,unassessed,false
KV001092,another,one,unassessed,false
KV001093,email,dad,unassessed,false
KV001094,unhappy,looks,unassessed,false
KV001095,may,rain today,unassessed,false
KV001096,add,please water,unassessed,false
KV001097,video,short watch,unassessed,false
KV001098,pocket money,save,unassessed,false
KV001099,goods,cheap,unassessed,false
KV001100,service,good,unassessed,false
KV001101,haircut,need,unassessed,false
KV001102,microscope,look,unassessed,false
KV001104,half,apple eat,unassessed,false
KV001105,save up,bike,unassessed,false
KV001106,sale,big shop,unassessed,false
KV001107,ticket,train,unassessed,false
KV001108,manage,team,unassessed,false
KV001109,sell,fruit,unassessed,false
KV001110,jar,water,unassessed,false
KV001111,planet,earth,unassessed,false
KV001112,sky,blue,unassessed,false
KV001113,daytime,warm,unassessed,false
KV001115,moon,earth goes,unassessed,false
KV001116,space,people travel want,unassessed,false
KV001117,outer space,goes rocket,unassessed,false
KV001119,ocean,big,unassessed,false
KV001120,marble,child plays,unassessed,false
KV001121,satellite,earth goes,unassessed,false
KV001122,soil,grow plants,unassessed,false
KV001123,alien,boy draws,unassessed,false
KV001124,rover,mars moves,unassessed,false
KV001125,telescope,look moon through,unassessed,false
KV001126,astronaut,space works,unassessed,false
KV001127,spaceship,goes space,unassessed,false
KV001128,month,days thirty,unassessed,false
KV001129,taikonaut,space works,unassessed,false
KV001130,cloth,soft,unassessed,false
KV001131,toothpaste,day use,unassessed,false
KV001132,question,answer please,unassessed,false
KV001133,sunset,beautiful,unassessed,false
KV001134,time,read three,unassessed,false
KV001135,Mars,planet,unassessed,false
KV001136,power,gives wind,unassessed,false
KV001137,electricity,day use,unassessed,false
KV001138,solar,power use,unassessed,false
KV001140,energy,food gives,unassessed,false
KV001141,light,lamp room,unassessed,false
KV001142,cool,room wind,unassessed,false
KV001143,run,computer well,unassessed,false
KV001144,resource,important water,unassessed,false
KV001145,run out,water,unassessed,false
KV001146,change,plan,unassessed,false
KV001147,quick,game,unassessed,false
KV001148,shower,night take,unassessed,false
KV001149,unplug,please tv,unassessed,false
KV001150,difference,see,unassessed,false
KV001151,reduce,waste,unassessed,false
KV001152,air conditioner,please turn,unassessed,false
KV001153,drive,dad,unassessed,false
KV001154,reuse,bottle,unassessed,false
KV001155,own,room,unassessed,false
KV001156,market,buy fruit,unassessed,false
KV001157,bottle,full water,unassessed,false
KV001158,top,student,unassessed,false
KV001159,useful,book,unassessed,false
KV001160,side,sit,unassessed,false
KV001161,dinosaur,big,unassessed,false
KV001162,hall,meet,unassessed,false
KV001163,than,taller tom,unassessed,false
KV001164,kilogram,bag one,unassessed,false
KV001165,shadow,see,unassessed,false
KV001166,become,dark sky,unassessed,false
KV001167,had a cold,last week,unassessed,false
KV001168,magazine,read science,unassessed,false
KV001169,lamp,desk,unassessed,false
KV001174,took pictures,park,unassessed,false
KV001176,off,came hat,unassessed,false
KV001177,mule,strong,unassessed,false
KV001178,Turpan,went,unassessed,false
KV001179,till,five wait,unassessed,false
KV001180,beach,played,unassessed,false
KV001181,basket,apples,unassessed,false
KV001182,part,doctor play,unassessed,false
KV001183,dining hall,eat,unassessed,false
KV001184,gym,basketball play,unassessed,false
KV001185,ago,days saw two,unassessed,false
KV001186,cycling,like,unassessed,false
KV001187,go cycling,sunday,unassessed,false
KV001188,ice-skate,now,unassessed,false
KV001190,Internet,home use,unassessed,false
KV001191,nothing,box,unassessed,false
KV001193,trip,careful,unassessed,false
KV001194,dream,funny,unassessed,false
KV001195,100-meter race,leo won,unassessed,false
KV001196,20th,birthday,unassessed,false
KV001197,21st,school show,unassessed,false
KV001198,22nd,leave,unassessed,false
KV001199,23rd,game,unassessed,false
KV001200,2nd,classroom floor,unassessed,false
KV001201,30th,starts trip,unassessed,false
KV001202,31st,ends month,unassessed,false
KV001203,3rd,came race,unassessed,false
KV001204,4th,visit,unassessed,false
KV001205,a bit,tired today,unassessed,false
KV001206,a knife and fork,table,unassessed,false
KV001207,a liter of milk,bought dad,unassessed,false
KV001208,a little,cup water,unassessed,false
KV001209,a long time ago,lived people,unassessed,false
KV001210,a pair of,need socks,unassessed,false
KV001211,a piece of,cake,unassessed,false
KV001212,ability,learn quickly,unassessed,false
KV001213,able,now swim,unassessed,false
KV001214,aboard,children train,unassessed,false
KV001215,about,animals book,unassessed,false
KV001216,above,clock door,unassessed,false
KV001217,abroad,uncle works,unassessed,false
KV001218,absent,school today tom,unassessed,false
KV001219,accident,hurt no one,unassessed,false
KV001220,across,bridge walked,unassessed,false
KV001221,activity,drawing favorite,unassessed,false
KV001222,actor,children smiled,unassessed,false
KV001223,address,please write,unassessed,false
KV001224,adult,boy helped little,unassessed,false
KV001225,adventure,camping forest,unassessed,false
KV001226,advertisement,bike new saw,unassessed,false
KV001227,aeroplane,above clouds flying,unassessed,false
KV001228,afraid of,dogs little sister,unassessed,false
KV001229,again,please say word,unassessed,false
KV001230,ahead,straight walk,unassessed,false
KV001231,air,clean need plants,unassessed,false
KV001232,air-conditioned,classroom,unassessed,false
KV001233,airplane,landed safely,unassessed,false
KV001234,alarm clock,rings seven,unassessed,false
KV001235,Alaska,states united,unassessed,false
KV001236,alive,fish still,unassessed,false
KV001237,all around,ball looked,unassessed,false
KV001238,all day,rained,unassessed,false
KV001239,all over the world,enjoy music people,unassessed,false
KV001240,all the time,football talks,unassessed,false
KV001241,all year round,open shop,unassessed,false
KV001242,almost,home,unassessed,false
KV001243,alone,home walked,unassessed,false
KV001244,along,river walked,unassessed,false
KV001245,aloud,please read story,unassessed,false
KV001246,alphabet,english letters six twenty,unassessed,false
KV001247,already,finished homework,unassessed,false
KV001248,alright,everything,unassessed,false
KV001249,am,happy today,unassessed,false
KV001250,ambulance,hospital took,unassessed,false
KV001251,America,cousin lives,unassessed,false
KV001252,American football,play school,unassessed,false
KV001253,amusement park,big rode wheel,unassessed,false
KV001254,ankle,hurt running while,unassessed,false
KV001255,ant,carrying food,unassessed,false
KV001256,anyone,answer question,unassessed,false
KV001257,anytime,call,unassessed,false
KV001258,anyway,raining went,unassessed,false
KV001259,anywhere,sit,unassessed,false
KV001260,appear,rain rainbow,unassessed,false
KV001261,Arctic,bears live polar,unassessed,false
KV001262,are not,books mine,unassessed,false
KV001263,area,children safe,unassessed,false
KV001264,Argentina,america south,unassessed,false
KV001265,argue,sister,unassessed,false
KV001266,art museum,paintings saw,unassessed,false
KV001267,art room,class paints pictures,unassessed,false
KV001268,as well,likes music sister,unassessed,false
KV001269,asleep,baby now,unassessed,false
KV001270,assistant,find helped shirt shop,unassessed,false
KV001271,at all,game like,unassessed,false
KV001272,at first,bike ride,unassessed,false
KV001273,at home,dad today,unassessed,false
KV001274,at last,arrived bus,unassessed,false
KV001275,at night,bright stars,unassessed,false
KV001276,at noon,eat lunch,unassessed,false
KV001277,at the end of,lesson quiz,unassessed,false
KV001278,at the same time,both spoke,unassessed,false
KV001279,at the top of,bird sitting tree,unassessed,false
KV001280,at the weekend,grandma visit,unassessed,false
KV001281,at work,mum now,unassessed,false
KV001282,athlete,morning runs,unassessed,false
KV001283,attention,class pay please,unassessed,false
KV001284,auntie,lives school,unassessed,false
KV001285,Australia Day,class learned,unassessed,false
KV001286,Australian,friend,unassessed,false
KV001287,Australian football,australia popular,unassessed,false
KV001288,autograph,gave player,unassessed,false
KV001289,aviary,birds fly freely inside,unassessed,false
KV001290,away,far school,unassessed,false
KV001291,awful,weather yesterday,unassessed,false
KV001292,ax,cut farmer wood,unassessed,false
KV001293,baby,quietly sleeping,unassessed,false
KV001294,baby brother,old two years,unassessed,false
KV001295,back,door please step,unassessed,false
KV001296,backpack,books,unassessed,false
KV001297,bacon,breakfast eggs,unassessed,false
KV001298,badly,hurt knee,unassessed,false
KV001299,bag,apples put,unassessed,false
KV001300,bake,bread home,unassessed,false
KV001301,baker,bread fresh makes morning,unassessed,false
KV001302,bakery,bought bread mum,unassessed,false
KV001303,balloon,flew red sky,unassessed,false
KV001304,band,friday plays school,unassessed,false
KV001305,bandage,knee nurse put,unassessed,false
KV001306,Bangkok,capital thailand,unassessed,false
KV001307,bar,ate chocolate,unassessed,false
KV001308,barbecue,park,unassessed,false
KV001309,baseball,play school,unassessed,false
KV001310,bath,bed warm,unassessed,false
KV001311,battle,fought long soldiers,unassessed,false
KV001312,bay,across boat sailed small,unassessed,false
KV001313,be,day doctor one want,unassessed,false
KV001314,be able to,soon swim,unassessed,false
KV001315,be born,beijing,unassessed,false
KV001316,be careful with,hot please water,unassessed,false
KV001317,be full of,box toys,unassessed,false
KV001318,be interested in,space,unassessed,false
KV001319,be late for,school,unassessed,false
KV001320,be weak in,spelling,unassessed,false
KV001321,bean,found plate,unassessed,false
KV001322,beans,cooked dinner,unassessed,false
KV001323,beautifully,sings,unassessed,false
KV001324,beauty,enjoy lake stopped,unassessed,false
KV001325,bedtime,nine o'clock,unassessed,false
KV001326,beep,loud machine made,unassessed,false
KV001327,Beijing Opera,enjoys grandma,unassessed,false
KV001329,bell,eight rings school,unassessed,false
KV001330,belt,long,unassessed,false
KV001331,bench,park sat,unassessed,false
KV001332,bend,knees little,unassessed,false
KV001333,beside,desk window,unassessed,false
KV001334,better and better,english getting,unassessed,false
KV001335,bicycle,rides school,unassessed,false
KV001336,biggest,apple basket,unassessed,false
KV001337,bike,blue,unassessed,false
KV001338,bike ride,river went,unassessed,false
KV001339,bin,paper please put,unassessed,false
KV001340,biscuit,milk,unassessed,false
KV001341,bitter,medicine tastes,unassessed,false
KV001342,black rhino,animal large,unassessed,false
KV001343,blazer,blue school wore,unassessed,false
KV001344,blink,seconds ten try,unassessed,false
KV001345,block,away library one,unassessed,false
KV001346,blond,boy hair,unassessed,false
KV001347,blood,knee little,unassessed,false
KV001348,blouse,white wore,unassessed,false
KV001349,blow,hard wind,unassessed,false
KV001350,blow off,hat strong wind,unassessed,false
KV001351,blue whale,large,unassessed,false
KV001352,blunt,knife old,unassessed,false
KV001353,blush,began face,unassessed,false
KV001354,board,ten train,unassessed,false
KV001355,boarding card,keep,unassessed,false
KV001356,boarding pass,gate showed,unassessed,false
KV001357,boating,lake went,unassessed,false
KV001358,boil,drink water,unassessed,false
KV001359,bone,buried dog garden,unassessed,false
KV001360,bookshelf,storybooks,unassessed,false
KV001361,bookstore,book bought,unassessed,false
KV001362,bookworm,real sister,unassessed,false
KV001363,boot,mud,unassessed,false
KV001364,bored,during felt long wait,unassessed,false
KV001365,borrow,pencil,unassessed,false
KV001366,boss,kind mum's,unassessed,false
KV001367,bottom,box toy,unassessed,false
KV001368,bow and arrow,learned use,unassessed,false
KV001369,bowling,saturday went,unassessed,false
KV001370,brake,bike press stops,unassessed,false
KV001371,branch,bird sitting,unassessed,false
KV001372,brave,dog girl helped little,unassessed,false
KV001373,Brazil,america south,unassessed,false
KV001374,breakfast,eat seven,unassessed,false
KV001375,breath,deep relax take,unassessed,false
KV001376,bridge,across old walked,unassessed,false
KV001377,bright,morning room,unassessed,false
KV001378,brightly,shone stars,unassessed,false
KV001379,bring back,book please tomorrow,unassessed,false
KV001380,Britain,lives uncle,unassessed,false
KV001381,British,friend,unassessed,false
KV001382,broom,floor sweep use,unassessed,false
KV001383,brown,bear,unassessed,false
KV001384,brush,flower painted small,unassessed,false
KV001385,bucket,filled water,unassessed,false
KV001386,budgie,green singing,unassessed,false
KV001387,build,new plan school,unassessed,false
KV001388,builder,fixing wall,unassessed,false
KV001389,building,library tall,unassessed,false
KV001390,bulb,lamp need new,unassessed,false
KV001391,bullet,found ground police,unassessed,false
KV001392,bump,careful head,unassessed,false
KV001393,bumper car,park rode,unassessed,false
KV001394,bun,breakfast warm,unassessed,false
KV001395,Bund,along shanghai walked,unassessed,false
KV001396,bunny,eating grass little,unassessed,false
KV001397,burn,paper,unassessed,false
KV001398,burn down,fire house old,unassessed,false
KV001399,bus,school take,unassessed,false
KV001400,bush,bird hiding small,unassessed,false
KV001401,businessman,lot travels work,unassessed,false
KV001402,butter,bread please put,unassessed,false
KV001403,button,missing shirt,unassessed,false
KV001404,button,green press start,unassessed,false
KV001405,by,train went,unassessed,false
KV001406,by hand,card made,unassessed,false
KV001407,bye,see tomorrow,unassessed,false
KV001408,cabbage,cooked dinner,unassessed,false
KV001409,cabbages,fresh,unassessed,false
KV001410,cactus,little live water,unassessed,false
KV001411,cage,its rabbit sleeping,unassessed,false
KV001412,calculate,total,unassessed,false
KV001413,calendar,date marked,unassessed,false
KV001414,California,coast states united west,unassessed,false
KV001415,camera,photo took,unassessed,false
KV001416,campsite,put tent up,unassessed,false
KV001417,Canberra,australia capital,unassessed,false
KV001418,candle,cake lit,unassessed,false
KV001419,candy bar,bought shop,unassessed,false
KV001420,canteen,eat lunch school,unassessed,false
KV001421,capital,beijing china,unassessed,false
KV001422,captain,field led onto team,unassessed,false
KV001423,car museum,old saw,unassessed,false
KV001424,cardboard,house made model,unassessed,false
KV001425,cardigan,warm wore,unassessed,false
KV001426,care,day flowers grandma takes,unassessed,false
KV001427,careful,floor wet,unassessed,false
KV001428,carefully,carry glass please,unassessed,false
KV001429,carnation,gave mother pink,unassessed,false
KV001430,carry,box,unassessed,false
KV001431,cartoon,dinner funny watched,unassessed,false
KV001432,cashier,change gave,unassessed,false
KV001433,cassette,dad music old,unassessed,false
KV001434,castle,king large lived,unassessed,false
KV001435,cat food,buy need,unassessed,false
KV001436,caterpillar,eating leaf,unassessed,false
KV001437,CD,found music old,unassessed,false
KV001438,CD player,still well works,unassessed,false
KV001439,CD-ROM,came dictionary,unassessed,false
KV001440,celebration,game small,unassessed,false
KV001441,celery,added soup,unassessed,false
KV001442,cent,candy costs fifty,unassessed,false
KV001443,centimetre,fifteen long pencil,unassessed,false
KV001444,certainly,help,unassessed,false
KV001445,chain,bike came off,unassessed,false
KV001446,chameleon,changed color its,unassessed,false
KV001447,champion,became school,unassessed,false
KV001448,chance,give try,unassessed,false
KV001449,chant,children together words,unassessed,false
KV001450,chase,ball began dog,unassessed,false
KV001451,chat,class like,unassessed,false
KV001452,cheaper,bag one,unassessed,false
KV001453,check-up,dad hospital went,unassessed,false
KV001454,checklist,made school trip,unassessed,false
KV001455,cheer for,team,unassessed,false
KV001456,cheese,put sandwich,unassessed,false
KV001457,chemistry,class experiment simple,unassessed,false
KV001458,cherry,cake,unassessed,false
KV001459,chewing gum,bin please put,unassessed,false
KV001460,chick,followed hen yellow,unassessed,false
KV001461,child,needs place play safe,unassessed,false
KV001462,childish,game lose,unassessed,false
KV001463,Children's Palace,art lessons,unassessed,false
KV001464,Children's Park,played,unassessed,false
KV001465,chilli,hot,unassessed,false
KV001466,chimney,came smoke,unassessed,false
KV001467,chin,thought touched,unassessed,false
KV001468,Chinatown,lunch,unassessed,false
KV001469,Chinese book,desk,unassessed,false
KV001470,Chinese chess,grandpa taught,unassessed,false
KV001471,Chinese ink painting,learned school,unassessed,false
KV001472,Chinese leaves,cooked dinner mum,unassessed,false
KV001473,Chinese New Year,family gets together,unassessed,false
KV001474,Chinese New Year's Day,grandparents visit,unassessed,false
KV001475,Chinese New Year's Eve,big dinner,unassessed,false
KV001476,chips,ate fish lunch,unassessed,false
KV001477,chocolate,like,unassessed,false
KV001478,choir,school sings sister,unassessed,false
KV001479,Chongyang Festival,during grandparents visit,unassessed,false
KV001480,choose,book one,unassessed,false
KV001481,chopstick,one picked table up,unassessed,false
KV001482,chorus,everyone sang together,unassessed,false
KV001483,Christmas Eve,gifts put tree,unassessed,false
KV001484,chug,along began little train,unassessed,false
KV001485,church,old square,unassessed,false
KV001486,cinema,film watched,unassessed,false
KV001487,circle,answer draw,unassessed,false
KV001488,circus,clowns saw,unassessed,false
KV001489,clap,began everyone song,unassessed,false
KV001490,clapping game,children played,unassessed,false
KV001491,clean my room,saturday,unassessed,false
KV001492,clear,enough fish see water,unassessed,false
KV001493,clerk,gave hotel key,unassessed,false
KV001494,climb trees,children like,unassessed,false
KV001495,clown,everyone laugh made,unassessed,false
KV001496,club,joined school science,unassessed,false
KV001497,coach,ball showed throw,unassessed,false
KV001498,coal,heat homes once people used,unassessed,false
KV001499,cocoon,butterfly came its,unassessed,false
KV001500,coffee,dad drinks morning,unassessed,false
KV001501,coin,chair found,unassessed,false
KV001502,coke,lunch ordered,unassessed,false
KV001503,collar,shirt white,unassessed,false
KV001504,collect,countries different stamps,unassessed,false
KV001505,college,go sister wants,unassessed,false
KV001506,colorful,flowers full garden,unassessed,false
KV001507,coloured,card make paper used,unassessed,false
KV001508,colourful,bright festival,unassessed,false
KV001509,comb,hair use washing,unassessed,false
KV001510,come back,dinner please,unassessed,false
KV001511,come out,rain sun,unassessed,false
KV001512,come out of,hole mouse,unassessed,false
KV001513,comfortable,chair,unassessed,false
KV001514,comic,bus funny read,unassessed,false
KV001515,comic book,bought new,unassessed,false
KV001516,company,aunt computer works,unassessed,false
KV001517,competitor,number,unassessed,false
KV001518,computer,homework use,unassessed,false
KV001519,computer game,easy play,unassessed,false
KV001520,computer lab,class meets,unassessed,false
KV001521,computer room,twenty,unassessed,false
KV001522,computer studies,learn typing,unassessed,false
KV001523,concert,last music night went,unassessed,false
KV001524,conductor,bus checked tickets,unassessed,false
KV001525,confident,feels test,unassessed,false
KV001526,cookbook,easy recipes,unassessed,false
KV001527,cookie,ate chocolate,unassessed,false
KV001528,corn,farmer field grows,unassessed,false
KV001529,corn-on-the-cob,ate picnic,unassessed,false
KV001530,corner,shop,unassessed,false
KV001531,corner kick,scored team,unassessed,false
