LearnerProfile,LearnerLevel,NoteID,ContentFingerprint,ReviewStatus,ReviewedAt,ReviewerType,ReviewNote
klose,4,KV000001,d684ac55bd4867b7f089170f36b1bf2182f751068441450ee4d505ba804080c1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000145,f1fd4ab70393df572cad777913f81685f536afafd6f5d2df503ffaf965543148,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000146,9514b12d879ffd17e8ffb644bf2154212ce527e00c62600053fd403131ee6a08,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000147,03241991fc6c0dce50d0c5c4553123ac90bbf2e3dfcf8596fb20b0113f189b98,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000148,6e9f1df56a251515fb69f740071d25b7e8967af12ef8b37c9fe690f13dbd757a,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000149,8fb72cd07836570f677a964c0e396b5240054fe524e25f8cac1446de81469077,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000150,3fdbb6846f93d6c198c22211ccc7788a6d982a17fe1869d01a3a68d26f802c83,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000151,91a5f1f0c42cf50e85362dc1cba1064cfa7a272b2ec4b8bde175ad96bf69c687,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000152,fa8f4cda6406181d0c8f204fdbec50dccc67ae481291cc9609badc653a233dc4,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000153,9b3600e7bc31e05c558f27e78337f643fe1fdf07203efcfbc95456cb7fec8090,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000154,b570a6c7b5dfaa9e66c218f36729d940a6fcb3bdcc9568c9e7ffaa9ce3061006,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000155,abe36625b580d3b92db7fa2c42b1f71531b0a0242be0c8bd4b617556311ff877,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000156,19ef966b801a8a8a6a8f2052d8f72042a65d12c60c25844628fc7e78ca39fc2b,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000157,f5b30122b667852129d4f8592f1b3b23c2a129844f1f484284c0db5da1a5bbfb,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000158,67409d7ace2cead3fccbf5ce7514d884145939a4d5989fb7bb5f2f270c658439,model-reviewed,2026-09-10,model,"Full model semantic review of 288 active Grade 5-6 new Notes plus 55 focused reused/fingerprint-invalidated Notes; review corrections validated by learner-content, auxiliary-vocabulary, current-merge and full Vocabulary gates."
klose,4,KV000159,553458b982b6e70db9ccbac0f58955f5850a7a53177854519db517c916f79b26,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000160,db0430daa8600ed231e971768184e1070fd3d664972a3ce06b6fe9ba6c7953e3,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000161,e233e4b4fe414f41162390dbf5c87d63c034324c64d2dc7676c570d00847809e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000162,4017312c061004e13843e6775164168cf22aeb4d31296d572b854850fe5ff5c6,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000163,1a2403e14a1e2bf1ad258315902a8fc5c940efb26403d21a05a58b8fac1f2d65,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000164,7485bcf6ef993fa8919aeb6038a112c292c2a8b6cc6cf5dac0d4f02183908eee,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000165,c4df8cc51da48ea897ef6a2e39f42df28393fc7c61d9f2ca74e9d2ea26de53a1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000166,17198fdad57c5bcf76060d81562488298461cdc420e91fbccc6ca056bb0e6213,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000167,41c4532c706c274727fbb654e39676250956e08c518dc87e71dbaa9706736c68,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000168,58396e7f5966f90b83cae308757d91b5a244c4287a5f7d050f0a65c4813515dc,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000169,7dc78be2f7e6901030585b2e614006f7e4cb2a00e7f0749d3d1bfbfea802702e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000170,77805ca1310370b34b9d60fceb082bdb5ce41be81f8aaf514adfa707a2436689,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000171,daf40eb5f9f641cc386871e13f583d44446d443408b72f7e4cdc4506b6a5856f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000172,fe1c8697e9c6542c6f5521b04496803204764528e5190c54b64c3a9fa127f50d,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000173,6992e4a1ebad668fbdb3a30309137568e681df4a5e495ea0f392c1a654ee2f7a,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000174,3cbaf60443cc70a06fdfe93ba863e233c58c277524312571f698654452e53f1a,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000175,b0fad4bbd5ba545c68a8e147a80593ec10a41b982e6890339baac4639459e496,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000176,66e0d6405b2dbdc1d67ebe751980a6ab09a5d3473bf33675831eaa346727965b,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000177,d086c56f108052fff12505a7ab47dd4caf6a734422e84befcab3586ac00ebf9a,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000178,9eb179890c1ae8c72da9fedb4cfecf9019980d2d1174ddff8c8946fc292a1aa5,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000179,8dae92999cdcab5f17f2c691d373f0b8990cbb8046d73242daf08a5ee19a76a4,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000180,e48c891a285321c41bfafa4bb49fd60c9f7bf3aa35f08946b557bbc2714d7cb0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000181,6751b0e80dc3d5ae16b30fd24881733116a4f9f1d8f6f67ca5ca5943b83f5f9f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000182,5b57cfc40f750cb765df1353571ef59cb33143f7d56fcaa7c0c56207da46748d,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000183,4bce3c5d4c706565ec7b100e6c0b289937ee1e69229114b0fa40dc88e8094189,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000184,db1e53bee15efd1b3395592712427adb3d15618e16024a597f247f2348d3d6ae,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000185,ede5356810302df2c04ceef42b8ca08a22e427ec466416cdddc1e91b7e2b96c0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000186,c7701bc74372d1c5f3be8c17265694db47b45e9141ca326df86bccf858877b57,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000187,f69290bd7f8abe51b20f061916670dfb73d083b26a5f6741ee0f4cefdeb84b7d,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000188,41e73e4c6a5760eab30ada31aeec393e2546ea4a5e6effcc79dd92d30081a5aa,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000189,08e399d94d7ca0d84d8a7feafca45aa4522bb7c2c3950e1be3551e896ac63fa1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000190,33790e4c569a4e9bd0e31939fe92151edc61f8943ef397800122d82cc4e91ce6,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000191,aadae3f640ae65210a6fd275c48f6186e747e8afd3bad8d999799717b3fbdb91,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000192,bb7175bb1ae7c759e1fd8f3336eb24b19c86e60e22151e3aad1ee15bda7cdd08,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000193,96848e02b4986efa6326ea4c085771c37fa35e55e049535a168b5011e09f9da8,model-reviewed,2026-09-10,model,"Full model semantic review of 288 active Grade 5-6 new Notes plus 55 focused reused/fingerprint-invalidated Notes; review corrections validated by learner-content, auxiliary-vocabulary, current-merge and full Vocabulary gates."
klose,4,KV000194,1f523617775f549b0c91859259f136d5a9448e0eabf4e9040a3c862c73e5c82e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000195,49a9ea4cfa9fb865f84b859d668e3d1c4f0452bffe241b895188c03bffab8e07,model-reviewed,2026-09-10,model,"Full model semantic review of 288 active Grade 5-6 new Notes plus 55 focused reused/fingerprint-invalidated Notes; review corrections validated by learner-content, auxiliary-vocabulary, current-merge and full Vocabulary gates."
klose,4,KV000196,a98ce8c16f04b300de0346b73c34c331ffd43f4dde4d2fd81adaedfe7660581f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000197,6cdb4a1aa3442537d68e7748361181ddd75e0faefb1ea51e7a0ebddcdc5afd01,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000198,472c39636c7c8f1d4e0254e9a0d9858aaeafb298bd94134d195c97e37f715acf,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000199,68fdecab20b1ab6fb4b99f6af73d18543a4710d4f495536782708300a1b698ea,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000200,cfbcc460c4f1d4bead6785eda8e8584e06dd79561072b495e7ec02d4aaaddaeb,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000201,c9835fa652c12300eb516e072fafa046f39125872c724299a9faa18387ae6caa,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000202,c81c20d563108de296ed6053579d98066ff7e33a117df5aef65a6809518b7463,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000203,a5d3b7bd1f30218d2cf8cd0790106924f0b0827fc7c7d3ae5030ce700562b62d,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000204,db53d43e0e9f73328ae972ecf2f811f358ba7350cd608dd9c4bea9b86229654a,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000205,f8cb0250606ee3e8f13e6d4b4fd46f0bf3ea145abb93c34bf3f5c7c5a1b13188,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000206,5cd51e6932032d5b7ec137eab2ecd3066ff59c2a1b8a535d0a4a655a31845640,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000207,28c5496604085707998d67eb1f95039598aecc9e6e657757c4ff2b8ef74c2098,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000208,0ddb5ab6ae6956b7ba3e1fcc9eafc78249b9250e13893dff58fc2a93a2aefff1,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000209,453f4bae1dd4562fcbc8e0341cc8a51a96fdc1689c76b65a69d341e8444cfc67,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000210,be0d0ef51825a3196dce3a75237a0ecf5820929a417c1d67c8129e96b19af7a5,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000211,658000bb13c69e4550a3143fa5f57f84335ba7f659f00f962ccd8e2ef67fbb52,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000212,4856dbae188766ef2aa7731cdce05c8f93269b3b63e6ae2c3282df00af3b36db,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000213,ce233a0faebaecf904e42306e20765fcdd071260da5d91058614fe82554fc683,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000214,0a2b5d63af467d429dd9da4e8df8f337e8f62d852716f9c210d9ab7ec32a02ce,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000215,4b04211c650f62e1d123432e11c33f28507822eb3d6947fca5bf4594531b6901,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000216,8bd425f0a44069c2a348d7e2215ea649561b8983cd24c369a81604a6cccf9000,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000217,136e15a0fff6322b22fc4436389c74a78a580a9ec2738e5262aebe6d64aed020,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000218,fe4bbdda22a87838fa9815180e13d57c9fa3762f0bf67912ae7f0650c75bfe0e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000219,42ab5eef8e9853b03235b2366a2a1e47ad944be94ce38b148243026e5243079c,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000220,588582027fab99a53798a5407b7e719a1a7e25b0c627fa261c61fc324449d758,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000221,a63291016b3831d7dcec3fa36efcd865390d6e3b1c93eb70493374e79ef66dcf,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000222,1d9c272a3f9e38372d0d1bffd15c4b722214350a23e3fbf90c333f1f2726e2ac,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000223,8e0165776eebe908715a71b709efcb68f709da418abf3b0580301fcaccf55a0e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000224,e3bdaadbd4185e23d724ebf5b120b1afdea99feb12776fa093f164c4acea0d19,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000225,8ef52168cd8df9a27903b27b8479802a6c2830d4027468a750a627660c7ee88f,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000226,9fd728ed01364e75d4271e6a5086e033a6fa5d624965fb5857005bb31781d544,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000227,dcbf4ebff55a4125ec826727fbec8bc93f0fde388f726ebf2c9e7280efb2886c,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000228,f2db08fd1fefce280c199e62b731230f1be26d41ac79fd39ccd8eaf94a4fa78e,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000229,c391b218645770028bdb988292b53c9f468ea8a7306e01ea5d242c3ee83a486a,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000230,58c39f79a0d7fb9fcd457b45f55f8d08bb68ca6aee5c3a1d4618f0c58ae614e0,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000231,78e4d6f38bb02261160829e4ce1c89ab96d7439288996c83fa3da12771c0f3df,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000232,a24c26e6ab983db47e50010c2b6f6623698a1f411305ccfc5b7cbb68523670c7,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000233,b5059bb60cc53043c808b52060b98871f1162de6a4e7de35d0ffb584d6553b46,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000234,e1cfb054987c126df144a9ccf53524c869ede9e486e74d2178c2d1a69cf39e66,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000235,10d3b8113fd2c48c048eb6220056b5e390f414376abd91f7a735505844047354,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000236,5c7fce40caa682f504ccf3c900c65eb440f959830c38e64d2f37ca85abe110ec,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000237,68110bb67ae273f235b7dd6f92f95f2c408a4c4f10809c0803f625652db5e78b,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000238,ee599b0f3b929dbf04c7091885923ec11bf19e96d1398b5654bcf8e8a700d881,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000239,7e472a6aa18f46f922695b0330e4b8fa7d3c46702987e769080df606b55673f5,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000240,ed396d87775ea5def95d2d259eeba5d032a8cb374d77c9e67bdda9c161577e9e,pending,,,release-visible content changed after previous review; explicit re-review required
klose,4,KV000241,09f6b1bba9035134f36e2ad9d157e018612686232f04209d21c78cff30d27f04,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000242,26220c2315df1138e930ff15adc5097f6ff82f01abc00b2c9b6570cfc3cea6a3,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000243,7eb62a551ff46159d9d50860e5d26a6bfbe4781e9ef27f386ed689fd11e26e47,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000244,f43fa48b46decbd3f1f5151fb6a2e7dfb287079d485c94dbe89b9ed35bc84d2a,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000245,0a16c0dd988147e43d85f4089c5eca8e52623d56e06bf7056b3805faacebdf65,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000246,413fbf89928f317fd641d99dc6c62fc02d42a7de761c8b56da89bf0edbae8bea,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000247,e2ec79a4ebb2445a30e2abe2059b2a7953580092f989fe2d98c7453a4ecd6b58,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000248,ffbd1e2cb85d7538db223e5b3598b46beffe6f00ee94767ac0f1d9b9e890e120,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
klose,4,KV000249,3541f792dab5357517eb46be39b45ea5efef44af860235908956e62061ef91e7,model-reviewed,2026-09-05,model,PromptHint migration reviewed: cook noun/verb and over location/finished receive minimal front-side disambiguation; all other PromptHint values remain blank and prior release-visible content is unchanged.
