NoteID,LearnerProfile,LearnerLevel,PromptHint,ExampleSentence,ExampleTranslation,PresentationStatus,PresentationSource
KV000242,klose,4,,I want to buy a new book at the bookshop.,我想在书店买一本新书。,grade4-reviewed,klose:grade4_full_review_b
KV000243,klose,4,,We need to eat vegetables every day.,我们每天都需要吃蔬菜。,grade4-reviewed,klose:grade4_overrides
KV000244,klose,4,,Two ducks are swimming in the lake.,两只鸭子正在湖里游泳。,grade4-reviewed,klose:grade4_full_review_b
KV000245,klose,4,,The rabbit has long ears.,兔子有长耳朵。,migrated-curated,rj_start1:curation
KV000246,klose,4,,My dog is our family pet.,我的狗是我们家的宠物。,grade4-reviewed,klose:grade4_full_review_b
KV000247,klose,4,,The long snake is moving across the grass.,那条长蛇正在草地上移动。,grade4-reviewed,klose:grade4_full_review_b
KV000248,klose,4,,The turtle is swimming in the lake.,乌龟正在湖里游泳。,grade4-reviewed,klose:grade4_full_review_b
KV000249,klose,4,,This small box is for my pencils.,这个小盒子是用来放我的铅笔的。,grade4-reviewed,klose:grade4_full_review_b
KV000250,klose,4,,This ruler is longer than mine.,这把尺子比我的长。,grade4-reviewed,klose:grade4_full_review_b
KV000251,klose,4,,I am looking for my cat.,我在找我的猫。,migrated-curated,rj_start1:curation
KV000252,klose,4,,The dog has a long tail.,狗有一条长尾巴。,migrated-curated,rj_start1:curation
KV000253,klose,4,,My sister likes to dance to music.,我妹妹喜欢跟着音乐跳舞。,grade4-reviewed,klose:grade4_guardrail_overrides
KV000254,klose,4,,I wear a cap when I play outside.,我在外面玩的时候戴帽子。,grade4-reviewed,klose:grade4_full_review_b
KV000255,klose,4,,Put on your coat before you go outside.,出去前穿上你的外套。,grade4-reviewed,klose:grade4_full_review_b
KV000256,klose,4,,This shoe is black.,这只鞋是黑色的。,grade4-reviewed,klose:actual_grade4_reuse_overrides
KV000257,klose,4,,I wear a warm sweater in winter.,冬天我穿一件暖和的毛衣。,grade4-reviewed,klose:grade4_full_review_b
KV000258,klose,4,,Take your jacket because it is cold outside.,外面很冷，把你的夹克穿上。,grade4-reviewed,klose:grade4_overrides
KV000259,klose,4,,This glove is warm.,这只手套很暖和。,grade4-reviewed,klose:actual_grade4_reuse_overrides
KV000260,klose,4,,These trousers are too long for me.,这条裤子对我来说太长了。,grade4-reviewed,klose:grade4_full_review_b
KV000261,klose,4,,You should wear a coat.,你应该穿外套。,migrated-curated,rj_start1:curation
KV000262,klose,4,,I wear a coat in winter.,我冬天穿外套。,migrated-curated,rj_start1:curation
KV000263,klose,4,,We have PE twice a week.,我们每周有两次体育课。,grade4-reviewed,klose:grade4_full_review_b
KV000264,klose,4,,The bus will be here soon.,公交车很快就会到这里。,grade4-reviewed,klose:grade4_full_review_b
KV000265,klose,4,,I look forward to my birthday.,我期待我的生日。,migrated-curated,rj_start1:curation
KV000266,klose,4,,My birthday is in January.,我的生日在一月。,migrated-curated,rj_start1:curation
KV000267,klose,4,,My birthday is in February.,我的生日在二月。,migrated-curated,rj_start1:curation
KV000268,klose,4,,March is in spring.,三月在春季。,migrated-curated,rj_start1:curation
KV000269,klose,4,,April is in spring.,四月在春季。,migrated-curated,rj_start1:curation
KV000270,klose,4,,My birthday is in May.,我的生日在五月。,migrated-curated,rj_start1:curation
KV000271,klose,4,,June is in summer.,六月在夏季。,migrated-curated,rj_start1:curation
KV000272,klose,4,,July is in summer.,七月在夏季。,migrated-curated,rj_start1:curation
KV000273,klose,4,,August is in summer.,八月在夏季。,migrated-curated,rj_start1:curation
KV000274,klose,4,,September is in autumn.,九月在秋季。,migrated-curated,rj_start1:curation
KV000275,klose,4,,October is in autumn.,十月在秋季。,migrated-curated,rj_start1:curation
KV000276,klose,4,,November is in autumn.,十一月在秋季。,migrated-curated,rj_start1:curation
KV000277,klose,4,,Christmas is in December.,圣诞节在十二月。,migrated-curated,rj_start1:curation
KV000278,klose,4,,"My birthday is in May, so I like spring.",我的生日在五月，所以我喜欢春天。,grade4-reviewed,klose:grade4_overrides
KV000279,klose,4,,January is the first month.,一月是第一个月。,migrated-curated,rj_start1:curation
KV000280,klose,4,,We are having a birthday party this Saturday.,这个星期六我们要举办生日聚会。,grade4-reviewed,klose:grade4_full_review_b
KV000281,klose,4,,The birthday cake looks delicious.,这个生日蛋糕看起来很好吃。,grade4-reviewed,klose:grade4_full_review_b
KV000282,klose,4,,Chinese is my first class on Monday.,星期一我的第一节课是语文。,grade4-reviewed,klose:grade4_full_review_b
KV000283,klose,4,,I practise English with my classmates after school.,我放学后和同学一起练习英语。,grade4-reviewed,klose:grade4_overrides
KV000284,klose,4,,We have science after English on Tuesday.,星期二英语课后我们上科学课。,grade4-reviewed,klose:grade4_full_review_b
KV000285,klose,4,,We play football in PE class.,我们在体育课上踢足球。,grade4-reviewed,klose:grade4_full_review_b
KV000286,klose,4,,I listen to music after school every day.,我每天放学后听音乐。,grade4-reviewed,klose:grade4_guardrail_overrides
KV000287,klose,4,,Maths is our first class on Wednesday.,星期三我们的第一节课是数学。,grade4-reviewed,klose:grade4_full_review_b
KV000288,klose,4,,We draw pictures in art class.,我们在美术课上画画。,grade4-reviewed,klose:grade4_full_review_b
KV000289,klose,4,,We use computers in computer class.,我们在计算机课上使用电脑。,grade4-reviewed,klose:grade4_full_review_b
KV000290,klose,4,,We often play basketball after school.,我们放学后经常打篮球。,grade4-reviewed,klose:grade4_full_review_b
KV000291,klose,4,,That building across the street is our library.,街对面的那栋楼是我们的图书馆。,grade4-reviewed,klose:grade4_overrides
KV000292,klose,4,,Our classroom has a reading corner near the window.,我们的教室在窗边有一个阅读角。,grade4-reviewed,klose:grade4_overrides
KV000293,klose,4,,The library is on the second floor.,图书馆在二楼。,migrated-curated,rj_start1:curation
KV000294,klose,4,,The toilet is near the classroom.,卫生间在教室附近。,migrated-curated,rj_start1:curation
KV000295,klose,4,,We play basketball on the playground after school.,我们放学后在操场上打篮球。,grade4-reviewed,klose:grade4_full_review_b
KV000296,klose,4,,The library is on the second floor.,图书馆在二楼。,migrated-curated,rj_start1:curation
KV000297,klose,4,,Our classroom is on the third floor.,我们的教室在三楼。,migrated-curated,rj_start1:curation
KV000298,klose,4,,Our classroom is on the third floor.,我们的教室在三楼。,migrated-curated,rj_start1:curation
KV000299,klose,4,,My room has a bed and a desk.,我的房间里有一张床和一张书桌。,grade4-reviewed,klose:grade4_full_review_b
KV000300,klose,4,,Our class is going to the museum this Friday.,我们班这周五要去博物馆。,grade4-reviewed,klose:grade4_overrides
KV000301,klose,4,,They are reading books in the library.,他们正在图书馆里读书。,grade4-reviewed,klose:grade4_full_review_b
KV000302,klose,4,,I play sports after school.,我放学后做运动。,migrated-curated,rj_start1:curation
KV000303,klose,4,,We play sports after school.,我们放学后做运动。,migrated-curated,rj_start1:curation
KV000304,klose,4,,I draw pictures after school with my friends.,我放学后和朋友们一起画画。,grade4-reviewed,klose:grade4_guardrail_overrides
KV000305,klose,4,,I play chess with my friend.,我和朋友下棋。,migrated-curated,rj_start1:curation
KV000306,klose,4,,We sing English songs in music class.,我们在音乐课上唱英文歌。,grade4-reviewed,klose:grade4_full_review_b
KV000307,klose,4,,I often read books in the library after school.,我放学后经常在图书馆看书。,grade4-reviewed,klose:grade4_full_review_b
KV000308,klose,4,,I really like English.,我真的很喜欢英语。,migrated-curated,rj_start1:curation
KV000309,klose,4,,Tomorrow is Monday.,明天是星期一。,migrated-curated,rj_start1:curation
KV000310,klose,4,,I usually wake up before seven on school days.,上学日我通常七点前醒来。,grade4-reviewed,klose:grade4_full_review_b
KV000311,klose,4,,I will be back soon.,我很快回来。,migrated-curated,rj_start1:curation
KV000312,klose,4,,My family often has dinner at home.,我们一家经常在家吃晚饭。,grade4-reviewed,klose:grade4_guardrail_overrides
KV000313,klose,4,,My uncle often plays football with me.,我叔叔经常和我一起踢足球。,grade4-reviewed,klose:grade4_full_review_b
KV000314,klose,4,,My aunt teaches English at a school.,我阿姨在一所学校教英语。,grade4-reviewed,klose:grade4_full_review_b
KV000315,klose,4,,My cousin and I often play chess.,我和表兄弟姐妹经常一起下棋。,grade4-reviewed,klose:grade4_full_review_b
KV000316,klose,4,,West Lake is beautiful in spring.,春天的西湖很美。,grade4-reviewed,klose:grade4_full_review_b
KV000317,klose,4,,My water bottle is lost.,我的水瓶丢了。,migrated-curated,rj_start1:curation
KV000318,klose,4,,I always take a water bottle to PE class.,我上体育课总会带一个水瓶。,grade4-reviewed,klose:grade4_overrides
KV000319,klose,4,,Do you know where the library is?,你知道图书馆在哪里吗？,grade4-reviewed,klose:grade4_full_review_b
KV000320,klose,4,,OK let's go.,好的，我们走吧。,migrated-curated,rj_start1:curation
KV000321,klose,4,,Thank you very much.,非常感谢你。,migrated-curated,rj_start1:curation
KV000322,klose,4,,You are welcome.,不客气。,migrated-curated,rj_start1:curation
KV000323,klose,4,,Mum is cooking dinner.,妈妈正在做晚饭。,migrated-curated,rj_start1:curation
KV000324,klose,4,,I am walking the dog.,我正在遛狗。,migrated-curated,rj_start1:curation
KV000325,klose,4,,She is watering the plants.,她正在给植物浇水。,migrated-curated,rj_start1:curation
KV000326,klose,4,,He is cleaning the room.,他正在打扫房间。,migrated-curated,rj_start1:curation
KV000327,klose,4,,I am listening to music.,我正在听音乐。,migrated-curated,rj_start1:curation
KV000328,klose,4,,They are watching TV.,他们正在看电视。,migrated-curated,rj_start1:curation
KV000329,klose,4,,She is feeding the fish.,她正在喂鱼。,migrated-curated,rj_start1:curation
KV000330,klose,4,,I often play with my dog after school.,我放学后经常和我的狗一起玩。,grade4-reviewed,klose:grade4_full_review_b
KV000331,klose,4,,I will be back in one hour.,我一小时后回来。,migrated-curated,rj_start1:curation
KV000332,klose,4,,Everyone is here.,每个人都在这里。,grade4-reviewed,klose:actual_grade4_reuse_overrides
KV000333,klose,4,,The child is in the park.,这个小孩在公园里。,grade4-reviewed,klose:actual_grade4_reuse_overrides
KV000334,klose,4,,Don't run in the classroom.,不要在教室里跑。,migrated-curated,rj_start1:curation
KV000335,klose,4,,I usually read books at home after dinner.,我通常晚饭后在家看书。,grade4-reviewed,klose:grade4_full_review_b
KV000336,klose,4,,My bedroom has a bed and a desk.,我的卧室里有一张床和一张书桌。,grade4-reviewed,klose:grade4_guardrail_overrides
KV000337,klose,4,,We watch TV in the living room.,我们在客厅看电视。,migrated-curated,rj_start1:curation
KV000338,klose,4,,The bathroom is near my bedroom.,浴室在我的卧室附近。,migrated-curated,rj_start1:curation
KV000339,klose,4,,We eat dinner in the dining room.,我们在餐厅吃晚饭。,migrated-curated,rj_start1:curation
KV000340,klose,4,,Dad is reading a newspaper in the study.,爸爸正在书房里看报纸。,grade4-reviewed,klose:grade4_overrides
KV000341,klose,4,,Mum is cooking dinner in the kitchen.,妈妈正在厨房里做晚饭。,grade4-reviewed,klose:grade4_full_review_b
KV000342,klose,4,,This room is for rent.,这个房间出租。,migrated-curated,rj_start1:curation
KV000343,klose,4,,My cat sleeps on the sofa in the afternoon.,我的猫下午睡在沙发上。,grade4-reviewed,klose:grade4_full_review_b
KV000344,klose,4,,I like running after school.,我喜欢放学后跑步。,migrated-curated,rj_start1:curation
KV000345,klose,4,,I play basketball after school.,我放学后打篮球。,migrated-curated,rj_start1:curation
KV000346,klose,4,,We go roller skating on the weekend.,我们周末去轮滑。,grade4-reviewed,klose:grade4_full_review_c
KV000347,klose,4,,She is good at jumping rope.,她擅长跳绳。,migrated-curated,rj_start1:curation
KV000348,klose,4,,We play ping-pong after school.,我们放学后打乒乓球。,migrated-curated,rj_start1:curation
KV000349,klose,4,,What about basketball?,篮球怎么样？,migrated-curated,rj_start1:curation
KV000350,klose,4,,This film is more interesting than that one.,这部电影比那部更有趣。,grade4-reviewed,klose:grade4_full_review_c
KV000351,klose,4,,I often play basketball.,我经常打篮球。,migrated-curated,rj_start1:curation
KV000352,klose,4,,He is good at swimming.,他擅长游泳。,migrated-curated,rj_start1:curation
KV000353,klose,4,,Don't be late for school.,上学不要迟到。,migrated-curated,rj_start1:curation
KV000354,klose,4,,I visit my grandparents on Sunday.,我星期日去看望祖父母。,migrated-curated,rj_start1:curation
KV000355,klose,4,,I go to a drawing club.,我参加绘画俱乐部。,migrated-curated,rj_start1:curation
KV000356,klose,4,,We climb a hill on Sunday.,我们星期日爬山。,migrated-curated,rj_start1:curation
KV000357,klose,4,,We pick fruit in autumn.,我们秋天摘水果。,migrated-curated,rj_start1:curation
KV000358,klose,4,,I play computer games on Saturday.,我星期六玩电脑游戏。,migrated-curated,rj_start1:curation
KV000359,klose,4,,Dad and I go fishing on Sunday morning.,星期日早上爸爸和我去钓鱼。,grade4-reviewed,klose:grade4_full_review_c
KV000360,klose,4,,We go to the cinema on the weekend.,我们周末去电影院看电影。,grade4-reviewed,klose:grade4_full_review_c
KV000361,klose,4,,I play sports on the weekend.,我周末做运动。,migrated-curated,rj_start1:curation
KV000362,klose,4,,Roller skating is fun.,轮滑很有趣。,migrated-curated,rj_start1:curation
KV000363,klose,4,,I always get up at seven.,我总是七点起床。,migrated-curated,rj_start1:curation
KV000364,klose,4,,Watch your step.,小心脚下。,migrated-curated,rj_start1:curation
KV000365,klose,4,,They paint the door blue.,他们把门刷成蓝色。,grade4-reviewed,klose:grade4_full_review_c
KV000366,klose,4,,I read books in the evening.,我晚上读书。,migrated-curated,rj_start1:curation
KV000367,klose,4,,My shoes are dirty after playing football.,踢完足球后我的鞋脏了。,grade4-reviewed,klose:grade4_full_review_c
KV000368,klose,4,,Their house is near the park.,他们的房子在公园附近。,migrated-curated,rj_start1:curation
KV000369,klose,4,,Their house is beautiful.,他们的房子很漂亮。,migrated-curated,rj_start1:curation
KV000370,klose,4,,The poor family needs help.,这个贫困家庭需要帮助。,migrated-curated,rj_start1:curation
KV000371,klose,4,,I hope you are happy.,我希望你开心。,migrated-curated,rj_start1:curation
KV000372,klose,4,,It is rainy so I stay at home.,下雨了，所以我待在家里。,grade4-reviewed,klose:grade4_full_review_c
KV000373,klose,4,,Today is a sunny day.,今天是晴朗的一天。,migrated-curated,rj_start1:curation
KV000374,klose,4,,I usually go to school by bus.,我通常坐公交车上学。,grade4-reviewed,klose:grade4_full_review_c
KV000375,klose,4,,I go to school by bus.,我乘公交车上学。,migrated-curated,rj_start1:curation
KV000376,klose,4,,We go there by boat.,我们乘小船去那里。,migrated-curated,rj_start1:curation
KV000377,klose,4,,We travel by ship in summer.,我们夏天乘船旅行。,grade4-reviewed,klose:grade4_full_review_c
KV000378,klose,4,,My family goes to the park by car.,我们一家坐汽车去公园。,grade4-reviewed,klose:grade4_full_review_c
KV000379,klose,4,,We go to the station by taxi.,我们坐出租车去车站。,grade4-reviewed,klose:grade4_full_review_c
KV000380,klose,4,,I go to school by bike.,我骑自行车上学。,migrated-curated,rj_start1:curation
KV000381,klose,4,,I go to school on foot.,我步行上学。,migrated-curated,rj_start1:curation
KV000382,klose,4,,She goes to school by school bus.,她乘校车上学。,migrated-curated,rj_start1:curation
KV000383,klose,4,,We go to the museum by subway.,我们坐地铁去博物馆。,grade4-reviewed,klose:grade4_full_review_c
KV000384,klose,4,,We travel by plane in summer.,我们夏天乘飞机旅行。,grade4-reviewed,klose:grade4_full_review_c
KV000385,klose,4,,We go to the city by train.,我们乘火车去这座城市。,grade4-reviewed,klose:grade4_full_review_c
KV000386,klose,4,,There are flowers in the garden.,花园里有花。,migrated-curated,rj_start1:curation
KV000387,klose,4,,The gate is our meeting place.,大门是我们的集合地点。,migrated-curated,rj_start1:curation
KV000388,klose,4,,Wait for me at the gate.,在大门口等我。,migrated-curated,rj_start1:curation
KV000389,klose,4,,What transportation do you use?,你使用什么交通方式？,migrated-curated,rj_start1:curation
KV000390,klose,4,,This film is interesting.,这部电影很有趣。,migrated-curated,rj_start1:curation
KV000391,klose,4,,The earth is our home.,地球是我们的家园。,migrated-curated,rj_start1:curation
KV000392,klose,4,,There is snow in winter.,冬天有雪。,migrated-curated,rj_start1:curation
KV000393,klose,4,,Let's go to the theatre.,我们去剧院吧。,migrated-curated,rj_start1:curation
KV000394,klose,4,,Come to my house.,来我家吧。,migrated-curated,rj_start1:curation
KV000395,klose,4,,I enjoy reading in the evening.,我喜欢晚上阅读。,grade4-reviewed,klose:grade4_full_review_c
KV000396,klose,4,,My blue pen is next to the ruler.,我的蓝色钢笔在尺子旁边。,grade4-reviewed,klose:grade4_full_review_c
KV000397,klose,4,,Be careful with the knife.,使用刀时要小心。,migrated-curated,rj_start1:curation
KV000398,klose,4,,I need an eraser.,我需要一块橡皮。,migrated-curated,rj_start1:curation
KV000399,klose,4,,I draw with crayons.,我用蜡笔画画。,migrated-curated,rj_start1:curation
KV000400,klose,4,,Be careful with the scissors.,使用剪刀时要小心。,migrated-curated,rj_start1:curation
KV000401,klose,4,,I need a glue stick.,我需要一支胶棒。,migrated-curated,rj_start1:curation
KV000402,klose,4,,I draw on the paper.,我在纸上画画。,migrated-curated,rj_start1:curation
KV000403,klose,4,,Can I use your pen?,我可以用你的钢笔吗？,migrated-curated,rj_start1:curation
KV000404,klose,4,,Please give me the paper.,请把纸给我。,migrated-curated,rj_start1:curation
KV000405,klose,4,,I can't find my pen.,我找不到我的钢笔。,migrated-curated,rj_start1:curation
KV000406,klose,4,,Let's ask at the Information Centre.,我们去信息中心问问。,migrated-curated,rj_start1:curation
KV000407,klose,4,,"Excuse me, where is the gate?",请问，大门在哪里？,grade4-reviewed,klose:grade4_full_review_c
KV000408,klose,4,,The phone is on the desk next to my book.,电话在课桌上，紧挨着我的书。,grade4-reviewed,klose:grade4_full_review_c
KV000409,klose,4,,My dad is a doctor.,我爸爸是医生。,migrated-curated,rj_start1:curation
KV000410,klose,4,,I had a hamburger and some juice for lunch.,我午饭吃了一个汉堡，还喝了些果汁。,grade4-reviewed,klose:grade4_full_review_c
KV000411,klose,4,,This shop sells books.,这家商店卖书。,migrated-curated,rj_start1:curation
KV000412,klose,4,,Don't climb on the window ledge.,不要爬窗台。,migrated-curated,rj_start1:curation
KV000413,klose,4,,Playing with fire is dangerous.,玩火很危险。,migrated-curated,rj_start1:curation
KV000414,klose,4,,Don't play with fire.,不要玩火。,migrated-curated,rj_start1:curation
KV000415,klose,4,,Be careful on the stairs!,在楼梯上要小心！,migrated-curated,rj_start1:curation
KV000416,klose,4,,Don't run down the stairs.,不要跑下楼梯。,migrated-curated,rj_start1:curation
KV000417,klose,4,,Walk on the sidewalk.,在人行道上走。,migrated-curated,rj_start1:curation
KV000418,klose,4,,Wait for the green light.,等绿灯。,migrated-curated,rj_start1:curation
KV000419,klose,4,,It is safe to wait here.,在这里等是安全的。,migrated-curated,rj_start1:curation
KV000420,klose,4,,Stop at the red light.,红灯时停下来。,migrated-curated,rj_start1:curation
KV000421,klose,4,,Don't run in the street.,不要在街道上跑。,migrated-curated,rj_start1:curation
KV000422,klose,4,,Follow the safety rules.,遵守安全规则。,migrated-curated,rj_start1:curation
KV000423,klose,4,,The nurse helps sick people.,护士帮助病人。,migrated-curated,rj_start1:curation
KV000424,klose,4,n.,My uncle is a cook at a restaurant.,我叔叔是一家餐馆的厨师。,grade4-reviewed,klose:grade4_full_review_c
KV000425,klose,4,,The doctor helps sick people.,医生帮助病人。,migrated-curated,rj_start1:curation
KV000426,klose,4,,The bus driver stops at the red light.,公交车司机在红灯前停车。,grade4-reviewed,klose:grade4_full_review_c
KV000427,klose,4,,The police officer helps people.,警察帮助人们。,migrated-curated,rj_start1:curation
KV000428,klose,4,,My father is a taxi driver.,我爸爸是出租车司机。,migrated-curated,rj_start1:curation
KV000429,klose,4,,The farmer works hard every day.,农民每天辛勤工作。,grade4-reviewed,klose:grade4_full_review_c
KV000430,klose,4,,The worker works hard.,工人努力工作。,migrated-curated,rj_start1:curation
KV000431,klose,4,,I want to be a doctor in the future.,我将来想当医生。,migrated-curated,rj_start1:curation
KV000432,klose,4,,That is a great job.,那是一份很棒的工作。,migrated-curated,rj_start1:curation
KV000433,klose,4,,What is your father's job?,你爸爸做什么工作？,migrated-curated,rj_start1:curation
KV000434,klose,4,,The doctor helps sick people.,医生帮助病人。,migrated-curated,rj_start1:curation
KV000435,klose,4,,Many people are waiting at the station.,许多人正在车站等候。,grade4-reviewed,klose:grade4_full_review_c
KV000436,klose,4,,Teachers teach children.,老师教孩子们。,migrated-curated,rj_start1:curation
KV000437,klose,4,,I just want to help.,我只是想帮忙。,migrated-curated,rj_start1:curation
KV000438,klose,4,,I can do it myself.,我可以自己做。,migrated-curated,rj_start1:curation
KV000439,klose,4,,That sounds great.,那听起来很棒。,migrated-curated,rj_start1:curation
KV000440,klose,4,,The bank is across from the hotel.,银行在酒店对面。,migrated-curated,rj_start1:curation
KV000441,klose,4,,The post office is next to the bank.,邮局在银行旁边。,migrated-curated,rj_start1:curation
KV000442,klose,4,,The shop is between the bank and hotel.,商店在银行和酒店之间。,migrated-curated,rj_start1:curation
KV000443,klose,4,,We eat dinner at the restaurant.,我们在餐馆吃晚饭。,migrated-curated,rj_start1:curation
KV000444,klose,4,,We send birthday cards at the post office.,我们在邮局寄生日贺卡。,grade4-reviewed,klose:grade4_full_review_c
KV000445,klose,4,,The bank is near the hotel.,银行在酒店附近。,migrated-curated,rj_start1:curation
KV000446,klose,4,,We buy food at the grocery.,我们在杂货店买食物。,migrated-curated,rj_start1:curation
KV000447,klose,4,,Turn left at the crossroads.,在十字路口向左转。,migrated-curated,rj_start1:curation
KV000448,klose,4,,Turn right at the bank.,在银行那里向右转。,migrated-curated,rj_start1:curation
KV000449,klose,4,,Go straight and turn left.,直走然后左转。,migrated-curated,rj_start1:curation
KV000450,klose,4,,Turn right at the crossroads.,在十字路口右转。,migrated-curated,rj_start1:curation
KV000451,klose,4,,There is a park in my neighbourhood.,我的社区里有一个公园。,migrated-curated,rj_start1:curation
KV000452,klose,4,,I send a birthday card to my cousin.,我给表兄弟姐妹寄一张生日贺卡。,grade4-reviewed,klose:grade4_full_review_c
KV000453,klose,4,,I get a birthday present from my friend.,我收到朋友送的生日礼物。,grade4-reviewed,klose:grade4_full_review_c
KV000454,klose,4,,I need some money to buy the book.,我需要一些钱来买这本书。,grade4-reviewed,klose:grade4_full_review_c
KV000455,klose,4,,How can I get to the bank?,我怎样到银行？,migrated-curated,rj_start1:curation
KV000456,klose,4,,I get up before seven.,我七点前起床。,migrated-curated,rj_start1:curation
KV000457,klose,4,,We leave home at eight.,我们八点离开家。,migrated-curated,rj_start1:curation
KV000458,klose,4,,This shop sells toys.,这家商店卖玩具。,migrated-curated,rj_start1:curation
KV000459,klose,4,,This city is beautiful.,这座城市很漂亮。,migrated-curated,rj_start1:curation
KV000460,klose,4,,We play basketball at the sports centre.,我们在体育中心打篮球。,migrated-curated,rj_start1:curation
KV000461,klose,4,,We stay at a hotel.,我们住在酒店。,migrated-curated,rj_start1:curation
KV000462,klose,4,,There are many people in the square.,广场上有很多人。,migrated-curated,rj_start1:curation
KV000463,klose,4,,We buy toys at the shop.,我们在商店买玩具。,migrated-curated,rj_start1:curation
KV000464,klose,4,,We see a film at the cinema.,我们在电影院看电影。,migrated-curated,rj_start1:curation
KV000465,klose,4,,We go boating on the lake.,我们在湖上划船。,migrated-curated,rj_start1:curation
KV000466,klose,4,,My mum is busy today.,我妈妈今天很忙。,grade4-reviewed,klose:actual_grade4_reuse_overrides
KV000467,klose,4,,The station is near the hotel.,车站在酒店附近。,migrated-curated,rj_start1:curation
KV000468,klose,4,,This is a beautiful place.,这是一个美丽的地方。,migrated-curated,rj_start1:curation
KV000469,klose,4,,I have many things to do.,我有很多事情要做。,migrated-curated,rj_start1:curation
KV000470,klose,4,,We stay at home today.,我们今天待在家里。,migrated-curated,rj_start1:curation
KV000471,klose,4,,We can see many stars.,我们能看到许多星星。,migrated-curated,rj_start1:curation
KV000472,klose,4,,The king lives in a big house.,国王住在一所大房子里。,migrated-curated,rj_start1:curation
KV000473,klose,4,,The museum is in the central square.,博物馆在中心广场。,migrated-curated,rj_start1:curation
KV000474,klose,4,,We take photos at the Great Wall.,我们在长城拍照。,migrated-curated,rj_start1:curation
KV000475,klose,4,,We visit the museum today.,我们今天参观博物馆。,migrated-curated,rj_start1:curation
KV000476,klose,4,,My dream is to travel.,我的梦想是去旅行。,migrated-curated,rj_start1:curation
KV000477,klose,4,,We swim in the sea.,我们在海里游泳。,migrated-curated,rj_start1:curation
KV000478,klose,4,,I want to ski in winter.,我想冬天去滑雪。,migrated-curated,rj_start1:curation
KV000479,klose,4,,We eat seafood by the sea.,我们在海边吃海鲜。,migrated-curated,rj_start1:curation
KV000480,klose,4,,We visit the Mogao Caves.,我们参观莫高窟。,migrated-curated,rj_start1:curation
KV000481,klose,4,,West Lake is beautiful.,西湖很美。,migrated-curated,rj_start1:curation
KV000482,klose,4,,We row a boat on West Lake.,我们在西湖划船。,migrated-curated,rj_start1:curation
KV000483,klose,4,,The Great Wall is in China.,长城在中国。,grade4-reviewed,klose:grade4_full_review_c
KV000484,klose,4,,We often travel during the summer vacation.,我们暑假经常去旅行。,grade4-reviewed,klose:grade4_full_review_c
KV000485,klose,4,,I like to travel with my family.,我喜欢和家人旅行。,migrated-curated,rj_start1:curation
KV000486,klose,4,,Reading is my hobby.,阅读是我的爱好。,migrated-curated,rj_start1:curation
KV000487,klose,4,,Skateboarding is my hobby.,滑板运动是我的爱好。,migrated-curated,rj_start1:curation
KV000488,klose,4,,Singing is my hobby.,唱歌是我的爱好。,migrated-curated,rj_start1:curation
KV000489,klose,4,,Dancing is her hobby.,跳舞是她的爱好。,migrated-curated,rj_start1:curation
KV000490,klose,4,,I like doing jigsaw puzzles.,我喜欢拼拼图。,migrated-curated,rj_start1:curation
KV000491,klose,4,,He likes making models.,他喜欢做模型。,migrated-curated,rj_start1:curation
KV000492,klose,4,,She likes collecting erasers.,她喜欢收集橡皮。,migrated-curated,rj_start1:curation
KV000493,klose,4,,We have different hobbies.,我们有不同的爱好。,migrated-curated,rj_start1:curation
KV000494,klose,4,,Reading is my hobby.,阅读是我的爱好。,migrated-curated,rj_start1:curation
KV000495,klose,4,,I like collecting stamps.,我喜欢集邮。,migrated-curated,rj_start1:curation
KV000496,klose,4,,The cat can catch a fish.,猫能抓到鱼。,migrated-curated,rj_start1:curation
KV000497,klose,4,,We go for a picnic on Sunday.,我们星期日去野餐。,migrated-curated,rj_start1:curation
KV000498,klose,4,,She can play the violin.,她会拉小提琴。,migrated-curated,rj_start1:curation
KV000499,klose,4,,We go skating in winter.,我们冬天去滑冰。,migrated-curated,rj_start1:curation
KV000500,klose,4,,We go camping in summer.,我们夏天去露营。,migrated-curated,rj_start1:curation
KV000501,klose,4,,I help do the housework.,我帮忙做家务。,migrated-curated,rj_start1:curation
KV000502,klose,4,,Are you free on Sunday?,你星期日有空吗？,migrated-curated,rj_start1:curation
KV000503,klose,4,,I never play with fire.,我从不玩火。,migrated-curated,rj_start1:curation
KV000504,klose,4,,I go swimming once a week.,我每周游泳一次。,migrated-curated,rj_start1:curation
KV000505,klose,4,,I play basketball twice a week.,我每周打两次篮球。,migrated-curated,rj_start1:curation
KV000506,klose,4,,I read books three times a week.,我每周读三次书。,migrated-curated,rj_start1:curation
KV000507,klose,4,,Canada is a big country.,加拿大是一个大国。,migrated-curated,rj_start1:curation
KV000508,klose,4,,Koalas live in Australia.,考拉生活在澳大利亚。,migrated-curated,rj_start1:curation
KV000509,klose,4,,Big Ben is in the UK.,大本钟在英国。,migrated-curated,rj_start1:curation
KV000510,klose,4,,Disneyland is in the USA.,迪士尼乐园在美国。,migrated-curated,rj_start1:curation
KV000511,klose,4,,The Great Wall is in China.,长城在中国。,migrated-curated,rj_start1:curation
KV000512,klose,4,,The koala is eating in a tree.,考拉正在树上吃东西。,grade4-reviewed,klose:grade4_full_review_c
