MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
saleswoman,saleswoman,n. [贸易] 女售货员;[贸易] 女店员,5年级上,1,new-surface-candidate,,,,yes
sandwich,sandwich,n. 三明治;夹心面包 vt. 夹入;挤进;把...做成三明治,6年级下,1,new-surface-candidate,,,,yes
saw flowers,saw flowers,无,5年级下,1,new-surface-candidate,,,,yes
scared,scared,v. 使害怕(scare的过去分词) adj. 害怕的,6年级上,1,new-surface-candidate,,,,yes
scarf,scarf,"n. 围巾;嵌接,嵌接处;头巾领巾 vt. 披嵌接;用围巾围",6年级下,1,new-surface-candidate,,,,yes
scientist,scientist,n. 科学家,6年级上,1,new-surface-candidate,,,,yes
scissors,scissors,n. 剪刀;剪式跳法 v. 剪开;删除(scissor的第三人称单数),4年级上,1,new-surface-candidate,,,,yes
see a film,see a film,看电影;去看电影;去电影院看电影,4年级下,1,new-surface-candidate,,,,yes
send,send,"n. 上升运动 vi. 派人;寄信 vt. 发送,寄;派遣;使进入;发射",4年级下,1,new-surface-candidate,,,,yes
send a short message,send a short message,无,5年级下,1,new-surface-candidate,,,,yes
send an email,send an email,无,5年级下,1,new-surface-candidate,,,,yes
shark,shark,n. 鲨鱼;骗子 vt. 敲诈 vi. 诈骗,6年级上,1,new-surface-candidate,,,,yes
shopping centre,shopping centre,"n. 购物中心(集中一批商店,有时在同一建筑物内)",6年级下,1,new-surface-candidate,,,,yes
shopping list,shopping list,n. 购物单;采购单,3年级上,1,new-surface-candidate,,,,yes
shopping mall,shopping mall,un. 商业区林荫路,6年级下,1,new-surface-candidate,,,,yes
show ... around,show ... around,v. 带...参观,6年级下,1,new-surface-candidate,,,,yes
sick,sick,adj. 厌恶的;病态的;不舒服;渴望的;恶心的 ;生病的 n. 病人 vt. 使狗去咬;呕吐;追击,4年级上,1,new-surface-candidate,,,,yes
sidewalk,sidewalk,n. 人行道,4年级上,1,new-surface-candidate,,,,yes
silk,silk,n. 丝绸;蚕丝;丝织物 adj. 丝的;丝绸的;丝制的 vi. (玉米)处于长须的阶段中,6年级上,1,new-surface-candidate,,,,yes
sing songs,sing songs,n. 歌咏,3年级下,1,new-surface-candidate,,,,yes
singing,singing,n. 歌唱;歌声;耳鸣;振鸣 v. 唱歌(sing的ing形式) adj. 唱歌的;音乐般的,4年级下,1,new-surface-candidate,,,,yes
six,six,"num. 六,六个 n. 六,六个",1年级上,1,new-surface-candidate,,,,yes
skateboarding,skateboarding,n. 滑板运动,4年级下,1,new-surface-candidate,,,,yes
sleepy,sleepy,adj. 欲睡的;困乏的;不活跃的,5年级下,1,new-surface-candidate,,,,yes
slept,slept,v. 睡觉(sleep的过去式和过去分词),5年级下,1,new-surface-candidate,,,,yes
slim,slim,adj. 苗条的;修长的;微小的;差的 vt. 使...体重减轻;使...苗条 vi. 减轻体重;变细,5年级上,1,new-surface-candidate,,,,yes
so,so,"conj. 所以;因此 adv. 如此,这么;确是如此 pron. 这样",4年级上,1,new-surface-candidate,,,,yes
south,south,"n. 南方,南边;南部 adj. 南的,南方的 adv. 在南方,向南方",6年级上,1,new-surface-candidate,,,,yes
special,special,"n. 特使,特派人员;特刊;特色菜;专车;特价商品 adj. 特别的;专门的,专用的",5年级下|6年级下,2,new-surface-candidate,,,,yes
spend,spend,"n. 预算 vt. 度过,消磨(时光);花费;浪费;用尽 vi. 花钱;用尽,耗尽",6年级上,1,new-surface-candidate,,,,yes
spicy,spicy,"adj. 辛辣的;香的,多香料的;下流的",6年级上,1,new-surface-candidate,,,,yes
sports centre,sports centre,"体育运动中心, 运动场",4年级下,1,new-surface-candidate,,,,yes
squirrel,squirrel,n. 松鼠;松鼠毛皮 vt. 贮藏,6年级下,1,new-surface-candidate,,,,yes
stadium,stadium,n. 体育场;露天大型运动场,6年级下,1,new-surface-candidate,,,,yes
started to buy things,started to buy things,无,5年级下,1,new-surface-candidate,,,,yes
started to speak,started to speak,无,5年级下,1,new-surface-candidate,,,,yes
started to study english,started to study English,无,5年级下,1,new-surface-candidate,,,,yes
started to use a computer,started to use a computer,无,5年级下,1,new-surface-candidate,,,,yes
stayed at home,stayed at home,无,5年级下,1,new-surface-candidate,,,,yes
step,step,"n. 步,脚步;步骤;步伐;梯级 vt. 走,迈步 vi. 踏,踩;走",4年级上,1,new-surface-candidate,,,,yes
stomachache,stomachache,"n. 腹痛,肚子痛;胃痛",5年级下,1,new-surface-candidate,,,,yes
stone,stone,"n. 石头;结石;[宝] 宝石 adj. 石的,石制的 vt. 向扔石块;用石头铺",6年级上,1,new-surface-candidate,,,,yes
straight,straight,"n. 直;直线;直男,直女,异性恋者 adj. 直的;连续的;笔直的;正直的;整齐的;异性恋的 adv. 直接地;不断地;立即;坦率地",5年级上,1,new-surface-candidate,,,,yes
summary,summary,"n. 概要,摘要,总结 adj. 简易的;扼要的",3年级上,1,new-surface-candidate,,,,yes
summer vacation,summer vacation,n. 暑假,4年级下,1,new-surface-candidate,,,,yes
sunrise,sunrise,n. 日出;黎明,6年级上,1,new-surface-candidate,,,,yes
swam,swam,v. 游泳(swim的过去式),5年级下,1,new-surface-candidate,,,,yes
swan,swan,"n. 天鹅;天鹅星座 vi. 游荡,闲荡",6年级下,1,new-surface-candidate,,,,yes
sweater,sweater,"n. 毛线衣,运动衫;大量出汗的人,发汗剂",3年级上,1,new-surface-candidate,,,,yes
sweep the floor,sweep the floor,扫地;清扫地板;打扫地板,5年级上,1,new-surface-candidate,,,,yes
sydney,Sydney,n. 悉尼(澳大利亚港市),6年级上,1,new-surface-candidate,,,,yes
t-shirt,T-shirt,n. 短袖圆领汗衫,1年级下|3年级上,2,new-surface-candidate,,,,yes
tail,tail,n. 尾巴;踪迹;辫子;燕尾服 adj. 从后面而来的;尾部的 vt. 尾随;装上尾巴 vi. 跟踪;变少或缩小,3年级上,1,new-surface-candidate,,,,yes
take out the rubbish,take out the rubbish,无,5年级上,1,new-surface-candidate,,,,yes
take photos,take photos,照相;拍照;拍照片,4年级下,2,new-surface-candidate,,,,yes
talk about,talk about,na. 讲(某事),6年级下,1,new-surface-candidate,,,,yes
taste,taste,n. 味道;品味;审美 vt. 尝;体验 vi. 尝起来;有...的味道,6年级上,1,new-surface-candidate,,,,yes
taxi driver,taxi driver,n. 计程车司机,4年级上,1,new-surface-candidate,,,,yes
teachers' day,Teachers' Day,n. 教师节,5年级下,1,new-surface-candidate,,,,yes
temple,temple,n. 庙宇;寺院;神殿;太阳穴,6年级上,1,new-surface-candidate,,,,yes
ten,ten,"num. 十个,十",1年级上,1,new-surface-candidate,,,,yes
test,test,n. 试验;检验 vt. 试验;测试 vi. 试验;测试,6年级上,1,new-surface-candidate,,,,yes
thanksgiving,Thanksgiving,n. 感恩,6年级下,1,new-surface-candidate,,,,yes
the british museum,the British Museum,大英博物馆;伦敦大英博物馆;不列颠博物馆,6年级上,1,new-surface-candidate,,,,yes
the cn tower,the CN Tower,无,6年级上,1,new-surface-candidate,,,,yes
the great wall,the Great Wall,长城;万里长城;中国万里长城,4年级下,1,new-surface-candidate,,,,yes
the london eye,the London Eye,伦敦眼;英航伦敦眼;英国伦敦眼,6年级上,1,new-surface-candidate,,,,yes
the matter,the matter,"有问题,有毛病",3年级上,1,new-surface-candidate,,,,yes
the opera house,the Opera House,悉尼歌剧院;剧院及电影院;大剧院,6年级上,1,new-surface-candidate,,,,yes
the potala palace,the Potala Palace,布达拉宫;中国西藏布达拉宫,6年级上,1,new-surface-candidate,,,,yes
the stone forest,the Stone Forest,无,5年级下,1,new-surface-candidate,,,,yes
the summer palace,the Summer Palace,颐和园;颐和圆;之颐和园,6年级上,1,new-surface-candidate,,,,yes
the terracotta army,the Terracotta Army,无,6年级上,1,new-surface-candidate,,,,yes
the uk,the UK,(等于the United Kingdom)英国,4年级下,1,new-surface-candidate,,,,yes
the usa,the USA,美国;美利坚合众国;现在我们有美国的大哥,4年级下,1,new-surface-candidate,,,,yes
the white house,the White House,na. 白宫,6年级上,1,new-surface-candidate,,,,yes
the yangtze river,the Yangtze River,na. 长江,6年级上,1,new-surface-candidate,,,,yes
theatre,theatre,"n. 电影院,戏院;戏剧;阶梯式讲堂",4年级上,1,new-surface-candidate,,,,yes
thing,thing,n. 事情;东西;事物;情况,4年级下,1,new-surface-candidate,,,,yes
thirteen,thirteen,n. 十三;十三岁;十三个 num. 十三 adj. 十三的;十三个的,2年级下,1,new-surface-candidate,,,,yes
three times a week,three times a week,一周三次;每周三次;一星期三次,4年级下,1,new-surface-candidate,,,,yes
tidy the desk,tidy the desk,无,5年级上,1,new-surface-candidate,,,,yes
too much,too much,na. 太过份,5年级下,1,new-surface-candidate,,,,yes
took photos,took photos,无,5年级下,1,new-surface-candidate,,,,yes
toothache,toothache,n. [口腔] 牙痛,5年级下,1,new-surface-candidate,,,,yes
top,top,"n. 顶部,顶端;上部;首席;陀螺 adj. 最高的,顶上的;头等的 vt. 超越,超过;给...加盖;达到...的顶端 vi. 高出,超越;结束;达到顶点",6年级下,1,new-surface-candidate,,,,yes
toronto,Toronto,n. 多伦多(加拿大城市),6年级上,1,new-surface-candidate,,,,yes
tower bridge,Tower Bridge,n. 【旅】塔桥;【旅】伦敦塔桥,6年级上,1,new-surface-candidate,,,,yes
train,train,n. 火车;行列;长队;裙裾 v. 培养;训练;瞄准,1年级下,1,new-surface-candidate,,,,yes
transportation,transportation,n. 运输;运输系统;运输工具;流放,4年级上,1,new-surface-candidate,,,,yes
tree planting day,Tree Planting Day,无,5年级下,1,new-surface-candidate,,,,yes
trunk,trunk,n. 树干;躯干;象鼻;汽车车尾的行李箱 adj. 干线的;躯干的;箱子的 vt. 把...放入旅行箱内,6年级上,1,new-surface-candidate,,,,yes
turn left,turn left,un. 向左转,4年级下,1,new-surface-candidate,,,,yes
turn right,turn right,na. 转往右面,4年级下,1,new-surface-candidate,,,,yes
turtle,turtle,"n. 龟,甲鱼;海龟",3年级上,1,new-surface-candidate,,,,yes
tusk,tusk,"n. 长牙;尖头,尖形物 vt. 以牙刺戳;以长牙掘",6年级上,1,new-surface-candidate,,,,yes
twenty-fifth,twenty-fifth,第二十五,5年级下,1,new-surface-candidate,,,,yes
twice a week,twice a week,一周两次;每周两次;一星期两次,4年级下,1,new-surface-candidate,,,,yes
umbrella,umbrella,n. 雨伞;保护伞;庇护;伞形结构,2年级下,1,new-surface-candidate,,,,yes
university,university,n. 大学;综合性大学;大学校舍,6年级上,1,new-surface-candidate,,,,yes
visit one's grandparents,visit one's grandparents,无,4年级上,1,new-surface-candidate,,,,yes
visit the mogao caves,visit the Mogao Caves,无,4年级下,1,new-surface-candidate,,,,yes
visited grandparents,visited grandparents,无,5年级下,1,new-surface-candidate,,,,yes
volunteer,volunteer,n. 志愿者;志愿兵 adj. 志愿的 vt. 自愿 vi. 自愿,6年级下,1,new-surface-candidate,,,,yes
wait for,wait for,na. 等;等待,4年级上,1,new-surface-candidate,,,,yes
wake up,wake up,na. 同“wake”;叫醒;醒来;振作起来,3年级下,1,new-surface-candidate,,,,yes
walking the dog,walking the dog,无,3年级下,1,new-surface-candidate,,,,yes
wardrobe,wardrobe,n. 衣柜;行头;全部戏装,6年级下,1,new-surface-candidate,,,,yes
was born,was born,出生;出生於;出生于,5年级下,1,new-surface-candidate,,,,yes
wash clothes,wash clothes,洗衣服;爱洗衣服的小羊;清洗衣物,5年级上,1,new-surface-candidate,,,,yes
washed clothes,washed clothes,无,5年级下,1,new-surface-candidate,,,,yes
washington d.c.,Washington D.C.,华盛顿;华盛顿哥伦比亚特区;华盛顿特区,6年级上,1,new-surface-candidate,,,,yes
watched tv,watched TV,无,5年级下,1,new-surface-candidate,,,,yes
watching tv,watching TV,看电视;正在看电视;他在看电视,3年级下,1,new-surface-candidate,,,,yes
water bottle,water bottle,un. 水壶;采水瓶;采水器;采水样器,3年级下,1,new-surface-candidate,,,,yes
watering the plants,watering the plants,无,3年级下,1,new-surface-candidate,,,,yes
wear,wear,n. 衣物;磨损;耐久性 v. 穿着;用旧;耗损;面露,3年级上,1,new-surface-candidate,,,,yes
wear glasses,wear glasses,戴眼镜;戴着眼镜;带着眼镜,5年级上,1,new-surface-candidate,,,,yes
went to kindergarten,went to kindergarten,无,5年级下,1,new-surface-candidate,,,,yes
went to school,went to school,"vbl.到校上课,开始求学",5年级下,1,new-surface-candidate,,,,yes
went to the beach,went to the beach,无,5年级下,1,new-surface-candidate,,,,yes
were,were,"v. 是,在(are的过去式)",5年级下,1,new-surface-candidate,,,,yes
west lake,West Lake,西湖;杭州西湖;浙江杭州,4年级下,1,new-surface-candidate,,,,yes
wet,wet,n. 雨天;湿气 adj. [气象][物] 潮湿的;有雨的 vt. 弄湿 vi. 变湿,5年级下,1,new-surface-candidate,,,,yes
whale,whale,n. 鲸;巨大的东西 vt. 猛揍;使惨败 vi. 捕鲸,6年级上,1,new-surface-candidate,,,,yes
what about ...?,What about ...?,un. 不;...怎样,4年级上,1,new-surface-candidate,,,,yes
who,who,pron. 谁;什么人,2年级上,1,new-surface-candidate,,,,yes
wild goose,wild goose,na. 【鸟】雁,6年级下,1,new-surface-candidate,,,,yes
win,win,n. 赢;胜利 vt. 赢得;在...中获胜;劝诱 vi. 赢;获胜;成功,6年级上,1,new-surface-candidate,,,,yes
won,won,vt. 赢得(win的过去式和过去分词),5年级下,1,new-surface-candidate,,,,yes
wow,wow,"n. 极大的成功;一鸣惊人之举;魔兽世界(World of Warcraft);失真 int. (表示极大的惊奇或钦佩)哇,呀",2年级下,1,new-surface-candidate,,,,yes
write a letter,write a letter,na. 写信,5年级下,1,new-surface-candidate,,,,yes
writer,writer,n. 作家;作者,6年级上,1,new-surface-candidate,,,,yes
