MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
do,do,"vi. 行,足够;生长 n. 要求;规定;C大调音阶中的第一音 v. 做;干;学习;研究;进行;完成;解答;整理;算出;引起;行过 aux. 助动词(构成疑问句和否定句);(代替动词);(用于加强语气) n. (口语)事件;(主英国口语)诈骗;(主英国、新西兰口语)宴会;(口语)必须做到的事情",1年级上,1,exact-surface-overlap,do,do,"vi. 行,足够;生长 n. 要求;规定;C大调音阶中的第一音 v. 做;干;学习;研究;进行;完成;解答;整理;算出;引起;行过 aux. 助动词(构成疑问句和否定句);(代替动词);(用于加强语气) n. (口语)事件;(主英国口语)诈骗;(主英国、新西兰口语)宴会;(口语)必须做到的事情",yes
do the housework,do the housework,做家务;做家务活;料理家务,4年级下,1,new-surface-candidate,,,,yes
doctor,doctor,"vt. 修理;篡改,伪造;为...治病;授以博士学位 n. 医生;博士 vi. 就医;行医",4年级上,1,exact-surface-overlap,doctor,doctor,"vt. 修理;篡改,伪造;为...治病;授以博士学位 n. 医生;博士 vi. 就医;行医",yes
does,does,v. 做;工作;有用(do的第三人称单数形式),2年级上,1,new-surface-candidate,,,,yes
dog,dog,n. 狗;丑女人;卑鄙的人;(俚)朋友 vt. 跟踪;尾随,1年级上|3年级上,2,exact-surface-overlap,dog,dog,n. 狗;丑女人;卑鄙的人;(俚)朋友 vt. 跟踪;尾随,yes
doing jigsaw puzzles,doing jigsaw puzzles,无,4年级下,1,new-surface-candidate,,,,yes
doll,doll,n. 洋娃娃;玩偶;无头脑的美丽女人 vt. 把...打扮得花枝招展,1年级下,1,new-surface-candidate,,,,yes
door,door,"n. 门;家,户;门口;通道",1年级下|3年级下,2,exact-surface-overlap,door,door,"n. 门;家,户;门口;通道",yes
downtown,downtown,n. 市中心区;三分线以外 adj. 市中心的 adv. 往闹市区;在市区,6年级下,1,new-surface-candidate,,,,yes
drank cold drinks,drank cold drinks,无,5年级下,1,new-surface-candidate,,,,yes
draw pictures,draw pictures,画画;画图画;画儿,3年级下,1,new-surface-candidate,,,,yes
dream,dream,"n. 梦想,愿望;梦 adj. 梦的;理想的;不切实际的 vt. 梦想;做梦;想到 vi. 梦想;做梦,梦见;想到",4年级下,1,new-surface-candidate,,,,yes
dress,dress,n. 连衣裙;女装 vt. 给...穿衣 vi. 穿衣,1年级下|3年级上,2,exact-surface-overlap,dress,dress,n. 连衣裙;女装 vt. 给...穿衣 vi. 穿衣,yes
drink,drink,"n. 酒,饮料;喝酒 vt. 喝,饮;吸收;举杯庆贺 vi. 喝酒;饮水;干杯",5年级下,1,exact-surface-overlap,drink,drink,"n. 酒,饮料;喝酒 vt. 喝,饮;吸收;举杯庆贺 vi. 喝酒;饮水;干杯",yes
duck,duck,n. 鸭子;鸭肉;(英)宝贝儿;零分 vt. 躲避;猛按...入水 vi. 闪避;没入水中,3年级上,1,exact-surface-overlap,duck,duck,n. 鸭子;鸭肉;(英)宝贝儿;零分 vt. 躲避;猛按...入水 vi. 闪避;没入水中,yes
dumpling,dumpling,"n. 饺子,汤团;面团布丁",6年级上,1,new-surface-candidate,,,,yes
ear,ear,n. 耳朵;穗;听觉;倾听 vi. (美俚)听见;抽穗,1年级上|3年级上,2,exact-surface-overlap,ear,ear,n. 耳朵;穗;听觉;倾听 vi. (美俚)听见;抽穗,yes
early,early,adj. 早期的;早熟的 adv. 提早;在初期,5年级下,1,exact-surface-overlap,early,early,adj. 早期的;早熟的 adv. 提早;在初期,yes
earth,earth,"n. 地球;地表,陆地;土地,土壤;尘事,俗事;兽穴 vt. 把(电线)[电] 接地;盖(土);追赶入洞穴 vi. 躲进地洞",4年级上,1,exact-surface-overlap,earth,earth,"n. 地球;地表,陆地;土地,土壤;尘事,俗事;兽穴 vt. 把(电线)[电] 接地;盖(土);追赶入洞穴 vi. 躲进地洞",yes
east,east,"n. 东方;东风;东方国家 adj. 东方的;向东的;从东方来的 adv. 向东方,在东方",6年级上,1,exact-surface-overlap,east,east,"n. 东方;东风;东方国家 adj. 东方的;向东的;从东方来的 adv. 向东方,在东方",yes
eat breakfast,eat breakfast,吃早饭;吃早餐;食早餐,2年级下,1,new-surface-candidate,,,,yes
eat dinner,eat dinner,吃晚饭;吃晚餐;吃饭,2年级下,1,new-surface-candidate,,,,yes
eat lunch,eat lunch,吃午饭;吃午餐;吃中午饭,2年级下,1,new-surface-candidate,,,,yes
eat seafood,eat seafood,无,4年级下,1,new-surface-candidate,,,,yes
egg,egg,n. 蛋;卵子;家伙;鸡蛋 vt. 煽动;怂恿,1年级下|3年级上,2,exact-surface-overlap,egg,egg,n. 蛋;卵子;家伙;鸡蛋 vt. 煽动;怂恿,yes
eight,eight,num. 八;八个;第八 n. 八字形 adj. 八的,1年级上,1,exact-surface-overlap,eight,eight,num. 八;八个;第八 n. 八字形 adj. 八的,yes
elephant,elephant,n. 象;大号图画纸,5年级上,1,exact-surface-overlap,elephant,elephant,n. 象;大号图画纸,yes
eleven,eleven,num. 十一;十一个 n. 十一;十一个 adj. 十一的;十一个的,2年级下,1,exact-surface-overlap,eleven,eleven,num. 十一;十一个 n. 十一;十一个 adj. 十一的;十一个的,yes
english,English,n. 英语;英国人;英文;英格兰人 adj. 英国人的;英国的;英文的 vt. 把...译成英语,3年级下,1,exact-surface-overlap,english,English,n. 英语;英国人;英文;英格兰人 adj. 英国人的;英国的;英文的 vt. 把...译成英语,yes
english-chinese dictionary,English-Chinese dictionary,英汉字典;辞典;氏英字典,6年级下,1,new-surface-candidate,,,,yes
enjoy,enjoy,"vt. 欣赏,享受;喜爱;使过得快活",4年级上,1,exact-surface-overlap,enjoy,enjoy,"vt. 欣赏,享受;喜爱;使过得快活",yes
eraser,eraser,n. 橡皮;擦除器;[计] 清除器,4年级上,1,exact-surface-overlap,eraser,eraser,n. 橡皮;擦除器;[计] 清除器,yes
evening,evening,n. 晚上;傍晚;(联欢性的)晚会;后期 adj. 在晚上的;为晚上的;晚上用的 int. 晚上好(等于good evening),4年级上,1,exact-surface-overlap,evening,evening,n. 晚上;傍晚;(联欢性的)晚会;后期 adj. 在晚上的;为晚上的;晚上用的 int. 晚上好(等于good evening),yes
every day,every day,na. 每日,2年级下,1,new-surface-candidate,,,,yes
everyone,everyone,n. 每个人 pron. 每个人;人人,3年级下,1,new-surface-candidate,,,,yes
everywhere,everywhere,n. 每个地方 adv. 到处,5年级下,1,new-surface-candidate,,,,yes
excited,excited,v. 激动;唤起(excite的过去分词) adj. 兴奋的;激动的;活跃的,6年级上,1,exact-surface-overlap,excited,excited,v. 激动;唤起(excite的过去分词) adj. 兴奋的;激动的;活跃的,yes
excuse me,Excuse me,un. 请原谅;对不起,4年级上,1,new-surface-candidate,,,,yes
exercise,exercise,n. 运动;练习;运用;操练;礼拜;典礼 vt. 锻炼;练习;使用;使忙碌;使惊恐 vi. 运动;练习,5年级下,1,exact-surface-overlap,exercise,exercise,n. 运动;练习;运用;操练;礼拜;典礼 vt. 锻炼;练习;使用;使忙碌;使惊恐 vi. 运动;练习,yes
exercise book,exercise book,n. 练习本;练习册;作业本,5年级上,1,new-surface-candidate,,,,yes
eye,eye,"n. 眼睛;视力;眼光;见解,观点 vt. 注视,看",1年级上|3年级上,2,exact-surface-overlap,eye,eye,"n. 眼睛;视力;眼光;见解,观点 vt. 注视,看",yes
face,face,n. 脸;表面;面子;面容;外观;威信 vi. 向;朝 vt. 面对;面向;承认;抹盖,1年级上|3年级上,2,exact-surface-overlap,face,face,n. 脸;表面;面子;面容;外观;威信 vi. 向;朝 vt. 面对;面向;承认;抹盖,yes
fall,fall,n. 下降;秋天;瀑布 adj. 秋天的 vi. 落下;变成;来临;减弱 vt. 砍倒;击倒,6年级上,1,new-surface-candidate,,,,yes
family,family,n. 家庭;亲属;家族;子女;[生]科;语族;[化]族 adj. 家庭的;家族的;适合于全家的,3年级下,1,exact-surface-overlap,family,family,n. 家庭;亲属;家族;子女;[生]科;语族;[化]族 adj. 家庭的;家族的;适合于全家的,yes
famous,famous,"adj. 著名的;极好的,非常令人满意的",6年级上,1,exact-surface-overlap,famous,famous,"adj. 著名的;极好的,非常令人满意的",yes
fan,fan,n. 迷;风扇;爱好者 vt. 煽动;刺激;吹拂 vi. 成扇形散开;飘动,6年级上,2,exact-surface-overlap,fan,fan,n. 迷;风扇;爱好者 vt. 煽动;刺激;吹拂 vi. 成扇形散开;飘动,yes
fantastic,fantastic,"n. 古怪的人 adj. 奇异的;空想的;异想天开的;古怪的;极好的,极出色的;不可思议的;不切实际的",5年级上,1,new-surface-candidate,,,,yes
farm,farm,"n. 农场;农家;畜牧场 vt. 养殖;耕种;佃出(土地) vi. 种田,务农;经营农场",5年级上,1,exact-surface-overlap,farm,farm,"n. 农场;农家;畜牧场 vt. 养殖;耕种;佃出(土地) vi. 种田,务农;经营农场",yes
farmer,farmer,"n. 农夫,农民",4年级上,1,exact-surface-overlap,farmer,farmer,"n. 农夫,农民",yes
fast,fast,"n. 斋戒;绝食 adj. 快速的,迅速的;紧的,稳固的 adv. 迅速地;紧紧地;彻底地 vi. 禁食,斋戒",5年级上,1,exact-surface-overlap,fast,fast,"n. 斋戒;绝食 adj. 快速的,迅速的;紧的,稳固的 adv. 迅速地;紧紧地;彻底地 vi. 禁食,斋戒",yes
father,father,"n. 父亲,爸爸;神父;祖先;前辈 vt. 发明,创立;当...的父亲",2年级上|3年级下|4年级上,3,exact-surface-overlap,father,father,"n. 父亲,爸爸;神父;祖先;前辈 vt. 发明,创立;当...的父亲",yes
father christmas,Father Christmas,na. 圣诞老人,2年级上,1,new-surface-candidate,,,,yes
father's day,Father's Day,na. 〈美〉父亲节(每年六月的第三个星期日),5年级下,1,new-surface-candidate,,,,yes
favourite,favourite,n. 特别喜爱的人(或物) adj. 特别受喜爱的,2年级下,1,exact-surface-overlap,favourite,favourite,n. 特别喜爱的人(或物) adj. 特别受喜爱的,yes
february,February,n. 二月,3年级上,1,exact-surface-overlap,february,February,n. 二月,yes
feeding the fish,feeding the fish,喂鱼 晕船,3年级下,1,new-surface-candidate,,,,yes
feet,feet,n. 脚(foot的复数形式);尺;韵脚,3年级上,1,morphology-overlap,foot,foot,n. 脚;英尺;步调;末尾 vt. 支付;给......换底 vi. 步行;跳舞;总计,yes
felt happy,felt happy,无,5年级下,1,new-surface-candidate,,,,yes
fifteen,fifteen,n. 十五;十五个;十五人组成的橄榄球队 num. 十五 adj. 十五的,2年级下,1,new-surface-candidate,,,,yes
fifteenth,fifteenth,adj. 第十五的;十五分之一的 num. 第十五,5年级下,1,exact-surface-overlap,fifteenth,fifteenth,adj. 第十五的;十五分之一的 num. 第十五,yes
fifth,fifth,num. 第五 n. 第五;五分之一 adj. 第五的;五分之一的,5年级下,1,exact-surface-overlap,fifth,fifth,num. 第五 n. 第五;五分之一 adj. 第五的;五分之一的,yes
fifty,fifty,n. 五十;五十个;编号为50的东西 adj. 五十的;五十个的;众多的,2年级下,1,exact-surface-overlap,fifty,fifty,n. 五十;五十个;编号为50的东西 adj. 五十的;五十个的;众多的,yes
film,film,n. 电影;薄膜;胶卷;轻烟 vt. 在...上覆以薄膜;把...拍成电影 vi. 摄制电影;生薄膜;变得朦胧,4年级上,1,exact-surface-overlap,film,film,n. 电影;薄膜;胶卷;轻烟 vt. 在...上覆以薄膜;把...拍成电影 vi. 摄制电影;生薄膜;变得朦胧,yes
find,find,"n. 发现 vi. 裁决 vt. 查找,找到;发现;认为;感到;获得",4年级上|6年级上,2,exact-surface-overlap,find,find,"n. 发现 vi. 裁决 vt. 查找,找到;发现;认为;感到;获得",yes
first,first,num. 第一 n. 第一;开始;冠军 adj. 第一的;基本的;最早的 adv. 第一;首先;优先;宁愿,3年级上|3年级下,2,exact-surface-overlap,first,first,num. 第一 n. 第一;开始;冠军 adj. 第一的;基本的;最早的 adv. 第一;首先;优先;宁愿,yes
fish,fish,"n. 鱼,鱼类 vt. 钓鱼,捕鱼;搜寻 vi. 捕鱼,钓鱼;用钩捞取",1年级下|3年级上|6年级上,4,exact-surface-overlap,fish,fish,"n. 鱼,鱼类 vt. 钓鱼,捕鱼;搜寻 vi. 捕鱼,钓鱼;用钩捞取",yes
five,five,"num. 五,五个 n. 五,五个;五美元钞票 adj. 五的;五个的",1年级上,1,exact-surface-overlap,five,five,"num. 五,五个 n. 五,五个;五美元钞票 adj. 五的;五个的",yes
floor,floor,"n. 地板,地面;楼层;基底;议员席 vt. 铺地板;打倒,击倒;(被困难)难倒",3年级下,1,exact-surface-overlap,floor,floor,"n. 地板,地面;楼层;基底;议员席 vt. 铺地板;打倒,击倒;(被困难)难倒",yes
flower,flower,"n. 花;精华;开花植物 vt. 使开花;用花装饰 vi. 成熟,发育;开花;繁荣;旺盛",2年级上,1,exact-surface-overlap,flower,flower,"n. 花;精华;开花植物 vt. 使开花;用花装饰 vi. 成熟,发育;开花;繁荣;旺盛",yes
flower show,flower show,na. 花卉展览,5年级下,1,new-surface-candidate,,,,yes
fly a kite,fly a kite,na. 放风筝;试探舆论;开空头支票;〈美〉(从狱中)非法寄出信件,2年级下|3年级下,2,new-surface-candidate,,,,yes
foggy,foggy,"adj. 有雾的;模糊的,朦胧的",6年级上,1,new-surface-candidate,,,,yes
foot,foot,n. 脚;英尺;步调;末尾 vt. 支付;给......换底 vi. 步行;跳舞;总计,3年级上,1,exact-surface-overlap,foot,foot,n. 脚;英尺;步调;末尾 vt. 支付;给......换底 vi. 步行;跳舞;总计,yes
for,for,"prep. 为,为了;因为;给;对于;至于;适合于 conj. 因为",2年级上|3年级上,2,exact-surface-overlap,for,for,"prep. 为,为了;因为;给;对于;至于;适合于 conj. 因为",yes
for rent,for rent,na. 出租的;招租,3年级下,1,new-surface-candidate,,,,yes
forest,forest,"n. 森林 vt. 植树于,使成为森林",6年级上,1,exact-surface-overlap,forest,forest,"n. 森林 vt. 植树于,使成为森林",yes
forget,forget,vi. 忘记 vt. 忘记;忽略,5年级上,1,exact-surface-overlap,forget,forget,vi. 忘记 vt. 忘记;忽略,yes
forty,forty,n. 四十 adj. 四十的;四十个的,2年级下,1,exact-surface-overlap,forty,forty,n. 四十 adj. 四十的;四十个的,yes
four,four,num. 四;四个 adj. 四的;四个的,1年级上,1,exact-surface-overlap,four,four,num. 四;四个 adj. 四的;四个的,yes
fourteen,fourteen,num. 十四;十四个;第十四 n. 十四的记号;十四岁;十四点钟;十五世纪,2年级下,1,new-surface-candidate,,,,yes
free,free,"adj. 免费的;自由的,不受约束的;[化学] 游离的 vt. 使自由,解放;释放 adv. 自由地;免费",4年级下,1,new-surface-candidate,,,,yes
french,French,n. 法国人;法语 adj. 法国的;法语的;法国人的,6年级上,2,new-surface-candidate,,,,yes
french fries,French fries,n. 【食】炸薯条,5年级下,1,new-surface-candidate,,,,yes
friday,Friday,n. 星期五,2年级下|4年级上,2,exact-surface-overlap,friday,Friday,n. 星期五,yes
friend,friend,n. 朋友;助手;赞助者,2年级上|4年级上,2,exact-surface-overlap,friend,friend,n. 朋友;助手;赞助者,yes
friendly,friendly,"adj. 友好的;亲切的;支持的;融洽的,和睦的 adv. 友善地;温和地",5年级上,1,exact-surface-overlap,friendly,friendly,"adj. 友好的;亲切的;支持的;融洽的,和睦的 adv. 友善地;温和地",yes
frog,frog,n. 青蛙;[铁路] 辙叉;饰扣 vi. 捕蛙,6年级下,1,new-surface-candidate,,,,yes
fruit,fruit,n. 水果;产物 vt. 使......结果实 vi. 结果实,3年级上,1,exact-surface-overlap,fruit,fruit,n. 水果;产物 vt. 使......结果实 vi. 结果实,yes
fun,fun,n. 乐趣;玩笑;有趣的人或事 adj. 供娱乐用的 vi. 开玩笑,4年级上,1,exact-surface-overlap,fun,fun,n. 乐趣;玩笑;有趣的人或事 adj. 供娱乐用的 vi. 开玩笑,yes
garden,garden,n. 花园;菜园 vt. 栽培花木 vi. 从事园艺;在园中种植,4年级上|6年级上,2,exact-surface-overlap,garden,garden,n. 花园;菜园 vt. 栽培花木 vi. 从事园艺;在园中种植,yes
gate,gate,n. 大门;出入口;门道 vt. 给...装大门,4年级上,1,exact-surface-overlap,gate,gate,n. 大门;出入口;门道 vt. 给...装大门,yes
get,get,n. 生殖;幼兽 vi. 成为;变得;到达 vt. 使得;获得;受到;变成,4年级下,1,exact-surface-overlap,get,get,n. 生殖;幼兽 vi. 成为;变得;到达 vt. 使得,yes
get to,get to,na. 接触到;开始;〈美口〉收买,4年级下,1,new-surface-candidate,,,,yes
get up,get up,na. 起床;起身;站起来;叫...起床,2年级下|4年级上,2,new-surface-candidate,,,,yes
girl,girl,"n. 女孩;姑娘,未婚女子;女职员,女演员;(男人的)女朋友 n. (捷)吉尔",2年级上,1,exact-surface-overlap,girl,girl,"n. 女孩;姑娘,未婚女子;女职员,女演员;(男人的)女朋友 n. (捷)吉尔",yes
gloves,gloves,n. [服装] 手套(glove的复数) v. 给...戴手套(glove的三单形式),3年级上,1,new-surface-candidate,,,,yes
glue stick,glue stick,n. 胶棒,4年级上,1,new-surface-candidate,,,,yes
go,go,n. 去;进行;尝试 vi. 走;达到;运转;趋于 vt. 忍受;出产;以...打赌 [复数 goes 第三人称单数 goes 过去式 went 过去分词 gone 现在分词 going],2年级上,1,exact-surface-overlap,go,go,n. 去;进行;尝试 vi. 走;达到;运转;趋于 vt. 忍受;出产;以...打赌 [复数 goes 第三人称单数 goes 过去式 went 过去分词 gone 现在分词 going],yes
go boating,go boating,na. 乘船〔尤指划船〕游玩,4年级下,1,new-surface-candidate,,,,yes
go camping,go camping,去野营;去露营;宿营,4年级下,1,new-surface-candidate,,,,yes
go fishing,go fishing,去钓鱼;垂钓;我以前常去钓鱼,4年级上,1,new-surface-candidate,,,,yes
go for a picnic,go for a picnic,去野餐;去野炊;出去野炊,4年级下,1,new-surface-candidate,,,,yes
go home,go home,na. 回家;〈口〉死;(忠告等)刻骨铭心;击中,2年级下,1,new-surface-candidate,,,,yes
go skating,go skating,去滑冰;去溜冰;滑雪,4年级下,1,new-surface-candidate,,,,yes
go straight,go straight,na. 笔直走,4年级下,1,new-surface-candidate,,,,yes
go to a drawing club,go to a drawing club,无,4年级上,1,new-surface-candidate,,,,yes
go to bed,go to bed,na. 睡;同床;【印】付印,2年级下|5年级下,2,new-surface-candidate,,,,yes
go to school,go to school,na. 到校上课;上学去;开始求学,2年级下,1,new-surface-candidate,,,,yes
go to the cinema,go to the cinema,去看电影;去电影院;上电影院,4年级上,1,new-surface-candidate,,,,yes
grade,grade,n. 年级;等级;成绩;级别;阶段 vt. 评分;把...分等级 vi. 分等级;逐渐变化,3年级上,1,new-surface-candidate,,,,yes
grandfather,grandfather,n. 祖父;始祖 vt. 不受新规定限制,2年级上|3年级下,2,exact-surface-overlap,grandfather,grandfather,n. 祖父;始祖 vt. 不受新规定限制,yes
grandmother,grandmother,n. 祖母;女祖先 vt. 当...的祖母 vi. 当祖母,2年级上|3年级下,2,exact-surface-overlap,grandmother,grandmother,n. 祖母;女祖先 vt. 当...的祖母 vi. 当祖母,yes
grass,grass,"n. 草;草地,草坪 vt. 放牧;使......长满草;使......吃草 vi. 长草",2年级上,1,exact-surface-overlap,grass,grass,"n. 草;草地,草坪 vt. 放牧;使......长满草;使......吃草 vi. 长草",yes
great,great,"n. 大师;大人物;伟人们 adj. 伟大的,重大的;极好的,好的;主要的",4年级上|5年级上,2,exact-surface-overlap,great,great,"n. 大师;大人物;伟人们 adj. 伟大的,重大的;极好的,好的;主要的",yes
green,green,n. 绿色;青春 adj. 绿色的;青春的 vt. 使...变绿色 vi. 变绿色,1年级上|4年级上,2,exact-surface-overlap,green,green,n. 绿色;青春 adj. 绿色的;青春的 vt. 使...变绿色 vi. 变绿色,yes
grocery,grocery,n. 食品杂货店 食品杂货,4年级下,1,new-surface-candidate,,,,yes
guess,guess,n. 猜测;推测 vi. 猜;推测;猜中 vt. 猜测;认为;推测;猜中 n. 盖尔斯(美国服装品牌),5年级上,1,new-surface-candidate,,,,yes
habit,habit,"n. 习惯,习性;嗜好 vt. 使穿衣",6年级下,1,new-surface-candidate,,,,yes
hair,hair,n. 头发;毛发;些微 adj. 毛发的;护理毛发的;用毛发制成的 vt. 除去...的毛发 vi. 生长毛发;形成毛状纤维,3年级上,1,exact-surface-overlap,hair,hair,n. 头发;毛发;些微 adj. 毛发的;护理毛发的;用毛发制成的 vt. 除去...的毛发 vi. 生长毛发;形成毛状纤维,yes
hamburger,hamburger,"n. 汉堡包,火腿汉堡;牛肉饼,肉饼;碎牛肉",4年级上,1,exact-surface-overlap,hamburger,hamburger,"n. 汉堡包,火腿汉堡;牛肉饼,肉饼;碎牛肉",yes
hand,hand,"n. 手,手艺;帮助;指针;插手 vt. 传递,交给;支持;搀扶",3年级上,1,exact-surface-overlap,hand,hand,"n. 手,手艺;帮助;指针;插手 vt. 传递,交给;支持;搀扶",yes
handsome,handsome,"adj. (男子)英俊的;可观的;大方的,慷慨的;健美而端庄的",2年级上|3年级下,2,new-surface-candidate,,,,yes
happy,happy,adj. 幸福的;高兴的;巧妙的,2年级上|6年级上,2,new-surface-candidate,,,,yes
has,has,"v. 有,吃,得到,从事,允许,雇用,享有(have的第三人称单数);(亲属关系中)接受;拿;买到",5年级上,1,exact-surface-overlap,has,has,"v. 有,吃,得到,从事,允许,雇用,享有(have的第三人称单数);(亲属关系中)接受;拿;买到",yes
have,have,aux. 已经 vt. 有;让;拿;从事;允许,1年级上,1,exact-surface-overlap,have,have,aux. 已经 vt. 有;让;拿;从事;允许,yes
have a picnic,have a picnic,举行野餐;去野餐;吃野餐,5年级下,1,new-surface-candidate,,,,yes
he,he,"n. 男孩,男人;它(雄性动物) pron. 他",2年级上,1,exact-surface-overlap,he,he,"n. 男孩,男人;它(雄性动物) pron. 他",yes
head,head,n. 头;头痛;上端;最前的部分;理解力 adj. 头的;主要的;在顶端的 vt. 前进;用头顶;作为...的首领;站在...的前头;给...加标题 vi. 出发;成头状物;船驶往,3年级上,1,exact-surface-overlap,head,head,n. 头;头痛;上端;最前的部分;理解力 adj. 头的;主要的;在顶端的 vt. 前进;用头顶;作为...的首领;站在...的前头;给...加标题 vi. 出发;成头状物;船驶往,yes
headache,headache,n. 头痛;麻烦;令人头痛之事,5年级下,1,exact-surface-overlap,headache,headache,n. 头痛;麻烦;令人头痛之事,yes
hear,hear,"vi. 听;听见 vt. 听到,听;听说;审理",6年级上,1,exact-surface-overlap,hear,hear,"vi. 听;听见 vt. 听到,听;听说;审理",yes
help,help,n. 帮助;补救办法;帮忙者;有益的东西 vt. 帮助;促进;治疗;补救 vi. 帮助;有用;招待,3年级上,1,new-surface-candidate,,,,yes
helpful,helpful,adj. 有帮助的;有益的,5年级上,1,new-surface-candidate,,,,yes
her,her,pron. 她(she的宾格);她的(she的所有格);她(指某个国家;一艘船),2年级上,1,exact-surface-overlap,her,her,pron. 她(she的宾格);她的(she的所有格);她(指某个国家;一艘船),yes
here,here,n. 这里 adv. 在这里;此时 int. 嘿!;喂!,2年级上,1,new-surface-candidate,,,,yes
hiking,hiking,n. 徒步旅行,6年级上,1,new-surface-candidate,,,,yes
hill,hill,n. 小山;丘陵;斜坡;山冈,2年级上,1,exact-surface-overlap,hill,hill,n. 小山;丘陵;斜坡;山冈,yes
his,his,pron. 他的,2年级上,1,exact-surface-overlap,his,his,pron. 他的,yes
hobby,hobby,n. 嗜好;业余爱好,4年级下,1,exact-surface-overlap,hobby,hobby,n. 嗜好;业余爱好,yes
hockey,hockey,n. 曲棍球;冰球,6年级下,1,new-surface-candidate,,,,yes
home,home,"n. 家,住宅;产地;家乡;避难所 adj. 国内的,家庭的;有效的 vt. 归巢,回家 adv. 在家,回家;深入地",3年级下,1,exact-surface-overlap,home,home,"n. 家,住宅;产地;家乡;避难所 adj. 国内的,家庭的;有效的 vt. 归巢,回家 adv. 在家,回家;深入地",yes
hope,hope,n. 希望;期望;信心 vi. 希望;期待;信赖 vt. 希望;期望,4年级上,1,new-surface-candidate,,,,yes
horse,horse,n. 马;骑兵;脚架;海洛因 vt. 使骑马;系马于;捉弄 vi. 骑马;作弄人,5年级上,1,exact-surface-overlap,horse,horse,n. 马;骑兵;脚架;海洛因 vt. 使骑马;系马于;捉弄 vi. 骑马;作弄人,yes
hospital,hospital,n. 医院,2年级上|4年级下,2,exact-surface-overlap,hospital,hospital,n. 医院,yes
hot,hot,adj. 热的;辣的;热情的;激动的;紧迫的 vt. 增加;给...加温 adv. 热;紧迫地 vi. 变热,2年级下,1,exact-surface-overlap,hot,hot,adj. 热的;辣的;热情的;激动的;紧迫的 vt. 增加;给...加温 adv. 热;紧迫地 vi. 变热,yes
hot pot,hot pot,na. 〈英〉马铃薯炖牛[羊]肉,6年级下,1,new-surface-candidate,,,,yes
hotel,hotel,"n. 旅馆,饭店;客栈 vt. 使...在饭店下榻 vi. 进行旅馆式办公",4年级下,1,exact-surface-overlap,hotel,hotel,"n. 旅馆,饭店;客栈 vt. 使...在饭店下榻 vi. 进行旅馆式办公",yes
house,house,n. 住宅;家庭;机构;议会;某种用途的建筑物 vt. 覆盖;给...房子住;把...储藏在房内 vi. 住,4年级上,1,exact-surface-overlap,house,house,n. 住宅;家庭;机构;议会;某种用途的建筑物 vt. 覆盖;给...房子住;把...储藏在房内 vi. 住,yes
how,how,adv. 如何;多少;多么 n. 方法;方式 conj. 如何,1年级上,1,exact-surface-overlap,how,how,adv. 如何;多少;多么 n. 方法;方式 conj. 如何,yes
how much,how much,conj. 多少,5年级上,1,exact-surface-overlap,how much,how much,conj. 多少,yes
how old,how old,conj. 多少岁,3年级上,1,format-alias-overlap,how old ...?,How old ...?,conj. 多少岁,yes
hungry,hungry,adj. 饥饿的;渴望的;荒年的;不毛的,1年级下,1,exact-surface-overlap,hungry,hungry,adj. 饥饿的;渴望的;荒年的;不毛的,yes
hurt,hurt,n. 痛苦;危害;痛苦的原因 vt. 使受伤;损害;使疼痛;使痛心 adj. 受伤的;痛苦的;受损的 vi. 感到疼痛;有坏处;带来痛苦,3年级上|6年级上,2,exact-surface-overlap,hurt,hurt,n. 痛苦;危害;痛苦的原因 vt. 使受伤;损害;使疼痛;使痛心 adj. 受伤的;痛苦的;受损的 vi. 感到疼痛;有坏处;带来痛苦,yes
i,I,n. 碘元素;英语字母I pron. 我,1年级上,1,exact-surface-overlap,i,I,n. 碘元素;英语字母I pron. 我,yes
ice lantern,ice lantern,无,6年级上,1,new-surface-candidate,,,,yes
ice-cream,ice-cream,"a. 冰淇淋的, 乳白色的",3年级上,1,new-surface-candidate,,,,yes
idea,idea,n. 想法;主意;概念,6年级下,1,exact-surface-overlap,idea,idea,n. 想法;主意;概念,yes
ill,ill,n. 疾病;不幸 adj. 生病的;坏的;邪恶的;不吉利的 adv. 不利地;恶劣地;几乎不,6年级上,1,exact-surface-overlap,ill,ill,n. 疾病;不幸 adj. 生病的;坏的;邪恶的;不吉利的 adv. 不利地;恶劣地;几乎不,yes
in,in,prep. 按照(表示方式);从事于;在...之内 n. 执政者;门路;知情者 adj. 在里面的;时髦的 adv. 进入;当选;(服装等)时髦;在屋里,1年级下,1,exact-surface-overlap,in,in,prep. 按照(表示方式);从事于;在...之内 n. 执政者;门路;知情者 adj. 在里面的;时髦的 adv. 进入;当选;(服装等)时髦;在屋里,yes
in one hour,in one hour,无,3年级下,1,new-surface-candidate,,,,yes
in the future,in the future,adv. 今后,4年级上,1,new-surface-candidate,,,,yes
information centre,Information Centre,信息中心;资讯中心;情报中心,4年级上,1,new-surface-candidate,,,,yes
insect,insect,n. 昆虫;卑鄙的人,6年级上,1,new-surface-candidate,,,,yes
