OccurrenceID,SourceID,SourceGrade,Semester,Unit,Order,RawExpression,RawTranslation,SourceStatus
EO000225,renjiao_start3,6,lower,1,2,It's taller than both of us together.,它比我俩加起来还高。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000226,renjiao_start3,6,lower,1,3,How tall are you?,你有多高？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000227,renjiao_start3,6,lower,1,4,I'm 1.65 metres.,我身高1.65米。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000228,renjiao_start3,6,lower,1,5,"What size are your shoes, Mike?",迈克，你穿多大号的鞋？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000229,renjiao_start3,6,lower,1,6,Your feet are bigger than mine. My shoes are size 37.,你的脚比我的大。我穿37号的鞋。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000230,renjiao_start3,6,lower,1,7,How heavy are you?,你体重多少？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000231,renjiao_start3,6,lower,1,8,I'm 48 kilograms.,我体重48公斤。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000232,renjiao_start3,6,lower,2,1,How was your weekend?,你周末过得怎么样？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000233,renjiao_start3,6,lower,2,2,"It was good, thank you.",很好，谢谢。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000234,renjiao_start3,6,lower,2,3,What did you do?,你（周末）干什么了？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000235,renjiao_start3,6,lower,2,4,I stayed at home with your grandma. We drank tea in the afternoon and watched TV.,我和你外婆待在家里。我们喝了下午茶，还看了电视。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000236,renjiao_start3,6,lower,2,5,Did you do anything else?,你还做了其他什么事吗？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000237,renjiao_start3,6,lower,2,6,"Yes, I cleaned my room and washed my clothes.",是的，我打扫了房间，还洗了衣服。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000238,renjiao_start3,6,lower,2,7,I want to buy the new film magazine.,我想买新出的电影杂志。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000239,renjiao_start3,6,lower,2,8,What did you do last weekend? Did you see a film?,你上周末干什么了？你看电影了吗？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000240,renjiao_start3,6,lower,2,9,"No, I had a cold. I stayed at home all weekend and slept.",没有，我感冒了。整个周末都待在家里睡觉。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000241,renjiao_start3,6,lower,3,1,What happened?,怎么了？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000242,renjiao_start3,6,lower,3,2,Are you all right?,你还好吗？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000243,renjiao_start3,6,lower,3,3,I'm OK now.,我现在没事了。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000244,renjiao_start3,6,lower,3,4,Where did you go?,你去哪儿了？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000245,renjiao_start3,6,lower,3,5,It looks like a mule!,它看起来像头骡子！,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000246,renjiao_start3,6,lower,3,6,Did you go to Turpan?,你们去吐鲁番了吗？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000247,renjiao_start3,6,lower,3,7,"Yes, we did.",是的，去了。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000248,renjiao_start3,6,lower,3,8,How did you go there?,你们怎么去的？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000249,renjiao_start3,6,lower,3,9,We went there by plane.,我们坐飞机去的。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000250,renjiao_start3,6,lower,3,10,Sounds great!,听上去不错！,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000251,renjiao_start3,6,lower,4,1,There was no library in my old school.,我以前的学校里没有图书馆。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000252,renjiao_start3,6,lower,4,2,"Tell us about your school, please.",请给我们讲讲您的学校吧。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000253,renjiao_start3,6,lower,4,3,How do you know that?,你怎么知道的？,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000254,renjiao_start3,6,lower,4,4,There were no computers or Internet in my time.,我那时候没有电脑也没有网络。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000255,renjiao_start3,6,lower,4,5,"Before, I was quiet. Now, I'm very active in class.",以前我很安静。现在我在课堂上很活跃。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
EO000256,renjiao_start3,6,lower,4,6,"I was short, so I couldn't ride my bike well. Now, I go cycling every day.",我以前个子小，自行车骑得不好。现在我天天骑车。,materialized-from-user-image;source-provenance-resolved;source-provenance-held
