SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview,ReviewReason
beijing_start1|g2-lower|r045|mum,beijing_start1,2年级下,2,下,45,mum,mum,[mʌm],[mʌm],adj. 沉默的 n. 妈妈(口语);沉默;菊花 vi. 演哑剧 int. 别说话,北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r046|phone,beijing_start1,2年级下,2,下,46,phone,phone,[fəʊn],[foʊn],"n. 电话;耳机,听筒 vt. 打电话 vi. 打电话",北京版一年级起点二年级下.xlsx,exact-single,KV000408,phone,电话；打电话,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r047|where,beijing_start1,2年级下,2,下,47,where,where,[weə(r)],[wer],conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,北京版一年级起点二年级下.xlsx,exact-single,KV000060,where,哪里,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r048|shirt,beijing_start1,2年级下,2,下,48,shirt,shirt,[ʃɜːt],[ʃɜːrt],"n. 衬衫;汗衫,内衣",北京版一年级起点二年级下.xlsx,exact-single,KV000092,shirt,衬衫,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r049|find,beijing_start1,2年级下,2,下,49,find,find,[faɪnd],[faɪnd],"n. 发现 vi. 裁决 vt. 查找,找到;发现;认为;感到;获得",北京版一年级起点二年级下.xlsx,exact-single,KV000405,find,找到；发现,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r050|coat,beijing_start1,2年级下,2,下,50,coat,coat,[kəʊt],[koʊt],n. 外套 vt. 覆盖...的表面,北京版一年级起点二年级下.xlsx,exact-single,KV000255,coat,外套,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r051|sofa,beijing_start1,2年级下,2,下,51,sofa,sofa,[ˈsəʊfə],[ˈsoʊfə],n. 沙发;长椅,北京版一年级起点二年级下.xlsx,exact-single,KV000343,sofa,沙发,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r052|this,beijing_start1,2年级下,2,下,52,this,this,[ðɪs],[ðɪs],adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,北京版一年级起点二年级下.xlsx,exact-single,KV000015,this,这；这个,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r053|jacket,beijing_start1,2年级下,2,下,53,jacket,jacket,[ˈdʒækɪt],[ˈdʒækɪt],"n. 羽绒滑雪衫;西装短外套;短上衣,夹克;土豆皮;书籍的护封;文件套,公文夹 vt. 给...穿夹克;给...装护套;给...包上护封;〈口〉打",北京版一年级起点二年级下.xlsx,exact-single,KV000258,jacket,夹克衫,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r054|that,beijing_start1,2年级下,2,下,54,that,that,[ðæt],[ðæt],conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,北京版一年级起点二年级下.xlsx,exact-single,KV000291,that,那；那个,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r055|schoolbag,beijing_start1,2年级下,2,下,55,schoolbag,schoolbag,[ˈskuːlbæɡ],[ˈskuːlˌbæɡ],n. 书包,北京版一年级起点二年级下.xlsx,exact-single,KV000004,schoolbag,书包,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r056|shorts,beijing_start1,2年级下,2,下,56,shorts,shorts,[ʃɔːts],[ʃɔːrts],n. 短裤,北京版一年级起点二年级下.xlsx,exact-single,KV000097,shorts,短裤,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r057|not,beijing_start1,2年级下,2,下,57,not,not,[nɒt],[nɑːt],"adv. 表示否定,不 n. “非”(计算机中逻辑运算的一种)",北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r058|bag,beijing_start1,2年级下,2,下,58,bag,bag,[bæɡ],[bæɡ],"n. 袋;猎获物;(俚)一瓶啤酒 vt. 猎获;把...装入袋中;占据,私吞;使膨大 vi. 松垂",北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r059|trousers,beijing_start1,2年级下,2,下,59,trousers,trousers,[ˈtraʊzəz],[ˈtraʊzərz],"n. 裤子,长裤",北京版一年级起点二年级下.xlsx,exact-single,KV000260,trousers,裤子；长裤,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r060|how,beijing_start1,2年级下,2,下,60,how,how,[haʊ],[haʊ],adv. 如何;多少;多么 n. 方法;方式 conj. 如何,北京版一年级起点二年级下.xlsx,exact-single,KV000035,how,怎样；多少,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r061|bus,beijing_start1,2年级下,2,下,61,bus,bus,[bʌs],[bʌs],n. 公共汽车 乘公共汽车,北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r062|by,beijing_start1,2年级下,2,下,62,by,by,[baɪ],[baɪ],prep. 通过;被;依据;经由;在附近;在......之前 adv. 通过;经过;附近;[互联网] 白俄罗斯的国家代码顶级域名,北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r063|car,beijing_start1,2年级下,2,下,63,car,car,[kɑː(r)],[kɑːr],n. 汽车;车厢,北京版一年级起点二年级下.xlsx,exact-single,KV000072,car,小汽车；汽车,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r064|work,beijing_start1,2年级下,2,下,64,work,work,[wɜːk],[wɜːrk],n. 工作;[物] 功;产品;操作;职业;行为;事业;工厂;著作;文学、音乐或艺术作品 vt. 使工作;操作;经营;使缓慢前进 vi. 工作;运作;起作用,北京版一年级起点二年级下.xlsx,exact-single,KV000859,work,做（某事）；工作,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r065|she,beijing_start1,2年级下,2,下,65,she,she,[ʃi],[ʃi; ʃiː],n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),北京版一年级起点二年级下.xlsx,exact-single,KV000107,she,她,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r066|bike,beijing_start1,2年级下,2,下,66,bike,bike,[baɪk],[baɪk],n. 自行车;脚踏车 vi. 骑自行车(或摩托车),北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r067|he,beijing_start1,2年级下,2,下,67,he,he,[hi; iː; i; hiː],[hi; iː; i; hiː],"n. 男孩,男人;它(雄性动物) pron. 他",北京版一年级起点二年级下.xlsx,exact-single,KV000106,he,他,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r068|come,beijing_start1,2年级下,2,下,68,come,come,[kʌm],[kʌm],vi. 来;开始;出现;发生;变成;到达 vt. 做;假装;将满(...岁) int. 嗨!,北京版一年级起点二年级下.xlsx,exact-single,KV000394,come,来,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r069|taxi,beijing_start1,2年级下,2,下,69,taxi,taxi,[ˈtæksi],[ˈtæksi],n. 出租汽车 vt. 使滑行;用出租车送 vi. 乘出租车;滑行,北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r070|they,beijing_start1,2年级下,2,下,70,they,they,[ðeɪ],[ðeɪ],pron. 他们;它们;她们,北京版一年级起点二年级下.xlsx,exact-single,KV000301,they,他们；她们；它们,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r071|sky,beijing_start1,2年级下,2,下,71,sky,sky,[skaɪ],[skaɪ],n. 天空;顶点 vt. 把...投向空中;把...挂得过高 vi. 踢或击高空球;把桨叶翘得过高;飞涨,北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r072|blue,beijing_start1,2年级下,2,下,72,blue,blue,[bluː],[bluː],"adj. 蓝色的;沮丧的,忧郁的;下流的 n. 蓝色;[复数](美国海、陆、空三军穿的)蓝色制服;蓝颜料;[the blue(s)][用作单数或复数]布鲁斯(歌曲)(一种伤感的美国黑人民歌 vi. 变成蓝色,呈蓝色 vt. 把...染成蓝色;使成蓝色;给...用上蓝剂;用上蓝剂于",北京版一年级起点二年级下.xlsx,exact-single,KV000041,blue,蓝色；蓝色的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r073|green,beijing_start1,2年级下,2,下,73,green,green,[ɡriːn],[ɡriːn],n. 绿色;青春 adj. 绿色的;青春的 vt. 使...变绿色 vi. 变绿色,北京版一年级起点二年级下.xlsx,exact-single,KV000043,green,绿色；绿色的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r074|white,beijing_start1,2年级下,2,下,74,white,white,[waɪt],[waɪt],n. 白色;洁白;白种人 adj. 白色的;白种的;纯洁的,北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r075|snow,beijing_start1,2年级下,2,下,75,snow,snow,[snəʊ],[snoʊ],"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",北京版一年级起点二年级下.xlsx,exact-single,KV000392,snow,雪,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r076|cool,beijing_start1,2年级下,2,下,76,cool,cool,[kuːl],[kuːl],n. 凉爽;凉爽的空气 adj. 凉爽的;冷静的;出色的 vt. 使...冷却;使...平静下来 vi. 变凉;平息 adv. 冷静地,北京版一年级起点二年级下.xlsx,exact-single,KV000175,cool,凉爽的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r077|cold,beijing_start1,2年级下,2,下,77,cold,cold,[kəʊld],[kəʊld],"n. 寒冷;感冒 adj. 寒冷的;冷淡的,不热情的;失去知觉的 adv. 完全地",北京版一年级起点二年级下.xlsx,exact-single,KV000176,cold,寒冷的,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r078|make,beijing_start1,2年级下,2,下,78,make,make,[meɪk],[meɪk],"vt. 使得;进行;布置,准备,整理;制造;认为;获得;形成;安排;引起;构成 vi. 开始;前进;增大;被制造 n. 制造;构造;性情",北京版一年级起点二年级下.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g2-lower|r079|which,beijing_start1,2年级下,2,下,79,which,which,[wɪtʃ],[wɪtʃ],adj. 哪一个;哪一些 pron. 哪/那一个;哪/那一些,北京版一年级起点二年级下.xlsx,exact-single,KV000836,which,哪一个；哪一些,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g2-lower|r080|spring,beijing_start1,2年级下,2,下,80,spring,spring,[sprɪŋ],[sprɪŋ],n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,北京版一年级起点二年级下.xlsx,exact-single,KV000169,spring,春天,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r002|boy,beijing_start1,3年级上,3,上,2,boy,boy,[bɔɪ],[bɔɪ],n. 男孩;男人,北京版一年级起点三年级上.xlsx,exact-single,KV000113,boy,男孩,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r003|girl,beijing_start1,3年级上,3,上,3,girl,girl,[ɡɜːl],[ɡɜːrl],"n. 女孩;姑娘,未婚女子;女职员,女演员;(男人的)女朋友 n. (捷)吉尔",北京版一年级起点三年级上.xlsx,exact-single,KV000111,girl,女孩,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r004|miss,beijing_start1,3年级上,3,上,4,Miss,miss,,,"n. 女士,小姐,年轻未婚女子 vt. 错过,想念,缺(勤)",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r005|first,beijing_start1,3年级上,3,上,5,first,first,[fɜːst],[fɜːrst],num. 第一 n. 第一;开始;冠军 adj. 第一的;基本的;最早的 adv. 第一;首先;优先;宁愿,北京版一年级起点三年级上.xlsx,exact-single,KV000279,first,第一；首先,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r006|september,beijing_start1,3年级上,3,上,6,September,september,[sepˈtembə(r)],[sepˈtembər],n. 九月,北京版一年级起点三年级上.xlsx,exact-single,KV000274,September,九月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r007|second,beijing_start1,3年级上,3,上,7,second,second,[ˈsekənd],[ˈsekənd; sɪˈkɑːnd],num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,北京版一年级起点三年级上.xlsx,exact-single,KV000296,second,第二,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r008|third,beijing_start1,3年级上,3,上,8,third,third,[θɜːd],[θɜːrd],num. 第三;三分之一 adj. 第三的;三分之一的,北京版一年级起点三年级上.xlsx,exact-single,KV000297,third,第三,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r009|fourth,beijing_start1,3年级上,3,上,9,fourth,fourth,[fɔːθ],[fɔːrθ],"num. 第四 n. 第四,月的第四日;四分之一 adj. 第四的,第四个的;四分之一的",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r010|pupil,beijing_start1,3年级上,3,上,10,pupil,pupil,[ˈpjuːp(ə)l],[ˈpjuːpl],n. 学生;[解剖] 瞳孔;未成年人,北京版一年级起点三年级上.xlsx,exact-single,KV000768,pupil,小学生；学生,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r011|hi,beijing_start1,3年级上,3,上,11,hi,hi,[haɪ],[haɪ],int. 嗨!(表示问候或用以唤起注意),北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r012|name,beijing_start1,3年级上,3,上,12,name,name,[neɪm],[neɪm],"n. 名称,名字;姓名;名誉 vt. 命名,任命;指定;称呼;提名;叫出 adj. 姓名的;据以取名的",北京版一年级起点三年级上.xlsx,exact-single,KV000116,name,名字,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r013|meet,beijing_start1,3年级上,3,上,13,meet,meet,[miːt],[miːt],vt. 满足;遇见;对付 vi. 相遇;接触 n. 集会 adj. 合适的;适宜的,北京版一年级起点三年级上.xlsx,exact-single,KV000770,meet,见面；遇见,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r014|fifth,beijing_start1,3年级上,3,上,14,fifth,fifth,[fɪfθ],[fɪfθ],num. 第五 n. 第五;五分之一 adj. 第五的;五分之一的,北京版一年级起点三年级上.xlsx,exact-single,KV000602,fifth,第五,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r015|sixth,beijing_start1,3年级上,3,上,15,sixth,sixth,[sɪksθ],[sɪksθ],"n. 月的第六日,(与the连用的)第六个;六分之一 adj. (与 the 连用)第六的,第六个的;六分之一的",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r016|seventh,beijing_start1,3年级上,3,上,16,seventh,seventh,[ˈsev(ə)nθ],[ˈsevnθ],n. 第七;七分之一 adj. 第七的;七分之一的 adv. 居第七位地,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r017|teacher,beijing_start1,3年级上,3,上,17,teacher,teacher,[ˈtiːtʃə(r)],[ˈtiːtʃər],n. 教师;导师,北京版一年级起点三年级上.xlsx,exact-single,KV000005,teacher,老师,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r018|card,beijing_start1,3年级上,3,上,18,card,card,[kɑːd],[kɑːrd],n. 卡片;纸牌;明信片 vt. 记于卡片上,北京版一年级起点三年级上.xlsx,exact-single,KV000144,card,卡片；贺卡,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r019|tenth,beijing_start1,3年级上,3,上,19,tenth,tenth,[tenθ],[tenθ],num. 第十;十分之一 adj. 十分之一的;第十个的,北京版一年级起点三年级上.xlsx,exact-single,KV000604,tenth,第十,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r020|eighth,beijing_start1,3年级上,3,上,20,eighth,eighth,[eɪtθ],[eɪtθ],num. 第八;八分之一 adj. 第八的;八分之一的,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r021|ninth,beijing_start1,3年级上,3,上,21,ninth,ninth,[naɪnθ],[naɪnθ],num. 第九 adj. 第九的;九分之一的 n. 九分之一,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r022|month,beijing_start1,3年级上,3,上,22,month,month,[mʌnθ],[mʌnθ],"n. 月,一个月的时间",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r023|october,beijing_start1,3年级上,3,上,23,October,october,[ɒkˈtəʊbə(r)],[ɑːkˈtoʊbər],n. [天] 十月,北京版一年级起点三年级上.xlsx,exact-single,KV000275,October,十月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r024|eleventh,beijing_start1,3年级上,3,上,24,eleventh,eleventh,[ɪˈlev(ə)nθ],[ɪˈlevnθ],num. 第十一;十一分之一 n. 第十一;十一分之一 adj. 第十一的;十一分之一的,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r025|november,beijing_start1,3年级上,3,上,25,November,november,[nəʊˈvembə(r)],[noʊˈvembər],n. 十一月,北京版一年级起点三年级上.xlsx,exact-single,KV000276,November,十一月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r026|right,beijing_start1,3年级上,3,上,26,right,right,[raɪt],[raɪt],n. 正确;右边;正义 adj. 正确的;直接的;右方的 vt. 纠正 adv. 正确地;恰当地;彻底地 vi. 复正;恢复平稳,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r027|twelfth,beijing_start1,3年级上,3,上,27,twelfth,twelfth,[twelfθ],[twelfθ],"n. 第十二;月的第十二日 adj. 第十二的,第十二个的;十二分之一的",北京版一年级起点三年级上.xlsx,exact-single,KV000606,twelfth,第十二,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r028|december,beijing_start1,3年级上,3,上,28,December,december,[dɪˈsembə(r)],[dɪˈsembər],n. 十二月,北京版一年级起点三年级上.xlsx,exact-single,KV000277,December,十二月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r029|date,beijing_start1,3年级上,3,上,29,date,date,[deɪt],[deɪt],n. 日期;约会;年代;枣椰子 vt. 确定...年代;和...约会 vi. 过时;注明日期;始于(某一历史时期),北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r030|today,beijing_start1,3年级上,3,上,30,today,today,[təˈdeɪ],[təˈdeɪ],n. 今天;现今 adv. 今天;现今,北京版一年级起点三年级上.xlsx,exact-single,KV000207,today,今天,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r031|thirteenth,beijing_start1,3年级上,3,上,31,thirteenth,thirteenth,[ˌθɜːˈtiːnθ],[ˌθɜːrˈtiːnθ],n. 第十三;十三分之一 adj. 第十三的;十三分之一的,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r032|football,beijing_start1,3年级上,3,上,32,football,football,[ˈfʊtbɔːl],[ˈfʊtbɔːl],"n. 足球,橄榄球 vi. 踢足球;打橄榄球",北京版一年级起点三年级上.xlsx,exact-single,KV000815,football,足球运动,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r033|seventeenth,beijing_start1,3年级上,3,上,33,seventeenth,seventeenth,[ˌsev(ə)nˈtiːnθ],[ˌsevnˈtiːnθ],"n. 第十七日;十七分之一 num. 第十七 adj. 第十七的,第十七个的;十七分之一的",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r034|eighteenth,beijing_start1,3年级上,3,上,34,eighteenth,eighteenth,[ˌeɪˈtiːnθ],[ˌeɪˈtiːnθ],"num. 第十八;十八分之一 adj. 第十八的,第十八个的;十八分之一的",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r035|nineteenth,beijing_start1,3年级上,3,上,35,nineteenth,nineteenth,[ˌnaɪnˈtiːnθ],[ˌnaɪnˈtiːnθ],num. 第十九;十九分之一,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r036|sport,beijing_start1,3年级上,3,上,36,sport,sport,[spɔːt],[spɔːrt],n. 运动;游戏;娱乐;运动会;玩笑 adj. 运动的 vt. 游戏;参加体育运动;夸耀 vi. 游戏,北京版一年级起点三年级上.xlsx,exact-single,KV000818,sport,体育运动,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r037|run,beijing_start1,3年级上,3,上,37,run,run,[rʌn],[rʌn],"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",北京版一年级起点三年级上.xlsx,exact-single,KV000334,run,跑；奔跑,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r038|race,beijing_start1,3年级上,3,上,38,race,race,[reɪs],[reɪs],"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",北京版一年级起点三年级上.xlsx,exact-single,KV000735,race,比赛；赛跑,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r039|high,beijing_start1,3年级上,3,上,39,high,high,[haɪ],[haɪ],n. 高水平;天空;由麻醉品引起的快感;高压地带 adj. 高的;高级的;崇高的;高音调的 adv. 高;奢侈地,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r040|jump,beijing_start1,3年级上,3,上,40,jump,jump,[dʒʌmp],[dʒʌmp],n. 跳跃;暴涨;惊跳 vt. 跳跃;使跳跃;跳过;突升 vi. 跳跃;暴涨;猛增,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r041|january,beijing_start1,3年级上,3,上,41,January,january,[ˈdʒænjuəri],[ˈdʒænjueri],n. 一月,北京版一年级起点三年级上.xlsx,exact-single,KV000266,January,一月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r042|march,beijing_start1,3年级上,3,上,42,March,march,[mɑːtʃ],[mɑːrtʃ],n. 三月,北京版一年级起点三年级上.xlsx,exact-single,KV000268,March,三月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r043|february,beijing_start1,3年级上,3,上,43,February,february,[ˈfebruəri],[ˈfebrueri],n. 二月,北京版一年级起点三年级上.xlsx,exact-single,KV000267,February,二月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r044|every,beijing_start1,3年级上,3,上,44,every,every,[ˈevri],[ˈevri],"adj. 每一的,每个的;每隔...的",北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r045|april,beijing_start1,3年级上,3,上,45,April,april,[ˈeɪprəl],[ˈeɪprəl],n. 四月,北京版一年级起点三年级上.xlsx,exact-single,KV000269,April,四月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r046|august,beijing_start1,3年级上,3,上,46,August,august,[ˈɔːɡəst],[ˈɔːɡəst],n. 八月(简写为Aug) adj. 威严的;令人敬畏的,北京版一年级起点三年级上.xlsx,exact-single,KV000273,August,八月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
beijing_start1|g3-upper|r047|born,beijing_start1,3年级上,3,上,47,born,born,[bɔːn],[bɔːrn],v. 出世(bear的过去分词) adj. 天生的,北京版一年级起点三年级上.xlsx,no-existing-match,,,,new-identity-candidate,yes,No existing MatchKey candidate; confirm this is a genuine new learning unit.
beijing_start1|g3-upper|r048|may,beijing_start1,3年级上,3,上,48,May,may,[meɪ],[meɪ],"aux. 可以,能够;可能,也许;祝,愿;会,能",北京版一年级起点三年级上.xlsx,exact-single,KV000270,May,五月,reuse-candidate,yes,Exact MatchKey; target sense must still be confirmed before merge.
