MatchKey,DisplayForms,Definitions,OccurrenceCount,Books,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview
pink,pink,"n. 粉红色;化身,典范;石竹花;头面人物 adj. 粉红的;比较激进的;石竹科的;脸色发红的 vt. 扎,刺,戳;使...变粉红色;使...面红耳赤 vi. 变粉红色",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
police,police,"n. 警察,警方;治安 adj. 警察的;有关警察的 vt. 监督;管辖;维持治安;为...配备警察",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
pop,pop,abbr. 卖点广告(Point of Purchase),1,4年级下,no-existing-match,,,,new-identity-candidate,yes
practice,practice,n. 实践;练习;惯例 vt. 练习;实习;实行 vi. 练习;实习;实行,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
print,print,n. 印刷业;印花布;印刷字体;印章;印记 vt. 印刷;打印;刊载;用印刷体写;在...印花样 vi. 印刷;出版;用印刷体写,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
problem,problem,n. 难题;引起麻烦的人 adj. 成问题的;难处理的,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
protect,protect,"vt. 保护,防卫;警戒",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
purple,purple,n. 紫色;紫袍 adj. 紫色的;帝王的;华而不实的 vt. 使成紫色 vi. 变成紫色,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
push,push,"n. 推,决心;大规模攻势;矢志的追求 vi. 推进;增加;努力争取 vt. 推动,增加;对...施加压力,逼迫;按;说服",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
put,put,n. 掷;笨蛋;投击;怪人 adj. 固定不动的 vi. 出发;击;航行;发芽 vt. 放;表达;移动;安置;赋予,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
queen,queen,"n. 女王,王后;(纸牌中的)皇后;(蜜蜂等的)蜂王 vt. 使...成为女王或王后 vi. 做女王",1,1年级下,no-existing-match,,,,new-identity-candidate,yes
rat,rat,"n. 鼠;卑鄙小人,叛徒 vi. 捕鼠;背叛,告密",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
ride,ride,n. 骑;乘坐;交通工具;可供骑行的路;(乘坐汽车等的)旅行;乘骑;(乘车或骑车的)短途旅程;供乘骑的游乐设施 vi. 骑马;乘车;依靠;漂浮 vt. 骑;乘;控制;(骑马、自行车等)穿越;搭乘;飘浮,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
right,right,n. 正确;右边;正义 adj. 正确的;直接的;右方的 vt. 纠正 adv. 正确地;恰当地;彻底地 vi. 复正;恢复平稳,2,3年级上|4年级下,no-existing-match,,,,new-identity-candidate,yes
river,river,"n. 河,江",2,1年级下|5年级上,no-existing-match,,,,new-identity-candidate,yes
robot,robot,"n. 机器人;遥控设备,自动机械;机械般工作的人",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
round,round,n. 圆;循环;一回合;圆形物 prep. 附近;绕过;大约;在...周围 adj. 圆的;完全的;大概的;肥胖的 vt. 完成;围捕;绕行;弄圆 adv. 在周围;迂回地;朝反方向;挨个 vi. 进展;变圆;环行;发胖,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
safety,safety,n. 安全;保险;安全设备;保险装置;安打,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
same,same,adj. 相同的;同一的;上述的(通常与the连用);无变化的 adv. 同样地(通常与the连用) pron. 同样的事物或人(通常与the连用),2,3年级上|5年级下,no-existing-match,,,,new-identity-candidate,yes
save,save,prep. 除...之外 n. 救援 vi. 节省;挽救 vt. 节省;保存;储蓄;解救,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
see,see,vi. 看;看见;领会 vt. 看见;理解;领会,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sell,sell,n. 销售;失望;推销术 vt. 销售;推销;出卖;欺骗 vi. 卖;出售;受欢迎;有销路,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
seventeenth,seventeenth,"n. 第十七日;十七分之一 num. 第十七 adj. 第十七的,第十七个的;十七分之一的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
seventh,seventh,n. 第七;七分之一 adj. 第七的;七分之一的 adv. 居第七位地,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
seventy,seventy,n. 七十;七十个;七十岁;七十年代 num. 七十 adj. 七十的;七十个的;七十岁的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
shape,shape,"n. 形状;模型;身材;具体化 vt. 形成;塑造,使成形;使符合 vi. 形成;成形;成长",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
ship,ship,"n. 船;舰;太空船 vt. 运送,乘船;以船运送 vi. 上船;乘船旅行;当船员",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
shoe,shoe,n. 鞋;蹄铁;外胎 vt. 给......穿上鞋;穿......鞋,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
shoulder,shoulder,"n. 肩,肩膀;肩部 vi. 用肩推挤,用肩顶 vt. 肩负,承担",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
show,show,n. 显示;表演;炫耀 vt. 显示;说明;演出;展出 vi. 显示;说明;指示,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sing,sing,n. 演唱;鸣声;呼啸声 vt. 唱;用诗赞颂;唱着使 vi. 唱歌;歌颂;鸣叫;呼号,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
singer,singer,"n. 歌手,歌唱家",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
sit,sit,vi. 坐;位于 vt. 使就座,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
sixteen,sixteen,"num. 十六 adj. 十六的,十六个的",1,2年级上,no-existing-match,,,,new-identity-candidate,yes
sixth,sixth,"n. 月的第六日,(与the连用的)第六个;六分之一 adj. (与 the 连用)第六的,第六个的;六分之一的",1,3年级上,no-existing-match,,,,new-identity-candidate,yes
sixty,sixty,num. 六十;六十个,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
sky,sky,n. 天空;顶点 vt. 把...投向空中;把...挂得过高 vi. 踢或击高空球;把桨叶翘得过高;飞涨,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
slow,slow,adj. 慢的;减速的;迟钝的 vt. 放慢;阻碍 vi. 变慢;变萧条 adv. 慢慢地;迟缓地,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
slowly,slowly,"adv. 缓慢地,慢慢地",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
smile,smile,n. 微笑;笑容;喜色 vt. 微笑着表示 vi. 微笑,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
sock,sock,vt. 重击;给......穿袜 n. 短袜;一击 adv. 正着地;不偏不倚地 adj. 非常成功的,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
some,some,adj. 一些;某个;大约;相当多的 pron. 一些;若干;其中的一部分;(数量不确切时用)有些人 adv. 非常;相当;<美>稍微,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
son,son,n. 儿子;孩子(对年轻人的称呼);男性后裔,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
song,song,n. 歌曲;歌唱;诗歌;鸣声,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
sour,sour,n. 酸味;苦事 adj. 酸的;发酵的;刺耳的;酸臭的;讨厌的 vt. 使变酸;使失望 vi. 发酵;变酸;厌烦,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
stage,stage,n. 阶段;舞台;戏剧;驿站 vt. 举行;上演;筹划 vi. 举行;适于上演;乘驿车旅行,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
stand,stand,n. 站立;立场;看台;停止 vi. 站立;位于;停滞 vt. 使站立;忍受;抵抗,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
start,start,n. 开始;起点 vt. 开始;启动 vi. 出发,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
student,student,n. 学生;学者,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
sun,sun,n. 太阳 vt. 使晒 vi. 晒太阳,2,1年级下|5年级下,no-existing-match,,,,new-identity-candidate,yes
supper,supper,"n. 晚餐,晚饭;夜宵",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
surprised,surprised,"v. 使惊奇(surprise的过去分词形式) adj. 感到惊讶的,出人意料的",1,4年级上,no-existing-match,,,,new-identity-candidate,yes
sweet,sweet,n. 糖果;乐趣;芳香;宝贝 adj. 甜的;悦耳的;芳香的;亲切的 (俚)酷毙了,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
table,table,n. 桌子;表格;平地层 vt. 制表;搁置;嵌合 adj. 桌子的,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
taxi,taxi,n. 出租汽车 vt. 使滑行;用出租车送 vi. 乘出租车;滑行,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
team,team,n. 队;组 vt. 使合作 vi. 合作,1,5年级上,no-existing-match,,,,new-identity-candidate,yes
teeth,teeth,n. 牙齿,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
tennis,tennis,n. 网球(运动),1,5年级上,no-existing-match,,,,new-identity-candidate,yes
textbook,textbook,"n. 教科书,课本",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
them,them,pron. 他们;它们;她们,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
these,these,adj. 这些的 pron. 这些,1,2年级上,no-existing-match,,,,new-identity-candidate,yes
thick,thick,"n. 最拥挤部分;活动最多部分;事物的粗大浓密部分 adj. 厚的;浓的;粗大的 adv. 密集地;浓浓地,厚厚地",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
thirteenth,thirteenth,n. 第十三;十三分之一 adj. 第十三的;十三分之一的,1,3年级上,no-existing-match,,,,new-identity-candidate,yes
tie,tie,n. 领带;平局;鞋带;领结;不分胜负 vi. 打结;不分胜负;被用带(或绳子等)系住 vt. 系;约束;打结;与...成平局,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
tooth,tooth,n. 牙齿 vt. 给......装齿 vi. 啮合,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
try,try,"n. 尝试;努力;试验 vt. 试图,努力;试验;审判;考验 vi. 尝试;努力;试验",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
turn,turn,"n. 转弯;变化;(损害或有益于别人的)行为,举动,举止 vi. 转向;转变;转动 vt. 转动,使旋转;转弯;翻过来;兑换",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
ufo,UFO,abbr. 不明飞行物(Unidentified Flying Object),1,1年级上,no-existing-match,,,,new-identity-candidate,yes
uniform,uniform,n. 制服 adj. 统一的;一致的;相同的;均衡的;始终如一的 vt. 使穿制服;使成一样,2,1年级上|1年级下,no-existing-match,,,,new-identity-candidate,yes
up,up,prep. 在...之上;向...的较高处 n. 上升;繁荣 adj. 涨的;起床的;向上的 adv. 起来;上涨;向上,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
upset,upset,n. 混乱;翻倒;颠覆 adj. 心烦的;混乱的;弄翻的 vt. 使心烦;颠覆;扰乱 vi. 翻倒,1,4年级上,no-existing-match,,,,new-identity-candidate,yes
van,van,n. 先锋;厢式货车;增值网 vt. 用车搬运,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
vase,vase,n. 瓶;花瓶,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
vest,vest,n. 背心;汗衫 vt. 授予;使穿衣 vi. 归属;穿衣服,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
visitor,visitor,"n. 访问者,参观者;视察者;候鸟",1,6年级上,no-existing-match,,,,new-identity-candidate,yes
voice,voice,n. 声音;嗓音;发言权;愿望 vt. 表达;吐露,1,3年级下,no-existing-match,,,,new-identity-candidate,yes
way,way,n. 方法;道路;方向;行业;习惯 adj. 途中的 adv. 大大地;远远地,1,4年级下,no-existing-match,,,,new-identity-candidate,yes
weekend,weekend,"n. 周末,周末休假;周末聚会 adj. 周末的,周末用的 vi. 度周末",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
white,white,n. 白色;洁白;白种人 adj. 白色的;白种的;纯洁的,1,2年级下,no-existing-match,,,,new-identity-candidate,yes
wide,wide,"n. 大千世界 adj. 广泛的;宽的,广阔的;张大的;远离目标的 adv. 广泛地;广阔地;充分地",1,6年级下,no-existing-match,,,,new-identity-candidate,yes
will,will,n. 意志;决心;情感;遗嘱;意图;心愿 vt. 决心要;遗赠;用意志力使 vi. 愿意;下决心 aux. 将;愿意;必须,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
without,without,prep. 没有;超过;在...外面 n. 外部;外面 adv. 户外;在外面;没有或不显示某事物,1,5年级下,no-existing-match,,,,new-identity-candidate,yes
wood,wood,n. 木材;木制品;树林 vt. 植林于;给...添加木柴 vi. 收集木材,2,1年级上|5年级下,no-existing-match,,,,new-identity-candidate,yes
world,world,n. 世界;领域;世俗;全人类;物质生活,1,6年级上,no-existing-match,,,,new-identity-candidate,yes
worry,worry,n. 担心;烦恼;撕咬 vi. 担心;烦恼;撕咬 vt. 担心;发愁;折磨,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
would,would,"aux. 将,将要;愿意 v. will的过去式",1,5年级下,no-existing-match,,,,new-identity-candidate,yes
write,write,"vi. 写,写字;写作,作曲;写信 vt. 写,书写;写信给;著述",1,3年级下,no-existing-match,,,,new-identity-candidate,yes
wrong,wrong,"n. 坏事;不公正 adj. 错误的;失常的;不适当的 vt. 委屈;无理地对待;诽谤 adv. 错误地;邪恶地,不正当地",1,4年级下,no-existing-match,,,,new-identity-candidate,yes
yard,yard,"n. 院子;码(英制中丈量长度单位,1码=3英尺);庭院;帆桁 vt. 把...关进或围在畜栏里",1,1年级下,no-existing-match,,,,new-identity-candidate,yes
yesterday,yesterday,n. 昨天;往昔 adv. 昨天,1,6年级下,no-existing-match,,,,new-identity-candidate,yes
yogurt,yogurt,"n. 酸奶酪,[食品] 酸乳(等于yoghurt)",1,1年级下,no-existing-match,,,,new-identity-candidate,yes
zebra,zebra,n. [脊椎] 斑马 adj. 有斑纹的,1,1年级下,no-existing-match,,,,new-identity-candidate,yes
