MatchKey,DisplayForms,Definitions,OccurrenceCount,Books,CandidateClass,CandidateNoteIDs,CandidateWords,CandidateSenses,AutoDecision,NeedsSenseReview
hobby,hobby,n. 嗜好;业余爱好,1,6年级上,exact-single,KV000494,hobby,爱好,reuse-candidate,yes
home,home,"n. 家,住宅;产地;家乡;避难所 adj. 国内的,家庭的;有效的 vt. 归巢,回家 adv. 在家,回家;深入地",1,2年级下,exact-single,KV000335,home,家；在家,reuse-candidate,yes
homework,homework,"n. 家庭作业,课外作业",1,5年级上,exact-single,KV000853,homework,家庭作业,reuse-candidate,yes
horse,horse,n. 马;骑兵;脚架;海洛因 vt. 使骑马;系马于;捉弄 vi. 骑马;作弄人,1,6年级上,exact-single,KV000545,horse,马,reuse-candidate,yes
hospital,hospital,n. 医院,1,3年级下,exact-single,KV000132,hospital,医院,reuse-candidate,yes
hot,hot,adj. 热的;辣的;热情的;激动的;紧迫的 vt. 增加;给...加温 adv. 热;紧迫地 vi. 变热,1,3年级上,exact-single,KV000173,hot,热的,reuse-candidate,yes
hotel,hotel,"n. 旅馆,饭店;客栈 vt. 使...在饭店下榻 vi. 进行旅馆式办公",1,6年级上,exact-single,KV000461,hotel,酒店；旅馆,reuse-candidate,yes
house,house,n. 住宅;家庭;机构;议会;某种用途的建筑物 vt. 覆盖;给...房子住;把...储藏在房内 vi. 住,2,1年级上|3年级上,exact-single,KV000369,house,房子；住宅,reuse-candidate,yes
how,how,adv. 如何;多少;多么 n. 方法;方式 conj. 如何,1,2年级下,exact-single,KV000035,how,怎样；多少,reuse-candidate,yes
how much,how much,conj. 多少,1,4年级上,exact-single,KV000564,how much,多少钱,reuse-candidate,yes
hungry,hungry,adj. 饥饿的;渴望的;荒年的;不毛的,1,2年级下,exact-single,KV000083,hungry,饿的；饥饿的,reuse-candidate,yes
hurt,hurt,n. 痛苦;危害;痛苦的原因 vt. 使受伤;损害;使疼痛;使痛心 adj. 受伤的;痛苦的;受损的 vi. 感到疼痛;有坏处;带来痛苦,1,4年级下,exact-single,KV000224,hurt,疼；受伤,reuse-candidate,yes
i,I,n. 碘元素;英语字母I pron. 我,1,2年级上,exact-single,KV000006,I,我,reuse-candidate,yes
idea,idea,n. 想法;主意;概念,1,6年级下,exact-single,KV000783,idea,想法；主意,reuse-candidate,yes
ill,ill,n. 疾病;不幸 adj. 生病的;坏的;邪恶的;不吉利的 adv. 不利地;恶劣地;几乎不,1,6年级下,exact-single,KV000733,ill,生病的,reuse-candidate,yes
in,in,prep. 按照(表示方式);从事于;在...之内 n. 执政者;门路;知情者 adj. 在里面的;时髦的 adv. 进入;当选;(服装等)时髦;在屋里,1,2年级上,exact-single,KV000059,in,在……里面,reuse-candidate,yes
interesting,interesting,"adj. 有趣的;引起兴趣的,令人关注的",1,4年级上,exact-single,KV000350,interesting,有趣的,reuse-candidate,yes
is,is,v. 是(be的三单形式) n. 存在,1,2年级上,exact-single,KV000016,is,是,reuse-candidate,yes
it,it,abbr. 信息技术information technology abbr. 意大利Italy;意大利的Italian,1,2年级上,exact-single,KV000024,it,它,reuse-candidate,yes
jacket,jacket,"n. 羽绒滑雪衫;西装短外套;短上衣,夹克;土豆皮;书籍的护封;文件套,公文夹 vt. 给...穿夹克;给...装护套;给...包上护封;〈口〉打",1,2年级下,exact-single,KV000258,jacket,夹克衫,reuse-candidate,yes
january,January,n. 一月,1,3年级上,exact-single,KV000266,January,一月,reuse-candidate,yes
job,job,n. 工作;职业 vt. 承包;代客买卖 vi. 做零工,1,5年级下,exact-single,KV000433,job,工作；职业,reuse-candidate,yes
juice,juice,"n. (水果)汁,液;果汁",2,1年级下|5年级上,exact-single,KV000086,juice,果汁,reuse-candidate,yes
july,July,n. 七月,1,3年级上,exact-single,KV000272,July,七月,reuse-candidate,yes
june,June,"n. 六月;琼(人名,来源于拉丁语,含义是“年轻气盛的六月”)",1,3年级上,exact-single,KV000271,June,六月,reuse-candidate,yes
kid,kid,n. 小孩;小山羊 vt. 欺骗;取笑;戏弄 vi. 欺骗;取笑;戏弄 adj. 小山羊皮制的;较年幼的,1,5年级下,exact-single,KV000864,kid,小孩,reuse-candidate,yes
king,king,"n. 国王;最有势力者;王棋 vi. 统治;做国王 vt. 立...为王 adj. 主要的,最重要的,最大的",1,1年级下,exact-single,KV000472,king,国王,reuse-candidate,yes
kitchen,kitchen,n. 厨房;炊具;炊事人员,1,2年级下,exact-single,KV000341,kitchen,厨房,reuse-candidate,yes
kite,kite,n. 风筝 vi. 使用空头支票;像风筝一样飞;轻快地移动 vt. 骗钱;涂改(支票),2,1年级上|3年级下,exact-single,KV000832,kite,风筝,reuse-candidate,yes
know,know,vt. 知道;认识;懂得 vi. 了解;熟悉;确信,1,3年级上,exact-single,KV000319,know,知道；认识,reuse-candidate,yes
lake,lake,n. 湖;深红色颜料;胭脂红 vt. (使)血球溶解 vi. (使)血球溶解,2,1年级上|4年级上,exact-single,KV000139,lake,湖,reuse-candidate,yes
large,large,adj. 大的;多数的;广博的 adv. 大大地;夸大地 n. 大,1,6年级下,exact-single,KV000877,large,大型号的,reuse-candidate,yes
late,late,adj. 晚的;迟的;已故的;最近的 adv. 晚;迟;最近;在晚期,1,5年级上,exact-single,KV000353,late,迟到的；晚的,reuse-candidate,yes
leaf,leaf,"n. 叶子;(书籍等的)一张;扇页 vi. 生叶;翻书页 vt. 翻...的页,匆匆翻阅",2,1年级下|5年级上,exact-single,KV000838,leaf,叶（复数 leaves）,reuse-candidate,yes
left,left,adj. 左边的;左派的;剩下的 adv. 在左面 n. 左边;左派;激进分子 v. 离开(leave的过去式),1,4年级下,exact-single,KV000654,left,离开（leave的过去式）,reuse-candidate,yes
leg,leg,n. 腿;支柱,1,2年级上,exact-single,KV000220,leg,腿,reuse-candidate,yes
library,library,"n. 图书馆,藏书室;文库",1,4年级下,exact-single,KV000293,library,图书馆,reuse-candidate,yes
light,light,n. 光;光线;灯;打火机;领悟;浅色;天窗 adj. 轻的;浅色的;明亮的;轻松的;容易的;清淡的 vi. 点着;变亮;着火 vt. 照亮;点燃;着火 adv. 轻地;清楚地;轻便地,1,4年级上,exact-single,KV000062,light,灯,reuse-candidate,yes
like,like,vt. 喜欢;想;愿意 vi. 喜欢;希望 prep. 像;如同 adj. 同样的;相似的 n. 爱好;同样的人或物 adv. 可能 conj. 好像,2,3年级上|6年级上,exact-single,KV000051,like,喜欢,reuse-candidate,yes
live,live,adj. 活的;生动的;实况转播的;精力充沛的 vt. 经历;度过 vi. 活;居住;生存,1,4年级上,exact-single,KV000764,live,居住；生活,reuse-candidate,yes
long,long,"n. 长时间;[语] 长音节;(服装的)长尺寸;长裤 adj. 长的;过长的;做多头的;长时间的;冗长的,长音 vi. 渴望;热望 adv. 长期地;始终",1,2年级上,exact-single,KV000250,long,长的,reuse-candidate,yes
look,look,vt. 看;期待;注意;面向;看上去像 vi. 看;看起来;注意;面向 n. 看;样子;面容,2,2年级上|3年级下,exact-single,KV000114,look,看,reuse-candidate,yes
look for,look for,v. 寻找;探索;渴望;盼望,1,4年级上,exact-single,KV000251,look for,寻找,reuse-candidate,yes
lost,lost,adj. 失去的;丧失的;迷惑的 v. 遗失(lose的过去分词);失败,1,4年级下,exact-single,KV000317,lost,丢失的；迷路的,reuse-candidate,yes
love,love,"n. 恋爱;亲爱的;酷爱;喜爱的事物;爱情,爱意;疼爱;热爱;爱人,所爱之物 v. 爱,热爱;爱戴;赞美,称赞;喜爱;喜好;喜欢;爱慕",1,2年级下,exact-single,KV000563,love,喜爱；爱,reuse-candidate,yes
lovely,lovely,"adj. 可爱的;令人愉快的;爱恋的;秀丽的,优美的 n. 美女;可爱的东西",1,5年级下,exact-single,KV000553,lovely,可爱的；讨人喜欢的,reuse-candidate,yes
lunch,lunch,n. 午餐 vt. 吃午餐;供给午餐 vi. 吃午餐;供给午餐,1,6年级上,exact-single,KV000866,lunch,午餐,reuse-candidate,yes
man,man,n. 人;男人;人类;丈夫;雇工 vt. 操纵;给...配置人员;使增强勇气;在...就位,1,4年级下,exact-single,KV000112,man,男人,reuse-candidate,yes
many,many,pron. 许多;许多人 adj. 许多的,1,6年级上,exact-single,KV000036,many,许多；多少（how many）,reuse-candidate,yes
map,map,vt. 映射;计划;绘制地图;确定基因在染色体中的位置 n. 地图;示意图;染色体图 vi. 基因被安置,2,1年级下|5年级上,exact-single,KV000681,map,地图,reuse-candidate,yes
march,March,n. 三月,1,3年级上,exact-single,KV000268,March,三月,reuse-candidate,yes
maths,maths,n. 数学(等于mathematics),1,5年级上,exact-single,KV000287,maths,数学；数学课,reuse-candidate,yes
may,May|may,"aux. 可以,能够;可能,也许;祝,愿;会,能",2,3年级上|3年级下,exact-single,KV000270,May,五月,reuse-candidate,yes
meat,meat,"n. 肉,肉类(食用)",1,5年级上,exact-single,KV000239,meat,肉；肉类,reuse-candidate,yes
meet,meet,vt. 满足;遇见;对付 vi. 相遇;接触 n. 集会 adj. 合适的;适宜的,1,3年级上,exact-single,KV000770,meet,见面；遇见,reuse-candidate,yes
minute,minute,"n. 分,分钟;片刻,一会儿;备忘录,笔记;会议记录 vt. 将...记录下来 adj. 微小的,详细的 [maɪˈnjuːt; US -ˈnuːt; maɪˋnut]",1,5年级上,exact-single,KV000867,minute,分钟,reuse-candidate,yes
monday,Monday,n. 星期一,1,6年级上,exact-single,KV000201,Monday,星期一,reuse-candidate,yes
money,money,n. 钱;货币;财富,1,4年级上,exact-single,KV000454,money,钱,reuse-candidate,yes
monkey,monkey,n. 猴子;顽童 vi. 胡闹;捣蛋 vt. 嘲弄,2,1年级下|2年级上,exact-single,KV000021,monkey,猴子,reuse-candidate,yes
morning,morning,n. 早晨;黎明;初期,1,5年级上,exact-single,KV000230,morning,早晨；上午,reuse-candidate,yes
mother,mother,n. 母亲;大娘;女修道院院长 vt. 生下;养育;像母亲般关怀或照管 adj. 母亲的;出生地的,1,3年级下,exact-single,KV000100,mother,妈妈；母亲,reuse-candidate,yes
mouse,mouse,n. 鼠标;老鼠;胆小羞怯的人 vt. 探出 vi. 捕鼠;窥探,1,1年级上,exact-single,KV000882,mouse,老鼠,reuse-candidate,yes
mouth,mouth,"n. 口,嘴;河口 vt. 做作地说,装腔作势地说;喃喃地说出 vi. 装腔作势说话",1,4年级下,exact-single,KV000014,mouth,嘴；口,reuse-candidate,yes
ms,Ms,"abbr. 存贮系统(Memory System);主存储器(Main Storage);主程序装置(Master Sequecer);中速,平均速度(Medium Speed);主(总)开关(Master Switch)",1,4年级上,exact-single,KV000828,Ms,女士,reuse-candidate,yes
much,much,"adv. 非常,很 adj. 大量的 n. 许多,大量 pron. 许多,大量",1,3年级下,exact-single,KV000321,much,很；非常,reuse-candidate,yes
museum,museum,n. 博物馆,1,4年级下,exact-single,KV000475,museum,博物馆,reuse-candidate,yes
music,music,"n. 音乐,乐曲",1,4年级下,exact-single,KV000286,music,音乐；音乐课,reuse-candidate,yes
my,my,pron. 我的 int. 哎呀(表示惊奇等);喔唷,1,2年级上,exact-single,KV000017,my,我的,reuse-candidate,yes
myself,myself,pron. 我自己;我亲自;我的正常的健康状况和正常情绪,1,6年级上,exact-single,KV000438,myself,我自己,reuse-candidate,yes
name,name,"n. 名称,名字;姓名;名誉 vt. 命名,任命;指定;称呼;提名;叫出 adj. 姓名的;据以取名的",1,3年级上,exact-single,KV000116,name,名字,reuse-candidate,yes
near,near,adj. 近的;亲近的;近似的 adv. 近;接近 prep. 靠近;近似于,1,4年级下,exact-single,KV000066,near,在……附近,reuse-candidate,yes
never,never,adv. 从未;决不,1,4年级下,exact-single,KV000503,never,从不；从未,reuse-candidate,yes
new,new,"adj. 新的,新鲜的;更新的;初见的 adv. 新近",1,2年级上,exact-single,KV000125,new,新的,reuse-candidate,yes
nice,nice,adj. 精密的;美好的;细微的;和蔼的,1,2年级下,exact-single,KV000538,nice,友好的；好的,reuse-candidate,yes
nine,nine,"n. 九,九个 num. 九;九个 adj. 九的,九个的",1,2年级下,exact-single,KV000033,nine,九；九个,reuse-candidate,yes
no,no,adv. 不 adj. 没有;不是 n. 不;否决票 abbr. 数字(number);元素锘(nobelium)的符号,1,2年级上,exact-single,KV000053,no,不；不是,reuse-candidate,yes
nose,nose,n. 鼻子;嗅觉;突出的部分;探问 vt. 嗅;用鼻子触 vi. 小心探索着前进;探问,2,1年级下|6年级下,exact-single,KV000013,nose,鼻子,reuse-candidate,yes
november,November,n. 十一月,1,3年级上,exact-single,KV000276,November,十一月,reuse-candidate,yes
now,now,adv. 现在;如今;立刻 adj. 现在的 n. 现在;目前 conj. 由于;既然,1,3年级下,exact-single,KV000826,now,现在,reuse-candidate,yes
nurse,nurse,"vt. 看护,护理;照顾;培养;给...喂奶 vi. 照料,护理;喂奶;当保姆 n. 护士;奶妈,保姆",1,3年级下,exact-single,KV000423,nurse,护士,reuse-candidate,yes
october,October,n. [天] 十月,1,3年级上,exact-single,KV000275,October,十月,reuse-candidate,yes
often,often,"adv. 常常,时常",1,5年级下,exact-single,KV000351,often,经常；常常,reuse-candidate,yes
ok,OK,adj. 好的;不错的 adv. 行;很好 int. 好;可以 vt. 对...表示同意 n. 同意,1,6年级下,exact-single,KV000320,ok,好的；可以,reuse-candidate,yes
old,old,"adj. 陈旧的,古老的;年老的 n. 古时",1,2年级上,exact-single,KV000209,old,……岁的；年老的,reuse-candidate,yes
on,on,"adv. 向前地;作用中,行动中;继续着 prep. 向,朝......;关于;在......之上;在......时候 adj. 开着的;发生着的,正在进行中",1,2年级上,exact-single,KV000057,on,在……上面,reuse-candidate,yes
one,one,pron. 一个人;任何人 adj. 一的;唯一的 n. 一 num. 一;一个,1,2年级下,exact-single,KV000025,one,一；一个,reuse-candidate,yes
only,only,"adv. 只,仅仅;不料 adj. 唯一的,仅有的;最合适的 conj. 但是;不过;可是",1,6年级下,exact-single,KV000560,only,只；仅仅,reuse-candidate,yes
or,or,"conj. 或,或者;还是",1,2年级上,exact-single,KV000118,or,或者,reuse-candidate,yes
orange,orange,adj. 橙色的;橘色的 n. 橙;橙色;桔子,2,1年级下|2年级下,exact-single,KV000048,orange,橙子；橙色,reuse-candidate,yes
our,our,pron. 我们的,1,2年级上,exact-single,KV000300,our,我们的,reuse-candidate,yes
pair,pair,"n. 一对,一双,一副 vt. 把...组成一对",1,4年级上,exact-single,KV000868,pair,一条，一副,reuse-candidate,yes
panda,panda,n. 熊猫;猫熊,2,1年级下|5年级上,exact-single,KV000544,panda,熊猫,reuse-candidate,yes
paper,paper,n. 纸;论文;文件;报纸 adj. 纸做的 vt. 用纸糊;用纸包装 vi. 贴糊墙纸;发交通违章传票,1,6年级下,exact-single,KV000402,paper,纸,reuse-candidate,yes
park,park,n. 公园;[交] 停车场 vt. 停放;放置;寄存 vi. 停放车辆,2,1年级下|2年级上,exact-single,KV000131,park,公园,reuse-candidate,yes
pass,pass,n. 及格;经过;护照;途径;传球 vt. 通过;经过;传递 vi. 经过;传递;变化;终止,1,5年级上,exact-single,KV000888,pass,给；递,reuse-candidate,yes
pe,PE,"abbr. 体育课,体能训练(physical education)",1,6年级上,exact-single,KV000285,PE,体育；体育课,reuse-candidate,yes
pen,pen,n. 钢笔;作家;围栏 vt. 写;关入栏中,2,1年级上|4年级上,exact-single,KV000396,pen,钢笔,reuse-candidate,yes
pencil,pencil,n. 铅笔;笔状物 vt. 用铅笔写;用眉笔涂 vi. 成铅笔状,1,3年级上,exact-single,KV000003,pencil,铅笔,reuse-candidate,yes
people,people,n. 人;人类;民族;公民 vt. 居住于;使住满人,1,3年级下,exact-single,KV000435,people,人们,reuse-candidate,yes
phone,phone,"n. 电话;耳机,听筒 vt. 打电话 vi. 打电话",1,2年级下,exact-single,KV000408,phone,电话；打电话,reuse-candidate,yes
photo,photo,n. 照片,1,5年级下,exact-single,KV000821,photo,照片,reuse-candidate,yes
pig,pig,"n. 猪;猪肉 vi. 生小猪;像猪一样过活 n. 警察(俚语,带有攻击性)",1,2年级上,exact-single,KV000547,pig,猪,reuse-candidate,yes
plane,plane,"n. 飞机;平面;程度,水平 adj. 平的;平面的 vt. 刨平;用刨子刨;掠过水面 vi. 刨;乘飞机旅行;翱翔",1,4年级下,exact-single,KV000068,plane,飞机,reuse-candidate,yes
plant,plant,"n. 工厂,车间;植物;设备;庄稼 vt. 种植;培养;栽培;安置 vi. 种植",2,3年级下|5年级下,exact-single,KV000610,plant,种植；植物,reuse-candidate,yes
play,play,n. 游戏;比赛;剧本 vt. 游戏;扮演;演奏;播放;同...比赛 vi. 演奏;玩耍;上演;参加比赛,1,6年级上,exact-single,KV000813,play,玩耍,reuse-candidate,yes
playground,playground,"n. 运动场,操场;游乐场",1,4年级下,exact-single,KV000295,playground,操场,reuse-candidate,yes
please,please,"int. 请(礼貌用语) vt. 使喜欢;使高兴,使满意 vi. 讨人喜欢;令人高兴",1,6年级上,exact-single,KV000404,please,请,reuse-candidate,yes
potato,potato,"n. [作物] 土豆,[作物] 马铃薯",1,3年级下,exact-single,KV000237,potato,土豆；马铃薯,reuse-candidate,yes
pupil,pupil,n. 学生;[解剖] 瞳孔;未成年人,1,3年级上,exact-single,KV000768,pupil,小学生；学生,reuse-candidate,yes
quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,1,4年级下,exact-single,KV000522,quiet,安静的；文静的,reuse-candidate,yes
rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",2,1年级下|6年级上,exact-single,KV000245,rabbit,兔子,reuse-candidate,yes
race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",1,3年级上,exact-single,KV000735,race,比赛；赛跑,reuse-candidate,yes
rain,rain,n. 雨;下雨;雨天;雨季 vt. 大量地给;使大量落下 vi. 下雨;降雨,1,3年级上,exact-single,KV000829,rain,下雨；雨,reuse-candidate,yes
rainy,rainy,adj. 下雨的;多雨的,1,3年级上,exact-single,KV000160,rainy,下雨的；多雨的,reuse-candidate,yes
read,read,"n. 阅读;读物 adj. 有学问的 vi. 读;读起来 vt. 阅读;读懂,理解",1,5年级下,exact-single,KV000812,read,阅读,reuse-candidate,yes
really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",1,4年级上,exact-single,KV000308,really,真的；确实,reuse-candidate,yes
red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",1,2年级上,exact-single,KV000042,red,红色；红色的,reuse-candidate,yes
rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,1,2年级下,exact-single,KV000077,rice,米饭,reuse-candidate,yes
room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留",1,2年级下,exact-single,KV000299,room,房间,reuse-candidate,yes
ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",1,3年级上,exact-single,KV000002,ruler,尺子,reuse-candidate,yes
run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",1,3年级上,exact-single,KV000334,run,跑；奔跑,reuse-candidate,yes
sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",1,4年级上,exact-single,KV000653,sad,难过的；伤心的,reuse-candidate,yes
safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,1,4年级下,exact-single,KV000419,safe,安全的,reuse-candidate,yes
saturday,Saturday,n. 星期六,1,2年级上,exact-single,KV000206,Saturday,星期六,reuse-candidate,yes
say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,1,4年级上,exact-single,KV000623,say,说；讲,reuse-candidate,yes
school,school,n. 学校;学院;学派;鱼群 vt. 教育,1,4年级上,exact-single,KV000129,school,学校,reuse-candidate,yes
schoolbag,schoolbag,n. 书包,1,2年级下,exact-single,KV000004,schoolbag,书包,reuse-candidate,yes
science,science,n. 科学;技术;学科;理科,1,5年级上,exact-single,KV000284,science,科学；科学课,reuse-candidate,yes
sea,sea,n. 海;海洋;许多;大量,1,5年级下,exact-single,KV000477,sea,海,reuse-candidate,yes
season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,1,6年级下,exact-single,KV000178,season,季节,reuse-candidate,yes
second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,1,3年级上,exact-single,KV000296,second,第二,reuse-candidate,yes
september,September,n. 九月,1,3年级上,exact-single,KV000274,September,九月,reuse-candidate,yes
seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",1,5年级下,exact-single,KV000031,seven,七；七个,reuse-candidate,yes
she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),1,2年级下,exact-single,KV000107,she,她,reuse-candidate,yes
sheep,sheep,"n. 羊,绵羊;胆小鬼",1,5年级上,exact-single,KV000548,sheep,绵羊；羊,reuse-candidate,yes
shirt,shirt,"n. 衬衫;汗衫,内衣",1,2年级下,exact-single,KV000092,shirt,衬衫,reuse-candidate,yes
shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,1,4年级上,exact-single,KV000411,shop,商店；购物,reuse-candidate,yes
short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",1,2年级上,exact-single,KV000123,short,矮的；短的,reuse-candidate,yes
shorts,shorts,n. 短裤,1,2年级下,exact-single,KV000097,shorts,短裤,reuse-candidate,yes
should,should,aux. 应该;就;可能;将要,1,5年级下,exact-single,KV000261,should,应该,reuse-candidate,yes
sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,1,5年级下,exact-single,KV000102,sister,姐妹；姐姐；妹妹,reuse-candidate,yes
ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,1,5年级上,exact-single,KV000478,ski,滑雪,reuse-candidate,yes
skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",2,1年级上|6年级下,exact-single,KV000094,skirt,短裙；裙子,reuse-candidate,yes
sleep,sleep,"n. 睡眠 vi. 睡,睡觉",1,2年级下,exact-single,KV000857,sleep,睡觉,reuse-candidate,yes
small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",1,2年级上,exact-single,KV000249,small,小的,reuse-candidate,yes
smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,1,6年级上,exact-single,KV000727,smart,聪明的；机灵的,reuse-candidate,yes
snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,1,1年级下,exact-single,KV000247,snake,蛇,reuse-candidate,yes
snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",1,2年级下,exact-single,KV000392,snow,雪,reuse-candidate,yes
snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",1,3年级上,exact-single,KV000162,snowy,下雪的；多雪的,reuse-candidate,yes
sofa,sofa,n. 沙发;长椅,1,2年级下,exact-single,KV000343,sofa,沙发,reuse-candidate,yes
sometimes,sometimes,"adv. 有时,间或",1,4年级下,exact-single,KV000530,sometimes,有时,reuse-candidate,yes
soon,soon,"adv. 快;不久,一会儿;立刻;",1,4年级下,exact-single,KV000264,soon,很快；不久,reuse-candidate,yes
sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",1,4年级上,exact-single,KV000076,sorry,对不起；抱歉,reuse-candidate,yes
sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",1,4年级下,exact-single,KV000439,sound,听起来；声音,reuse-candidate,yes
soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",1,4年级上,exact-single,KV000675,soup,汤,reuse-candidate,yes
spoon,spoon,"n. 匙,勺子;一杓的量 vt. 用匙舀;使成匙状 vi. 轻轻向上击",1,1年级上,exact-single,KV000897,spoon,勺；匙；调羹,reuse-candidate,yes
sport,sport,n. 运动;游戏;娱乐;运动会;玩笑 adj. 运动的 vt. 游戏;参加体育运动;夸耀 vi. 游戏,1,3年级上,exact-single,KV000818,sport,体育运动,reuse-candidate,yes
spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,1,2年级下,exact-single,KV000169,spring,春天,reuse-candidate,yes
square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,1,3年级下,exact-single,KV000462,square,广场,reuse-candidate,yes
stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,1,6年级上,exact-single,KV000495,stamp,邮票,reuse-candidate,yes
star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",2,1年级上|3年级上,exact-single,KV000471,star,星星,reuse-candidate,yes
station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,1,4年级下,exact-single,KV000467,station,车站,reuse-candidate,yes
stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,1,6年级下,exact-single,KV000470,stay,停留；待,reuse-candidate,yes
stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,2,6年级上|6年级下,exact-single,KV000420,stop,停；停止,reuse-candidate,yes
story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,1,3年级下,exact-single,KV000750,story,故事,reuse-candidate,yes
street,street,n. 街道 adj. 街道的,1,6年级下,exact-single,KV000421,street,街道,reuse-candidate,yes
strong,strong,adj. 坚强的;强壮的;牢固的;擅长的 adv. 强劲地;猛烈地,1,6年级上,exact-single,KV000809,strong,强壮的,reuse-candidate,yes
study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",1,5年级下,exact-single,KV000340,study,书房；学习,reuse-candidate,yes
subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,1,5年级上,exact-single,KV000590,subject,学科；科目,reuse-candidate,yes
summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,1,6年级下,exact-single,KV000170,summer,夏天,reuse-candidate,yes
sunday,Sunday,n. 星期日;礼拜日,1,2年级上,exact-single,KV000200,Sunday,星期日,reuse-candidate,yes
sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",1,3年级上,exact-single,KV000164,sunny,晴朗的；阳光充足的,reuse-candidate,yes
supermarket,supermarket,n. 超级市场;自助售货商店,1,5年级上,exact-single,KV000130,supermarket,超市,reuse-candidate,yes
sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,1,3年级下,exact-single,KV000075,sure,当然；可以,reuse-candidate,yes
swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,1,6年级上,exact-single,KV000157,swim,游泳,reuse-candidate,yes
