NoteID,CanonicalWord,Word,PromptHint,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
KV000177,favourite,favourite,,[ˈfeɪvərɪt],[ˈfeɪvərɪt],最喜欢的,Spring is my favourite season.,春天是我最喜欢的季节。,4,000047,rj_start1,rj_start1::2年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::grade4-current
KV000178,season,season,,[ˈsiːzn],[ˈsiːzn],季节,What is your favourite season?,你最喜欢哪个季节？,4,000099,rj_start1,rj_start1::2年级下|rj_start1::klose-current::4年级上,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::上 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::grade4-current
KV000179,eleven,eleven,,[ɪˈlev(ə)n],[ɪˈlevn],十一；十一个,There are eleven players on a football team.,一支足球队有十一名队员。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000180,twelve,twelve,,[twelv],[twelv],十二；十二个,There are twelve months in a year.,一年有十二个月。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000181,twenty,twenty,,[ˈtwenti],[ˈtwenti],二十,Our class has twenty students today.,我们班今天有二十名学生。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000182,thirty,thirty,,[ˈθɜːti],[ˈθɜːrti],三十,Our class has thirty students.,我们班有三十名学生。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000183,forty,forty,,[ˈfɔːti],[ˈfɔːrti],四十,There are forty chairs in our classroom.,我们的教室里有四十把椅子。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000184,fifty,fifty,,[ˈfɪfti],[ˈfɪfti],五十,The library has fifty books for children.,图书馆有五十本给孩子们看的书。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000185,thirteen,thirteen,,[ˌθɜːˈtiːn],[ˌθɜːrˈtiːn],十三；十三个,My cousin is thirteen years old.,我的表哥十三岁。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000186,fourteen,fourteen,,[ˌfɔːˈtiːn],[ˌfɔːrˈtiːn],十四；十四个,There are fourteen books on the desk.,桌子上有十四本书。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000187,fifteen,fifteen,,[ˌfɪfˈtiːn],[ˌfɪfˈtiːn],十五；十五个,We waited fifteen minutes for the bus.,我们等公交车等了十五分钟。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000188,time,time,,[taɪm],[taɪm],时间；时刻,What time is it?,几点了？,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000189,playtime,playtime,,[ˈpleɪtaɪm],[ˈpleɪtaɪm],游戏时间；课间活动时间,We play football during playtime.,游戏时间我们踢足球。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000190,get up,get up,,[ɡet ʌp],[ɡet ʌp],起床,I usually get up at seven on school days.,上学日我通常七点起床。,4,000162,rj_start1,rj_start1::2年级下|rj_start1::4年级上|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::grade4-current
KV000191,eat breakfast,eat breakfast,,[i:t ˈbrekfəst],[iːt ˈbrekfəst],吃早饭,I eat breakfast before I go to school.,我上学前吃早饭。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000192,go to school,go to school,,[ˌɡəʊ tə ˈskuːl],[ˌɡoʊ tə ˈskuːl],上学,I usually go to school by bus.,我通常坐公交车上学。,4,000163,rj_start1,rj_start1::2年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::grade4-current
KV000193,eat lunch,eat lunch,,,,吃午饭,I eat lunch with my classmates at school.,我在学校和同学们一起吃午饭。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000194,go home,go home,,[ˌɡəʊ ˈhəʊm],[ˌɡoʊ ˈhoʊm],回家,I usually go home after school at five.,我通常放学后五点回家。,4,000164,rj_start1,rj_start1::2年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::grade4-current
KV000195,eat dinner,eat dinner,,,,吃晚饭,My family eats dinner at home every evening.,我们一家每天晚上在家吃晚饭。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000196,go to bed,go to bed,,[ˌɡəʊ tə ˈbed],[ˌɡoʊ tə ˈbed],上床睡觉,I usually go to bed before nine.,我通常九点前上床睡觉。,4,000165,rj_start1,rj_start1::2年级下|rj_start1::5年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::5 source::rj_start1::grade::5::下 stage::grade4-current
KV000197,when,when,,[wen],[wen],什么时候,When do you get up?,你什么时候起床？,4,000128,rj_start1,rj_start1::2年级下|rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::grade4-current
KV000198,every day,every day,,,,每天,I read English for ten minutes every day.,我每天读十分钟英语。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000199,at,at,,[ət],[ət; æt],在……时刻,I get up at seven.,我七点起床。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000200,Sunday,Sunday,,[ˈsʌndeɪ],[ˈsʌndeɪ],星期日,We visit my grandparents on Sunday.,我们星期日去看望祖父母。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
KV000201,Monday,Monday,,[ˈmʌndeɪ],[ˈmʌndeɪ],星期一,We have English and music on Monday.,我们星期一有英语课和音乐课。,4,,rj_start1,rj_start1::2年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000202,Tuesday,Tuesday,,[ˈtjuːzdeɪ],[ˈtuːzdeɪ],星期二,I go to the drawing club on Tuesday.,我星期二去绘画社团。,4,,rj_start1,rj_start1::2年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000203,Wednesday,Wednesday,,[ˈwenzdeɪ],[ˈwenzdeɪ],星期三,We play basketball after school on Wednesday.,我们星期三放学后打篮球。,4,,rj_start1,rj_start1::2年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000204,Thursday,Thursday,,[ˈθɜːzdeɪ],[ˈθɜːrzdeɪ],星期四,I read in the library on Thursday afternoon.,我星期四下午在图书馆读书。,4,,rj_start1,rj_start1::2年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000205,Friday,Friday,,[ˈfraɪdeɪ],[ˈfraɪdeɪ],星期五,We have PE class on Friday afternoon.,我们星期五下午有体育课。,4,,rj_start1,rj_start1::2年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000206,Saturday,Saturday,,[ˈsætədeɪ],[ˈsætərdeɪ],星期六,My family goes to the park on Saturday.,我们一家星期六去公园。,4,,rj_start1,rj_start1::2年级下|rj_start1::4年级上,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 source::rj_start1::grade::4 source::rj_start1::grade::4::上 stage::library
KV000207,today,today,,[təˈdeɪ],[təˈdeɪ],今天,I have English homework to do today.,我今天有英语作业要做。,4,,rj_start1,rj_start1::2年级下,learner::klose::level::4 learner::klose::released source::rj_start1 source::rj_start1::grade::2 source::rj_start1::grade::2::下 stage::library
