ProvisionalIdentityKey,OccurrenceKeys,OccurrenceCount,GradeSemesters,Units,Pages,Entry,Meaning,MatchKey,SourceMeaningVariants,SourceSurfaceMultiplicity,CandidateClass,ExistingNoteCount,ExistingCandidates,VariantCandidates,MorphologyLemma,MorphologyFormType,ReviewStatus,Decision,DecisionNoteID,Rationale
G56V0170,grade5-lower-u01-o035|go swimming || grade5-lower-u02-o012|go swimming,2,5下,5下-U1|5下-U2,5下-p18|5下-p9,go swimming,去游泳,go swimming,1,no,no-exact-match,0,,,,,pending,,,
G56V0171,grade5-lower-u02-o016|good job,1,5下,5下-U2,5下-p17,good job,做得好,good job,1,no,no-exact-match,0,,,,,pending,,,
G56V0172,grade6-upper-u04-o004|goods,1,6上,6上-U4,6上-p41,goods,商品,goods,1,no,no-exact-match,0,,,,,pending,,,
G56V0173,grade5-upper-u03-o020|grandparent,1,5上,5上-U3,5上-p33,grandparent,祖父；祖母；外祖父；外祖母,grandparent,1,no,no-exact-match,0,,,,,pending,,,
G56V0174,grade6-lower-u04-o002|grass,1,6下,6下-U4,6下-p35,grass,草坪,grass,1,no,exact-single,1,KV000135::grass::草,,,,pending,,,
G56V0175,grade6-lower-u04-o003|gym,1,6下,6下-U4,6下-p35,gym,体育馆,gym,1,no,no-exact-match,0,,,,,pending,,,
G56V0176,grade5-upper-u04-o008|habit,1,5上,5上-U4,5上-p41,habit,习惯,habit,1,no,exact-single,1,KV000782::habit::习惯,,,,pending,,,
G56V0177,grade6-lower-u02-o005|had,1,6下,6下-U2,6下-p17,had,（have 的过去式）患病；得病,had,1,no,morphology-only,0,,,have,verb_past,pending,,,
G56V0178,grade6-lower-u02-o006|had a cold,1,6下,6下-U2,6下-p17,had a cold,感冒,had a cold,1,no,no-exact-match,0,,,,,pending,,,
G56V0179,grade6-upper-u04-o007|haircut,1,6上,6上-U4,6上-p41,haircut,理发；发型,haircut,1,no,no-exact-match,0,,,,,pending,,,
G56V0180,grade6-upper-u04-o010|half,1,6上,6上-U4,6上-p42,half,一半,half,1,no,no-exact-match,0,,,,,pending,,,
G56V0181,grade6-lower-u01-o012|hall,1,6下,6下-U1,6下-p4,hall,大厅,hall,1,no,no-exact-match,0,,,,,pending,,,
G56V0182,grade5-upper-u05-o007|hamburger,1,5上,5上-U5,5上-p53,hamburger,汉堡包；汉堡牛肉饼,hamburger,1,no,exact-single,1,KV000410::hamburger::汉堡包,,,,pending,,,
G56V0183,grade5-upper-u01-o007|hard-working,1,5上,5上-U1,5上-p5,hard-working,工作努力的；辛勤的,hard-working,1,no,no-exact-match,0,,,,,pending,,,
G56V0184,grade5-lower-u01-o002|have ... class,1,5下,5下-U1,5下-p5,have ... class,上……课,have ... class,1,no,no-exact-match,0,,,,,pending,,,
G56V0185,grade5-lower-u06-o019|have a look,1,5下,5下-U6,5下-p63,have a look,看一看,have a look,1,no,no-exact-match,0,,,,,pending,,,
G56V0186,grade5-lower-u06-o002|having ... class,1,5下,5下-U6,5下-p59,having ... class,（正在）上……课,having ... class,1,no,no-exact-match,0,,,,,pending,,,
G56V0187,grade6-upper-u03-o003|head,1,6上,6上-U3,6上-p28,head,头；头部,head,1,no,exact-single,1,KV000216::head::头；头部,,,,pending,,,
G56V0188,grade6-upper-u06-o007|heat,1,6上,6上-U6,6上-p65,heat,加热；（使）变暖；热量,heat,1,no,no-exact-match,0,,,,,pending,,,
G56V0189,grade6-lower-u01-o007|heavier,1,6下,6下-U1,6下-p7,heavier,（heavy 的比较级）更重的,heavier,1,no,morphology-only,0,,,heavy,comparative,pending,,,
G56V0190,grade5-upper-u06-o010|heavy,1,5上,5上-U6,5上-p67,heavy,程度大的；严重的,heavy,1,no,no-exact-match,0,,,,,pending,,,
G56V0191,grade5-lower-u05-o004|hers,1,5下,5下-U5,5下-p49,hers,她的,hers,1,no,no-exact-match,0,,,,,pending,,,
G56V0192,grade5-upper-u01-o003|him,1,5上,5上-U1,5上-p4,him,他,him,1,no,no-exact-match,0,,,,,pending,,,
G56V0193,grade5-lower-u05-o003|his,1,5下,5下-U5,5下-p49,his,他的,his,1,no,exact-single,1,KV000115::his::他的,,,,pending,,,
G56V0194,grade6-upper-u01-o021|hong kong-zhuhai-macao bridge,1,6上,6上-U1,6上-p5,Hong Kong-Zhuhai-Macao Bridge,港珠澳大桥,hong kong-zhuhai-macao bridge,1,no,no-exact-match,0,,,,,pending,,,
G56V0195,grade6-lower-u02-o018|hotel,1,6下,6下-U2,6下-p18,hotel,旅馆,hotel,2,yes,exact-single,1,KV000461::hotel::酒店；旅馆,,,,pending,,,
G56V0196,grade5-upper-u06-o011|hotel,1,5上,5上-U6,5上-p67,hotel,旅馆；旅社,hotel,2,yes,exact-single,1,KV000461::hotel::酒店；旅馆,,,,pending,,,
G56V0197,grade5-upper-u04-o020|hour,1,5上,5上-U4,5上-p45,hour,小时,hour,1,no,no-exact-match,0,,,,,pending,,,
G56V0198,grade5-upper-u04-o009|house,1,5上,5上-U4,5上-p43,house,房子,house,1,no,exact-single,1,KV000369::house::房子；住宅,,,,pending,,,
G56V0199,grade5-upper-u05-o001|hungry,1,5上,5上-U5,5上-p52,hungry,感到饿的,hungry,1,no,exact-single,1,KV000083::hungry::饿的；饥饿的,,,,pending,,,
G56V0200,grade6-lower-u03-o007|hurt,1,6下,6下-U3,6下-p25,hurt,（hurt 的过去式）（使）受伤,hurt,1,no,morphology-only,1,KV000224::hurt::疼；受伤,,hurt,verb_past,pending,,,
G56V0201,grade5-upper-u05-o003|ice cream,1,5上,5上-U5,5上-p52,ice cream,（一份）冰激凌,ice cream,1,no,orthographic-variant,0,,KV000236::ice-cream::冰淇淋,,,pending,,,
G56V0202,grade6-lower-u04-o007|ice-skate,1,6下,6下-U4,6下-p37,ice-skate,滑冰,ice-skate,1,no,no-exact-match,0,,,,,pending,,,
G56V0203,grade5-upper-u04-o007|if,1,5上,5上-U4,5上-p40,if,如果；假若；倘若,if,1,no,no-exact-match,0,,,,,pending,,,
G56V0204,grade6-upper-u03-o002|ill,1,6上,6上-U3,6上-p28,ill,不舒服；生病的,ill,1,no,exact-single,1,KV000733::ill::生病的,,,,pending,,,
G56V0205,grade6-upper-u01-o015|inspiring,1,6上,6上-U1,6上-p8,inspiring,鼓舞人心的,inspiring,1,no,no-exact-match,0,,,,,pending,,,
G56V0206,grade5-upper-u05-o010|interesting,1,5上,5上-U5,5上-p55,interesting,有趣的；有吸引力的,interesting,1,no,exact-single,1,KV000350::interesting::有趣的,,,,pending,,,
G56V0207,grade6-lower-u04-o012|internet,1,6下,6下-U4,6下-p34,Internet,互联网,internet,1,no,no-exact-match,0,,,,,pending,,,
G56V0208,grade6-upper-u05-o018|into,1,6上,6上-U5,6上-p55,into,朝；进入,into,1,no,exact-single,1,KV000671::into::进入；到……里面,,,,pending,,,
G56V0209,grade5-lower-u01-o032|island,1,5下,5下-U1,5下-p9,island,岛,island,1,no,no-exact-match,0,,,,,pending,,,
G56V0210,grade5-lower-u06-o013|its,1,5下,5下-U6,5下-p58,its,它的,its,1,no,no-exact-match,0,,,,,pending,,,
G56V0211,grade5-lower-u03-o001|january,1,5下,5下-U3,5下-p25,January,一月,january,1,no,exact-single,1,KV000266::January::一月,,,,pending,,,
G56V0212,grade6-upper-u04-o016|jar,1,6上,6上-U4,6上-p44,jar,罐子,jar,1,no,no-exact-match,0,,,,,pending,,,
G56V0213,grade6-upper-u01-o025|jinggangshan revolution museum,1,6上,6上-U1,6上-p8,Jinggangshan Revolution Museum,井冈山革命博物馆,jinggangshan revolution museum,1,no,no-exact-match,0,,,,,pending,,,
G56V0214,grade6-upper-u02-o020|judge,1,6上,6上-U2,6上-p20,judge,裁判,judge,1,no,no-exact-match,0,,,,,pending,,,
G56V0215,grade5-lower-u03-o007|july,1,5下,5下-U3,5下-p28,July,七月,july,1,no,exact-single,1,KV000272::July::七月,,,,pending,,,
G56V0216,grade5-upper-u01-o010|jump,1,5上,5上-U1,5上-p8,jump,跳；跃,jump,1,no,no-exact-match,0,,,,,pending,,,
G56V0217,grade5-lower-u05-o010|jumping,1,5下,5下-U5,5下-p52,jumping,（jump的-ing形式）（正在）跳,jumping,1,no,morphology-only,0,,,jump,present_participle,pending,,,
G56V0218,grade5-lower-u03-o006|june,1,5下,5下-U3,5下-p25,June,六月,june,1,no,exact-single,1,KV000271::June::六月,,,,pending,,,
G56V0219,grade5-lower-u06-o006|keep,1,5下,5下-U6,5下-p62,keep,保持某种状态,keep,1,no,no-exact-match,0,,,,,pending,,,
G56V0220,grade5-lower-u06-o007|keep to the right,1,5下,5下-U6,5下-p62,keep to the right,靠右,keep to the right,1,no,no-exact-match,0,,,,,pending,,,
G56V0221,grade5-lower-u06-o008|keep your desk clean,1,5下,5下-U6,5下-p62,keep your desk clean,保持你的课桌干净,keep your desk clean,1,no,no-exact-match,0,,,,,pending,,,
G56V0222,grade6-lower-u01-o016|kilogram,1,6下,6下-U1,6下-p6,kilogram,千克；公斤,kilogram,1,no,no-exact-match,0,,,,,pending,,,
G56V0223,grade6-upper-u01-o003|kilometre,1,6上,6上-U1,6上-p4,kilometre,千米；公里,kilometre,1,no,no-exact-match,0,,,,,pending,,,
G56V0224,grade5-lower-u04-o015|kitten,1,5下,5下-U4,5下-p43,kitten,小猫,kitten,1,no,no-exact-match,0,,,,,pending,,,
G56V0225,grade5-upper-u06-o020|know,1,5上,5上-U6,5上-p69,know,知道；了解,know,1,no,exact-single,1,KV000319::know::知道；认识,,,,pending,,,
G56V0226,grade5-lower-u03-o022|labour,1,5下,5下-U3,5下-p25,labour,劳动,labour,1,no,no-exact-match,0,,,,,pending,,,
G56V0227,grade5-lower-u03-o023|labour day,1,5下,5下-U3,5下-p25,Labour Day,劳动节,labour day,1,no,no-exact-match,0,,,,,pending,,,
G56V0228,grade5-upper-u05-o016|lake,1,5上,5上-U5,5上-p57,lake,湖；湖泊,lake,1,no,exact-single,1,KV000139::lake::湖,,,,pending,,,
G56V0229,grade6-lower-u02-o021|lamp,1,6下,6下-U2,6下-p18,lamp,台灯,lamp,1,no,no-exact-match,0,,,,,pending,,,
G56V0230,grade5-lower-u01-o024|last,1,5下,5下-U1,5下-p7,last,上一个的；刚过去的,last,2,yes,no-exact-match,0,,,,,pending,,,
G56V0231,grade6-lower-u02-o010|last,1,6下,6下-U2,6下-p17,last,最近的；上一个的,last,2,yes,no-exact-match,0,,,,,pending,,,
G56V0232,grade5-lower-u01-o018|late,1,5下,5下-U1,5下-p4,late,晚；迟,late,1,no,exact-single,1,KV000353::late::迟到的；晚的,,,,pending,,,
G56V0233,grade6-upper-u02-o019|later,1,6上,6上-U2,6上-p20,later,随后；后来,later,1,no,no-exact-match,0,,,,,pending,,,
G56V0234,grade5-upper-u02-o015|laugh,1,5上,5上-U2,5上-p21,laugh,笑,laugh,1,no,no-exact-match,0,,,,,pending,,,
G56V0235,grade6-lower-u03-o023|laughed,1,6下,6下-U3,6下-p28,laughed,（laugh 的过去式）笑,laughed,1,no,morphology-only,0,,,laugh,verb_past,pending,,,
G56V0236,grade5-lower-u02-o022|leaf,1,5下,5下-U2,5下-p19,leaf,叶子,leaf,1,no,exact-single,1,KV000838::leaf::叶（复数 leaves）,,,,pending,,,
G56V0237,grade5-upper-u04-o016|less,1,5上,5上-U4,5上-p44,less,较少的；更少的,less,1,no,exact-single,1,KV000784::less::更少的；较少,,,,pending,,,
G56V0238,grade5-upper-u03-o014|lesson,1,5上,5上-U3,5上-p31,lesson,课；一节课,lesson,1,no,no-exact-match,0,,,,,pending,,,
G56V0239,grade5-lower-u01-o030|letter,1,5下,5下-U1,5下-p9,letter,信,letter,1,no,no-exact-match,0,,,,,pending,,,
G56V0240,grade6-lower-u03-o022|licked,1,6下,6下-U3,6下-p28,licked,（lick 的过去式）舔,licked,1,no,morphology-only,0,,,lick,verb_past,pending,,,
G56V0241,grade6-upper-u06-o006|light,1,6上,6上-U6,6上-p65,light,照亮,light,1,no,exact-single,1,KV000062::light::灯,,,,pending,,,
G56V0242,grade5-lower-u05-o016|like,1,5下,5下-U5,5下-p53,like,像……那样,like,1,no,exact-single,1,KV000051::like::喜欢,,,,pending,,,
G56V0243,grade5-lower-u06-o005|listening to music,1,5下,5下-U6,5下-p59,listening to music,（正在）听音乐,listening to music,1,no,exact-single,1,KV000327::listening to music::正在听音乐,,,,pending,,,
G56V0244,grade5-upper-u05-o004|little,1,5上,5上-U5,5上-p52,little,少许；一点,little,1,no,no-exact-match,0,,,,,pending,,,
G56V0245,grade5-lower-u01-o031|live,1,5下,5下-U1,5下-p9,live,居住,live,1,no,exact-single,1,KV000764::live::居住；生活,,,,pending,,,
G56V0246,grade6-lower-u01-o005|longer,1,6下,6下-U1,6下-p5,longer,（long 的比较级）更长的,longer,1,no,morphology-only,0,,,long,comparative,pending,,,
G56V0247,grade6-lower-u04-o011|look up,1,6下,6下-U4,6下-p34,look up,（在词典中或通过电脑）查阅,look up,1,no,no-exact-match,0,,,,,pending,,,
G56V0248,grade5-upper-u05-o015|lotus,1,5上,5上-U5,5上-p57,lotus,莲属植物,lotus,1,no,no-exact-match,0,,,,,pending,,,
G56V0249,grade6-lower-u02-o022|loud,1,6下,6下-U2,6下-p18,loud,喧闹的；大声的,loud,1,no,exact-single,1,KV000856::loud::说话太大声的；吵闹的,,,,pending,,,
G56V0250,grade5-lower-u02-o021|lovely,1,5下,5下-U2,5下-p19,lovely,可爱的；美丽的,lovely,2,yes,exact-single,1,KV000553::lovely::可爱的；讨人喜欢的,,,,pending,,,
G56V0251,grade5-upper-u01-o004|lovely,1,5上,5上-U1,5上-p5,lovely,美丽的；优美的,lovely,2,yes,exact-single,1,KV000553::lovely::可爱的；讨人喜欢的,,,,pending,,,
G56V0252,grade6-lower-u01-o018|lower,1,6下,6下-U1,6下-p8,lower,（low 的比较级）更低,lower,1,no,morphology-only,0,,,low,comparative,pending,,,
G56V0253,grade6-upper-u04-o009|lucky,1,6上,6上-U4,6上-p42,lucky,幸运的,lucky,1,no,no-exact-match,0,,,,,pending,,,
G56V0254,grade6-lower-u02-o015|magazine,1,6下,6下-U2,6下-p16,magazine,杂志,magazine,1,no,no-exact-match,0,,,,,pending,,,
G56V0255,grade6-upper-u02-o013|make,1,6上,6上-U2,6上-p19,make,（过去式 made）做；使出现,make,1,no,no-exact-match,0,,,,,pending,,,
G56V0256,grade5-lower-u02-o011|make a snowman,1,5下,5下-U2,5下-p18,make a snowman,堆雪人,make a snowman,1,no,exact-single,1,KV000158::make a snowman::堆雪人,,,,pending,,,
G56V0257,grade6-upper-u04-o014|manage,1,6上,6上-U4,6上-p44,manage,管理,manage,1,no,no-exact-match,0,,,,,pending,,,
G56V0258,grade6-upper-u02-o005|marathon,1,6上,6上-U2,6上-p18,marathon,马拉松赛跑,marathon,1,no,no-exact-match,0,,,,,pending,,,
G56V0259,grade6-upper-u05-o012|marble,1,6上,6上-U5,6上-p52,marble,（玻璃）弹子,marble,1,no,no-exact-match,0,,,,,pending,,,
G56V0260,grade5-lower-u03-o003|march,1,5下,5下-U3,5下-p25,March,三月,march,1,no,exact-single,1,KV000268::March::三月,,,,pending,,,
G56V0261,grade6-upper-u06-o022|market,1,6上,6上-U6,6上-p67,market,集市；市场,market,1,no,no-exact-match,0,,,,,pending,,,
G56V0262,grade6-upper-u05-o029|mars,1,6上,6上-U5,6上-p54,Mars,火星,mars,1,no,no-exact-match,0,,,,,pending,,,
G56V0263,grade5-upper-u02-o002|matter,1,5上,5上-U2,5上-p16,matter,事情；问题,matter,1,no,no-exact-match,0,,,,,pending,,,
G56V0264,grade6-upper-u03-o017|may,1,6上,6上-U3,6上-p32,may,也许；可能,may,2,yes,exact-single,1,KV000270::May::五月,,,,pending,,,
G56V0265,grade5-lower-u03-o005|may,1,5下,5下-U3,5下-p25,May,五月,may,2,yes,exact-single,1,KV000270::May::五月,,,,pending,,,
G56V0266,grade5-lower-u03-o016|meet,1,5下,5下-U3,5下-p24,meet,集会；开会,meet,1,no,exact-single,1,KV000770::meet::见面；遇见,,,,pending,,,
G56V0267,grade6-lower-u01-o013|metre,1,6下,6下-U1,6下-p4,metre,米（美式英语：meter）,metre,1,no,exact-single,1,KV000719::metre::米,,,,pending,,,
G56V0268,grade6-upper-u04-o008|microscope,1,6上,6上-U4,6上-p42,microscope,显微镜,microscope,1,no,no-exact-match,0,,,,,pending,,,
G56V0269,grade5-lower-u05-o001|mine,1,5下,5下-U5,5下-p49,mine,我的,mine,1,no,exact-single,1,KV000835::mine::我的,,,,pending,,,
G56V0270,grade5-upper-u03-o006|monday,1,5上,5上-U3,5上-p29,Monday,星期一,monday,1,no,exact-single,1,KV000201::Monday::星期一,,,,pending,,,
G56V0271,grade6-upper-u04-o001|money,1,6上,6上-U4,6上-p40,money,钱,money,1,no,exact-single,1,KV000454::money::钱,,,,pending,,,
G56V0272,grade6-upper-u05-o022|month,1,6上,6上-U5,6上-p55,month,月；月份,month,1,no,no-exact-match,0,,,,,pending,,,
G56V0273,grade6-upper-u05-o006|moon,1,6上,6上-U5,6上-p52,moon,月球；月亮；卫星,moon,1,no,no-exact-match,0,,,,,pending,,,
G56V0274,grade5-upper-u06-o006|mountain,1,5上,5上-U6,5上-p64,mountain,高山；山岳,mountain,1,no,no-exact-match,0,,,,,pending,,,
G56V0275,grade5-upper-u02-o016|move,1,5上,5上-U2,5上-p21,move,搬家；移动,move,1,no,no-exact-match,0,,,,,pending,,,
G56V0276,grade5-upper-u05-o008|mrs,1,5上,5上-U5,5上-p55,Mrs,（用于女子的姓氏或姓名前）太太，夫人,mrs,1,no,no-exact-match,0,,,,,pending,,,
G56V0277,grade6-lower-u03-o015|mule,1,6下,6下-U3,6下-p24,mule,骡子,mule,1,no,no-exact-match,0,,,,,pending,,,
G56V0278,grade5-lower-u03-o025|national,1,5下,5下-U3,5下-p28,national,国家的,national,1,no,no-exact-match,0,,,,,pending,,,
G56V0279,grade5-lower-u03-o026|national day,1,5下,5下-U3,5下-p28,National Day,国庆日,national day,1,no,exact-single,1,KV000600::National Day::国庆节,,,,pending,,,
G56V0280,grade5-upper-u06-o002|nature,1,5上,5上-U6,5上-p64,nature,自然界；大自然,nature,1,no,no-exact-match,0,,,,,pending,,,
G56V0281,grade5-lower-u01-o028|need,1,5下,5下-U1,5下-p7,need,需要,need,1,no,no-exact-match,0,,,,,pending,,,
G56V0282,grade6-upper-u01-o020|new zealand,1,6上,6上-U1,6上-p4,New Zealand,新西兰,new zealand,1,no,no-exact-match,0,,,,,pending,,,
G56V0283,grade5-upper-u03-o018|night,1,5上,5上-U3,5上-p33,night,夜；夜晚,night,1,no,no-exact-match,0,,,,,pending,,,
G56V0284,grade5-lower-u04-o018|noise,1,5下,5下-U4,5下-p43,noise,声音；响声；噪音,noise,1,no,no-exact-match,0,,,,,pending,,,
G56V0285,grade6-lower-u04-o016|nothing,1,6下,6下-U4,6下-p38,nothing,没有什么,nothing,1,no,no-exact-match,0,,,,,pending,,,
G56V0286,grade6-upper-u02-o017|notice,1,6上,6上-U2,6上-p20,notice,通知,notice,1,no,no-exact-match,0,,,,,pending,,,
G56V0287,grade5-lower-u03-o011|november,1,5下,5下-U3,5下-p28,November,十一月,november,1,no,exact-single,1,KV000276::November::十一月,,,,pending,,,
G56V0288,grade6-upper-u05-o011|ocean,1,6上,6上-U5,6上-p52,ocean,大海；海洋,ocean,1,no,no-exact-match,0,,,,,pending,,,
G56V0289,grade5-lower-u03-o010|october,1,5下,5下-U3,5下-p28,October,十月,october,1,no,exact-single,1,KV000275::October::十月,,,,pending,,,
G56V0290,grade6-lower-u03-o014|off,1,6下,6下-U3,6下-p24,off,从（某处）落下,off,1,no,no-exact-match,0,,,,,pending,,,
G56V0291,grade6-lower-u01-o002|older,1,6下,6下-U1,6下-p5,older,（old 的比较级）更年长的,older,1,no,morphology-only,0,,,old,comparative,pending,,,
G56V0292,grade5-lower-u04-o020|open,1,5下,5下-U4,5下-p43,open,开着的,open,1,no,no-exact-match,0,,,,,pending,,,
G56V0293,grade5-lower-u04-o011|other,1,5下,5下-U4,5下-p38,other,其他,other,1,no,no-exact-match,0,,,,,pending,,,
G56V0294,grade5-lower-u05-o006|ours,1,5下,5下-U5,5下-p49,ours,我们的,ours,1,no,no-exact-match,0,,,,,pending,,,
G56V0295,grade6-upper-u05-o009|outer space,1,6上,6上-U5,6上-p52,outer space,外太空,outer space,1,no,no-exact-match,0,,,,,pending,,,
G56V0296,grade6-upper-u06-o021|own,1,6上,6上-U6,6上-p67,own,自己的,own,1,no,no-exact-match,0,,,,,pending,,,
G56V0297,grade5-lower-u01-o020|p.m.,1,5下,5下-U1,5下-p5,p.m.,午后；下午,p.m.,1,no,no-exact-match,0,,,,,pending,,,
G56V0298,grade5-lower-u02-o024|paint,1,5下,5下-U2,5下-p19,paint,用颜料绘画,paint,1,no,exact-single,1,KV000365::paint::油漆；给……刷漆,,,,pending,,,
G56V0299,grade5-upper-u02-o013|parent,1,5上,5上-U2,5上-p20,parent,父亲；母亲,parent,1,no,no-exact-match,0,,,,,pending,,,
G56V0300,grade6-upper-u01-o022|paris,1,6上,6上-U1,6上-p5,Paris,巴黎,paris,1,no,no-exact-match,0,,,,,pending,,,
G56V0301,grade6-lower-u03-o021|part,1,6下,6下-U3,6下-p28,part,角色,part,1,no,no-exact-match,0,,,,,pending,,,
G56V0302,grade6-upper-u02-o001|paste,1,6上,6上-U2,6上-p16,paste,粘贴,paste,1,no,no-exact-match,0,,,,,pending,,,
G56V0303,grade5-upper-u04-o011|phone,1,5上,5上-U4,5上-p43,phone,电话；电话机,phone,1,no,exact-single,1,KV000408::phone::电话；打电话,,,,pending,,,
G56V0304,grade5-upper-u01-o012|piano,1,5上,5上-U1,5上-p8,piano,钢琴,piano,1,no,no-exact-match,0,,,,,pending,,,
G56V0305,grade5-lower-u02-o008|pick,1,5下,5下-U2,5下-p18,pick,摘；采集,pick,1,no,exact-single,1,KV000889::pick::采；摘,,,,pending,,,
G56V0306,grade5-lower-u02-o009|pick apples,1,5下,5下-U2,5下-p18,pick apples,摘苹果,pick apples,1,no,no-exact-match,0,,,,,pending,,,
G56V0307,grade5-lower-u02-o006|picnic,1,5下,5下-U2,5下-p18,picnic,野餐,picnic,1,no,no-exact-match,0,,,,,pending,,,
G56V0308,grade5-upper-u03-o017|ping-pong,1,5上,5上-U3,5上-p33,ping-pong,乒乓球,ping-pong,1,no,exact-single,1,KV000348::ping-pong::乒乓球,,,,pending,,,
G56V0309,grade5-lower-u02-o020|pink,1,5下,5下-U2,5下-p19,pink,粉色；粉色的,pink,1,no,no-exact-match,0,,,,,pending,,,
G56V0310,grade6-upper-u05-o001|planet,1,6上,6上-U5,6上-p52,planet,行星,planet,1,no,no-exact-match,0,,,,,pending,,,
G56V0311,grade5-lower-u03-o020|plant,1,5下,5下-U3,5下-p25,plant,种植,plant,1,no,exact-single,1,KV000610::plant::种植；植物,,,,pending,,,
G56V0312,grade5-lower-u01-o029|play,1,5下,5下-U1,5下-p9,play,戏剧；剧本,play,1,no,exact-single,1,KV000813::play::玩耍,,,,pending,,,
G56V0313,grade5-lower-u01-o003|play sports,1,5下,5下-U1,5下-p5,play sports,进行体育运动,play sports,1,no,exact-single,1,KV000303::play sports::做运动；参加体育活动,,,,pending,,,
G56V0314,grade5-upper-u01-o002|player,1,5上,5上-U1,5上-p4,player,运动员；参赛选手,player,1,no,no-exact-match,0,,,,,pending,,,
G56V0315,grade5-lower-u05-o009|playing,1,5下,5下-U5,5下-p52,playing,（play的-ing形式）（正在）玩耍,playing,1,no,morphology-only,0,,,play,present_participle,pending,,,
G56V0316,grade6-upper-u04-o002|pocket money,1,6上,6上-U4,6上-p40,pocket money,零花钱,pocket money,1,no,no-exact-match,0,,,,,pending,,,
G56V0317,grade6-upper-u06-o001|power,1,6上,6上-U6,6上-p64,power,能；能量,power,1,no,no-exact-match,0,,,,,pending,,,
G56V0318,grade5-upper-u02-o003|project,1,5上,5上-U2,5上-p16,project,项目；方案,project,1,no,no-exact-match,0,,,,,pending,,,
G56V0319,grade5-upper-u05-o012|pull,1,5上,5上-U5,5上-p56,pull,拔出；抽出,pull,1,no,no-exact-match,0,,,,,pending,,,
G56V0320,grade6-upper-u01-o017|pumpkin,1,6上,6上-U1,6上-p8,pumpkin,南瓜,pumpkin,1,no,no-exact-match,0,,,,,pending,,,
G56V0321,grade6-upper-u05-o026|question,1,6上,6上-U5,6上-p56,question,问题,question,1,no,no-exact-match,0,,,,,pending,,,
G56V0322,grade6-upper-u06-o013|quick,1,6上,6上-U6,6上-p66,quick,迅速的；快的,quick,1,no,no-exact-match,0,,,,,pending,,,
G56V0323,grade6-lower-u04-o015|race,1,6下,6下-U4,6下-p38,race,赛跑,race,2,yes,exact-single,1,KV000735::race::比赛；赛跑,,,,pending,,,
G56V0324,grade6-upper-u02-o007|race,1,6上,6上-U2,6上-p18,race,赛跑；速度竞赛,race,2,yes,exact-single,1,KV000735::race::比赛；赛跑,,,,pending,,,
G56V0325,grade5-upper-u06-o014|raincoat,1,5上,5上-U6,5上-p67,raincoat,雨衣,raincoat,1,no,no-exact-match,0,,,,,pending,,,
G56V0326,grade6-lower-u02-o008|read,1,6下,6下-U2,6下-p17,read,（read /riːd/ 的过去式）读,read,2,yes,morphology-only,1,KV000812::read::阅读,,read,verb_past,pending,,,
G56V0327,grade6-upper-u02-o012|read,1,6上,6上-U2,6上-p19,read,（过去式 read /red/）阅读,read,2,yes,morphology-only,1,KV000812::read::阅读,,read,verb_past,pending,,,
G56V0328,grade5-lower-u06-o004|reading a book,1,5下,5下-U6,5下-p59,reading a book,（正在）看书,reading a book,1,no,no-exact-match,0,,,,,pending,,,
G56V0329,grade6-upper-u06-o017|reduce,1,6上,6上-U6,6上-p67,reduce,减少,reduce,1,no,no-exact-match,0,,,,,pending,,,
G56V0330,grade6-upper-u06-o010|resource,1,6上,6上-U6,6上-p66,resource,资源,resource,1,no,no-exact-match,0,,,,,pending,,,
G56V0331,grade5-upper-u04-o013|rest,1,5上,5上-U4,5上-p43,rest,休息；放松,rest,1,no,no-exact-match,0,,,,,pending,,,
G56V0332,grade6-upper-u01-o018|restaurant,1,6上,6上-U1,6上-p8,restaurant,餐馆；餐厅,restaurant,1,no,exact-single,1,KV000443::restaurant::餐馆；饭店,,,,pending,,,
G56V0333,grade6-upper-u06-o020|reuse,1,6上,6上-U6,6上-p67,reuse,再次使用；重复使用,reuse,1,no,no-exact-match,0,,,,,pending,,,
G56V0334,grade5-lower-u03-o031|riddle,1,5下,5下-U3,5下-p29,riddle,谜；谜语,riddle,1,no,no-exact-match,0,,,,,pending,,,
G56V0335,grade5-upper-u06-o001|river,1,5上,5上-U6,5上-p64,river,河；江,river,1,no,no-exact-match,0,,,,,pending,,,
G56V0336,grade5-upper-u01-o009|robot,1,5上,5上-U1,5上-p7,robot,机器人,robot,1,no,no-exact-match,0,,,,,pending,,,
G56V0337,grade6-lower-u03-o006|rode,1,6下,6下-U3,6下-p25,rode,（ride 的过去式）骑（马；自行车）,rode,1,no,morphology-only,0,,,ride,verb_past,pending,,,
G56V0338,grade5-upper-u05-o014|root,1,5上,5上-U5,5上-p56,root,根；根茎,root,1,no,no-exact-match,0,,,,,pending,,,
G56V0339,grade5-upper-u01-o011|rope,1,5上,5上-U1,5上-p8,rope,绳；粗绳,rope,1,no,no-exact-match,0,,,,,pending,,,
G56V0340,grade5-upper-u05-o018|round,1,5上,5上-U5,5上-p57,round,圆形的；环形的；球形的,round,1,no,no-exact-match,0,,,,,pending,,,
G56V0341,grade6-upper-u05-o017|rover,1,6上,6上-U5,6上-p54,rover,探测器,rover,1,no,no-exact-match,0,,,,,pending,,,
