SourceID,SourceEdition,EvidenceFileID,Grade,Semester,Unit,Order,Starred,Entry,Meaning,Page,SourceStatus
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,17,0,because,因为,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,18,0,vacation,假期,17,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,19,0,all,全；完全,19,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,20,0,pink,粉色；粉色的,19,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,21,0,lovely,可爱的；美丽的,19,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,22,0,leaf,叶子,19,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,23,0,fall,落下；【美】秋天,19,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,2,24,0,paint,用颜料绘画,19,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,1,0,January,一月,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,2,0,February,二月,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,3,0,March,三月,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,4,0,April,四月,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,5,0,May,五月,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,6,0,June,六月,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,7,0,July,七月,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,8,0,August,八月,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,9,0,September,九月,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,10,0,October,十月,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,11,0,November,十一月,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,12,0,December,十二月,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,13,0,few,不多；很少,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,14,0,a few,一些,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,15,0,thing,事情,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,16,0,meet,集会；开会,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,17,0,sports meet,运动会,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,18,0,trip,旅行,24,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,19,0,year,年,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,20,0,plant,种植,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,21,0,contest,比赛；竞赛,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,22,0,labour,劳动,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,23,0,Labour Day,劳动节,25,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,24,0,the Great Wall,长城,27,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,25,0,national,国家的,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,26,0,National Day,国庆日,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,27,0,American,美国的,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,28,0,Thanksgiving,感恩节,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,29,0,Christmas,圣诞节,28,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,30,0,game,游戏,29,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,31,0,riddle,谜；谜语,29,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,32,0,act,扮演,29,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,33,0,act out,表演出来,29,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,34,0,RSVP,（尤用于请柬）请赐复,29,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_0000000021748230a3fe013ca478fd9a,5,下,3,35,0,by,在……之前,29,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,1,0,first (1st),第一（的）,39,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,2,0,second (2nd),第二（的）,39,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,3,0,third (3rd),第三（的）,39,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,4,0,fourth (4th),第四（的）,39,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,5,0,fifth (5th),第五（的）,39,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,6,0,twelfth (12th),第十二（的）,42,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,7,0,twentieth (20th),第二十（的）,42,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,8,0,twenty-first (21st),第二十一（的）,42,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,9,0,twenty-third (23rd),第二十三（的）,42,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,10,0,thirtieth (30th),第三十（的）,42,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,11,0,other,其他,38,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,12,0,special,特殊的；特别的,38,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,13,0,show,展览,38,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,14,0,festival,节日,38,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,15,0,kitten,小猫,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,16,0,diary,日记,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,17,0,still,仍然；依旧；还是,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,18,0,noise,声音；响声；噪音,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,19,0,fur,（某些动物的）浓密的软毛,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,20,0,open,开着的,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,4,21,0,walk,行走,43,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,1,0,mine,我的,49,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,2,0,yours,你（们）的,49,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,3,0,his,他的,49,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,4,0,hers,她的,49,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,5,0,theirs,他们的；她们的；它们的,49,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,6,0,ours,我们的,49,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,7,0,climbing,（climb 的-ing形式）（正在）攀登；攀爬,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,8,0,eating,（eat的-ing形式）（正在）吃,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,9,0,playing,（play的-ing形式）（正在）玩耍,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,10,0,jumping,（jump的-ing形式）（正在）跳,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,11,0,drinking,（drink的-ing形式）（正在）喝（水）,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,12,0,sleeping,（sleep的-ing形式）（正在）睡觉,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,13,0,each,每一；各个,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,14,0,each other,相互,52,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,15,0,excited,兴奋的；激动的,53,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,5,16,0,like,像……那样,53,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,1,0,doing morning exercises,（正在）做早操,59,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,2,0,having ... class,（正在）上……课,59,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,3,0,eating lunch,（正在）吃午饭,59,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,4,0,reading a book,（正在）看书,59,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,5,0,listening to music,（正在）听音乐,59,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,6,0,keep,保持某种状态,62,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,7,0,keep to the right,靠右,62,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,8,0,keep your desk clean,保持你的课桌干净,62,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,9,0,talk quietly,小声讲话,62,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,10,0,turn,顺序,62,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,11,0,take turns,按顺序来,62,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,12,0,bamboo,竹子,58,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,13,0,its,它的,58,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,14,0,show,给人看,61,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,15,0,anything,任何事物,61,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,16,0,else,另外；其他,61,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,17,0,exhibition,展览,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,18,0,say,说；讲,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,19,0,have a look,看一看,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,20,0,sushi,寿司,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,21,0,teach,教,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,22,0,sure,（表示同意）当然,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,23,0,Canadian,加拿大的,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,pre-2024-revision,file_000000009f948230995475af40a37df1,5,下,6,24,0,Spanish,西班牙的,63,materialized-from-user-image;source-provenance-resolved;source-provenance-held
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,1,1,was,（be 的第一和第三人称单数过去式）,4,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,2,0,climb,攀登；爬,4,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,3,0,kilometre,千米；公里,4,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,4,0,gingerbread house,姜饼屋,4,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,5,0,send,邮寄；发送,4,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,6,1,go,（过去式 went）去；走,6,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,7,0,thousand,一千,6,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,8,0,clay,黏土；陶土,6,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,9,1,see,（过去式 saw）看见,6,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,10,0,village,村庄；村镇,7,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,11,1,eat,（过去式 ate）吃,7,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,12,0,dry,干的,7,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,13,1,take,（过去式 took）（某个动作；和名词连用代替某个动词）,7,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,14,0,view,景色,7,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,15,0,inspiring,鼓舞人心的,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,16,0,bamboo,竹；竹子,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,17,0,pumpkin,南瓜,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,18,0,restaurant,餐馆；餐厅,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,19,0,airport,机场,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,20,0,New Zealand,新西兰,4,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,21,0,Hong Kong-Zhuhai-Macao Bridge,港珠澳大桥,5,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,22,0,Paris,巴黎,5,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,23,0,Eiffel Tower,埃菲尔铁塔,5,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,24,0,Terracotta Warriors,兵马俑,6,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,25,0,Jinggangshan Revolution Museum,井冈山革命博物馆,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_000000009cdc81fdbb3d97a81dc23f8f,6,上,1,26,0,the Red Army,红军,8,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,1,0,paste,粘贴,16,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,2,1,dress,穿衣服,17,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,3,0,gala,演出；庆典,17,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,4,0,count down,倒计时,17,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,5,0,marathon,马拉松赛跑,18,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,6,0,as,作为,18,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,7,0,race,赛跑；速度竞赛,18,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,8,1,run,（过去式 ran）跑；奔跑,18,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,9,0,cheer,欢呼；加油,18,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,10,0,book fair,书市,18,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,11,0,writer,作家；作者,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,12,1,read,（过去式 read /red/）阅读,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,13,1,make,（过去式 made）做；使出现,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,14,1,sing,（过去式 sang）唱（歌）；演唱,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,15,1,wear,（过去式 wore）穿；戴,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,16,1,yesterday,昨天,19,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,17,0,notice,通知,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,18,1,wake,（过去式 woke）醒；醒来,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,19,0,later,随后；后来,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,20,0,judge,裁判,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,21,1,begin,（过去式 began）开始,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,22,1,win,（过去式 won）获胜,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,23,0,winner,获胜的人（或队）；成功者,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,24,0,ever,（进行比较时用于加强语气）以往任何时候,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,2,25,0,exciting,令人激动的,20,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,1,1,cold,感冒,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,2,1,ill,不舒服；生病的,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,3,1,head,头；头部,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,4,0,runny nose,流鼻涕,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,5,0,soon,很快；马上,28,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,6,0,fever,发烧；发热,29,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,7,0,cough,咳嗽,29,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,8,0,discuss,讨论；商量,30,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,9,0,diet,日常饮食,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,10,0,stay up,熬夜,31,materialized-from-user-image;source-provenance-resolved
renjiao_start3,2024-revision,file_00000000022481fdb6484399c1bf9da3,6,上,3,11,1,cry,哭；哭泣,32,materialized-from-user-image;source-provenance-resolved
