NoteID,OriginType,ReleaseState,CanonicalWord,Word,SenseLabel,MeaningPrimary,ExistingBritish,ExistingAmerican,MissingSides,OriginalBritishEvidenceStatus,OriginalAmericanEvidenceStatus,OriginalBritishCandidate,OriginalAmericanCandidate,CandidateBritish,CandidateAmerican,CandidateEngine,CandidateEngineVersion,CandidateBritishVoice,CandidateAmericanVoice,RiskFlags
KV002145,new-third-party-stable,unreleased,Monkey King,Monkey King,孙悟空；美猴王,孙悟空；美猴王,,,British+American,missing,missing,,,[mˈʌŋki kˈɪŋ],[mˈʌŋki kˈɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002147,new-third-party-stable,unreleased,moon cake,moon cake,月饼,月饼,,,British+American,missing,missing,,,[mˈuːn kˈeɪk],[mˈuːn kˈeɪk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002155,new-third-party-stable,unreleased,Mount Taishan,Mount Taishan,泰山,泰山,,,British+American,missing,missing,,,[mˈaʊnt tˈeɪʃən],[mˈaʊnt tˈeɪʃən],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002156,new-third-party-stable,unreleased,mountain climbing,mountain climbing,登山；爬山,登山；爬山,,,British+American,missing,missing,,,[mˈaʊntɪn klˈaɪmɪŋ],[mˈaʊntɪn klˈaɪmɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002158,new-third-party-stable,unreleased,movie theater,movie theater,电影院,电影院,,,British+American,missing,missing,,,[mˈuːvi θˈiətə],[mˈuːvi θˈiəɾɚ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002166,new-third-party-stable,unreleased,music class,music class,音乐课,音乐课,,,British+American,missing,missing,,,[mjˈuːzɪk klˈas],[mjˈuːzɪk klˈæs],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002167,new-third-party-stable,unreleased,music room,music room,音乐教室；音乐室,音乐教室；音乐室,,,British+American,missing,missing,,,[mjˈuːzɪk ɹˈuːm],[mjˈuːzɪk ɹˈuːm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002172,new-third-party-stable,unreleased,national flag,national flag,国旗,国旗,,,British+American,missing,missing,,,[nˈaʃənəl flˈaɡ],[nˈæʃənəl flˈæɡ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002173,new-third-party-stable,unreleased,Native American,Native American,美洲原住民,美洲原住民,,,British+American,missing,missing,,,[nˈeɪtɪv ɐmˈɛɹɪkən],[nˈeɪɾɪv ɐmˈɛɹɪkən],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002180,new-third-party-stable,unreleased,neighbour,neighbour,邻居,邻居,,[ˈneɪbər],British,conflicting-evidence,consistent,[ˈneɪbə(r)],[ˈneɪbər],[nˈeɪbə],[ˈneɪbər],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV002187,new-third-party-stable,unreleased,New South Wales,New South Wales,新南威尔士州,新南威尔士州,,,British+American,missing,missing,,,[njˈuː sˈaʊθ wˈeɪlz],[nˈuː sˈaʊθ wˈeɪlz],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002188,new-third-party-stable,unreleased,New York,New York,纽约,纽约,,,British+American,missing,missing,,,[njˈuː jˈɔːk],[nˈuː jˈɔːɹk],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
KV002191,new-third-party-stable,unreleased,next time,next time,下一次；下次,下一次；下次,,,British+American,missing,missing,,,[nˈɛkst tˈaɪm],[nˈɛkst tˈaɪm],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002197,new-third-party-stable,unreleased,Nintendo,Nintendo,任天堂,任天堂,,,British+American,missing,missing,,,[nɪntˈɛndəʊ],[nɪntˈɛndoʊ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,proper-case
KV002199,new-third-party-stable,unreleased,no entry,no entry,禁止进入,禁止进入,,,British+American,missing,missing,,,[nˈəʊ ˈɛntɹi],[nˈoʊ ˈɛntɹi],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002200,new-third-party-stable,unreleased,no smoking,no smoking,禁止吸烟,禁止吸烟,,,British+American,missing,missing,,,[nˈəʊ smˈəʊkɪŋ],[nˈoʊ smˈoʊkɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002201,new-third-party-stable,unreleased,no swimming,no swimming,禁止游泳,禁止游泳,,,British+American,missing,missing,,,[nˈəʊ swˈɪmɪŋ],[nˈoʊ swˈɪmɪŋ],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword
KV002207,new-third-party-stable,unreleased,noodle,noodle,面条,面条,,,British+American,conflicting-evidence,conflicting-evidence,[ˈnuːd(ə)lz],[ˈnuːd(ə)lz],[nˈuːdəl],[nˈuːdəl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,
KV002209,new-third-party-stable,unreleased,North Pole,North Pole,北极,北极,,,British+American,missing,missing,,,[nˈɔːθ pˈəʊl],[nˈɔːɹθ pˈoʊl],espeak-ng,eSpeak NG text-to-speech: 1.51  Data at: /usr/lib/x86_64-linux-gnu/espeak-ng-data,en-gb,en-us,multiword proper-case
